group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision
349	A3	f69v	f69v.3	16	A3:G094	oteody	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OT+E+O+DY || OT+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
350	A3	f69v	f69v.3	17	A3:G095	ytyd	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
351	A3	f69v	f69v.3	18	A3:G096	a	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
352	A3	f69v	f69v.3	19	A3:G097	dchy	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
353	A3	f69v	f69v.3	20	A3:G098	otoly	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	O+OL+Y || OT+OL+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
354	A3	f69v	f69v.3	21	A3:G099	okeodal	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+O+AL	ansetzen + kurz + Arbeitsgang + Stelle	NONE	YES	NONE	ansetzen + kurz + Arbeitsgang + Stelle	ansetzen + kurz + Arbeitsgang + Stelle	NO
355	A3	f69v	f69v.3	22	A3:G100	oteoarar	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+E+O+AR+AR	danach + kurz + Arbeitsgang + von dort + von dort	NONE	YES	NONE	danach + kurz + Arbeitsgang + von dort + von dort	danach + kurz + Arbeitsgang + von dort + von dort	NO
356	A3	f69v	f69v.3	23	A3:G101	cheteeser	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
357	A3	f69v	f69v.3	24	A3:G102	dair	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
358	A3	f69v	f69v.3	25	A3:G103	chey	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
359	A3	f69v	f69v.3	26	A3:G104	okody	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+O+DY || OK+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
360	A3	f69v	f69v.3	27	A3:G105	dal	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO
361	A3	f69v	f69v.3	28	A3:G106	oteey	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	EXACT_PROSE_SURFACE	5d5e0b288cf36864ed9d	OT+EE+Y	nächsten Posten länger halten	NONE	YES	NONE	nächsten Posten länger halten	nächsten Posten länger halten	NO
362	A3	f69v	f69v.3	29	A3:G107	oteey	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	EXACT_PROSE_SURFACE	5d5e0b288cf36864ed9d	OT+EE+Y	nächsten Posten länger halten	NONE	YES	NONE	nächsten Posten länger halten	nächsten Posten länger halten	NO
363	A3	f69v	f69v.4	1	A3:G108	okeey	A3_LEFT_RADIAL_SLOT_01	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	0275fbf14e07935b0a45	OK+EE+Y	länger ansetzen	NONE	YES	NONE	länger ansetzen	länger ansetzen	NO
364	A3	f69v	f69v.4	2	A3:G109	sar	A3_LEFT_RADIAL_SLOT_01	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	4d4559019a961b834aa1	AR	von dort	NONE	YES	NONE	von dort	von dort	NO
365	A3	f69v	f69v.5	1	A3:G110	okeo	A3_LEFT_RADIAL_SLOT_02	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+O	ansetzen + kurz + Arbeitsgang	NONE	YES	NONE	ansetzen + kurz + Arbeitsgang	ansetzen + kurz + Arbeitsgang	NO
366	A3	f69v	f69v.5	2	A3:G111	dy	A3_LEFT_RADIAL_SLOT_02	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
367	A3	f69v	f69v.6	1	A3:G112	ochoyk	A3_LEFT_RADIAL_SLOT_03	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+HO+Y+K	Arbeitsgang + Zutat + dies + zufuehren	NONE	YES	NONE	Arbeitsgang + Zutat + dies + zufuehren	Arbeitsgang + Gabe + dies + zufuehren	YES
368	A3	f69v	f69v.7	1	A3:G113	ykeey	A3_LEFT_RADIAL_SLOT_04	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+EE+Y	dies + zufuehren + laenger + dies	NONE	YES	NONE	dies + zufuehren + laenger + dies	dies + zufuehren + laenger + dies	NO
369	A3	f69v	f69v.8	1	A3:G114	ytory	A3_LEFT_RADIAL_SLOT_05	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+OR+Y	dies + fuellen + Ansatz + dies	NONE	YES	NONE	dies + fuellen + Ansatz + dies	dies + eintragen + Ansatz + dies	YES
370	A3	f69v	f69v.9	1	A3:G115	oeesy	A3_LEFT_RADIAL_SLOT_06	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+EE+Y	Arbeitsgang + laenger + dies	NONE	YES	NONE	Arbeitsgang + laenger + dies	Arbeitsgang + laenger + dies	NO
371	A3	f69v	f69v.10	1	A3:G116	ytody	A3_LEFT_RADIAL_SLOT_07	A69_LEFT_28_PLACE_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+T+O+DY || Y+T+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
372	A3	f69v	f69v.11	1	A3:G117	okody	A3_LEFT_RADIAL_SLOT_08	A69_LEFT_28_PLACE_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+O+DY || OK+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
373	A3	f69v	f69v.12	1	A3:G118	otody	A3_LEFT_RADIAL_SLOT_09	A69_LEFT_28_PLACE_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OT+O+DY || OT+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
374	A3	f69v	f69v.13	1	A3:G119	okeal	A3_LEFT_RADIAL_SLOT_10	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+AL	ansetzen + kurz + Stelle	NONE	YES	NONE	ansetzen + kurz + Stelle	ansetzen + kurz + Stelle	NO
375	A3	f69v	f69v.14	1	A3:G120	okeod	A3_LEFT_RADIAL_SLOT_11	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
376	A3	f69v	f69v.15	1	A3:G121	oteeys	A3_LEFT_RADIAL_SLOT_12	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
377	A3	f69v	f69v.16	1	A3:G122	oteol	A3_LEFT_RADIAL_SLOT_13	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+E+OL	danach + kurz + fortsetzen	NONE	YES	NONE	danach + kurz + fortsetzen	danach + kurz + fortsetzen	NO
378	A3	f69v	f69v.17	1	A3:G123	ykeydy	A3_LEFT_RADIAL_SLOT_14	A69_LEFT_28_PLACE_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+K+E+Y+DY || Y+K+E+Y+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
379	A3	f69v	f69v.18	1	A3:G124	okeod	A3_LEFT_RADIAL_SLOT_15	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
380	A3	f69v	f69v.19	1	A3:G125	saral	A3_LEFT_RADIAL_SLOT_16	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR+AL	von dort + Stelle	NONE	YES	NONE	von dort + Stelle	von dort + Stelle	NO
381	A3	f69v	f69v.20	1	A3:G126	saiir	A3_LEFT_RADIAL_SLOT_17	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
382	A3	f69v	f69v.21	1	A3:G127	okolar	A3_LEFT_RADIAL_SLOT_18	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+OL+AR	ansetzen + fortsetzen + von dort	NONE	YES	NONE	ansetzen + fortsetzen + von dort	ansetzen + fortsetzen + von dort	NO
383	A3	f69v	f69v.22	1	A3:G128	ykeody	A3_LEFT_RADIAL_SLOT_19	A69_LEFT_28_PLACE_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+K+E+O+DY || Y+K+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
384	A3	f69v	f69v.23	1	A3:G129	sarydy	A3_LEFT_RADIAL_SLOT_20	A69_LEFT_28_PLACE_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	AR+Y+DY || AR+Y+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
385	A3	f69v	f69v.24	1	A3:G130	otchy	A3_LEFT_RADIAL_SLOT_21	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+Y	danach + dies	NONE	YES	NONE	danach + dies	danach + dies	NO
386	A3	f69v	f69v.25	1	A3:G131	okeey	A3_LEFT_RADIAL_SLOT_22	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	0275fbf14e07935b0a45	OK+EE+Y	länger ansetzen	NONE	YES	NONE	länger ansetzen	länger ansetzen	NO
387	A3	f69v	f69v.25	2	A3:G132	dy	A3_LEFT_RADIAL_SLOT_22	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
388	A3	f69v	f69v.26	1	A3:G133	okey	A3_LEFT_RADIAL_SLOT_23	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	08bd5ca0c2ad137a056d	OK+E+Y	kurz ansetzen	NONE	YES	NONE	kurz ansetzen	kurz ansetzen	NO
389	A3	f69v	f69v.26	2	A3:G134	d	A3_LEFT_RADIAL_SLOT_23	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
390	A3	f69v	f69v.27	1	A3:G135	okeod	A3_LEFT_RADIAL_SLOT_24	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
391	A3	f69v	f69v.28	1	A3:G136	okodchy	A3_LEFT_RADIAL_SLOT_25	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
392	A3	f69v	f69v.29	1	A3:G137	okeody	A3_LEFT_RADIAL_SLOT_26	A69_LEFT_28_PLACE_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+E+O+DY || OK+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
393	A3	f69v	f69v.30	1	A3:G138	okcheys	A3_LEFT_RADIAL_SLOT_27	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
394	A3	f69v	f69v.31	1	A3:G139	oar	A3_LEFT_RADIAL_SLOT_28	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AR	Arbeitsgang + von dort	NONE	YES	NONE	Arbeitsgang + von dort	Arbeitsgang + von dort	NO
395	A3	f69v	f69v.31	2	A3:G140	alys	A3_LEFT_RADIAL_SLOT_28	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
