event_id	physical_page	locus	surface	component_recipe	primary_layer	primary_teaching_unit_ids	mnemonic_common_unit_ids	complete_working_reading_de
P912-E0181	f13r	f13r.3	kchy	K+Y	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-Y		ZUGEBEN · DIES
P912-E0182	f13r	f13r.3	dar	D_ADDR+AR	COMMON_FORMULA_CARD	F012		TEIL · VORRAT
P912-E0183	f13r	f13r.4	qodchy	O+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-D_ADDR|R-Y		AUSFÜHREN · TEIL · DIES
P912-E0184	f13r	f13r.4	ytchy	Y+T+Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-T|R-Y		DIES · EINSTELLEN · DIES
P912-E0185	f13r	f13r.4	otchor	OT+CH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-CH|R-OR		DANACH · ENTNEHMEN · ANSATZ
P912-E0186	f13r	f13r.5	shorodo	SH+OR+O+D_ADDR+O	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-OR|R-O|R-D_ADDR|R-O		HALTEN · ANSATZ · AUSFÜHREN · TEIL · AUSFÜHREN
P912-E0187	f13r	f13r.5	shy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0188	f13r	f13r.5	tshy	T+Y	IMAGE_OWNED_SPECIALIST_CARD	L003	R-T|R-Y	Den Anteil aus dem endständigen Blütenstand wählen.
P912-E0189	f13r	f13r.5	kchol	K+OL	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-OL		ZUGEBEN · FORTSETZEN
P912-E0190	f13r	f13r.5	dpchy	D_ADDR+P+Y	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-P|R-Y		TEIL · EINSETZEN · DIES
P912-E0191	f13r	f13r.5	qopchy	O+P+Y	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-P|R-Y		AUSFÜHREN · EINSETZEN · DIES
P912-E0192	f13r	f13r.5	otchol	OT+CH+OL	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-CH|R-OL		DANACH · ENTNEHMEN · FORTSETZEN
P912-E0193	f13r	f13r.5	cfholdy	CFH+OL+DY	IMAGE_OWNED_SPECIALIST_CARD	L004	R-CFH|R-OL|R-DY	Den ersten Ansatz weiter auspressen und den Teilgang schließen.
P912-E0194	f13r	f13r.6	tchor	T+CH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-T|R-CH|R-OR		EINSTELLEN · ENTNEHMEN · ANSATZ
P912-E0195	f13r	f13r.6	dor	D_ADDR+OR	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-OR		TEIL · ANSATZ
P912-E0196	f13r	f13r.6	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0197	f13r	f13r.6	qotchol	OT+CH+OL	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-CH|R-OL		DANACH · ENTNEHMEN · FORTSETZEN
P912-E0198	f13r	f13r.6	okchy	OK+Y	COMMON_FORMULA_CARD	F005		ANSETZEN · DIES
P912-E0199	f13r	f13r.6	okchor	OK+CH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-CH|R-OR		ANSETZEN · ENTNEHMEN · ANSATZ
P912-E0200	f13r	f13r.6	oiin	O+IIN	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-IIN		AUSFÜHREN · STUFE
P912-E0201	f13r	f13r.6	chckhy	CKH+Y	COMMON_FORMULA_CARD	F020		DURCHLASS · DIES
P912-E0202	f13r	f13r.6	d	D_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR		TEIL
P912-E0203	f13r	f13r.7	dchy	D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-Y		TEIL · DIES
P912-E0204	f13r	f13r.7	qoky	OK+Y	COMMON_FORMULA_CARD	F005		ANSETZEN · DIES
P912-E0205	f13r	f13r.7	chol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0206	f13r	f13r.7	dy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0207	f13r	f13r.7	qoy	O+Y	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-Y		AUSFÜHREN · DIES
P912-E0208	f13r	f13r.7	d	D_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR		TEIL
P912-E0209	f13r	f13r.7	oldy	OL+DY	COMMON_FORMULA_CARD	F018		FORTSETZEN · SCHLIESSEN
P912-E0210	f13r	f13r.7	okchor	OK+CH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-CH|R-OR		ANSETZEN · ENTNEHMEN · ANSATZ
P912-E0211	f13r	f13r.7	doaiin	D_ADDR+O+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-O|R-AIIN		TEIL · AUSFÜHREN · SOLLMASS
P912-E0212	f13r	f13r.8	shochy	HO+Y	IMAGE_OWNED_SPECIALIST_CARD	L005	R-HO|R-Y	Einen Anteil aus der breiten Blattkrone nehmen.
P912-E0213	f13r	f13r.8	qokchy	OK+Y	COMMON_FORMULA_CARD	F005		ANSETZEN · DIES
P912-E0214	f13r	f13r.8	torchy	T+OR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-T|R-OR|R-Y		EINSTELLEN · ANSATZ · DIES
P912-E0215	f13r	f13r.8	k	K	PRODUCTIVE_ROOT_COMPOSITION	R-K		ZUGEBEN
P912-E0216	f13r	f13r.8	s	S	PRODUCTIVE_ROOT_COMPOSITION	R-S		AUSWÄHLEN
P912-E0217	f13r	f13r.8	okchey	OK+Y	COMMON_FORMULA_CARD	F005		ANSETZEN · DIES
P912-E0218	f13r	f13r.8	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0219	f13r	f13r.9	oldy	OL+DY	COMMON_FORMULA_CARD	F018		FORTSETZEN · SCHLIESSEN
P912-E0220	f13r	f13r.9	shey	SH+E+Y	COMMON_FORMULA_CARD	F010		HALTEN · KURZ · DIES
P912-E0221	f13r	f13r.9	chol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0222	f13r	f13r.9	doiin	D_ADDR+O+IIN	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-O|R-IIN		TEIL · AUSFÜHREN · STUFE
P912-E0223	f13r	f13r.9	ykoly	Y+K+OL+Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-OL|R-Y		DIES · ZUGEBEN · FORTSETZEN · DIES
P912-E0224	f13r	f13r.9	okchal	OK+CH+AL	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-CH|R-AL		ANSETZEN · ENTNEHMEN · ZIELSTELLE
P912-E0225	f13r	f13r.9	daldy	AL+DY	PRODUCTIVE_ROOT_COMPOSITION	R-AL|R-DY		ZIELSTELLE · SCHLIESSEN
P912-E0226	f13r	f13r.10	sotchy	S+OT+Y	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-OT|R-Y		AUSWÄHLEN · DANACH · DIES
P912-E0227	f13r	f13r.10	kchy	K+Y	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-Y		ZUGEBEN · DIES
P912-E0228	f13r	f13r.10	okorory	OK+OR+OR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-OR|R-OR|R-Y		ANSETZEN · ANSATZ · ANSATZ · DIES
P912-E0229	f55v	f55v.1	kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-CH|R-EE|R-D_ADDR|R-CHD|R-Y		ZUGEBEN · ENTNEHMEN · LÄNGER · TEIL · UMSETZEN · DIES
P912-E0230	f55v	f55v.1	oedain	O+E+D_ADDR+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-E|R-D_ADDR|R-AIN		AUSFÜHREN · KURZ · TEIL · PORTION
P912-E0231	f55v	f55v.1	chckhy	CKH+Y	COMMON_FORMULA_CARD	F020		DURCHLASS · DIES
P912-E0232	f55v	f55v.1	otoldaiin	OT+OL+D_ADDR+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-OL|R-D_ADDR|R-AIIN		DANACH · FORTSETZEN · TEIL · SOLLMASS
P912-E0233	f55v	f55v.1	dodyd	D_ADDR+O+DY+D_LABEL	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-O|R-DY|R-D_LABEL		TEIL · AUSFÜHREN · SCHLIESSEN · RAND
P912-E0234	f55v	f55v.2	oeeed	O+EEE+D_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-EEE|R-D_ADDR		AUSFÜHREN · VOLL · TEIL
P912-E0235	f55v	f55v.2	yteey	Y+T+EE+Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-T|R-EE|R-Y		DIES · EINSTELLEN · LÄNGER · DIES
P912-E0236	f55v	f55v.2	okeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		ANSETZEN · LÄNGER · SCHLIESSEN
P912-E0237	f55v	f55v.2	qoaiin	CARRIER_Q+O+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-CARRIER_Q|R-O|R-AIIN		BEGINNEN · AUSFÜHREN · SOLLMASS
P912-E0238	f55v	f55v.2	okeody	OK+E+O+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-E|R-O|R-D_ADDR|R-Y		ANSETZEN · KURZ · AUSFÜHREN · TEIL · DIES
P912-E0239	f55v	f55v.2	ykeesan	Y+K+EE+S+AN	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-EE|R-S|R-AN		DIES · ZUGEBEN · LÄNGER · AUSWÄHLEN · ZUSATZ
P912-E0240	f55v	f55v.3	qokeeey	OK+EEE+Y	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-EEE|R-Y		ANSETZEN · VOLL · DIES
P912-E0241	f55v	f55v.3	os	OS	PRODUCTIVE_ROOT_COMPOSITION	R-OS		DAZU
P912-E0242	f55v	f55v.3	ain	AIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIN		PORTION
P912-E0243	f55v	f55v.3	qool	CARRIER_Q+O+OL	PRODUCTIVE_ROOT_COMPOSITION	R-CARRIER_Q|R-O|R-OL		BEGINNEN · AUSFÜHREN · FORTSETZEN
P912-E0244	f55v	f55v.3	al	AL	PRODUCTIVE_ROOT_COMPOSITION	R-AL		ZIELSTELLE
P912-E0245	f55v	f55v.3	chedy	CHD+Y	COMMON_FORMULA_CARD	F001		UMSETZEN · DIES
P912-E0246	f55v	f55v.3	sar	S+AR	COMMON_FORMULA_CARD	F024		AUSWÄHLEN · VORRAT
P912-E0247	f55v	f55v.3	aiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0248	f55v	f55v.3	ol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0249	f55v	f55v.3	kar	K+AR	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-AR		ZUGEBEN · VORRAT
P912-E0250	f55v	f55v.3	am	AM_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-AM_ADDR		INNEN
P912-E0251	f55v	f55v.4	okar	OK+AR	COMMON_FORMULA_CARD	F013		ANSETZEN · VORRAT
P912-E0252	f55v	f55v.4	chckhdy	CH+CKH+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-CKH|R-D_ADDR|R-Y		ENTNEHMEN · DURCHLASS · TEIL · DIES
P912-E0253	f55v	f55v.4	cheody	CHEO+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CHEO|R-Y		AUSZUG · DIES
P912-E0254	f55v	f55v.4	keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-EE|R-Y|R-LOCAL_CHAR_F|R-AR		ZUGEBEN · LÄNGER · DIES · NEBENWEG · VORRAT
P912-E0255	f55v	f55v.4	al	AL	PRODUCTIVE_ROOT_COMPOSITION	R-AL		ZIELSTELLE
P912-E0256	f55v	f55v.4	ochedy	O+CHD+Y	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-CHD|R-Y		AUSFÜHREN · UMSETZEN · DIES
P912-E0257	f55v	f55v.4	qokain	OK+AIN	COMMON_FORMULA_CARD	F006		ANSETZEN · PORTION
P912-E0258	f55v	f55v.4	ody	O+DY	MEMORIZED_SPECIALIST_WHOLE_WORD	W024	R-O|R-DY	kühlen
P912-E0259	f55v	f55v.5	qokaiin	OK+AIIN	COMMON_FORMULA_CARD	F008		ANSETZEN · SOLLMASS
P912-E0260	f55v	f55v.5	chaiin	CH+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-AIIN		ENTNEHMEN · SOLLMASS
P912-E0261	f55v	f55v.5	ykain	Y+K+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-AIN		DIES · ZUGEBEN · PORTION
P912-E0262	f55v	f55v.5	ykan	Y+K+AN	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-AN		DIES · ZUGEBEN · ZUSATZ
P912-E0263	f55v	f55v.5	ody	O+DY	MEMORIZED_SPECIALIST_WHOLE_WORD	W024	R-O|R-DY	kühlen
P912-E0264	f55v	f55v.5	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0265	f55v	f55v.5	chedy	CHD+Y	COMMON_FORMULA_CARD	F001		UMSETZEN · DIES
P912-E0266	f55v	f55v.5	talam	T+AL+AM_ADDR	MEMORIZED_SPECIALIST_WHOLE_WORD	W043	R-T|R-AL|R-AM_ADDR	verwahren
P912-E0267	f55v	f55v.6	ykaiin	Y+K+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-AIIN		DIES · ZUGEBEN · SOLLMASS
P912-E0268	f55v	f55v.6	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0269	f55v	f55v.6	ykair	Y+K+AIR	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-AIR		DIES · ZUGEBEN · FLÜSSIGKEITSLAUF
P912-E0270	f55v	f55v.6	cheky	CHK+E+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CHK|R-E|R-Y		BEHANDELN · KURZ · DIES
P912-E0271	f55v	f55v.6	daiiny	D_ADDR+AIIN+Y	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-AIIN|R-Y		TEIL · SOLLMASS · DIES
P912-E0272	f55v	f55v.7	okchd	OK+CHD	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-CHD		ANSETZEN · UMSETZEN
P912-E0273	f55v	f55v.7	ykain	Y+K+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-AIN		DIES · ZUGEBEN · PORTION
P912-E0274	f55v	f55v.7	sheokey	SH+E+OK+E+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-E|R-OK|R-E|R-Y		HALTEN · KURZ · ANSETZEN · KURZ · DIES
P912-E0275	f55v	f55v.7	or	OR	PRODUCTIVE_ROOT_COMPOSITION	R-OR		ANSATZ
P912-E0276	f55v	f55v.7	ain	AIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIN		PORTION
P912-E0277	f55v	f55v.7	ch	CH	PRODUCTIVE_ROOT_COMPOSITION	R-CH		ENTNEHMEN
P912-E0278	f55v	f55v.7	kchdy	K+CHD+Y	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-CHD|R-Y		ZUGEBEN · UMSETZEN · DIES
P912-E0279	f55v	f55v.7	pchal	P+CH+AL	PRODUCTIVE_ROOT_COMPOSITION	R-P|R-CH|R-AL		EINSETZEN · ENTNEHMEN · ZIELSTELLE
P912-E0280	f55v	f55v.7	ar	AR	PRODUCTIVE_ROOT_COMPOSITION	R-AR		VORRAT
P912-E0281	f55v	f55v.7	aldy	AL+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-AL|R-D_ADDR|R-Y		ZIELSTELLE · TEIL · DIES
P912-E0282	f55v	f55v.7	dary	DA+R+Y	PRODUCTIVE_ROOT_COMPOSITION	R-DA|R-R|R-Y		ZWEIT · MARKIEREN · DIES
P912-E0283	f55v	f55v.8	tar	T+AR	PRODUCTIVE_ROOT_COMPOSITION	R-T|R-AR		EINSTELLEN · VORRAT
P912-E0284	f55v	f55v.8	chedy	CHD+Y	COMMON_FORMULA_CARD	F001		UMSETZEN · DIES
P912-E0285	f55v	f55v.8	qokaiin	OK+AIIN	COMMON_FORMULA_CARD	F008		ANSETZEN · SOLLMASS
P912-E0286	f55v	f55v.8	okar	OK+AR	COMMON_FORMULA_CARD	F013		ANSETZEN · VORRAT
P912-E0287	f55v	f55v.8	qol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0288	f55v	f55v.8	otar	OT+AR	COMMON_FORMULA_CARD	F016		DANACH · VORRAT
P912-E0289	f55v	f55v.8	cho	HO	PRODUCTIVE_ROOT_COMPOSITION	R-HO		TEILSTOFF
P912-E0290	f55v	f55v.8	ar	AR	PRODUCTIVE_ROOT_COMPOSITION	R-AR		VORRAT
P912-E0291	f55v	f55v.8	talody	T+AL+O+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-T|R-AL|R-O|R-D_ADDR|R-Y		EINSTELLEN · ZIELSTELLE · AUSFÜHREN · TEIL · DIES
P912-E0292	f55v	f55v.8	okar	OK+AR	COMMON_FORMULA_CARD	F013		ANSETZEN · VORRAT
P912-E0293	f55v	f55v.8	y	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0294	f55v	f55v.9	ykaky	Y+K+A_ADDR+K+Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-A_ADDR|R-K|R-Y		DIES · ZUGEBEN · ORT · ZUGEBEN · DIES
P912-E0295	f55v	f55v.9	qokchy	OK+Y	COMMON_FORMULA_CARD	F005		ANSETZEN · DIES
P912-E0296	f55v	f55v.9	okal	OK+AL	COMMON_FORMULA_CARD	F009		ANSETZEN · ZIELSTELLE
P912-E0297	f55v	f55v.9	chey	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0298	f55v	f55v.9	or	OR	PRODUCTIVE_ROOT_COMPOSITION	R-OR		ANSATZ
P912-E0299	f55v	f55v.9	or	OR	PRODUCTIVE_ROOT_COMPOSITION	R-OR		ANSATZ
P912-E0300	f55v	f55v.9	aiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0301	f55v	f55v.9	okaiin	OK+AIIN	COMMON_FORMULA_CARD	F008		ANSETZEN · SOLLMASS
P912-E0302	f55v	f55v.9	ykain	Y+K+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-AIN		DIES · ZUGEBEN · PORTION
P912-E0303	f55v	f55v.9	otaky	OT+A_ADDR+K+Y	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-A_ADDR|R-K|R-Y		DANACH · ORT · ZUGEBEN · DIES
P912-E0304	f55v	f55v.10	oaiin	O+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-AIIN		AUSFÜHREN · SOLLMASS
P912-E0305	f55v	f55v.10	ol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0306	f55v	f55v.10	s	S	PRODUCTIVE_ROOT_COMPOSITION	R-S		AUSWÄHLEN
P912-E0307	f55v	f55v.10	aiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0308	f55v	f55v.10	okaiin	OK+AIIN	COMMON_FORMULA_CARD	F008		ANSETZEN · SOLLMASS
P912-E0309	f55v	f55v.10	oky	OK+Y	COMMON_FORMULA_CARD	F005		ANSETZEN · DIES
P912-E0310	f55v	f55v.10	ytaiin	Y+T+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-T|R-AIIN		DIES · EINSTELLEN · SOLLMASS
P912-E0311	f55v	f55v.10	otar	OT+AR	COMMON_FORMULA_CARD	F016		DANACH · VORRAT
P912-E0312	f55v	f55v.10	y	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0313	f55v	f55v.10	kal	K+AL	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-AL		ZUGEBEN · ZIELSTELLE
P912-E0314	f55v	f55v.10	ykar	Y+K+AR	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-AR		DIES · ZUGEBEN · VORRAT
P912-E0315	f55v	f55v.10	ol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0316	f55v	f55v.11	ykaiin	Y+K+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-AIIN		DIES · ZUGEBEN · SOLLMASS
P912-E0317	f55v	f55v.11	cheoar	CH+E+O+AR	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-E|R-O|R-AR		ENTNEHMEN · KURZ · AUSFÜHREN · VORRAT
P912-E0318	f55v	f55v.11	cheeky	CHK+EE+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CHK|R-EE|R-Y		BEHANDELN · LÄNGER · DIES
P912-E0319	f55v	f55v.11	oldy	OL+DY	COMMON_FORMULA_CARD	F018		FORTSETZEN · SCHLIESSEN
P912-E0320	f55v	f55v.11	aiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0321	f55v	f55v.11	okal	OK+AL	COMMON_FORMULA_CARD	F009		ANSETZEN · ZIELSTELLE
P912-E0322	f55v	f55v.11	oltchy	OL+T+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W004	R-OL|R-T|R-Y	anwärmen
P912-E0323	f55v	f55v.11	or	OR	PRODUCTIVE_ROOT_COMPOSITION	R-OR		ANSATZ
P912-E0324	f55v	f55v.11	y	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0325	f55v	f55v.11	orain	OR+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-OR|R-AIN		ANSATZ · PORTION
P912-E0326	f55v	f55v.12	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0327	f55v	f55v.12	ar	AR	PRODUCTIVE_ROOT_COMPOSITION	R-AR		VORRAT
P912-E0328	f55v	f55v.12	cheky	CHK+E+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CHK|R-E|R-Y		BEHANDELN · KURZ · DIES
P912-E0329	f55v	f55v.12	olkeechy	OL+K+EE+CH+Y	PRODUCTIVE_ROOT_COMPOSITION	R-OL|R-K|R-EE|R-CH|R-Y		FORTSETZEN · ZUGEBEN · LÄNGER · ENTNEHMEN · DIES
P912-E0330	f55v	f55v.12	sl	S+L	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-L		AUSWÄHLEN · LEITEN
P912-E0331	f55v	f55v.12	ar	AR	PRODUCTIVE_ROOT_COMPOSITION	R-AR		VORRAT
P912-E0332	f55v	f55v.12	aiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0333	f55v	f55v.12	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0334	f55v	f55v.12	otam	OT+AM_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-AM_ADDR		DANACH · INNEN
P912-E0335	f56r	f56r.1	o	O	PRODUCTIVE_ROOT_COMPOSITION	R-O		AUSFÜHREN
P912-E0336	f56r	f56r.1	chal	CH+AL	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-AL		ENTNEHMEN · ZIELSTELLE
P912-E0337	f56r	f56r.1	chchs	CH+CH+S	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-CH|R-S		ENTNEHMEN · ENTNEHMEN · AUSWÄHLEN
P912-E0338	f56r	f56r.1	y	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0339	f56r	f56r.1	oty	OT+Y	COMMON_FORMULA_CARD	F011		DANACH · DIES
P912-E0340	f56r	f56r.1	esedy	E+S+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-E|R-S|R-E|R-DY		KURZ · AUSWÄHLEN · KURZ · SCHLIESSEN
P912-E0341	f56r	f56r.1	chy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0342	f56r	f56r.1	ychocphy	Y+CH+O+CPH+Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-CH|R-O|R-CPH|R-Y		DIES · ENTNEHMEN · AUSFÜHREN · UMLEITEN · DIES
P912-E0343	f56r	f56r.1	chorchy	CH+OR+CH+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-OR|R-CH|R-Y		ENTNEHMEN · ANSATZ · ENTNEHMEN · DIES
P912-E0344	f56r	f56r.1	chy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0345	f56r	f56r.2	chokchey	OK+CH+E+Y	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-CH|R-E|R-Y		ANSETZEN · ENTNEHMEN · KURZ · DIES
P912-E0346	f56r	f56r.2	chol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0347	f56r	f56r.2	choly	OL+Y	COMMON_FORMULA_CARD	F036		FORTSETZEN · DIES
P912-E0348	f56r	f56r.2	korchy	K+OR+CH+Y	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-OR|R-CH|R-Y		ZUGEBEN · ANSATZ · ENTNEHMEN · DIES
P912-E0349	f56r	f56r.2	chykey	CH+Y+K+E+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-Y|R-K|R-E|R-Y		ENTNEHMEN · DIES · ZUGEBEN · KURZ · DIES
P912-E0350	f56r	f56r.2	choty	CH+OT+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-OT|R-Y		ENTNEHMEN · DANACH · DIES
P912-E0351	f56r	f56r.2	shokaiin	SH+OK+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-OK|R-AIIN		HALTEN · ANSETZEN · SOLLMASS
P912-E0352	f56r	f56r.3	olchey	OL+Y	COMMON_FORMULA_CARD	F036		FORTSETZEN · DIES
P912-E0353	f56r	f56r.3	chokchol	OK+OL	COMMON_FORMULA_CARD	F035		ANSETZEN · FORTSETZEN
P912-E0354	f56r	f56r.3	chey	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0355	f56r	f56r.3	keey	K+EE+Y	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-EE|R-Y		ZUGEBEN · LÄNGER · DIES
P912-E0356	f56r	f56r.3	qokeey	OK+EE+Y	COMMON_FORMULA_CARD	F007		ANSETZEN · LÄNGER · DIES
P912-E0357	f56r	f56r.3	chokeey	OK+EE+Y	COMMON_FORMULA_CARD	F007		ANSETZEN · LÄNGER · DIES
P912-E0358	f56r	f56r.3	choksy	OK+S+Y	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-S|R-Y		ANSETZEN · AUSWÄHLEN · DIES
P912-E0359	f56r	f56r.4	qot	OT	PRODUCTIVE_ROOT_COMPOSITION	R-OT		DANACH
P912-E0360	f56r	f56r.4	chor	CH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-OR		ENTNEHMEN · ANSATZ
