copy_order	event_id	statement_id	record	page	locus	owner_code	owner_reset	teaching_mode	teaching_parts	card_no	component_parse	procedure_tokens	automaton_before	automaton_after	line_carry_in	renderer_first_choice	renderer_final_surface	renderer_action	card_roundtrip	surface_roundtrip	apprentice_spoken_reading_de	statement_first_event	program_status	master_conscious_decision_count	master_conscious_reasons	master_mode	allograph_block_id	block_rendering_mode	block_start_decision	revised_conscious_decision_count	revised_conscious_reasons	revised_master_mode
221	E221	B2-S016	B2	f82r	f82r.27	B2_LOWER_POOL_EDGE_STATIONS	NO	TWENTY_TWO_COMPONENT_STRIPS	P+CHD+DY	PROC125	P+CHD+DY	MOVE_PASS>CLOSE	WORK	CLOSED	YES	pchedy	pchedy	ACCEPT_RULE	YES	YES	hinein · umsetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
222	E222	B2-S017	B2	f82r	f82r.27	B2_LOWER_POOL_EDGE_STATIONS	NO	TWENTY_TWO_COMPONENT_STRIPS	R+SH+E+AL	PROC126	R+SH+E+AL	HOLD_STATE	START	WORK	NO	rsheal	rsheal	ACCEPT_RULE	YES	YES	abkühlen · halten · kurz · Zielstelle	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
223	E223	B2-S017	B2	f82r	f82r.27	B2_LOWER_POOL_EDGE_STATIONS	NO	TWENTY_TWO_COMPONENT_STRIPS	AL+DY	PROC127	AL+DY	TARGET_HANDOFF>CLOSE	WORK	CLOSED	NO	daldy	daldy	ACCEPT_RULE	YES	YES	Zielstelle · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
224	E224	B2-S018	B2	f82r	f82r.27	B2_LOWER_POOL_EDGE_STATIONS	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+DY	PROC100	OK+EE+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	qokeedy	qokeedy	ACCEPT_RULE	YES	YES	ansetzen · länger · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
225	E225	B2-S019	B2	f82r	f82r.27	B2_LOWER_POOL_EDGE_STATIONS	NO	TWENTY_TWO_COMPONENT_STRIPS	R+SHED+DY	PROC128	R+SHED+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	rshedy	rshedy	ACCEPT_RULE	YES	YES	abkühlen · absetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
226	E226	B2-S020	B2	f82r	f82r.27	B2_LOWER_POOL_EDGE_STATIONS	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+EE+DY	PROC129	OT+EE+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	qoteedy	qoteedy	ACCEPT_RULE	YES	YES	danach · länger · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
227	E227	B2-S021	B2	f82r	f82r.27	B2_LOWER_POOL_EDGE_STATIONS	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+DY	PROC100	OK+EE+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	qokeedy	qokeedy	ACCEPT_RULE	YES	YES	ansetzen · länger · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
228	E228	B2-S022	B2	f82r	f82r.27	B2_LOWER_POOL_EDGE_STATIONS	NO	TWENTY_TWO_COMPONENT_STRIPS	L+O+CHD+DY	PROC130	L+O+CHD+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	lochedy	lochedy	ACCEPT_RULE	YES	YES	führen · Arbeitsgang · umsetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
229	E229	B3-S001	B3	f83r	f83r.3	B3_UPPER_MARGIN_OPEN_FAN_STATION	YES	TWENTY_TWO_COMPONENT_STRIPS	SOLK+EE+DY	PROC098	SOLK+EE+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	olkeedy	olkeedy	ACCEPT_RULE	YES	YES	auffangen · länger · Schluss	YES	RECURRENT	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
230	E230	B3-S002	B3	f83r	f83r.3	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+AL	PROC131	OT+AL	TARGET_HANDOFF	START	WORK	NO	qotal	qotal	ACCEPT_RULE	YES	YES	danach · Zielstelle	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
231	E231	B3-S002	B3	f83r	f83r.3	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	CHK+EE+DY	PROC132	CHK+EE+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	chkeedy	chkeedy	ACCEPT_RULE	YES	YES	wärmen · länger · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
232	E232	B3-S003	B3	f83r	f83r.3	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	Y	PROC019	Y	CONTINUE_USE	START	WORK	NO	chey	chey	ACCEPT_RULE	YES	YES	dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
233	E233	B3-S003	B3	f83r	f83r.3	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	WORK	AFTER_METER	NO	daiin	daiin	ACCEPT_RULE	YES	YES	Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
234	E234	B3-S003	B3	f83r	f83r.3	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	Y	PROC019	Y	CONTINUE_USE	AFTER_METER	WORK	NO	chey	chey	ACCEPT_RULE	YES	YES	dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
235	E235	B3-S003	B3	f83r	f83r.3	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CHD+DY	PROC120	L+CHD+DY	MOVE_PASS>CLOSE	WORK	CLOSED	NO	lchedy	lchedy	ACCEPT_RULE	YES	YES	führen · umsetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
236	E236	B3-S004	B3	f83r	f83r.3	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIIN	PROC038	OK+AIIN	METER_CHECK	START	AFTER_METER	NO	qokaiin	qokaiin	ACCEPT_RULE	YES	YES	ansetzen · Maß	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
237	E237	B3-S004	B3	f83r	f83r.3	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+AL	PROC131	OT+AL	TARGET_HANDOFF	AFTER_METER	WORK	NO	qotal	qotal	ACCEPT_RULE	YES	YES	danach · Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
238	E238	B3-S004	B3	f83r	f83r.3	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	AR	PROC003	AR	SOURCE_DRAW	WORK	AFTER_SOURCE	NO	char	dar	COPY_LOCAL_EXEMPLAR	YES	YES	von dort	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB31	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
239	E239	B3-S005	B3	f83r	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	YES	TWENTY_TWO_COMPONENT_STRIPS	CHD+DY	PROC076	CHD+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	schedy	schedy	ACCEPT_RULE	YES	YES	umsetzen · Schluss	YES	RECURRENT	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
240	E240	B3-S006	B3	f83r	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+Y	PROC133	CHD+Y	MOVE_PASS	START	WORK	NO	chedchy	chedchy	ACCEPT_RULE	YES	YES	umsetzen · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
241	E241	B3-S006	B3	f83r	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AL	PROC048	OK+AL	TARGET_HANDOFF	WORK	WORK	NO	qokal	qokal	ACCEPT_RULE	YES	YES	ansetzen · Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
242	E242	B3-S006	B3	f83r	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OL+CHD+DY	PROC079	OL+CHD+DY	MOVE_PASS>CLOSE	WORK	CLOSED	NO	qolchedy	olchedy	COPY_LOCAL_EXEMPLAR	YES	YES	fortsetzen · umsetzen · Schluss	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB32	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
243	E243	B3-S007	B3	f83r	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIIN	PROC038	OK+AIIN	METER_CHECK	START	AFTER_METER	NO	qokaiin	qokaiin	ACCEPT_RULE	YES	YES	ansetzen · Maß	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
244	E244	B3-S007	B3	f83r	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+Y	PROC042	CHD+Y	MOVE_PASS	AFTER_METER	WORK	NO	chedy	chedy	ACCEPT_RULE	YES	YES	umsetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
245	E245	B3-S007	B3	f83r	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+DY	PROC100	OK+EE+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	qokeedy	qokeedy	ACCEPT_RULE	YES	YES	ansetzen · länger · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
246	E246	B3-S008	B3	f83r	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CHD+DY	PROC120	L+CHD+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	lchedy	lchedy	ACCEPT_RULE	YES	YES	führen · umsetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
247	E247	B3-S009	B3	f83r	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+Y	PROC008	OK+Y	ACTIVATE_CHARGE	START	WORK	NO	qoky	qoky	ACCEPT_RULE	YES	YES	ansetzen · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
248	E248	B3-S010	B3	f83r	f83r.8	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	YES	TWENTY_TWO_COMPONENT_STRIPS	P+CHD+AL	PROC134	P+CHD+AL	TARGET_HANDOFF	START	WORK	NO	pchedal	pchedal	ACCEPT_RULE	YES	YES	hinein · umsetzen · Zielstelle	YES	RECURRENT	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
249	E249	B3-S010	B3	f83r	f83r.8	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+E+DY	PROC135	OT+E+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	otedy	otedy	ACCEPT_RULE	YES	YES	danach · kurz · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
250	E250	B3-S011	B3	f83r	f83r.8	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	SH+E+CTH+CHD+Y	PROC136	SH+E+CTH+CHD+Y	HOLD_STATE	START	WORK	NO	shecthedchy	shecthedchy	ACCEPT_RULE	YES	YES	halten · kurz · bereit · umsetzen · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
251	E251	B3-S011	B3	f83r	f83r.8	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+Y	PROC008	OK+Y	ACTIVATE_CHARGE	WORK	WORK	NO	qoky	qoky	ACCEPT_RULE	YES	YES	ansetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
252	E252	B3-S011	B3	f83r	f83r.8	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+Y	PROC042	CHD+Y	MOVE_PASS	WORK	WORK	NO	chedy	chedy	ACCEPT_RULE	YES	YES	umsetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
253	E253	B3-S011	B3	f83r	f83r.8	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	AR+Y	PROC137	AR+Y	SOURCE_DRAW	WORK	AFTER_SOURCE	NO	chary	chary	ACCEPT_RULE	YES	YES	von dort · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
254	E254	B3-S012	B3	f83r	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	OR	PROC016	OR	ACTIVATE_CHARGE	START	WORK	NO	chor	sor	COPY_LOCAL_EXEMPLAR	YES	YES	Ansatz	YES	RECURRENT	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB33	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
255	E255	B3-S012	B3	f83r	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+DY	PROC078	SHED+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	shedy	shedy	ACCEPT_RULE	YES	YES	absetzen · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
256	E256	B3-S013	B3	f83r	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIIN	PROC038	OK+AIIN	METER_CHECK	START	AFTER_METER	NO	qokaiin	qokaiin	ACCEPT_RULE	YES	YES	ansetzen · Maß	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
257	E257	B3-S013	B3	f83r	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	K+AIN	PROC069	K+AIN	ACTIVATE_CHARGE	AFTER_METER	WORK	NO	kain	chkain	COPY_LOCAL_EXEMPLAR	YES	YES	zuführen · Portion	NO	RECURRENT	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB34	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
258	E258	B3-S013	B3	f83r	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	CTH+E+Y	PROC117	CTH+E+Y	ACTIVATE_CHARGE	WORK	WORK	NO	qcthey	shcthey	COPY_LOCAL_EXEMPLAR	YES	YES	bereit · kurz · dies	NO	RECURRENT	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB34	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
259	E259	B3-S013	B3	f83r	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+E+DY	PROC067	OK+E+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	qokedy	qokedy	ACCEPT_RULE	YES	YES	ansetzen · kurz · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
260	E260	B3-S014	B3	f83r	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIR	PROC138	OK+AIR	MOVE_PASS	START	WORK	NO	okair	okair	ACCEPT_RULE	YES	YES	ansetzen · Lauf	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
261	E261	B3-S014	B3	f83r	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	SH+EE+DY	PROC139	SH+EE+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	sheedy	sheedy	ACCEPT_RULE	YES	YES	halten · länger · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
262	E262	B3-S015	B3	f83r	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CHD+DY	PROC120	L+CHD+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	lchedy	lchedy	ACCEPT_RULE	YES	YES	führen · umsetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
263	E263	B3-S016	B3	f83r	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	L+O	PROC140	L+O	MOVE_PASS	START	WORK	NO	lo	lo	ACCEPT_RULE	YES	YES	führen · Arbeitsgang	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
264	E264	B3-S016	B3	f83r	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	YES	TWENTY_TWO_COMPONENT_STRIPS	OK+CHD+DY	PROC091	OK+CHD+DY	ACTIVATE_CHARGE>CLOSE	WORK	CLOSED	YES	okchedy	qokchedy	COPY_LOCAL_EXEMPLAR	YES	YES	ansetzen · umsetzen · Schluss	NO	UNIQUE	2	RESET_VISIBLE_OWNER|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB35	COPY_BLOCK_FROM_EXEMPLAR	YES	2	RESET_VISIBLE_OWNER|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
265	E265	B3-S017	B3	f83r	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+DY	PROC100	OK+EE+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	qokeedy	qokeedy	ACCEPT_RULE	YES	YES	ansetzen · länger · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
266	E266	B3-S018	B3	f83r	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+DY	PROC078	SHED+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	shedy	shedy	ACCEPT_RULE	YES	YES	absetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
267	E267	B3-S019	B3	f83r	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+SH+E+DY	PROC141	OK+SH+E+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	qokshedy	qokshedy	ACCEPT_RULE	YES	YES	ansetzen · halten · kurz · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
268	E268	B3-S020	B3	f83r	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	SEVENTEEN_EXACT_CARD_DECK	AL	PROC055	AL	TARGET_HANDOFF	START	WORK	NO	dal	dal	ACCEPT_RULE	YES	YES	Zielstelle	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
269	E269	B3-S020	B3	f83r	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CHD+DY	PROC120	L+CHD+DY	MOVE_PASS>CLOSE	WORK	CLOSED	NO	lchedy	lchedy	ACCEPT_RULE	YES	YES	führen · umsetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
270	E270	B3-S021	B3	f83r	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIIN	PROC038	OK+AIIN	METER_CHECK	START	AFTER_METER	NO	qokaiin	qokaiin	ACCEPT_RULE	YES	YES	ansetzen · Maß	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
271	E271	B3-S021	B3	f83r	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	CTH+Y	PROC014	CTH+Y	HOLD_STATE	AFTER_METER	WORK	NO	checthy	shcthy	COPY_LOCAL_EXEMPLAR	YES	YES	bereit · dies	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB36	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
272	E272	B3-S021	B3	f83r	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	SEVENTEEN_EXACT_CARD_DECK	AL	PROC055	AL	TARGET_HANDOFF	WORK	WORK	NO	dal	dal	ACCEPT_RULE	YES	YES	Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	AB36	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
273	E273	B3-S021	B3	f83r	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	SEVENTEEN_EXACT_CARD_DECK	Y	PROC019	Y	CONTINUE_USE	WORK	WORK	NO	chey	sy	COPY_LOCAL_EXEMPLAR	YES	YES	dies	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB36	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
274	E274	B3-S021	B3	f83r	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	WORK	AFTER_METER	YES	saiin	saiin	ACCEPT_RULE	YES	YES	Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
275	E275	B3-S021	B3	f83r	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+AL	PROC142	SHED+AL	HOLD_STATE	AFTER_METER	WORK	NO	shedal	shedal	ACCEPT_RULE	YES	YES	absetzen · Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
