surface	component_recipe	events	physical_pages	channel_class	reading_route	compact_default_de
odchecthy	O+D_ADDR+CH+E+CTH+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; bezeichneten Anteil entnehmen; kurz oder direkt; bis bereit führen; dieser Arbeitsgegenstand
odl	O+D_ADDR+L	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen
oear	O+E+AR	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; kurz oder direkt; Entnahmestelle
oedain	O+E+D_ADDR+AIN	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; kurz oder direkt; bezeichneter Teil; Portion
oeeed	O+EEE+D_ADDR	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; vollständig; bezeichneter Teil
oeees	O+EEE+S	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; vollständig; Arbeitsvariante auswählen
oeeody	O+EE+O+D_ADDR+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; länger oder gehalten; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
oeeos	O+EE+O+S	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; länger oder gehalten; Arbeitsgang ausführen; Arbeitsvariante auswählen
oeesy	O+EE+S+Y	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; länger oder gehalten; Arbeitsvariante auswählen; dieser Arbeitsgegenstand
oeey	O+EE+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; länger oder gehalten; dieser Arbeitsgegenstand
oekain	O+E+K+AIN	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; kurz oder direkt; Material zugeben; Portion
oeoldan	O+E+OL+D_ADDR+AN	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; kurz oder direkt; im selben Arbeitsgang fortfahren; bezeichneter Teil; weiteren Posten zugeben
oepchod	O+E+P+CH+O+D_ADDR	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; kurz oder direkt; Material einsetzen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil
ofal	O+LOCAL_CHAR_F+AL	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; lokales Schreibzeichen; Ziel- oder Anschlussstelle
ofaldo	O+LOCAL_CHAR_F+AL+D_ADDR+O	1	f88r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; lokales Schreibzeichen; Ziel- oder Anschlussstelle; bezeichneter Teil; Arbeitsgang ausführen
ofalsheky	O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; lokales Schreibzeichen; lokale Arbeitsstelle; spülen; kurz oder direkt; Material zugeben; dieser Arbeitsgegenstand
ofcheor	O+LOCAL_CHAR_F+CHEO+R	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; lokales Schreibzeichen; Auszug; Zustand kennzeichnen
ofydy	O+LOCAL_CHAR_F+Y+DY	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; lokales Schreibzeichen; dieser Arbeitsgegenstand; Arbeitsschritt schließen
ofyskydal	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	1	f88r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; lokales Schreibzeichen; dieser Arbeitsgegenstand; Arbeitsvariante auswählen; Material zugeben; dieser Arbeitsgegenstand; zweite Arbeitsstufe; entlang des Arbeitswegs führen
og	O+G_LABEL	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; lokales Schreibzeichen
oiiin	O+IIN	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Arbeitsstufe
oiinar	O+IIN+AR	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Arbeitsstufe; Entnahmestelle
ok	OK	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen
okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; lokale Arbeitsstelle; lokales Schreibzeichen; Arbeitsstufe
okair	OK+AIR	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Flüssigkeits- oder Stationslauf
okairady	OK+AIR+A_ADDR+D_ADDR+Y	1	f82r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Flüssigkeits- oder Stationslauf; lokale Arbeitsstelle; bezeichneter Teil; dieser Arbeitsgegenstand
okala	OK+AL+A_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle; lokale Arbeitsstelle
okalal	OK+AL+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle
okaldal	OK+AL+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle
okaram	OK+AR+AM_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Entnahmestelle; Innenstelle
okarchedy	OK+AR+CHD+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Entnahmestelle; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
okardy	OK+AR+D_ADDR+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Entnahmestelle; bezeichneter Teil; dieser Arbeitsgegenstand
okchal	OK+CH+AL	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle
okchd	OK+CHD	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgut umsetzen
okchedy	OK+CHD+DY	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgut umsetzen; Arbeitsschritt schließen
okcheo	OK+CHEO	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Auszug
okchey	OK+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; dieser Arbeitsgegenstand
okcheys	OK+CH+E+Y+S	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand; Arbeitsvariante auswählen
okchoal	OK+CH+O+AL	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Ziel- oder Anschlussstelle
okchol	OK+OL	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren
okchoteees	OK+CH+OT+EEE+S_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; danach oder nächster Posten; vollständig; bezeichnete s-Stelle
okeal	OK+E+AL	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Ziel- oder Anschlussstelle
okealar	OK+E+AL+AR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Ziel- oder Anschlussstelle; Entnahmestelle
okear	OK+E+AR	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Entnahmestelle
okeear	OK+EE+AR	1	f82r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; Entnahmestelle
okeedyqol	OK+EE+DY+OL	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen; im selben Arbeitsgang fortfahren
okeeo	OK+EE+O	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen
okeeodal	OK+EE+O+DA+L	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen; zweite Arbeitsstufe; entlang des Arbeitswegs führen
okeeor	OK+EE+OR	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; Ansatz oder Zubereitung
okeeos	OK+EE+O+S	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen; Arbeitsvariante auswählen
okees	OK+EE+S_LABEL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; lokales Schreibzeichen
okeol	OK+E+OL	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; im selben Arbeitsgang fortfahren
okeolol	OK+E+OL+OL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; im selben Arbeitsgang fortfahren; im selben Arbeitsgang fortfahren
okeoly	OK+E+OL+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand
okeom	OK+E+O+AM_ADDR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; Innenstelle
okoaly	OK+O+AL+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgang ausführen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand
okodaly	OK+O+DA+L+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgang ausführen; zweite Arbeitsstufe; entlang des Arbeitswegs führen; dieser Arbeitsgegenstand
okodchy	OK+O+D_ADDR+CH+Y	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgang ausführen; bezeichneter Teil; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
okoes	OK+O+E+S	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgang ausführen; kurz oder direkt; Arbeitsvariante auswählen
okoirsh	OK+O+LOCAL_CHAR_I+R+SH	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgang ausführen; lokales Schreibzeichen; Zustand kennzeichnen; Arbeitsgegenstand halten
okoksheo	OK+OK+SH+E+O	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgang ansetzen; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen
okolar	OK+OL+AR	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; Entnahmestelle
okolshy	OK+OL+SH+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; dieser Arbeitsgegenstand
okoly	OK+OL+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand
okor	OK+OR	1	f82r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Ansatz oder Zubereitung
okorory	OK+OR+OR+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Ansatz oder Zubereitung; Ansatz oder Zubereitung; dieser Arbeitsgegenstand
okshor	OK+SH+OR	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgegenstand halten; Ansatz oder Zubereitung
okydy	OK+Y+DY	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; dieser Arbeitsgegenstand; Arbeitsschritt schließen
olcthdy	OL+CTH+D_ADDR+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; bis bereit führen; bezeichneter Teil; dieser Arbeitsgegenstand
oldair	OL+D_ADDR+AIR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; bezeichneter Teil; Flüssigkeits- oder Stationslauf
oldal	OL+DA+L	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; zweite Arbeitsstufe; entlang des Arbeitswegs führen
oldar	OL+DA+R	1	f88r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; zweite Arbeitsstufe; Zustand kennzeichnen
olkal	OL+K+AL	1	f81v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Material zugeben; Ziel- oder Anschlussstelle
olkar	SOLK+AR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	auffangen; Entnahmestelle
olkedy	SOLK+E+DY	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	auffangen; kurz oder direkt; Arbeitsschritt schließen
olkeechy	OL+K+EE+CH+Y	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Material zugeben; länger oder gehalten; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
olkeol	OL+K+E+OL	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Material zugeben; kurz oder direkt; im selben Arbeitsgang fortfahren
olkoky	OL+K+OK+Y	1	f82r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Material zugeben; Arbeitsgang ansetzen; dieser Arbeitsgegenstand
olky	SOLK+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	auffangen; dieser Arbeitsgegenstand
olol	OL+OL	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; im selben Arbeitsgang fortfahren
olom	OL+O+AM_ADDR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Arbeitsgang ausführen; Innenstelle
olqo	OL+CARRIER_Q+O	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; neuen Kartenblock beginnen; Arbeitsgang ausführen
olsaiin	OL+S+AIIN	1	f83r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Arbeitsvariante auswählen; Sollmaß
olsaly	OL+AL+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand
olsheedy	OL+SH+EE+DY	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; länger oder gehalten; Arbeitsschritt schließen
olsheody	O+LSH+E+O+D_ADDR+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; spülen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
oltchy	OL+T+Y	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; dieser Arbeitsgegenstand
oltedy	OL+T+E+DY	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; kurz oder direkt; Arbeitsschritt schließen
oparchy	O+P+AR+CH+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; Entnahmestelle; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
opcheeol	O+P+CH+EE+OL	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; länger oder gehalten; im selben Arbeitsgang fortfahren
opcheoldair	O+P+CH+E+OL+D_ADDR+AIR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; kurz oder direkt; im selben Arbeitsgang fortfahren; bezeichneter Teil; Flüssigkeits- oder Stationslauf
opchey	O+P+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand
opcholdy	O+P+OL+D_ADDR+Y	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; im selben Arbeitsgang fortfahren; bezeichneter Teil; dieser Arbeitsgegenstand
opchor	O+P+CH+OR	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
opchy	O+P+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand
opedy	O+P+E+DY	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; kurz oder direkt; Arbeitsschritt schließen
opodchol	O+P+O+D_ADDR+OL	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; Arbeitsgang ausführen; bezeichneter Teil; im selben Arbeitsgang fortfahren
opotey	O+P+O+T+E+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; Arbeitsgang ausführen; Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand
opshedy	O+P+SHED+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; absetzen lassen; dieser Arbeitsgegenstand
opysam	O+P+Y+S_ADDR+AM_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand; bezeichnete s-Stelle; Innenstelle
oqokain	O+OK+AIN	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Arbeitsgang ansetzen; Portion
oqotor	O+OT+OR	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; danach oder nächster Posten; Ansatz oder Zubereitung
orain	OR+AIN	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ansatz oder Zubereitung; Portion
orald	OR+AL+D_ADDR	1	f88r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ansatz oder Zubereitung; Ziel- oder Anschlussstelle; bezeichneter Teil
oraly	OR+AL+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ansatz oder Zubereitung; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand
oram	OR+A_ADDR+AM_ADDR	1	f88r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ansatz oder Zubereitung; lokale Arbeitsstelle; Innenstelle
oran	OR+AN	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ansatz oder Zubereitung; weiteren Posten zugeben
orchey	OR+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ansatz oder Zubereitung; dieser Arbeitsgegenstand
orchor	OR+CH+OR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
oroldair	OR+OL+D_ADDR+AIR	1	f82r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ansatz oder Zubereitung; im selben Arbeitsgang fortfahren; bezeichneter Teil; Flüssigkeits- oder Stationslauf
ory	OR+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ansatz oder Zubereitung; dieser Arbeitsgegenstand
osain	O+S+AIN	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Arbeitsvariante auswählen; Portion
osal	O+S+AL	1	f88r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle
osar	O+S+AR	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Arbeitsvariante auswählen; Entnahmestelle
osdaiin	O+S+D_ADDR+AIIN	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Arbeitsvariante auswählen; bezeichneter Teil; Sollmaß
oshedy	O+SHED+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; absetzen lassen; dieser Arbeitsgegenstand
ot	OT	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten
otair	OT+AIR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Flüssigkeits- oder Stationslauf
otakaizan	OT+A_ADDR+K+AIN+Z_ADDR+AN	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; lokale Arbeitsstelle; Material zugeben; Portion; z-stelle; weiteren Posten zugeben
otaky	OT+A_ADDR+K+Y	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; lokale Arbeitsstelle; Material zugeben; dieser Arbeitsgegenstand
otalaiin	OT+AL+AIIN	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Ziel- oder Anschlussstelle; Sollmaß
otalal	OT+AL+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle
otalalg	OT+AL+AL+G_LABEL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle; lokales Schreibzeichen
otalam	OT+AL+AM_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Ziel- oder Anschlussstelle; Innenstelle
otalar	OT+AL+AR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Ziel- oder Anschlussstelle; Entnahmestelle
otalchy	OT+AL+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand
otald	OT+AL+D_LABEL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Ziel- oder Anschlussstelle; lokales Schreibzeichen
otaldal	OT+AL+AL	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle
otaldar	OT+AL+D_ADDR+AR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Ziel- oder Anschlussstelle; bezeichneter Teil; Entnahmestelle
otaza	OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; lokale Arbeitsstelle; lokales Schreibzeichen; lokale Arbeitsstelle
otchedy	OT+CHD+DY	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Arbeitsgut umsetzen; Arbeitsschritt schließen
otcheody	OT+CHEO+D_ADDR+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Auszug; bezeichneter Teil; dieser Arbeitsgegenstand
otchl	OT+CH+L	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; bezeichneten Anteil entnehmen; entlang des Arbeitswegs führen
otchodals	OT+CH+O+AL+S_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Ziel- oder Anschlussstelle; bezeichnete s-Stelle
