target_ordinal	surface	reader_decision	support_tier	support_rank	support_band	final_recipe	target_event_count	target_physical_pages	observed_requirement_modes	visible_action_roots	visible_argument_roots	future_action_contract	future_argument_contract	minimum_future_state_for_verbal_clause	neutral_component_reading_de	known_contextual_readings_de	tier_route_class	tier_trace	tier_evidence	tier_context_relation	tier_caution	weak_queue_candidate	weak_queue_reason	source_reader	reading_scope	guard
97	qotedal	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	OT+E+AL	1	f66r	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	NONE	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Danach; auf Grad I; am Zielort.	Danach: im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; zur Zielspalte; auf Grad I.	OLD26_MIXED_CANONICAL_AND_LEARNED_RENDERERS	qot→OT | e→E | dal→AL	old_cover_paths=2;old_interfaces=2/2;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
98	qoteeod	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	WORKING_DEFAULT_FRAGMENT	OT+EE+O+D_ADDR	1	f66r	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	NONE	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Danach; auf Grad II; zur Ausführung; hier.	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	PRIMARY[q+[~oteeo]+d]	anchor=OT+EE+O;anchor_old_events=1;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_DISJOINT	ANCHOR_CONTEXT_MODE_DIFFERENCE | EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	YES	ANCHOR_CONTEXT_MODE_DIFFERENCE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
99	qoteoly	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	OT+E+OL+Y	1	f66r	REQUIRES_ACTIVE_ACTION	NONE	Y	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	ACTIVE_ACTION	Danach; auf Grad I; fortsetzen; Posten.	Danach: im laufenden Satz halte den laufenden Eintrag fest; auf Grad I; führe fort.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[[qoteol]+y]	anchor=OT+E+OL;anchor_old_events=6;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
100	rotaiin	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	WORKING_DEFAULT_FRAGMENT	R+OT+AIIN	1	f66r	SELF_CONTAINED	R	AIIN	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Wert markieren; danach.	Danach: kennzeichne den Kennwert.	ALIGNED_VISIBLE_STEM_WITH_NEW_INTERFACE	PRIMARY[r+[otaiin]]	anchor=OT+AIIN;anchor_old_events=20;old_interfaces=0/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NEW_ATOM_INTERFACE | EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	YES	NEW_ATOM_INTERFACE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
101	saiis	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	WORKING_DEFAULT_FRAGMENT	S+A_ADDR+IIN+S	1	f31r	SELF_CONTAINED	S|S	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Zweimal wählen; hier; auf der bezeichneten Stufe.	Wähle und wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	PRIMARY[[sa]+iis]	anchor=S+A_ADDR;anchor_old_events=1;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_DISJOINT	ANCHOR_CONTEXT_MODE_DIFFERENCE | EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	YES	ANCHOR_CONTEXT_MODE_DIFFERENCE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
102	shain	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	SH+AIN	2	f20v|f4r	SELF_CONTAINED	SH	AIN	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Anteil halten.	Halte den Materialanteil.	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	sh→SH | ain→AIN	old_cover_paths=1;old_interfaces=0/1;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
103	shckhar	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	SH+CH+K+AR	1	f66r	REQUIRES_ACTIVE_ARGUMENT	SH|CH|K	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Halten, nehmen und geben; vom Ausgang.	Halte den laufenden Eintrag [wie zuvor] fest, entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[sh+[ckhar]]	anchor=CH+K+AR;anchor_old_events=4;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
104	shckheody	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	SH+CH+K+E+O+DY	1	f66r	REQUIRES_ACTIVE_ARGUMENT	SH|CH|K	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Halten, nehmen und geben; auf Grad I; zur Ausführung; abschließen.	Halte die Eintragseinheit [wie zuvor] fest, entnimm die Eintragseinheit [wie zuvor] und ordne die Eintragseinheit [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[shckh+[eo]+dy]	anchor=E+O;anchor_old_events=2;old_interfaces=2/2;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
105	shd	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	SH+D_ADDR	1	f20v	REQUIRES_ACTIVE_ARGUMENT	SH	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Halten; hier.	Halte den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	sh→SH | d→D_ADDR	old_cover_paths=2;old_interfaces=1/1;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
106	shddy	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	SH+D_ADDR+DY	1	f66r	REQUIRES_ACTIVE_ARGUMENT	SH	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Halten; hier; abschließen.	Halte den laufenden Eintrag [wie zuvor] fest; an der bezeichneten Stelle; schließe den Schritt.	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	sh→SH | d→D_ADDR | dy→DY	old_cover_paths=2;old_interfaces=2/2;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
107	shedshey	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	SH+E+D_ADDR+SH+E+Y	1	f31r	SELF_CONTAINED	SH|SH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten zweimal halten; auf Grad I; hier; erneut auf Grad I.	Halte den Pflanzenposten und halte den Pflanzenposten; auf Grad I [außen] und auf Grad I [innen]; an der bezeichneten Stelle.	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[SH+E+D_ADDR | SH+E+Y]	tiles=2;minimum_tile_events=2;old_seams=1/1;old_skeleton_events=1;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
108	shee	READ_KNOWN_145_PROSE_WORKING_CARD	FULL_OLD_RECIPE_CARRIER	1	STRONG_EXACT_OLD_RECIPE	SH+EE	1	f31r	REQUIRES_ACTIVE_ARGUMENT	SH	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Halten; auf Grad II.	Halte den Pflanzenposten [wie zuvor]; auf Grad II.	CONTEXTUAL_EXACT_RECIPE_REPLICATION	OLD_COMPLETE_RECIPE[SH+EE] | OLD_SURFACES[chee]	old_events=1;old_surfaces=1;old_pages=1;old_statements=1	EXACT_PROFILE_MATCH	NONE__COMPLETE_OLD_RECIPE_AND_CONTEXT_PROFILE	NO	NONE	GDT541_EXACT_RECIPE_PROFILE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
109	sheeody	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	SH+EE+O+D_ADDR+Y	1	f31r	SELF_CONTAINED	SH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten halten; auf Grad II; zur Ausführung; hier.	Halte den Pflanzenposten; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[SH+EE | O+D_ADDR+Y]	tiles=2;minimum_tile_events=1;old_seams=1/1;old_skeleton_events=105;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
110	shekair	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	WORKING_DEFAULT_COMPLETE_OLD_TILES	SH+E+K+AIR	1	f66r	REQUIRES_ACTIVE_ARGUMENT	SH|K	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Halten und geben; auf Grad I; entlang der Bahn.	Halte den laufenden Eintrag [wie zuvor] fest und ordne den laufenden Eintrag [wie zuvor] zu; entlang der Lesebahn; auf Grad I.	COMPLETE_TILES_AND_OLD_SEAMS_ONLY	OLD_TILES[SH+E | K+AIR]	tiles=2;minimum_tile_events=2;old_seams=1/1;old_skeleton_events=0;ordered_statement_paths=0;adjacent_paths=0	NO_EXACT_PORTABLE_SKELETON	NO_COMPLETE_OLD_PORTABLE_SKELETON_OR_ORDERED_STATEMENT_PATH	YES	COMPLETE_OLD_TILES_AND_SEAMS_ONLY	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
111	shekaly	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	WORKING_DEFAULT_COMPLETE_OLD_TILES	SH+E+K+AL+Y	1	f66r	SELF_CONTAINED	SH|K	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten halten und geben; auf Grad I; am Zielort.	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad I.	COMPLETE_TILES_AND_OLD_SEAMS_ONLY	OLD_TILES[SH+E+K | AL+Y]	tiles=2;minimum_tile_events=2;old_seams=1/1;old_skeleton_events=0;ordered_statement_paths=0;adjacent_paths=0	NO_EXACT_PORTABLE_SKELETON	NO_COMPLETE_OLD_PORTABLE_SKELETON_OR_ORDERED_STATEMENT_PATH	YES	COMPLETE_OLD_TILES_AND_SEAMS_ONLY	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
112	shekeefy	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	SH+E+K+EE+LOCAL_CHAR_F+Y	1	f66r	SELF_CONTAINED	SH|K	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten halten und geben; auf Grad I; auf Grad II; hier.	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I und auf Grad II; an der bezeichneten Stelle.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[[shek]+eefy]	anchor=SH+E+K;anchor_old_events=2;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
113	shekeey	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	SH+E+K+EE+Y	1	f31r	SELF_CONTAINED	SH|K	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten halten und geben; auf Grad I; auf Grad II.	Halte den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I und auf Grad II.	ORDERED_SAME_STATEMENT_TILE_SEQUENCE	OLD_TILES[SH+E | K+EE+Y]	tiles=2;minimum_tile_events=2;old_seams=1/1;old_skeleton_events=11;ordered_statement_paths=1;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
114	shekey	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	SH+E+K+E+Y	1	f66r	SELF_CONTAINED	SH|K	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten halten und geben; auf Grad I; erneut auf Grad I.	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I [außen] und auf Grad I [innen].	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[SH+E | K+E+Y]	tiles=2;minimum_tile_events=1;old_seams=1/1;old_skeleton_events=11;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
115	shekol	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	WORKING_DEFAULT_COMPLETE_OLD_TILES	SH+E+K+OL	1	f66r	REQUIRES_ACTIVE_ARGUMENT	SH|K	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Halten und geben; auf Grad I; fortsetzen.	Halte den laufenden Eintrag [wie zuvor] fest und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I; führe fort.	COMPLETE_TILES_AND_OLD_SEAMS_ONLY	OLD_TILES[SH+E | K+OL]	tiles=2;minimum_tile_events=2;old_seams=1/1;old_skeleton_events=0;ordered_statement_paths=0;adjacent_paths=0	NO_EXACT_PORTABLE_SKELETON	NO_COMPLETE_OLD_PORTABLE_SKELETON_OR_ORDERED_STATEMENT_PATH	YES	COMPLETE_OLD_TILES_AND_SEAMS_ONLY	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
116	sheocthy	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	SH+E+O+CH+T+Y	1	f66r	SELF_CONTAINED	SH|CH|T	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten halten, nehmen und einstellen; auf Grad I; zur Ausführung.	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I und zur Ausführung.	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[SH+E | O+CH+T+Y]	tiles=2;minimum_tile_events=1;old_seams=1/1;old_skeleton_events=14;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
117	sheod	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	SH+E+O+D_ADDR	1	f66r	SELF_CONTAINED	SH	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Halten; auf Grad I; zur Ausführung; hier.	Halte fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	PRIMARY[[sheo]+d]	anchor=SH+E+O;anchor_old_events=5;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
118	sheodaiin	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	SH+E+O+D_ADDR+AIIN	1	f66r	SELF_CONTAINED	SH	AIIN	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Wert halten; auf Grad I; zur Ausführung; hier.	Halte den Kennwert fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[SH+E | O+D_ADDR+AIIN]	tiles=2;minimum_tile_events=2;old_seams=1/1;old_skeleton_events=9;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
119	sheoy	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	SH+E+O+Y	1	f20v	SELF_CONTAINED	SH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten halten; auf Grad I; zur Ausführung.	Halte den Pflanzenposten; auf Grad I und zur Ausführung.	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[SH+E | O+Y]	tiles=2;minimum_tile_events=2;old_seams=1/1;old_skeleton_events=105;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
120	shofol	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	SH+O+LOCAL_CHAR_F+OL	1	f66r	REQUIRES_ACTIVE_ARGUMENT	SH	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Halten; zur Ausführung; hier; fortsetzen.	Halte den laufenden Eintrag [wie zuvor] fest; zur Ausführung; an der bezeichneten Stelle; führe fort.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[[sho]+fol]	anchor=SH+O;anchor_old_events=10;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
