gdt754_patch_id	surface	page	locus	token_ordinal	token_index	reader_exact	current_authority	old_source_prose_de	old_spoken_de	patch_scope	gdt754_render_de	background_hypothesis_de	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G754-P0054	cthody	f20r	f20r.2	7	7	1	cthody#GLOBAL	fertiger Krautansatz	fertiger Krautansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	chod ey cthey chotol odaiir qotchy cthody chodchy	OPEN	0	0
G754-P0055	qochy	f20r	f20r.3	5	5	1	qochy#GLOBAL	nimm leicht getrocknete Droge	nimm leicht getrocknete Droge	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Anfangsstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qoteey cho chodaiin sho qochy chey tcheodal daral	OPEN	0	0
G754-P0056	choees	f20r	f20r.6	1	1	1	choees#GLOBAL	Trockenansatz-Charge auf Endstufe	Trockenansatz-Charge auf Endstufe	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	choees okchor qotol cheey daiin chy choiin daiin	OPEN	0	0
G754-P0057	tolshy	f20v	f20v.3	8	8	0	tolshy#GLOBAL	kalten Drogenstoff leicht anfeuchten	kalten Drogenstoff leicht anfeuchten	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, feucht/eingeweicht, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, feucht/eingeweicht, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	okchy sho kchol shol chcthy qoty chy tolshy qotchy	OPEN	0	0
G754-P0058	okoiin	f20v	f20v.11	1	1	1	okoiin#GLOBAL	erhitzter Ansatz in Zubereitungsform III	erhitzter Ansatz in Zubereitungsform III	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	okoiin chey ol chory	OPEN	0	0
G754-P0059	qokeol	f21r	f21r.6	8	8	1	qokeol#GLOBAL	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	dchor y kol y ky chol kol qokeol chol ol qoteeol dady	OPEN	0	0
G754-P0060	cthody	f21r	f21r.9	7	7	1	cthody#GLOBAL	fertiger Krautansatz	fertiger Krautansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	OPEN	0	0
G754-P0061	ysheol	f21r	f21r.12	4	4	0	ysheol#GLOBAL	weiche hiervon den Drogenstoff bis zur Mittelstufe ein	weiche hiervon den Drogenstoff bis zur Mittelstufe ein	GDT754_WHOLE_DEFAULT	Arbeitshypothese: feucht/eingeweicht, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	ykeey chor sheey ysheol chor chol daiin chkaiin	OPEN	0	0
G754-P0062	oeeesoy	f21v	f21v.2	1	1	1	oeeesoy#GLOBAL	lange geruhter Samenmazerat	lange geruhter Samenmazerat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	oeeesoy qokchy chody qotchy qokchy choty tchol daiin	OPEN	0	0
G754-P0063	kchochaiin	f21v	f21v.8	3	3	1	kchochaiin#GLOBAL	Trockenansatz bis Stufe III erhitzt und getrocknet	Trockenansatz bis Stufe III erhitzt und getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	cho l kchochaiin	OPEN	0	0
G754-P0064	ykol	f22r	f22r.13	5	5	0	ykol#GLOBAL	erhitze hiervon den Drogenstoff	erhitze hiervon den Drogenstoff	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	dchor dy dain qockhy ykol okain	OPEN	0	0
G754-P0065	kcheor	f22v	f22v.5	3	3	0	kcheor#GLOBAL	eine Portion bis zur Mittelstufe heiß getrocknete Droge	eine Portion bis zur Mittelstufe heiß getrocknete Droge	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	dor y kcheor daiin	OPEN	0	0
G754-P0066	ychor	f22v	f22v.7	1	1	1	ychor#GLOBAL	nimm hiervon den Pflanzenteil	nimm hiervon den Pflanzenteil	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	ychor chor qokchol chory	OPEN	0	0
G754-P0067	ychor	f23r	f23r.5	1	1	1	ychor#GLOBAL	nimm hiervon den Pflanzenteil	nimm hiervon den Pflanzenteil	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	ychor qokchol ytym chol dair chol ar ol ol dol dain	OPEN	0	0
G754-P0068	qoaiin	f23r	f23r.8	6	6	1	qoaiin#GLOBAL	nimm drei Teile	nimm drei Teile	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	OPEN	0	0
G754-P0069	okeol	f23v	f23v.3	3	3	1	okeol#GLOBAL	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	ycho okaiin okeol eees o l daiin okeeor daiin qotcholg	OPEN	0	0
G754-P0070	oaldary	f23v	f23v.5	5	5	1	oaldary#GLOBAL	die erste Fraktion des Rohstoff-I-Ansatzes abmessen und abschließen	die erste Fraktion des Rohstoff-I-Ansatzes abmessen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Anfangsstufe, Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Anfangsstufe, Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dor chear shor dol oaldary	OPEN	0	0
G754-P0071	chees	f23v	f23v.9	9	9	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	otshy dal dar oldar ar or qoto l chees g	OPEN	0	0
G754-P0072	okaial	f24r	f24r.2	4	4	0	okaial#GLOBAL	heißer Ansatz aus drei Teilen Rohdroge I	heißer Ansatz aus drei Teilen Rohdroge I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	qotaiin char odaiin okaial oky	OPEN	0	0
G754-P0073	chees	f24r	f24r.4	5	5	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	or chckhaly cthar eeor chees da	OPEN	0	0
G754-P0074	ychor	f24r	f24r.8	1	1	1	ychor#GLOBAL	nimm hiervon den Pflanzenteil	nimm hiervon den Pflanzenteil	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	ychor s om qoear daiin qokeol	OPEN	0	0
G754-P0075	qokeol	f24r	f24r.8	6	6	1	qokeol#GLOBAL	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	ychor s om qoear daiin qokeol	OPEN	0	0
G754-P0076	cfhar	f24r	f24r.10	2	2	1	cfhar#GLOBAL	Blütenfraktion I	Blütenfraktion I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	qor cfhar chor s am chotaiin dy	OPEN	0	0
G754-P0077	okam	f24v	f24v.3	4	4	1	okam#GLOBAL	ein Maß heißen Ansatzes	ein Maß heißen Ansatzes	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	octhyl odchees oesearies okam chcth	OPEN	0	0
G754-P0078	odor	f24v	f24v.13	4	4	1	odor#GLOBAL	eine Portion Ansatz abmessen	eine Portion Ansatz abmessen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	oeeey cheol chol odor sho do otolodal	OPEN	0	0
G754-P0079	qopchey	f25v	f25v.1	6	6	1	qopchey#GLOBAL	nimm bis zur Mittelstufe getrocknetes Pulver	nimm bis zur Mittelstufe getrocknetes Pulver	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	poeeaiin qo ky shy daiin qopchey otchey qofchor sos	OPEN	0	0
G754-P0080	okeeaiin	f25v	f25v.2	6	6	1	okeeaiin#GLOBAL	drei Teile vollständig erhitzter Ansatz	drei Teile vollständig erhitzter Ansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, End-/Vollstufe, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, End-/Vollstufe, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	OPEN	0	0
G754-P0081	qochol	f25v	f25v.5	5	5	1	qochol#GLOBAL	nimm getrockneten Drogenstoff	nimm getrockneten Drogenstoff	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	dar chokeey dshor dshey qochol dol cho daiin daiin	OPEN	0	0
G754-P0082	olchedy	f26r	f26r.3	6	6	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s	OPEN	0	0
G754-P0083	dchdy	f26r	f26r.9	2	2	0	dchdy#GLOBAL	Trockendroge abmessen und fertigstellen	Trockendroge abmessen und fertigstellen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tcheoshy dchdy okedy chckhy s dy dy ykeechy okeedy cheky	OPEN	0	0
G754-P0084	air	f26v	f26v.1	6	6	0	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	pchedar qodary daiiin pcheety s air shedy ypchedy ypchdy qopy shdy	OPEN	0	0
G754-P0085	qokody	f26v	f26v.5	4	4	1	qokody#GLOBAL	Ansatz erhitzen und fertigstellen	Ansatz erhitzen und fertigstellen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	deeol cheody qoteedy qokody qotedy qotedy opchedy ofchy chs ar	OPEN	0	0
G754-P0086	opchedy	f26v	f26v.5	7	7	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	deeol cheody qoteedy qokody qotedy qotedy opchedy ofchy chs ar	OPEN	0	0
G754-P0087	chees	f26v	f26v.7	6	6	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	pchedy dar cheoet chy sair chees odaiiin chkeeey ykey sheey	OPEN	0	0
G754-P0088	cthody	f27r	f27r.4	8	8	1	cthody#GLOBAL	fertiger Krautansatz	fertiger Krautansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qokey chor char chy dchy keey chos cthody	OPEN	0	0
G754-P0089	chees	f27r	f27r.5	2	2	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	dor chees ctho shy ar y daiin dair	OPEN	0	0
G754-P0090	chees	f27r	f27r.11	3	3	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	chol daiiin chees chos ey dan	OPEN	0	0
G754-P0091	cthody	f28r	f28r.5	6	6	1	cthody#GLOBAL	fertiger Krautansatz	fertiger Krautansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	oksho otorchy kchoror chodaiin sho cthody okoy	OPEN	0	0
G754-P0092	qoos	f29r	f29r.4	2	2	1	qoos#GLOBAL	nimm eine Ansatzcharge	nimm eine Ansatzcharge	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	chocthy qoos chos	OPEN	0	0
G754-P0093	cthody	f29v	f29v.8	7	7	1	cthody#GLOBAL	fertiger Krautansatz	fertiger Krautansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	otol shotchor cholody dain ch chy cthody dol	OPEN	0	0
G754-P0094	chokor	f29v	f29v.9	2	2	1	chokor#GLOBAL	eine Portion erhitzten Trockenansatzes	eine Portion erhitzten Trockenansatzes	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	sho chokor chor chy ydaiin cho ykeeb oaiin	OPEN	0	0
G754-P0095	cthorchy	f30r	f30r.7	3	3	1	cthorchy#GLOBAL	Portion Krautdroge, leicht angetrocknet	Portion Krautdroge, leicht angetrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Anfangsstufe, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qor chain cthorchy	OPEN	0	0
G754-P0096	ctholdy	f30v	f30v.2	10	10	0	ctholdy#GLOBAL	Krautdrogenstoff fertigstellen	Krautdrogenstoff fertigstellen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qotchor chy she kchor chory keor ol chy daiin ctholdy	OPEN	0	0
G754-P0097	shcthey	f31r	f31r.9	3	3	1	shcthey#GLOBAL	angefeuchtete Krautdroge, Form I	angefeuchtete Krautdroge, Form I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: feucht/eingeweicht, Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	daiir sheeo shcthey okeol	OPEN	0	0
G754-P0098	okeol	f31r	f31r.9	4	4	1	okeol#GLOBAL	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	daiir sheeo shcthey okeol	OPEN	0	0
G754-P0099	olsheol	f31r	f31r.11	1	1	1	olsheol#GLOBAL	eingeweichte Holzdroge im Ansatz	eingeweichte Holzdroge im Ansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	olsheol qokchy dal chey deey kchy keey okaiiin ykeey	OPEN	0	0
G754-P0100	qoaiin	f31r	f31r.12	1	1	1	qoaiin#GLOBAL	nimm drei Teile	nimm drei Teile	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qoaiin yches okedy sheey chedaiin dar	OPEN	0	0
G754-P0101	ykedy	f31r	f31r.13	4	4	1	ykedy#GLOBAL	erhitze hiervon bis zur Mittelstufe und schließe ab	erhitze hiervon bis zur Mittelstufe und schließe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	olsheor qoekedy otedy ykedy dals	OPEN	0	0
G754-P0102	chekar	f33r	f33r.6	5	5	1	chekar#GLOBAL	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	yteey shody kchedy dy chekar okaiin okaiin daiin okal	OPEN	0	0
G754-P0103	ydain	f33v	f33v.1	4	4	1	ydain#GLOBAL	davon zwei Maße	davon zwei Maße	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	tar ar daiin ydain cthey dols sheky ar aiin	OPEN	0	0
G754-P0104	ykedy	f33v	f33v.4	8	8	0	ykedy#GLOBAL	erhitze hiervon bis zur Mittelstufe und schließe ab	erhitze hiervon bis zur Mittelstufe und schließe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	tokar shdy dal qokar shd otody chedy ykedy dodl dain	OPEN	0	0
G754-P0105	orain	f33v	f33v.7	8	8	0	orain#GLOBAL	Drogenportion II	Drogenportion II	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	tshdy shefchdy shckhdy oltedy daiin oky cheol orain chdyshdy porar	OPEN	0	0
