surface	reading_id	current_source_prose_de	source_composition	source_composition_axes	source_patient_or_carrier_components	current_source_prose_active_cells	current_source_prose_active_pages	current_reader_exact_cells	gdt737_quarantine_decision	later_evidence_sources	later_local_role_sources	later_recurring_role_sources	strongest_later_evidence_tier_0_4	later_role_axes_any	later_role_axes_selected	source_literal_prose_spoken_after_gdt754	renderer_disposition	renderer_confidence	current_working_whole_default_de	retained_background_hypothesis_de	literal_identity	confirmed_lexeme	component_export_credit
oldair	oldair#GLOBAL	zweite abgemessene Holzrohstofffraktion im Ansatz	O_PREP+L_WOOD+DAIR_MEASURED_FRACTION_II	LEVEL_II|PART|MATERIAL|PREPARATION	O_PREP|L_WOOD	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_II|PART|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
olkeeshy	olkeeshy#GLOBAL	Holzdrogenansatz vollständig erhitzen und leicht anfeuchten	O_PREP+L_WOOD+K_HOT+EE_END+SH_MOIST+Y_START_OR_CLOSE	HOT|MOIST|BEGIN_STAGE|END_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|L_WOOD	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|MOIST|BEGIN_STAGE|END_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, feucht/eingeweicht, Anfangsstufe, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, feucht/eingeweicht, Anfangsstufe, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
olpchdy	olpchdy#GLOBAL	fertiges Trockenpulver aus Holzdroge im Ansatz	O_PREP+L_WOOD+PCHDY_DRY_POWDER_FINISHED	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|L_WOOD|PCHDY_DRY_POWDER_FINISHED	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
olsheed	olsheed#GLOBAL	Holzdrogenansatz vollständig einweichen und abschließen	O_PREP+L_WOOD+SH_MOIST+EE_END+D_TERM_CLOSE	MOIST|END_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|L_WOOD	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MOIST|END_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: feucht/eingeweicht, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
orchedy	orchedy#GLOBAL	Portion vollständig getrocknete Droge	OR_PORTION+CHEDY_DRY_FINISHED	DRY|PART|PROCESS|CLOSE	NONE	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|PART|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
orchochor	orchochor#GLOBAL	eine Portion Pflanzenteil für einen Trockenansatz	OR_PORTION+CH_DRY+O_PREP+CHOR_PLANT_PART	DRY|PART|MATERIAL|PREPARATION|PROCESS	O_PREP	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|PART|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
oroiiin	oroiiin#GLOBAL	eine Portion Ansatz in Zubereitungsform IV	OR_PORTION+O_PREP+IIIN_FORM_IV	PART|MATERIAL|PREPARATION	O_PREP	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	PART|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
oshol	oshol#GLOBAL	Mazerat aus eingeweichter Droge	O_PREP+SHOL_MOIST_MATERIAL	MOIST|MATERIAL|PREPARATION|PROCESS	O_PREP|SHOL_MOIST_MATERIAL	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MOIST|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
otcheody	otcheody#GLOBAL	kalt-trockenen Ansatz bis zur Mittelstufe bringen und fertigstellen	O_PREP+T_COLD+CH_DRY+E_MIDDLE+O_PREP+DY_FINISHED	COLD|DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|O_PREP	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
otealshey	otealshey#GLOBAL	Rohstoff-I-Ansatz kalt vorbehandeln und bis zur Mittelstufe einweichen	O_PREP+T_COLD+E_MIDDLE+AL_RAW_I+SH_MOIST+E_MIDDLE+Y_START_OR_CLOSE	COLD|MOIST|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_I|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|AL_RAW_I	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|MOIST|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_I|MATERIAL|PREPARATION|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, feucht/eingeweicht, Anfangsstufe, Mittelstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, feucht/eingeweicht, Anfangsstufe, Mittelstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
otolkeechdy	otolkeechdy#GLOBAL	kalten Ansatzstoff vollständig erhitzen, trocknen und abschließen	O_PREP+T_COLD+OL_MATERIAL+K_HOT+EE_END+CH_DRY+DY_FINISHED	HOT|COLD|DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|OL_MATERIAL	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|COLD|DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, kalt/kühl, trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, kalt/kühl, trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
qochol	qochol#GLOBAL	nimm getrockneten Drogenstoff	QO_COMMAND+CH_DRY+OL_MATERIAL	DRY|MATERIAL|PROCESS	OL_MATERIAL	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
qokalchey	qokalchey#GLOBAL	Rohdroge I erhitzen und bis zur Mittelstufe trocknen	QO_COMMAND+K_HOT+AL_RAW_I+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	HOT|DRY|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_I|MATERIAL|PROCESS|CLOSE	AL_RAW_I	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_I|MATERIAL|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Mittelstufe, Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Mittelstufe, Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
qoke	qoke#GLOBAL	bis zur Mittelstufe erhitzen	QO_COMMAND+K_HOT+E_MIDDLE	HOT|MIDDLE_STAGE|PROCESS	NONE	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|MIDDLE_STAGE|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Mittelstufe, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
qolkeshdy	qolkeshdy#GLOBAL	erhitztes und bis zur Mittelstufe eingeweichtes Drogenmaterial hinzugeben	QOL_ADD+K_HOT+E_MIDDLE+SH_MOIST+DY_FINISHED	HOT|MOIST|MIDDLE_STAGE|PROCESS|CLOSE	NONE	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|MOIST|MIDDLE_STAGE|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, feucht/eingeweicht, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, feucht/eingeweicht, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
qopchaiin	qopchaiin#GLOBAL	nimm drei Teile des getrockneten Pulveransatzes	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+AIIN_III	DRY|LEVEL_III|MATERIAL|PREPARATION|PROCESS	O_PREP|P_POWDER	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|LEVEL_III|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
qotee	qotee#GLOBAL	vollständig abkühlen	QO_COMMAND+T_COLD+EE_END	COLD|END_STAGE|PROCESS	NONE	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|END_STAGE|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
qoteeos	qoteeos#GLOBAL	nimm eine vollständig gekühlte Ansatzcharge	QO_COMMAND+T_COLD+EE_END+O_PREP+S_TERM_SPECIES	COLD|END_STAGE|MATERIAL|PREPARATION|PROCESS	O_PREP	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|END_STAGE|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
salchey	salchey#GLOBAL	Saatrohstoff bis zur mittleren Trockenstufe	SAL_SEED_RAW+CHEY_DRY_MIDDLE	DRY|MIDDLE_STAGE|MATERIAL|PROCESS	SAL_SEED_RAW	1	1	0	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	NONE	NONE	0	NONE	DRY|MIDDLE_STAGE|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
salshey	salshey#GLOBAL	Saatrohstoff bis zur mittleren Einweichstufe	SAL_SEED_RAW+SHEY_MOIST_MIDDLE	MOIST|MIDDLE_STAGE|MATERIAL|PROCESS	SAL_SEED_RAW	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MOIST|MIDDLE_STAGE|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: feucht/eingeweicht, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
saltar	saltar#GLOBAL	kalte Saatgutfraktion I	SAL_SEED_RAW+TAR_COLD_FRACTION_I	COLD|LEVEL_I|PART|MATERIAL	SAL_SEED_RAW	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|LEVEL_I|PART|MATERIAL	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	OPEN	0	0
schaiin	schaiin#GLOBAL	getrocknetes Saatgut, Stufe III	S_SEED+CH_DRY+A+IIN_III	DRY|LEVEL_III|MATERIAL|PROCESS	S_SEED	1	1	1	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	NONE	NONE	0	NONE	DRY|LEVEL_III|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Index/Stufe III, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Index/Stufe III, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
scthey	scthey#GLOBAL	Saatgut mit Krautdroge auf mittlerer Stufe	S_SEED+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|CLOSE	S_SEED|CTH_HERB	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
shas	shas#GLOBAL	angefeuchtete Kräutermischung	SH_MOIST+AS_DRUG_MIXTURE	MOIST|MATERIAL|PREPARATION|PROCESS	AS_DRUG_MIXTURE	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MOIST|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
sokal	sokal#GLOBAL	erhitzter Saatgut-Rohstoff-I-Ansatz	S_SEED+O_PREP+K_HOT+AL_RAW_I	HOT|LEVEL_I|MATERIAL|PREPARATION	S_SEED|O_PREP|AL_RAW_I	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|LEVEL_I|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
sokol	sokol#GLOBAL	heißer Saatgutabsud	S_SEED+O_PREP+KOL_HOT_MATERIAL	HOT|MATERIAL|PREPARATION	S_SEED|O_PREP|KOL_HOT_MATERIAL	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
solor	solor#GLOBAL	eine Portion Saatgutansatz	SOL_SEED_PREP+OR_PORTION	PART|MATERIAL|PREPARATION	SOL_SEED_PREP	1	1	1	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	NONE	NONE	0	NONE	PART|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
tedyol	tedyol#GLOBAL	Grundansatz bis zur mittleren Kühlstufe gebracht und abgeschlossen	T_COLD+E_MIDDLE+DY_FINISHED+OL_BASE	COLD|MIDDLE_STAGE|MATERIAL|PREPARATION|CLOSE	OL_BASE	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|MIDDLE_STAGE|MATERIAL|PREPARATION|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
teeodain	teeodain#GLOBAL	zwei Maße vollständig gekühlter Ansatz	T_COLD+EE_END+O_PREP+DAIN_DOSE_II	COLD|END_STAGE|LEVEL_II|AMOUNT|MATERIAL|PREPARATION	O_PREP	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|END_STAGE|LEVEL_II|AMOUNT|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Index/Stufe II, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Index/Stufe II, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
tolshy	tolshy#GLOBAL	kalten Drogenstoff leicht anfeuchten	T_COLD+OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	COLD|MOIST|BEGIN_STAGE|MATERIAL|PROCESS|CLOSE	OL_MATERIAL	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|MOIST|BEGIN_STAGE|MATERIAL|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, feucht/eingeweicht, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, feucht/eingeweicht, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
ycheckhey	ycheckhey#GLOBAL	trockne hiervon mäßig, trockne das Arzneikompositum nochmals mäßig und schließe ab	Y_REFERENCE+CH_DRY+E_MIDDLE+CKH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PROCESS|CLOSE|PASS	CKH_COMPOSITE	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PROCESS|CLOSE|PASS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	OPEN	0	0
yefaiin	yefaiin#GLOBAL	nimm hiervon drei Teile Blütenfraktion der Mittelstufe	Y_REFERENCE+E_MIDDLE+F_FLOWER+AIIN_III	MIDDLE_STAGE|LEVEL_III|MATERIAL|PASS	F_FLOWER	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MIDDLE_STAGE|LEVEL_III|MATERIAL|PASS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Mittelstufe, Index/Stufe III, Stoff-/Materialrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Mittelstufe, Index/Stufe III, Stoff-/Materialrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	OPEN	0	0
