head	root_before_a	role	working_role_de	occurrences	pages	values	distinct_values	count_I	count_II	count_III	count_IV	triple_stable_occurrences	herbal_occurrences	fixed_multi_value_frames	mixed_value_lines	line_first	line_middle	line_last	section_value_nmi	hand_value_nmi	position_value_nmi	default_policy
rla	rl	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
roa	ro	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
rolta	rolt	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
rora	ror	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
roraryda	roraryd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
rota	rot	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
rta	rt	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
saka	sak	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
salda	sald	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
scha	sch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
schoda	schod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
shalka	shalk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
shckha	shckh	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
shedaita	shedait	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sheea	shee	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sheeda	sheed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sheeka	sheek	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sheeoa	sheeo	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sheolka	sheolk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
shfyda	shfyd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
shkeyqokea	shkeyqoke	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
shola	shol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sholfa	sholf	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sholforda	sholford	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
shorcha	shorch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
shsoda	shsod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
shta	sht	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
shyka	shyk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
soka	sok	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sota	sot	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sotcha	sotch	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	COMPOSE
sotchda	sotchd	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	COMPOSE
sotoda	sotod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	I	1	1	0	0	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
spa	sp	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sqokeoda	sqokeod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ssheoda	ssheod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
syka	syk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tada	tad	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
talda	tald	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tarara	tarar	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
taroda	tarod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
taza	taz	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tchea	tche	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	1	1	II	1	0	1	0	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	COMPOSE
tcheda	tched	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	COMPOSE
tcheoda	tcheod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tchka	tchk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tcholka	tcholk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tea	te	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tedyka	tedyk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
teeola	teeol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
teoda	teod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
teodka	teodk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
teolkeda	teolked	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tera	ter	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
todala	todal	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tola	tol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tolchda	tolchd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
topa	top	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tora	tor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tsha	tsh	QUALITY_BUNDLE_DEGREE	kalt-feucht, Grad I-IV	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
tsheda	tshed	QUALITY_BUNDLE_DEGREE	kalt-feucht, Grad I-IV	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	COMPOSE
tshoda	tshod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ychda	ychd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ycheeda	ycheed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ycheeytyda	ycheeytyd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ycheoda	ycheod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ycheosa	ycheos	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ychklka	ychklk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ychta	ycht	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
yckhoda	yckhod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
yefa	yef	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
yfoda	yfod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
yfola	yfol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ykala	ykal	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ykalka	ykalk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ykara	ykar	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ykcheoda	ykcheod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ykchoda	ykchod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ykea	yke	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ykeda	yked	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ykeeoda	ykeeod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ykeesa	ykees	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	I	1	1	0	0	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ykoa	yko	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ylka	ylk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
yota	yot	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ypcha	ypch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ypchda	ypchd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ypoda	ypod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ysha	ysh	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
yshda	yshd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ysheda	yshed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ysheoda	ysheod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ysheoka	ysheok	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ytcha	ytch	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
ytchoda	ytchod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ytea	yte	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ytoda	ytod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
