host_ordinal	primary_governor_key	action_slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	action_root	gdt583_rule_id	gdt584_rule_id	gate_class	parent_rule_id	complete_host_slot_count	complete_host_values_written	direct_governor_tokens	previous_visible_action	next_visible_action	carrier_slot_count	carrier_slot_ids	written_root_sequence	written_root_multiset	repeated_root	historical_rule_replay_exact	historical_action_reading_de	source_id_gate_status	portable_runtime_rule_id	portable_action_reading_de	portable_action_reading_match	portable_runtime_parent_rule_match	parent_semantic_exact_slot_count	parent_semantic_changed_slot_count	parent_semantic_visible_exact_slot_count	parent_semantic_visible_changed_slot_count	parent_semantic_lemma_sequence	parent_semantic_packet_rule_id	parent_semantic_packet_match	expected_packet_rule_id	portable_packet_rule_id	portable_packet_match	portable_exact_slot_count	portable_changed_slot_count	portable_visible_exact_slot_count	portable_visible_changed_slot_count	portable_context_family_changed_slot_count	expected_lemma_sequence	portable_lemma_sequence	historical_count_trace_de	portable_count_trace_de	portable_broad_fallback_slot_count	portable_broad_fallback_alternatives_de	replay_outcome	next_page_action	guard	repeat_ordinal	repeat_class	written_extra_copy_count	ordered_written_slot_lemmas_de	gdt587_fluid_host_clause_de	gdt588_special_fluent_repair	gdt589_display_action	count_interpretation	repeat_guard
557	ACTION:G407-E3270@1:SH	RUNNING:G407-E3270@1	RUNNING_ATOM	G407-E3270	G407-S513	f82r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	5	SH|EE|Y|L|Y	EE|SH|Y	NONE	NONE	2	RUNNING:G407-E3270@3|RUNNING:G407-E3271@2	Y+Y	Y*2	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	77	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
558	ACTION:G407-E3290@1:CHD	RUNNING:G407-E3290@1	RUNNING_ATOM	G407-E3290	G407-S518	f82r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	3	CHD|Y|Y	CHD|Y	NONE	NONE	2	RUNNING:G407-E3290@2|RUNNING:G407-E3291@1	Y+Y	Y*2	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	78	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Behandle den Stationsansatz	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
561	ACTION:G407-E3306@1:CHD	RUNNING:G407-E3306@1	RUNNING_ATOM	G407-E3306	G407-S522	f82r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	3	Y|CHD|Y	CHD|Y	NONE	NONE	2	RUNNING:G407-E3305@3|RUNNING:G407-E3306@2	Y+Y	Y*2	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	79	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Behandle den Stationsansatz	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
566	ACTION:G407-E3341@4:SH	RUNNING:G407-E3341@4	RUNNING_ATOM	G407-E3341	G407-S531	f82r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	6	L|SH|E|Y|AIIN|Y	E|L|SH|Y	S	NONE	3	RUNNING:G407-E3341@6|RUNNING:G407-E3342@1|RUNNING:G407-E3343@1	Y+AIIN+Y	Y*2+AIIN*1	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	3	0	3	0	Stationsansatz|Badfüllung|Stationsansatz	BIOLOGICAL_BATH_FILL	YES	BIOLOGICAL_BATH_FILL	BIOLOGICAL_BATH_FILL	YES	3	0	3	0	0	Stationsansatz|Badfüllung|Stationsansatz	Stationsansatz|Badfüllung|Stationsansatz	Stationsansatz ×2; Badfüllung ×1	Stationsansatz ×2; Badfüllung ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	80	SPECIAL_PACKET	1	Y=Stationsansatz | AIIN=Badfüllung | Y=Stationsansatz	Halte den Stationsansatz im Bad bei der angegebenen Füllung auf Grad I und über den Stationskontakt oder die Leitung	YES	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
575	ACTION:G407-E3407@3:T	RUNNING:G407-E3407@3	RUNNING_ATOM	G407-E3407	G407-S548	f82r	BIOLOGICAL	T	T_PHYSICAL_GRADE_TEMPER	T_PHYSICAL_GRADE_TEMPER	AUTO_CONTEXT	T_PHYSICAL_GRADE_TEMPER	4	T|E|Y|Y	E|T|Y	CH	NONE	2	RUNNING:G407-E3407@5|RUNNING:G407-E3409@1	Y+Y	Y*2	YES	YES	Temperiere	NOT_APPLICABLE	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	NO	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	81	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Temperiere den Stationsansatz auf Grad I	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
591	ACTION:G407-E3491@1:CHD	RUNNING:G407-E3491@1	RUNNING_ATOM	G407-E3491	G407-S566	f83r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	6	CHD|Y|D_ADDR|EE|Y|AIIN	CHD|Y	NONE	NONE	3	RUNNING:G407-E3491@2|RUNNING:G407-E3492@3|RUNNING:G407-E3493@2	Y+Y+AIIN	Y*2+AIIN*1	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	3	0	3	0	Stationsansatz|Stationsansatz|Stationsmaß	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Stationsansatz|Stationsansatz|Stationsmaß	Stationsansatz|Stationsansatz|Stationsmaß	Stationsansatz ×2; Stationsmaß ×1	Stationsansatz ×2; Stationsmaß ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	82	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz | AIIN=Stationsmaß	Behandle den Stationsansatz und das Stationsmaß auf Grad II und an der Stations-Arbeitsstelle	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
595	ACTION:G407-E3512@2:SH	RUNNING:G407-E3512@2	RUNNING_ATOM	G407-E3512	G407-S572	f83r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	9	L|SH|EE|D_ADDR|Y|CARRIER_Q|EEE|D_ADDR|Y	D_ADDR|EE|L|SH|Y	NONE	NONE	2	RUNNING:G407-E3512@5|RUNNING:G407-E3513@4	Y+Y	Y*2	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	83	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Halte den Stationsansatz im Bad auf Grad II, auf Grad III, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
598	ACTION:G407-E3525@1:CHD	RUNNING:G407-E3525@1	RUNNING_ATOM	G407-E3525	G407-S576	f83r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	4	CHD|Y|AR|Y	CHD|Y	NONE	NONE	2	RUNNING:G407-E3525@2|RUNNING:G407-E3526@2	Y+Y	Y*2	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	84	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Behandle den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
607	ACTION:G407-E3585@3:T	RUNNING:G407-E3585@3	RUNNING_ATOM	G407-E3585	G407-S593	f83r	BIOLOGICAL	T	T_BIO_STATION_REGULATE	T_BIO_STATION_REGULATE	AUTO_CONTEXT	T_BIO_STATION_REGULATE	4	T|Y|AL|Y	T|Y	CH	NONE	2	RUNNING:G407-E3585@4|RUNNING:G407-E3587@1	Y+Y	Y*2	YES	YES	Reguliere	NOT_APPLICABLE	T_BIO_STATION_REGULATE	Reguliere die Station	NO	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	85	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
609	ACTION:G407-E3590@4:T	RUNNING:G407-E3590@4	RUNNING_ATOM	G407-E3590	G407-S593	f83r	BIOLOGICAL	T	T_BIO_STATION_REGULATE	T_BIO_STATION_REGULATE	AUTO_CONTEXT	T_BIO_STATION_REGULATE	3	T|Y|Y	T|Y	CH	NONE	2	RUNNING:G407-E3590@5|RUNNING:G407-E3591@1	Y+Y	Y*2	YES	YES	Reguliere	NOT_APPLICABLE	T_BIO_STATION_REGULATE	Reguliere die Station	NO	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	86	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Reguliere den Stationsansatz	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
630	ACTION:G407-E3654@1:CHD	RUNNING:G407-E3654@1	RUNNING_ATOM	G407-E3654	G407-S611	f83r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	4	CHD|Y|AIIN|AIIN	CHD|Y	NONE	NONE	3	RUNNING:G407-E3654@2|RUNNING:G407-E3655@3|RUNNING:G407-E3656@2	Y+AIIN+AIIN	Y*1+AIIN*2	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	3	0	3	0	Stationsansatz|Stationsmaß|Stationsmaß	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Stationsansatz|Stationsmaß|Stationsmaß	Stationsansatz|Stationsmaß|Stationsmaß	Stationsansatz ×1; Stationsmaß ×2	Stationsansatz ×1; Stationsmaß ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	87	DEFAULT_COMPOSITION	1	Y=Stationsansatz | AIIN=Stationsmaß | AIIN=Stationsmaß	Behandle den Stationsansatz und das Stationsmaß	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
636	ACTION:G407-E3670@1:T	RUNNING:G407-E3670@1	RUNNING_ATOM	G407-E3670	G407-S616	f83r	BIOLOGICAL	T	T_BIO_STATION_REGULATE	T_BIO_STATION_REGULATE	AUTO_CONTEXT	T_BIO_STATION_REGULATE	5	T|Y|AIIN|AL|Y	T|Y	NONE	NONE	3	RUNNING:G407-E3670@2|RUNNING:G407-E3671@2|RUNNING:G407-E3672@3	Y+AIIN+Y	Y*2+AIIN*1	YES	YES	Reguliere	NOT_APPLICABLE	T_BIO_STATION_REGULATE	Reguliere die Station	NO	YES	3	0	3	0	Stationsansatz|Stationsmaß|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Stationsansatz|Stationsmaß|Stationsansatz	Stationsansatz|Stationsmaß|Stationsansatz	Stationsansatz ×2; Stationsmaß ×1	Stationsansatz ×2; Stationsmaß ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	88	DEFAULT_COMPOSITION	1	Y=Stationsansatz | AIIN=Stationsmaß | Y=Stationsansatz	Reguliere den Stationsansatz und das Stationsmaß zur Zielstation oder ins Zielbecken	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
637	ACTION:G407-E3678@1:CHD	RUNNING:G407-E3678@1	RUNNING_ATOM	G407-E3678	G407-S619	f83r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	4	CHD|Y|AL|Y	CHD|Y	NONE	NONE	2	RUNNING:G407-E3678@2|RUNNING:G407-E3680@2	Y+Y	Y*2	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	89	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Behandle den Stationsansatz zur Zielstation oder ins Zielbecken	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
672	ACTION:G407-E3875@1:SH	RUNNING:G407-E3875@1	RUNNING_ATOM	G407-E3875	G407-S650	f88r	PHARMA	SH	SH_REST_HOLD	SH_REST_HOLD	AUTO_CONTEXT	SH_REST_HOLD	5	SH|D_ADDR|LOCAL_CHAR_G|Y|Y	D_ADDR|LOCAL_CHAR_G|SH	NONE	NONE	2	RUNNING:G407-E3876@1|RUNNING:G407-E3876@2	Y+Y	Y*2	YES	YES	Halte	NOT_APPLICABLE	SH_REST_HOLD	Halte	YES	YES	2	0	2	0	Drogenmaterial|Drogenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Drogenmaterial|Drogenmaterial	Drogenmaterial|Drogenmaterial	Drogenmaterial ×2	Drogenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	90	DEFAULT_COMPOSITION	1	Y=Drogenmaterial | Y=Drogenmaterial	Halte das Drogenmaterial in der Alternativform und an der Drogen-Arbeitsstelle	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
685	ACTION:G407-E4007@4:T	RUNNING:G407-E4007@4	RUNNING_ATOM	G407-E4007	G407-S660	f88v	PHARMA	T	T_PHYSICAL_GRADE_TEMPER	T_PHYSICAL_GRADE_TEMPER	AUTO_CONTEXT	T_PHYSICAL_GRADE_TEMPER	5	T|E|Y|Y|Y	E|T|Y	CH	NONE	3	RUNNING:G407-E4007@6|RUNNING:G407-E4008@4|RUNNING:G407-E4009@1	Y+Y+Y	Y*3	YES	YES	Temperiere	NOT_APPLICABLE	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	NO	YES	3	0	3	0	Drogenmaterial|Drogenmaterial|Drogenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Drogenmaterial|Drogenmaterial|Drogenmaterial	Drogenmaterial|Drogenmaterial|Drogenmaterial	Drogenmaterial ×3	Drogenmaterial ×3	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	91	DEFAULT_COMPOSITION	2	Y=Drogenmaterial | Y=Drogenmaterial | Y=Drogenmaterial	Temperiere das Drogenmaterial auf Grad I	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
705	ACTION:G407-E4124@4:S	RUNNING:G407-E4124@4	RUNNING_ATOM	G407-E4124	G407-S670	f89r	PHARMA	S	S_HP_STRAIN	S_HP_STRAIN	AUTO_CONTEXT	S_HP_STRAIN	9	O|S|AIIN|Y|CARRIER_Q|E|AIIN|Y|L	O|S	CH	NONE	4	RUNNING:G407-E4125@1|RUNNING:G407-E4126@1|RUNNING:G407-E4127@3|RUNNING:G407-E4128@1	AIIN+Y+AIIN+Y	Y*2+AIIN*2	YES	YES	Seihe ab	NOT_APPLICABLE	S_HP_STRAIN	Seihe ab	YES	YES	4	0	4	0	Arzneiauszug|Drogenmaterial|Arzneiauszug|Drogenmaterial	HP_EXTRACT_OF_MATERIAL	YES	HP_EXTRACT_OF_MATERIAL	HP_EXTRACT_OF_MATERIAL	YES	4	0	4	0	0	Arzneiauszug|Drogenmaterial|Arzneiauszug|Drogenmaterial	Arzneiauszug|Drogenmaterial|Arzneiauszug|Drogenmaterial	Drogenmaterial ×2; Arzneiauszug ×2	Arzneiauszug ×2; Drogenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	92	SPECIAL_PACKET	2	AIIN=Arzneiauszug | Y=Drogenmaterial | AIIN=Arzneiauszug | Y=Drogenmaterial	Seihe den Arzneiauszug des Drogenmaterials in Arzneiform, auf Grad I, als neuer Arzneiansatz und über den Gefäßkontakt ab	YES	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
706	ACTION:G407-E4129@1:S	RUNNING:G407-E4129@1	RUNNING_ATOM	G407-E4129	G407-S670	f89r	PHARMA	S	S_HP_SEPARATE	S_HP_SEPARATE	AUTO_CONTEXT	S_HP_SEPARATE	4	S|EE|Y|Y	EE|S|Y	NONE	NONE	2	RUNNING:G407-E4129@3|RUNNING:G407-E4130@3	Y+Y	Y*2	YES	YES	Trenne ab	NOT_APPLICABLE	S_HP_SEPARATE	Trenne ab	YES	YES	2	0	2	0	Drogenmaterial|Drogenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Drogenmaterial|Drogenmaterial	Drogenmaterial|Drogenmaterial	Drogenmaterial ×2	Drogenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	93	DEFAULT_COMPOSITION	1	Y=Drogenmaterial | Y=Drogenmaterial	Sondere das Drogenmaterial auf Grad II aus	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
