event_id	diagram_unit	physical_page	locus	surface	visible_owner_de	component_recipe	address_reading_de	diagram_model
P912-E2321	f70v2	f70v	f70v2.21	okeeol	Fischrad mit Stern tragenden Figuren	OK+EE+OL	Fischrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, gleiche Reihe weiter.	FISCHRING_MIT_STERNFIGUREN
P912-E2322	f70v2	f70v	f70v2.21	ykeeos	Fischrad mit Stern tragenden Figuren	Y+K+EE+O+S_ADDR	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, zweiter Grad, Reihe aufrufen, Sternbezug.	FISCHRING_MIT_STERNFIGUREN
P912-E2323	f70v2	f70v	f70v2.21	shey	Fischrad mit Stern tragenden Figuren	SH+E+Y	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2324	f70v2	f70v	f70v2.21	ykair	Fischrad mit Stern tragenden Figuren	Y+K+AIR	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, Ringlauf.	FISCHRING_MIT_STERNFIGUREN
P912-E2325	f70v2	f70v	f70v2.21	arar	Fischrad mit Stern tragenden Figuren	AR+AR	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2326	f70v2	f70v	f70v2.21	alos	Fischrad mit Stern tragenden Figuren	AL+O+S_ADDR	Fischrad mit Stern tragenden Figuren: Zielplatz, Reihe aufrufen, Sternbezug.	FISCHRING_MIT_STERNFIGUREN
P912-E2327	f70v2	f70v	f70v2.22	otar	Fischrad mit Stern tragenden Figuren	OT+AR	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2328	f70v2	f70v	f70v2.22	am	Fischrad mit Stern tragenden Figuren	AM_ADDR	Fischrad mit Stern tragenden Figuren: Innenplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2329	f70v2	f70v	f70v2.23	otar	Fischrad mit Stern tragenden Figuren	OT+AR	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2330	f70v2	f70v	f70v2.23	al	Fischrad mit Stern tragenden Figuren	AL	Fischrad mit Stern tragenden Figuren: Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2331	f70v2	f70v	f70v2.24	otalar	Fischrad mit Stern tragenden Figuren	OT+AL+AR	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2332	f70v2	f70v	f70v2.25	otalam	Fischrad mit Stern tragenden Figuren	OT+AL+AM_ADDR	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Innenplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2333	f70v2	f70v	f70v2.26	dolaram	Fischrad mit Stern tragenden Figuren	D_ADDR+OL+AR+AM_ADDR	Fischrad mit Stern tragenden Figuren: Unterplatz, gleiche Reihe weiter, Quell- oder Bezugsstelle, Innenplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2334	f70v2	f70v	f70v2.27	okaram	Fischrad mit Stern tragenden Figuren	OK+AR+AM_ADDR	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Quell- oder Bezugsstelle, Innenplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2335	f70v2	f70v	f70v2.28	oteosal	Fischrad mit Stern tragenden Figuren	OT+E+O+S_ADDR+AL	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Sternbezug, Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2336	f70v2	f70v	f70v2.29	salols	Fischrad mit Stern tragenden Figuren	S_LABEL+AL+OL+S_LABEL	Fischrad mit Stern tragenden Figuren: s-Zeichen, Zielplatz, gleiche Reihe weiter, s-Zeichen.	FISCHRING_MIT_STERNFIGUREN
P912-E2337	f70v2	f70v	f70v2.30	okaldal	Fischrad mit Stern tragenden Figuren	OK+AL+AL	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2338	f70v2	f70v	f70v2.31	ykolaiin	Fischrad mit Stern tragenden Figuren	Y+K+OL+AIIN	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, gleiche Reihe weiter, verzeichneter Sollwert.	FISCHRING_MIT_STERNFIGUREN
P912-E2339	f70v2	f70v	f70v2.32	otal	Fischrad mit Stern tragenden Figuren	OT+AL	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2340	f70v2	f70v	f70v2.32	daly	Fischrad mit Stern tragenden Figuren	AL+Y	Fischrad mit Stern tragenden Figuren: Zielplatz, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2341	f70v2	f70v	f70v2.32	oteoal	Fischrad mit Stern tragenden Figuren	OT+E+O+AL	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2342	f70v2	f70v	f70v2.32	dal	Fischrad mit Stern tragenden Figuren	AL	Fischrad mit Stern tragenden Figuren: Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2343	f70v2	f70v	f70v2.32	aildy	Fischrad mit Stern tragenden Figuren	A_ADDR+IIN+L+DY	Fischrad mit Stern tragenden Figuren: lokale Adresse, Indexstufe, Verbindung, Eintrag schließen.	FISCHRING_MIT_STERNFIGUREN
P912-E2344	f70v2	f70v	f70v2.32	otaiin	Fischrad mit Stern tragenden Figuren	OT+AIIN	Fischrad mit Stern tragenden Figuren: nächster Platz, verzeichneter Sollwert.	FISCHRING_MIT_STERNFIGUREN
P912-E2345	f70v2	f70v	f70v2.32	ar	Fischrad mit Stern tragenden Figuren	AR	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2346	f70v2	f70v	f70v2.32	oteey	Fischrad mit Stern tragenden Figuren	OT+EE+Y	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2347	f70v2	f70v	f70v2.32	shal	Fischrad mit Stern tragenden Figuren	SH+AL	Fischrad mit Stern tragenden Figuren: Bezug halten, Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2348	f70v2	f70v	f70v2.32	o	Fischrad mit Stern tragenden Figuren	O	Fischrad mit Stern tragenden Figuren: Reihe aufrufen.	FISCHRING_MIT_STERNFIGUREN
P912-E2349	f70v2	f70v	f70v2.32	qoteeal	Fischrad mit Stern tragenden Figuren	OT+EE+AL	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2350	f70v2	f70v	f70v2.32	ar	Fischrad mit Stern tragenden Figuren	AR	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2351	f70v2	f70v	f70v2.32	al	Fischrad mit Stern tragenden Figuren	AL	Fischrad mit Stern tragenden Figuren: Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2352	f70v2	f70v	f70v2.32	otaiin	Fischrad mit Stern tragenden Figuren	OT+AIIN	Fischrad mit Stern tragenden Figuren: nächster Platz, verzeichneter Sollwert.	FISCHRING_MIT_STERNFIGUREN
P912-E2353	f70v2	f70v	f70v2.32	al	Fischrad mit Stern tragenden Figuren	AL	Fischrad mit Stern tragenden Figuren: Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2354	f70v2	f70v	f70v2.32	teodaiin	Fischrad mit Stern tragenden Figuren	T+E+O+AIIN	Fischrad mit Stern tragenden Figuren: Platz einstellen, erster Grad, Reihe aufrufen, verzeichneter Sollwert.	FISCHRING_MIT_STERNFIGUREN
P912-E2355	f70v2	f70v	f70v2.32	oteeo	Fischrad mit Stern tragenden Figuren	OT+EE+O	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen.	FISCHRING_MIT_STERNFIGUREN
P912-E2356	f70v2	f70v	f70v2.32	cthey	Fischrad mit Stern tragenden Figuren	CTH+E+Y	Fischrad mit Stern tragenden Figuren: Bereitschaftsklasse, erster Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2357	f70v2	f70v	f70v2.32	oteeos	Fischrad mit Stern tragenden Figuren	OT+EE+O+S_ADDR	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Sternbezug.	FISCHRING_MIT_STERNFIGUREN
P912-E2358	f70v2	f70v	f70v2.32	oteos	Fischrad mit Stern tragenden Figuren	OT+E+O+S_ADDR	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Sternbezug.	FISCHRING_MIT_STERNFIGUREN
P912-E2359	f70v2	f70v	f70v2.32	aiin	Fischrad mit Stern tragenden Figuren	AIIN	Fischrad mit Stern tragenden Figuren: verzeichneter Sollwert.	FISCHRING_MIT_STERNFIGUREN
P912-E2360	f70v2	f70v	f70v2.32	daim	Fischrad mit Stern tragenden Figuren	DA+IIN+M_LOCAL	Fischrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe, m-Zeichen.	FISCHRING_MIT_STERNFIGUREN
P912-E2361	f70v2	f70v	f70v2.33	otolal	Fischrad mit Stern tragenden Figuren	OT+OL+AL	Fischrad mit Stern tragenden Figuren: nächster Platz, gleiche Reihe weiter, Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2362	f88r	f88r	f88r.1	otorchety	drei Gefaesse mit Wurzel- und Blattreihen	OT+OR+CH+E+T+Y	drei Gefaesse mit Wurzel- und Blattreihen: nächster Platz, Eintragsklasse, Klassenkennung, erster Grad, Platz einstellen, dieser Platz.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2363	f88r	f88r	f88r.2	osal	drei Gefaesse mit Wurzel- und Blattreihen	O+S+AL	drei Gefaesse mit Wurzel- und Blattreihen: Reihe aufrufen, Klasse wählen, Zielplatz.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2364	f88r	f88r	f88r.3	orald	drei Gefaesse mit Wurzel- und Blattreihen	OR+AL+D_ADDR	drei Gefaesse mit Wurzel- und Blattreihen: Eintragsklasse, Zielplatz, Unterplatz.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2365	f88r	f88r	f88r.4	oldar	drei Gefaesse mit Wurzel- und Blattreihen	OL+DA+R	drei Gefaesse mit Wurzel- und Blattreihen: gleiche Reihe weiter, zweite Stufe, Zustandsmarke.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2366	f88r	f88r	f88r.5	otoky	drei Gefaesse mit Wurzel- und Blattreihen	OT+OK+Y	drei Gefaesse mit Wurzel- und Blattreihen: nächster Platz, Platz aktivieren, dieser Platz.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2367	f88r	f88r	f88r.6	otaly	drei Gefaesse mit Wurzel- und Blattreihen	OT+AL+Y	drei Gefaesse mit Wurzel- und Blattreihen: nächster Platz, Zielplatz, dieser Platz.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2415	f88r	f88r	f88r.12	otaldy	drei Gefaesse mit Wurzel- und Blattreihen	OT+AL+DY	drei Gefaesse mit Wurzel- und Blattreihen: nächster Platz, Zielplatz, Eintrag schließen.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2416	f88r	f88r	f88r.13	oram	drei Gefaesse mit Wurzel- und Blattreihen	OR+A_ADDR+AM_ADDR	drei Gefaesse mit Wurzel- und Blattreihen: Eintragsklasse, lokale Adresse, Innenplatz.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2417	f88r	f88r	f88r.14	dary	drei Gefaesse mit Wurzel- und Blattreihen	DA+R+Y	drei Gefaesse mit Wurzel- und Blattreihen: zweite Stufe, Zustandsmarke, dieser Platz.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2418	f88r	f88r	f88r.15	okol	drei Gefaesse mit Wurzel- und Blattreihen	OK+OL	drei Gefaesse mit Wurzel- und Blattreihen: Platz aktivieren, gleiche Reihe weiter.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2419	f88r	f88r	f88r.16	sorory	drei Gefaesse mit Wurzel- und Blattreihen	S+OR+OR+Y	drei Gefaesse mit Wurzel- und Blattreihen: Klasse wählen, Eintragsklasse, dieser Platz.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2420	f88r	f88r	f88r.17	otyda	drei Gefaesse mit Wurzel- und Blattreihen	OT+Y+DA	drei Gefaesse mit Wurzel- und Blattreihen: nächster Platz, dieser Platz, zweite Stufe.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2460	f88r	f88r	f88r.23	ofyskydal	drei Gefaesse mit Wurzel- und Blattreihen	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	drei Gefaesse mit Wurzel- und Blattreihen: Reihe aufrufen, f-Zeichen, dieser Platz, Klasse wählen, Wert zuordnen, dieser Platz, zweite Stufe, Verbindung.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2461	f88r	f88r	f88r.24	otor	drei Gefaesse mit Wurzel- und Blattreihen	OT+OR	drei Gefaesse mit Wurzel- und Blattreihen: nächster Platz, Eintragsklasse.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2462	f88r	f88r	f88r.24	am	drei Gefaesse mit Wurzel- und Blattreihen	AM_ADDR	drei Gefaesse mit Wurzel- und Blattreihen: Innenplatz.	GEFAESS_WURZEL_UND_BLATTREIHEN
P912-E2463	f88r	f88r	f88r.25	ofaldo	drei Gefaesse mit Wurzel- und Blattreihen	O+LOCAL_CHAR_F+AL+D_ADDR+O	drei Gefaesse mit Wurzel- und Blattreihen: Reihe aufrufen, f-Zeichen, Zielplatz, Unterplatz, Reihe aufrufen.	GEFAESS_WURZEL_UND_BLATTREIHEN
