word	count	h12	h12_collision_size	line_first	line_last	mean_line_position	P_running	L_label	C_circle	R_radius	section_H	section_S	section_B	section_P	section_Z	section_C	section_A	section_T	currier_A	currier_B
ty	20	ta	13	0	1	0.6228	20	0	0	0	16	1	3	0	0	0	0	0	13	7
rol	20	rula	4	0	6	0.6892	20	0	0	0	2	6	11	0	0	0	0	1	2	18
okeor	20	ugeura	7	0	1	0.5263	17	1	2	0	5	5	0	6	2	0	1	1	14	3
lo	20	la	15	0	10	0.6838	20	0	0	0	2	9	7	0	0	0	0	2	1	19
okeeo	20	ugēa	19	3	0	0.4236	16	0	3	1	2	13	0	1	2	2	0	0	2	14
okair	20	ugæra	5	1	0	0.4504	18	1	1	0	6	10	2	0	0	2	0	0	2	17
aral	20	arala	5	0	7	0.7898	16	1	2	1	3	9	1	1	2	1	1	2	5	11
opchdy	20	upada	10	0	4	0.6869	18	2	0	0	3	9	0	0	0	4	0	4	0	20
cheeo	20	ēa	8	4	0	0.3228	20	0	0	0	0	18	0	1	0	0	0	1	1	19
soiin	19	suīna	1	14	0	0.1588	19	0	0	0	5	5	4	4	0	0	0	1	10	9
chocthy	19	utha	5	1	2	0.5225	18	0	1	0	13	3	0	0	0	1	0	2	13	6
ycheey	19	aēa	4	17	1	0.0639	19	0	0	0	6	10	1	1	0	0	0	1	6	13
pol	19	pula	7	15	0	0.1420	18	0	1	0	2	7	8	0	0	1	0	1	2	17
chain	19	æna	4	1	1	0.4764	19	0	0	0	11	7	1	0	0	0	0	0	11	8
ey	19	ea	12	1	1	0.4513	17	1	1	0	7	1	3	5	0	2	1	0	12	4
qody	19	uda	17	3	3	0.4660	18	0	1	0	7	5	3	2	0	1	0	1	6	13
shecthy	19	metha	2	0	0	0.5288	18	0	1	0	1	3	11	0	1	0	0	3	1	17
okeo	19	ugea	21	1	0	0.4650	7	0	10	2	2	0	0	4	5	4	4	0	4	4
okees	19	ugēsa	3	1	0	0.6053	9	1	9	0	2	3	0	0	3	7	1	3	0	13
chdal	19	dala	2	0	0	0.5505	19	0	0	0	6	7	1	0	0	1	0	4	0	19
chedain	19	edæna	1	0	1	0.5251	18	0	1	0	2	13	1	1	1	0	0	1	1	17
shed	19	meda	5	1	1	0.4074	18	1	0	0	2	10	3	0	0	1	0	3	0	19
lky	19	laga	4	0	4	0.5978	19	0	0	0	0	14	5	0	0	0	0	0	0	19
qoeedy	19	uēda	6	3	0	0.3337	19	0	0	0	0	11	6	0	0	1	0	1	0	19
k	18	ka	20	1	0	0.4311	7	3	8	0	9	0	0	0	0	8	0	1	5	6
ydaiin	18	adena	2	8	3	0.2918	17	0	1	0	10	2	0	2	1	0	2	1	11	4
okody	18	uguda	10	0	0	0.5882	5	5	5	3	2	0	0	4	4	8	0	0	5	5
qotchey	18	utea	17	2	0	0.3768	18	0	0	0	9	6	2	0	0	1	0	0	8	10
choly	18	ula	13	0	3	0.6398	14	0	4	0	9	1	0	2	2	3	0	1	12	1
tchol	18	tula	7	5	1	0.4027	16	0	2	0	13	2	0	0	2	1	0	0	14	2
chkaiin	18	kena	4	1	3	0.6199	18	0	0	0	9	7	1	1	0	0	0	0	9	9
okchor	18	ugura	8	3	2	0.3804	16	1	1	0	12	2	0	0	1	2	1	0	12	3
olol	18	ulula	5	1	7	0.7085	16	1	1	0	5	2	9	0	1	0	1	0	6	10
sheal	18	meala	2	0	0	0.2876	15	0	3	0	1	10	3	0	2	1	1	0	2	12
qockhy	18	ukha	5	1	0	0.3436	18	0	0	0	6	4	1	6	0	0	1	0	14	3
lchdy	18	lada	6	0	5	0.6137	18	0	0	0	2	9	5	1	0	0	0	1	1	17
qokeed	18	ugēda	11	3	0	0.3908	18	0	0	0	2	8	7	0	0	0	0	1	1	17
ched	18	eda	9	0	1	0.6543	17	0	1	0	2	9	5	0	0	1	0	1	0	17
qockhey	18	ukhea	5	0	0	0.4973	18	0	0	0	4	4	3	6	0	0	0	1	10	8
oteo	18	utea	17	0	1	0.6596	7	1	10	0	2	4	0	1	7	1	3	0	3	4
ral	18	rala	6	1	5	0.6504	17	0	0	1	0	8	8	1	0	1	0	0	1	16
qokeeo	18	ugēa	19	3	0	0.3310	18	0	0	0	0	13	0	4	0	0	0	1	4	14
cthar	17	thara	2	0	3	0.6479	17	0	0	0	12	1	0	0	0	0	0	4	14	3
do	17	ga	16	0	3	0.6830	15	0	2	0	14	1	0	0	0	1	1	0	13	3
odain	17	udæna	3	1	5	0.6117	17	0	0	0	6	7	0	2	0	1	1	0	3	13
cham	17	a	14	0	11	0.8609	17	0	0	0	9	4	2	0	0	2	0	0	9	6
chky	17	ka	20	0	2	0.6099	15	2	0	0	10	3	1	0	0	0	2	1	3	12
dchey	17	gea	5	11	0	0.1955	16	0	0	1	10	2	2	1	0	1	1	0	10	6
ychey	17	aea	4	9	1	0.2058	15	0	2	0	6	1	2	3	1	3	0	1	8	6
chs	17	sa	16	0	0	0.5907	14	0	3	0	6	4	2	2	3	0	0	0	7	7
ory	17	ura	13	0	9	0.8449	15	2	0	0	3	3	8	2	1	0	0	0	4	12
shal	17	mala	6	0	0	0.4108	15	0	2	0	1	9	5	0	1	1	0	0	2	14
olar	17	ulara	5	0	1	0.6226	12	0	4	1	2	7	1	0	1	3	2	1	2	12
chdaiin	17	dena	1	0	0	0.4986	17	0	0	0	6	10	0	0	0	1	0	0	0	17
qokaly	17	ugala	16	0	3	0.6655	17	0	0	0	1	9	6	0	0	0	0	1	6	11
okeeody	17	ugēuda	5	0	1	0.5497	12	1	4	0	2	6	0	2	3	1	3	0	3	7
lshey	17	lamea	3	3	0	0.2698	17	0	0	0	0	10	6	0	0	0	0	1	0	17
chokaiin	16	ugena	6	1	3	0.5508	15	0	1	0	7	6	0	1	1	0	0	1	8	7
yky	16	aga	13	2	4	0.5228	13	0	2	1	10	2	0	0	0	3	1	0	9	5
otchor	16	utura	9	6	1	0.3560	16	0	0	0	14	1	0	1	0	0	0	0	15	1
ytchy	16	ata	14	4	1	0.3826	16	0	0	0	11	1	0	1	0	0	1	2	12	3
chokchy	16	uga	28	1	1	0.5031	15	0	1	0	13	2	0	0	0	0	1	0	13	2
choy	16	ua	14	0	1	0.5152	15	0	1	0	12	1	0	2	0	1	0	0	13	2
cthody	16	thuda	5	0	2	0.6254	14	0	1	1	12	0	0	2	0	1	1	0	14	0
ykeody	16	ageuda	6	1	1	0.5628	10	2	3	1	4	0	0	4	3	2	3	0	6	2
okeeol	16	ugēula	3	1	0	0.3726	10	1	5	0	2	2	1	5	5	0	1	0	7	3
cheeor	16	ēura	3	0	0	0.4314	15	0	1	0	5	3	1	5	1	1	0	0	9	6
orain	16	uræna	4	4	7	0.6043	16	0	0	0	4	6	4	2	0	0	0	0	2	14
qopchdy	16	upada	10	0	0	0.4981	16	0	0	0	3	12	1	0	0	0	0	0	0	16
teol	16	teula	5	3	0	0.4275	16	0	0	0	4	4	5	3	0	0	0	0	6	10
qokeeody	16	ugēuda	5	2	1	0.5256	16	0	0	0	3	8	0	2	0	0	1	2	3	12
opaiin	16	upena	5	0	1	0.5316	9	2	5	0	0	6	0	1	3	6	0	0	3	8
qoeey	16	uēa	9	0	0	0.4617	14	0	1	1	0	9	0	4	0	2	0	1	4	11
rar	16	rara	5	0	2	0.5767	16	0	0	0	0	11	4	1	0	0	0	0	1	15
key	15	kea	8	0	0	0.5166	14	0	0	1	6	4	2	1	0	2	0	0	7	6
ychor	15	aura	3	15	0	0.0000	15	0	0	0	11	1	0	2	0	0	0	1	13	2
ytol	15	atula	3	3	0	0.5111	15	0	0	0	13	0	0	1	0	0	0	1	13	2
ot	15	uta	20	0	1	0.6406	12	0	3	0	2	7	1	0	0	2	2	1	1	10
qokchol	15	ugula	10	2	0	0.3396	15	0	0	0	13	1	0	1	0	0	0	0	14	1
ytal	15	atala	4	2	3	0.4991	13	2	0	0	5	3	1	1	0	1	0	4	7	6
oy	15	ua	14	2	2	0.4678	12	2	1	0	2	7	3	0	3	0	0	0	2	10
ctheey	15	thēa	1	0	1	0.6022	14	0	1	0	7	2	0	5	0	1	0	0	11	3
qok	15	uga	28	5	0	0.2764	15	0	0	0	6	5	2	2	0	0	0	0	6	9
t	15	ta	13	0	0	0.4236	8	2	5	0	7	0	1	0	0	5	0	2	7	3
shes	15	mesa	1	0	1	0.5630	6	0	8	1	2	1	2	0	2	2	5	1	2	5
keeol	15	kēula	2	0	1	0.4174	15	0	0	0	3	4	1	7	0	0	0	0	8	7
teedy	15	tēda	4	0	0	0.5741	14	0	1	0	3	8	3	0	0	1	0	0	0	14
ykeol	15	ageula	1	5	0	0.2957	14	1	0	0	4	4	0	4	0	2	0	1	8	5
sheeky	15	mēga	3	0	1	0.4388	15	0	0	0	1	6	7	0	0	0	0	1	0	15
ror	15	rura	2	0	5	0.6888	15	0	0	0	1	8	5	0	0	0	1	0	1	13
lkchedy	15	lageda	4	0	1	0.4500	15	0	0	0	0	11	2	0	0	0	0	2	0	15
ykol	14	agula	4	2	1	0.4925	14	0	0	0	10	0	1	2	0	0	0	1	11	3
qot	14	uta	20	3	1	0.4355	14	0	0	0	12	2	0	0	0	0	0	0	12	2
yteody	14	ateuda	4	3	0	0.3474	9	1	2	2	3	2	0	0	1	2	3	3	2	6
oar	14	uara	9	5	3	0.3766	11	0	2	1	4	4	0	0	1	3	0	2	3	8
ytor	14	atura	4	5	0	0.3743	14	0	0	0	10	1	0	0	0	0	1	2	10	3
ch	14	a	14	0	1	0.5118	13	0	1	0	6	4	2	1	0	1	0	0	4	9
tey	14	tea	7	0	1	0.5955	11	0	3	0	4	3	0	0	2	2	0	3	4	6
okchol	14	ugula	10	1	0	0.5600	12	0	1	1	7	0	0	4	0	2	1	0	11	0
opchy	14	upa	17	0	2	0.6248	13	1	0	0	7	6	0	1	0	0	0	0	8	6
g	14		5	0	10	0.9028	12	1	1	0	9	1	0	0	0	2	1	1	8	3
dshor	14	gamura	1	9	0	0.1920	14	0	0	0	9	1	1	1	0	0	0	2	11	3
okeal	14	ugeala	6	1	0	0.3684	12	1	0	1	2	8	0	1	1	2	0	0	5	6
aldy	14	alada	9	0	7	0.9243	11	1	2	0	5	3	1	0	1	1	3	0	4	6
laiin	14	lena	1	2	1	0.6730	13	0	1	0	3	7	2	0	0	1	0	1	0	14
tchdy	14	tada	7	4	0	0.3450	13	0	1	0	3	5	3	0	0	3	0	0	0	14
a	14	a	14	0	2	0.5984	10	0	4	0	1	6	0	1	0	5	0	1	1	10
olkey	14	ulagea	6	1	3	0.5041	14	0	0	0	2	2	4	2	0	2	0	2	2	12
shedaiin	14	medena	1	0	0	0.4051	10	0	4	0	2	1	4	0	0	6	0	1	1	13
oiiin	14	uīina	3	1	0	0.3652	13	0	1	0	1	5	4	3	1	0	0	0	3	10
oteeos	14	utēusa	3	1	0	0.1214	4	0	9	1	0	3	0	1	5	2	3	0	2	2
yshey	13	amea	1	12	0	0.0577	13	0	0	0	0	6	3	0	0	0	1	3	1	11
ytain	13	atæna	1	1	1	0.5393	13	0	0	0	1	5	1	0	0	2	0	4	2	11
shoy	13	mua	4	2	0	0.4706	13	0	0	0	2	3	1	3	0	2	0	2	5	7
cphy	13	pha	5	1	1	0.4070	12	1	0	0	10	1	0	0	0	0	1	1	8	2
da	13	ga	16	1	4	0.7733	13	0	0	0	6	1	3	3	0	0	0	0	8	5
chodar	13	udara	5	1	2	0.6439	12	1	0	0	7	4	0	1	0	0	1	0	7	5
qoy	13	ua	14	0	1	0.4238	13	0	0	0	6	4	0	2	0	1	0	0	7	5
chty	13	ta	13	0	2	0.6292	12	1	0	0	7	2	2	1	0	0	0	1	7	6
chom	13	u	9	0	5	0.7427	13	0	0	0	11	0	0	2	0	0	0	0	13	0
qotchol	13	utula	12	2	1	0.4679	13	0	0	0	13	0	0	0	0	0	0	0	13	0
cphol	13	phula	2	0	0	0.4223	13	0	0	0	6	2	1	3	0	0	1	0	10	2
cheodaiin	13	eudena	1	1	2	0.5421	13	0	0	0	5	6	0	1	0	0	1	0	6	6
qokechy	13	ugea	21	3	1	0.3785	12	0	1	0	2	8	0	1	0	1	0	1	3	10
choiin	13	uīna	4	1	2	0.4683	13	0	0	0	13	0	0	0	0	0	0	0	13	0
qopchy	13	upa	17	1	1	0.5522	13	0	0	0	5	3	0	0	0	1	1	3	5	7
chkeey	13	kēa	9	1	1	0.3761	13	0	0	0	8	2	1	2	0	0	0	0	7	6
cheeody	13	ēuda	4	0	0	0.5145	13	0	0	0	3	8	0	2	0	0	0	0	4	9
ytey	13	atea	3	2	1	0.4976	11	1	1	0	8	0	1	1	1	2	0	0	5	5
ls	13	lasa	3	0	4	0.6498	12	0	1	0	4	5	3	0	0	0	1	0	3	9
cthedy	13	theda	3	2	2	0.4773	13	0	0	0	4	5	3	1	0	0	0	0	1	12
sheos	13	meusa	2	1	0	0.4223	11	0	2	0	4	4	0	1	1	3	0	0	3	8
opar	13	upara	10	1	0	0.4708	8	2	2	1	2	2	1	1	1	5	0	1	2	9
shee	13	mē	1	0	0	0.4875	12	0	1	0	6	4	1	1	0	1	0	0	2	10
chckhdy	13	khada	4	0	0	0.4680	13	0	0	0	4	2	5	0	0	0	0	2	0	13
shky	13	maga	4	1	3	0.5280	13	0	0	0	5	4	2	0	0	0	0	2	1	11
ykeeody	13	agēuda	3	3	0	0.3735	9	1	2	1	3	2	0	1	1	2	2	2	4	5
olshey	13	ulamea	4	3	2	0.4041	13	0	0	0	1	4	8	0	0	0	0	0	1	12
oteeody	13	utēuda	5	0	0	0.3331	7	0	6	0	0	4	1	2	3	1	2	0	2	5
sheeol	13	mēula	2	1	0	0.3460	13	0	0	0	0	4	4	4	0	0	0	1	4	9
otedar	13	utedara	4	0	0	0.6855	9	0	4	0	0	8	1	0	2	2	0	0	0	11
lcheey	13	lēa	1	3	0	0.2230	13	0	0	0	0	9	3	0	0	0	0	1	0	13
olkal	13	ulagala	4	0	3	0.6200	12	1	0	0	0	5	6	0	0	0	0	2	0	13
kair	12	kæra	4	0	0	0.5184	12	0	0	0	2	7	2	0	0	0	0	1	2	10
cthaiin	12	thena	2	0	1	0.5910	12	0	0	0	11	0	0	0	0	0	0	1	12	0
chan	12	ana	2	0	2	0.6503	12	0	0	0	10	2	0	0	0	0	0	0	10	2
pchor	12	pura	4	7	0	0.1928	12	0	0	0	6	3	2	0	0	0	0	1	6	6
sam	12	sa	16	1	8	0.8889	9	0	1	2	3	2	1	2	0	3	1	0	5	4
qoteol	12	uteula	11	0	0	0.5694	11	0	1	0	3	3	0	5	0	1	0	0	6	6
okeeor	12	ugēura	2	1	0	0.4817	11	0	1	0	3	3	1	4	1	0	0	0	6	5
qodar	12	udara	5	2	1	0.4907	12	0	0	0	8	0	0	1	0	1	0	2	7	5
okary	12	ugara	14	0	5	0.9667	6	5	1	0	3	2	1	1	2	2	0	1	2	8
doiin	12	guīna	1	5	0	0.3214	12	0	0	0	9	0	0	2	0	0	1	0	11	0
ytchey	12	atea	3	5	0	0.3269	12	0	0	0	7	1	0	0	0	3	0	1	5	5
oees	12	uēsa	5	6	0	0.2143	9	1	2	0	4	3	0	0	1	3	0	1	4	6
dcheey	12	gēa	3	10	0	0.0727	11	0	0	1	6	3	0	0	0	2	1	0	5	5
chotchy	12	uta	20	2	3	0.5561	12	0	0	0	12	0	0	0	0	0	0	0	12	0
ram	12	ra	10	0	12	1.0000	12	0	0	0	1	7	3	1	0	0	0	0	2	10
ockhy	12	ukha	5	0	4	0.7121	10	1	1	0	4	2	0	3	0	1	2	0	5	4
shocthy	12	mutha	1	2	0	0.3326	11	0	1	0	7	1	0	2	1	0	1	0	9	1
ykain	12	agæna	2	2	1	0.3541	12	0	0	0	5	2	3	0	0	0	0	2	1	11
chkain	12	kæna	4	0	1	0.6299	12	0	0	0	3	6	3	0	0	0	0	0	1	11
chokeey	12	ugēa	19	2	0	0.4613	12	0	0	0	4	5	0	1	0	0	1	1	6	5
ypchedy	12	apeda	2	1	1	0.5105	12	0	0	0	8	4	0	0	0	0	0	0	1	11
ly	12	la	15	0	8	0.8370	12	0	0	0	2	1	8	1	0	0	0	0	2	10
oteor	12	uteura	5	1	0	0.5920	10	0	2	0	1	7	0	1	2	0	0	1	3	7
keeody	12	kēuda	5	0	1	0.5803	11	0	0	1	3	5	0	2	0	0	1	1	4	7
shedal	12	medala	1	1	1	0.2650	12	0	0	0	1	3	7	0	0	0	0	1	0	12
okeos	12	ugeusa	3	0	0	0.3523	4	3	4	1	2	0	0	2	5	2	1	0	2	2
ytam	12	ata	14	0	7	0.8735	12	0	0	0	4	4	1	0	0	2	0	1	4	8
as	12	asa	5	1	0	0.6125	12	0	0	0	2	5	2	1	0	0	0	2	2	10
chekal	12	egala	4	0	2	0.6211	11	0	1	0	5	3	1	2	1	0	0	0	2	9
arody	12	aruda	3	0	6	0.7294	11	1	0	0	1	7	0	2	0	1	0	1	2	10
chkal	12	kala	7	0	0	0.4894	11	0	1	0	1	8	1	0	0	2	0	0	0	10
otees	12	utēsa	5	0	0	0.5812	4	0	8	0	1	2	0	1	4	3	1	0	1	6
shedain	12	medæna	1	0	1	0.4425	12	0	0	0	2	10	0	0	0	0	0	0	0	12
tair	12	tæra	3	4	0	0.3020	12	0	0	0	2	9	0	0	0	0	0	1	1	11
qotam	12	uta	20	0	8	0.9404	11	0	0	1	1	8	1	1	0	1	0	0	2	9
orol	12	urula	3	0	3	0.6753	10	1	1	0	2	2	6	1	0	1	0	0	2	9
v	12	v	1	0	0		0	0	12	0	0	0	0	0	0	12	0	0	0	0
olain	12	ulæna	5	2	1	0.4265	12	0	0	0	0	5	3	0	0	0	0	4	1	11
ykal	11	agala	5	0	1	0.4014	10	0	1	0	4	3	1	0	0	1	0	2	4	7
shod	11	muda	4	2	0	0.4394	11	0	0	0	4	5	0	0	0	0	0	2	4	7
teody	11	teuda	4	1	1	0.4486	8	0	3	0	0	3	0	2	2	0	1	3	3	5
shckhey	11	makhea	2	0	0	0.4551	11	0	0	0	1	4	5	0	0	0	0	1	1	10
chkar	11	kara	7	0	0	0.3745	10	0	1	0	4	5	1	0	0	1	0	0	3	8
pcheol	11	peula	2	7	0	0.1641	11	0	0	0	2	3	4	2	0	0	0	0	4	7
choldy	11	ulada	10	0	2	0.7501	10	0	1	0	5	2	0	3	1	0	0	0	9	1
aram	11	ara	13	0	6	0.9361	8	1	2	0	2	5	0	0	0	3	1	0	2	7
chory	11	ura	13	0	7	0.8434	11	0	0	0	9	0	0	2	0	0	0	0	11	0
m	11		5	0	5	0.9667	6	0	5	0	4	2	0	0	0	5	0	0	2	4
qokcho	11	uga	28	3	0	0.2651	11	0	0	0	7	3	0	0	0	1	0	0	6	5
sheod	11	meuda	3	1	0	0.3986	11	0	0	0	4	5	0	1	0	0	0	1	3	8
keeo	11	kēa	9	0	0	0.2989	11	0	0	0	3	5	0	2	0	0	0	1	6	5
ry	11	ra	10	1	9	0.8409	11	0	0	0	4	3	3	0	0	0	0	1	3	8
chokain	11	ugæna	6	0	0	0.5002	10	0	1	0	2	7	0	0	1	0	0	1	2	8
daim	11	gæ	4	1	4	0.6667	9	0	1	1	4	2	0	2	1	2	0	0	4	5
qotchor	11	utura	9	9	0	0.1000	11	0	0	0	11	0	0	0	0	0	0	0	11	0
okshy	11	ugama	8	2	0	0.4425	9	1	1	0	7	1	1	0	0	2	0	0	5	6
olchy	11	ula	13	0	3	0.6058	10	1	0	0	3	2	4	0	0	0	1	1	2	8
ycheol	11	aeula	1	10	0	0.0341	11	0	0	0	3	5	1	2	0	0	0	0	5	6
dshey	11	gamea	3	7	0	0.1591	11	0	0	0	6	2	2	0	0	0	0	1	4	7
pchedar	11	pedara	1	9	0	0.0667	10	0	1	0	4	2	4	0	0	1	0	0	0	11
checkhey	11	ekhea	1	0	0	0.4263	11	0	0	0	2	5	1	2	0	0	0	1	3	8
sheeo	11	mēa	2	1	0	0.3237	10	0	1	0	2	6	0	1	1	1	0	0	1	9
ycheo	11	aea	4	10	0	0.0606	11	0	0	0	1	7	0	2	0	0	1	0	2	8
oram	11	ura	13	0	9	1.0000	9	1	1	0	1	4	2	1	1	0	1	1	1	8
ay	11	aa	13	0	2	0.5017	9	1	1	0	2	4	1	1	0	1	2	0	1	7
oral	11	urala	5	1	4	0.6336	10	0	1	0	2	5	3	0	1	0	0	0	2	8
oto	11	utu	9	0	0	0.6326	4	2	5	0	1	1	0	1	4	2	1	1	1	4
olcheey	11	ulēa	7	2	0	0.4333	11	0	0	0	4	4	3	0	0	0	0	0	3	8
chotar	11	utara	11	0	0	0.4951	9	0	2	0	2	7	0	0	1	1	0	0	3	6
qotody	11	utuda	11	0	1	0.6018	10	0	1	0	3	4	0	2	0	1	0	1	4	7
oain	11	uæna	2	7	0	0.1857	11	0	0	0	3	7	0	1	0	0	0	0	3	8
olkeeey	11	ulagēea	3	1	0	0.2096	11	0	0	0	1	6	3	0	0	1	0	0	0	11
chckhedy	11	kheda	4	0	1	0.4942	11	0	0	0	1	4	5	0	0	0	0	1	0	11
olkam	11	ulaga	8	0	8	0.8826	11	0	0	0	1	4	2	0	0	0	0	4	1	10
x	11	x	1	0	0		0	3	8	0	0	0	0	0	0	8	0	3	0	4
alam	11	ala	11	0	9	0.9444	10	1	0	0	1	10	0	0	0	0	0	0	4	6
qokshedy	11	ugameda	3	6	0	0.2066	11	0	0	0	0	2	8	0	0	1	0	0	0	11
qolchedy	11	uleda	4	1	0	0.3760	11	0	0	0	0	0	9	0	0	0	0	2	0	11
qolchey	11	ulea	5	1	0	0.3260	11	0	0	0	0	1	7	0	0	0	0	3	0	11
ychedy	11	aeda	3	7	0	0.1728	11	0	0	0	0	3	4	0	0	1	0	3	0	11
qoteody	11	uteuda	6	0	1	0.4543	11	0	0	0	1	6	0	2	0	0	0	2	3	8
shos	10	musa	1	3	0	0.3229	10	0	0	0	6	2	0	1	0	0	0	1	6	4
cphey	10	phea	4	0	1	0.5433	10	0	0	0	4	0	2	2	0	1	0	1	6	3
ok	10	uga	28	0	0	0.6264	8	1	1	0	4	1	1	2	0	1	0	1	5	5
tody	10	tuda	6	1	1	0.6490	10	0	0	0	6	1	0	1	0	0	0	2	4	6
octhy	10	utha	5	0	1	0.5384	9	1	0	0	3	4	0	0	1	0	0	2	2	7
eey	10	ēa	8	0	1	0.4176	8	2	0	0	2	2	2	2	0	2	0	0	4	6
shees	10	mēsa	1	0	0	0.4439	8	0	2	0	3	1	2	0	1	1	2	0	3	3
chotaiin	10	utena	7	0	5	0.8403	8	0	2	0	6	1	0	0	1	1	0	1	6	3
ychol	10	aula	2	9	0	0.0250	10	0	0	0	7	2	0	1	0	0	0	0	8	2
qoor	10	uura	6	0	0	0.3898	10	0	0	0	2	1	0	7	0	0	0	0	8	2
sary	10	sara	7	0	4	0.8796	6	2	1	1	5	0	0	1	0	2	2	0	5	2
ytchor	10	atura	4	3	1	0.5335	10	0	0	0	9	0	1	0	0	0	0	0	9	1
qopchey	10	upea	5	0	0	0.4638	9	0	1	0	2	5	0	0	1	0	0	2	2	7
oldaiin	10	uladena	3	0	2	0.6150	10	0	0	0	4	0	0	6	0	0	0	0	8	2
ctheol	10	theula	2	0	0	0.3932	10	0	0	0	3	0	0	7	0	0	0	0	10	0
chcphy	10	pha	5	0	1	0.5349	10	0	0	0	4	5	0	0	0	0	0	1	4	6
otoldy	10	utulada	6	0	2	0.7848	6	4	0	0	5	0	1	3	0	1	0	0	7	3
rchedy	10	reda	2	1	2	0.6481	10	0	0	0	1	3	6	0	0	0	0	0	0	10
chekaiin	10	egena	2	0	1	0.4734	7	0	3	0	5	1	0	1	2	1	0	0	2	6
opal	10	upala	8	0	0	0.5714	7	2	1	0	1	5	1	0	1	2	0	0	1	7
ytchedy	10	ateda	3	6	0	0.1797	10	0	0	0	4	5	0	0	0	1	0	0	0	10
okaldy	10	ugalada	10	0	0	0.6000	7	3	0	0	3	2	2	1	2	0	0	0	3	5
qokaldy	10	ugalada	10	0	2	0.5152	10	0	0	0	3	3	1	0	0	0	0	3	2	8
chekar	10	egara	3	0	0	0.4122	8	0	2	0	4	2	2	0	2	0	0	0	0	8
shek	10	mega	4	0	0	0.4423	10	0	0	0	2	4	4	0	0	0	0	0	0	10
olchdy	10	ulada	10	0	2	0.6015	9	1	0	0	2	3	4	0	0	0	0	1	0	10
lr	10	lara	6	0	3	0.6473	10	0	0	0	1	6	3	0	0	0	0	0	0	10
keeey	10	kēea	5	0	0	0.2891	10	0	0	0	3	7	0	0	0	0	0	0	2	8
chdam	10	da	8	0	6	0.9114	10	0	0	0	6	3	0	0	0	0	0	1	0	10
pchdy	10	pada	5	0	1	0.7543	10	0	0	0	3	5	2	0	0	0	0	0	1	9
ykeeol	10	agēula	3	3	0	0.3062	9	0	1	0	3	3	0	3	0	1	0	0	5	4
araiin	10	arena	2	0	1	0.7185	9	0	1	0	1	6	1	0	0	1	0	1	0	10
okedal	10	ugedala	5	0	0	0.5526	5	1	4	0	1	3	0	0	2	3	0	1	0	8
ochedy	10	ueda	6	2	1	0.3546	9	0	1	0	3	3	2	0	0	2	0	0	0	10
cheockhy	10	eukha	1	0	0	0.6209	9	0	1	0	2	3	0	3	1	1	0	0	4	5
qodain	10	udæna	3	0	0	0.4366	10	0	0	0	2	7	0	0	0	1	0	0	1	9
f	10	ca	4	0	0	0.4000	1	5	4	0	1	1	0	0	0	4	0	4	1	5
ckheey	10	khēa	2	0	1	0.3204	10	0	0	0	4	2	0	4	0	0	0	0	8	2
shdar	10	madara	1	0	0	0.5426	8	1	1	0	0	4	0	0	0	1	1	4	0	9
oteeo	10	utēa	12	0	0	0.4772	6	0	4	0	0	6	0	0	2	2	0	0	0	6
otshedy	10	utameda	2	0	2	0.6180	8	0	2	0	0	6	2	0	2	0	0	0	0	8
tshedy	10	tameda	2	7	0	0.2069	10	0	0	0	1	4	4	0	0	0	0	1	0	10
qokeo	10	ugea	21	1	0	0.3981	9	0	1	0	1	4	0	4	0	1	0	0	5	5
ro	9	ra	10	0	4	0.7870	9	0	0	0	2	6	0	0	0	0	0	1	3	6
tcho	9	ta	13	5	0	0.2409	9	0	0	0	8	1	0	0	0	0	0	0	7	2
dals	9	galasa	4	1	3	0.6806	8	0	1	0	5	1	0	2	1	0	0	0	5	3
ckhor	9	khura	3	0	1	0.4744	9	0	0	0	7	1	0	1	0	0	0	0	8	1
qotcho	9	utu	9	5	0	0.2608	9	0	0	0	7	2	0	0	0	0	0	0	7	2
shain	9	mæna	1	5	2	0.3951	9	0	0	0	4	4	1	0	0	0	0	0	4	5
qokshy	9	ugama	8	2	0	0.2803	9	0	0	0	4	4	0	0	0	0	0	1	3	6
od	9	uda	17	1	2	0.4984	8	0	1	0	6	1	0	1	0	1	0	0	6	3
tchody	9	tuda	6	4	0	0.3507	9	0	0	0	9	0	0	0	0	0	0	0	7	2
keo	9	kea	8	0	0	0.6067	8	0	1	0	2	3	0	2	1	0	1	0	4	3
cheeey	9	ēea	4	0	1	0.4236	8	0	1	0	2	6	0	0	1	0	0	0	2	6
chotol	9	utula	12	0	1	0.6524	7	0	2	0	6	0	0	1	1	1	0	0	7	0
sheaiin	9	mēna	1	2	2	0.4485	9	0	0	0	8	1	0	0	0	0	0	0	8	1
opy	9	upa	17	0	4	0.6925	7	2	0	0	2	2	1	0	0	2	0	2	3	6
ykey	9	agea	8	1	2	0.5556	6	2	1	0	3	1	0	1	2	2	0	0	3	2
chod	9	uda	17	1	1	0.5007	9	0	0	0	5	0	0	1	0	0	1	2	6	2
yk	9	aga	13	2	0	0.4005	8	0	1	0	5	2	0	1	0	1	0	0	3	5
okear	9	ugeara	4	0	2	0.5142	6	1	1	1	2	3	0	1	0	2	1	0	2	4
daram	9	gara	10	0	5	0.7837	7	0	2	0	3	2	0	1	0	1	2	0	2	4
