statement_id	record_unit_id	page	statement_ordinal_in_record	start_locus	start_field	end_locus	end_field	constituent_fields	entry_boundary_id	entry_boundary_class	selected_short_card_skeleton	concrete_source_clause	required_roles	explicit_required_roles	missing_roles_needed	unresolved_required_roles	input_picture_owner	picture_owner_needed	picture_owner_resolution	picture_owner_evidence	picture_owner_operation	next_picture_owner	input_active_preparation_or_item	active_preparation_or_item_needed	active_preparation_or_item_resolution	active_preparation_or_item_evidence	active_preparation_or_item_operation	next_active_preparation_or_item	input_target_or_station	target_or_station_needed	target_or_station_resolution	target_or_station_evidence	target_or_station_operation	next_target_or_station	input_previous_item_reference	previous_item_reference_needed	previous_item_reference_resolution	previous_item_reference_evidence	previous_item_reference_operation	next_previous_item_reference	exact_next_register_state	strongest_register_alternative	semantic_guard
B3-S023	B3	f83r	23	f83r.15	F095	f83r.15	F095	F095	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F095[ABLASSEN?]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_005	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B3_005	TARGET_B3_013	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_014	ITEM_B3_004	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_004	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_005;TARGET_OR_STATION=TARGET_B3_014;PREVIOUS_ITEM_REFERENCE=ITEM_B3_004	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S024	B3	f83r	24	f83r.16	F096	f83r.16	F096	F096	B3-LB06	NEXT_PARALLEL_CELL	F096[∅]	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_005	YES	UNRESOLVED	BOUNDARY+EXEMPLAR_ONLY	RESET_TO_UNRESOLVED_ITEM	UNRESOLVED_ITEM_B3_001	TARGET_B3_014	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_015	ITEM_B3_004	NO	NOT_REQUIRED	BOUNDARY	ARCHIVE_ACTIVE_ON_RESET	ITEM_B3_005	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=UNRESOLVED_ITEM_B3_001;TARGET_OR_STATION=TARGET_B3_015;PREVIOUS_ITEM_REFERENCE=ITEM_B3_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S025	B3	f83r	25	f83r.16	F097	f83r.16	F097	F097	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F097[∅]	erwärme es einmal und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	UNRESOLVED_ITEM_B3_001	YES	UNRESOLVED	EXEMPLAR_ONLY	CARRY	UNRESOLVED_ITEM_B3_001	TARGET_B3_015	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	TARGET_B3_015	ITEM_B3_005	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_005	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=UNRESOLVED_ITEM_B3_001;TARGET_OR_STATION=TARGET_B3_015;PREVIOUS_ITEM_REFERENCE=ITEM_B3_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S026	B3	f83r	26	f83r.16	F098	f83r.20	F099	F098|F099	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F098[BEREIT?] > F099[∅]	setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird || lasse die Flüssigkeit sich setzen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	UNRESOLVED_ITEM_B3_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B3_006	TARGET_B3_015	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_016	ITEM_B3_005	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B3_005	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_006;TARGET_OR_STATION=TARGET_B3_016;PREVIOUS_ITEM_REFERENCE=ITEM_B3_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S027	B3	f83r	27	f83r.20	F100	f83r.20	F100	F100	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F100[∅]	binde es auf die Stelle und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_006	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B3_006	TARGET_B3_016	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_017	ITEM_B3_005	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_005	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_006;TARGET_OR_STATION=TARGET_B3_017;PREVIOUS_ITEM_REFERENCE=ITEM_B3_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S028	B3	f83r	28	f83r.20	F101	f83r.20	F101	F101	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F101[TEMPERIEREN? SPÜLEN?]	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_006	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B3_006	TARGET_B3_017	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_018	ITEM_B3_005	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_005	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_006;TARGET_OR_STATION=TARGET_B3_018;PREVIOUS_ITEM_REFERENCE=ITEM_B3_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S029	B3	f83r	29	f83r.20	F102	f83r.20	F102	F102	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F102[SPÜLEN?]	Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_006	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B3_006	TARGET_B3_018	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_019	ITEM_B3_005	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B3_005	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_006;TARGET_OR_STATION=TARGET_B3_019;PREVIOUS_ITEM_REFERENCE=ITEM_B3_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S030	B3	f83r	30	f83r.20	F103	f83r.22	F104	F103|F104	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F103[ANWENDEN? MASS?] > F104[∅]	Die aktive Portion verwenden ; Ein vorgeschriebenes Maß || ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|TARGET_OR_STATION	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_006	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B3_006	TARGET_B3_019	YES	INHERITED	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY	TARGET_B3_019	ITEM_B3_005	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B3_005	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_006;TARGET_OR_STATION=TARGET_B3_019;PREVIOUS_ITEM_REFERENCE=ITEM_B3_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S031	B3	f83r	31	f83r.22	F105	f83r.22	F105	F105	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F105[∅]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|TARGET_OR_STATION	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_006	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B3_006	TARGET_B3_019	YES	INHERITED	EXEMPLAR_ONLY	CARRY	TARGET_B3_019	ITEM_B3_005	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_005	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_006;TARGET_OR_STATION=TARGET_B3_019;PREVIOUS_ITEM_REFERENCE=ITEM_B3_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S032	B3	f83r	32	f83r.22	F106	f83r.22	F106	F106	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F106[∅]	beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_006	YES	INHERITED	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B3_007	TARGET_B3_019	YES	INHERITED	EXEMPLAR_ONLY	CARRY	TARGET_B3_019	ITEM_B3_005	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B3_005	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_007;TARGET_OR_STATION=TARGET_B3_019;PREVIOUS_ITEM_REFERENCE=ITEM_B3_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S033	B3	f83r	33	f83r.22	F107	f83r.22	F107	F107	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F107[∅]	ziehe es ab und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	NONE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_007	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B3_007	TARGET_B3_019	YES	INHERITED	EXEMPLAR_ONLY	CARRY	TARGET_B3_019	ITEM_B3_005	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_005	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_007;TARGET_OR_STATION=TARGET_B3_019;PREVIOUS_ITEM_REFERENCE=ITEM_B3_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S034	B3	f83r	34	f83r.24	F108	f83r.24	F108	F108	B3-LB09	START_NEW_CLAUSE	F108[BEREIT?]	bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_007	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B3_008	TARGET_B3_019	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_020	ITEM_B3_005	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B3_005	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_008;TARGET_OR_STATION=TARGET_B3_020;PREVIOUS_ITEM_REFERENCE=ITEM_B3_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S001	B4	f83r	1	f83r.25	F109	f83r.25	F109	F109	NONE	RECORD_START	F109[∅]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	TARGET_OR_STATION	TARGET_OR_STATION	OWNER_B4	YES	EXPLICIT	EXEMPLAR_ONLY	INTRODUCED_AT_RECORD_INITIALIZATION	OWNER_B4	UNSET	YES	EXPLICIT	EXEMPLAR_ONLY	INTRODUCE_EXPLICIT	ITEM_B4_001	UNSET	YES	UNRESOLVED	EXEMPLAR_ONLY	INTRODUCE_UNRESOLVED	UNRESOLVED_TARGET_B4_001	UNSET	NO	NOT_REQUIRED	EXEMPLAR_ONLY	KEEP_UNSET	UNSET	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=ITEM_B4_001;TARGET_OR_STATION=UNRESOLVED_TARGET_B4_001;PREVIOUS_ITEM_REFERENCE=UNSET	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S002	B4	f83r	2	f83r.25	F110	f83r.25	F110	F110	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F110[TEMPERIEREN? SPÜLEN?]	fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	ITEM_B4_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B4_001	UNRESOLVED_TARGET_B4_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B4_001	UNSET	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B4_001	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=ITEM_B4_001;TARGET_OR_STATION=TARGET_B4_001;PREVIOUS_ITEM_REFERENCE=ITEM_B4_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S003	B4	f83r	3	f83r.25	F111	f83r.26	F112	F111|F112	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F111[∅] > F112[ANTEIL? TEMPERIEREN? ANWENDEN?]	rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin || Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	ITEM_B4_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B4_002	TARGET_B4_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B4_002	ITEM_B4_001	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B4_001	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=ITEM_B4_002;TARGET_OR_STATION=TARGET_B4_002;PREVIOUS_ITEM_REFERENCE=ITEM_B4_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S004	B4	f83r	4	f83r.26	F113	f83r.26	F113	F113	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F113[∅]	binde es auf die Stelle und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	ITEM_B4_002	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B4_002	TARGET_B4_002	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B4_003	ITEM_B4_001	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B4_001	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=ITEM_B4_002;TARGET_OR_STATION=TARGET_B4_003;PREVIOUS_ITEM_REFERENCE=ITEM_B4_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S005	B4	f83r	5	f83r.27	F114	f83r.27	F114	F114	B4-LB02	NEXT_PARALLEL_CELL	F114[∅]	durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	ITEM_B4_002	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B4_003	TARGET_B4_003	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B4_004	ITEM_B4_001	NO	NOT_REQUIRED	BOUNDARY	ARCHIVE_ACTIVE_ON_RESET	ITEM_B4_002	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=ITEM_B4_003;TARGET_OR_STATION=TARGET_B4_004;PREVIOUS_ITEM_REFERENCE=ITEM_B4_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S006	B4	f83r	6	f83r.27	F115	f83r.27	F115	F115	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F115[∅]	seihe es einmal durch ein Tuch und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	ITEM_B4_003	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B4_003	TARGET_B4_004	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B4_005	ITEM_B4_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B4_002	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=ITEM_B4_003;TARGET_OR_STATION=TARGET_B4_005;PREVIOUS_ITEM_REFERENCE=ITEM_B4_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
