host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	packet_event_ids	packet_count	action_root	action_slot_id	gdt584_rule_id	written_slot_count	carrier_slot_count	carrier_roots	carrier_slot_ids	gdt587_packet_rule_id	paragraph_boundary	gdt584_reader_clause_de	gdt587_reader_clause_de	reader_clause_changed	written_packet_slot_ids	gdt587_exact_host_trace_de	guard
36	G407-S001	36	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0028@2:T	G407-E0028	G407-E0028	1	T	RUNNING:G407-E0028@2	T_SOURCE_FIX	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lege die Arbeitsbedingung auf Grad I fest	Lege die Arbeitsbedingung auf Grad I fest	NO	RUNNING:G407-E0028@2|RUNNING:G407-E0028@3	[RUNNING:G407-E0028@2=T:Lege fest|ACTION:G407-E0028@2:T] [RUNNING:G407-E0028@3=E:auf Grad I|ACTION:G407-E0028@2:T]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
37	G407-S001	37	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0028@4:S	G407-E0028	G407-E0028|G407-E0029|G407-E0030	3	S	RUNNING:G407-E0028@4	S_SOURCE_SORT_OUT	5	2	AIIN|Y	RUNNING:G407-E0029@3|RUNNING:G407-E0030@1	SOURCE_LIQUID_FROM_MATERIAL	NONE	Sondere das Flüssigkeitsmaß und das Arbeitsgut an der Arbeitsstelle und von der Quelle oder aus dem Ausgangsgefäß aus	Sondere die Arbeitsflüssigkeit vom Arbeitsmaterial an der Arbeitsstelle und von der Quelle oder aus dem Ausgangsgefäß aus	YES	RUNNING:G407-E0028@4|RUNNING:G407-E0029@1|RUNNING:G407-E0029@2|RUNNING:G407-E0029@3|RUNNING:G407-E0030@1	[RUNNING:G407-E0028@4=S:Sondere aus|ACTION:G407-E0028@4:S] [RUNNING:G407-E0029@1=D_ADDR:an der Arbeitsstelle|ACTION:G407-E0028@4:S] [RUNNING:G407-E0029@2=AR:von der Quelle oder aus dem Ausgangsgefäß|ACTION:G407-E0028@4:S] [RUNNING:G407-E0029@3=AIIN:Arbeitsflüssigkeit|ACTION:G407-E0028@4:S] [RUNNING:G407-E0030@1=Y:Arbeitsmaterial|ACTION:G407-E0028@4:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
38	G407-S001	38	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0031@1:S	G407-E0031	G407-E0031|G407-E0032	2	S	RUNNING:G407-E0031@1	S_SOURCE_SORT_OUT	4	1	Y	RUNNING:G407-E0032@3	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Sondere das Arbeitsgut in Arbeitsform und auf der bezeichneten Stufe aus	Sondere das Arbeitsmaterial in Arbeitsform und auf der bezeichneten Stufe aus	YES	RUNNING:G407-E0031@1|RUNNING:G407-E0031@2|RUNNING:G407-E0031@3|RUNNING:G407-E0032@3	[RUNNING:G407-E0031@1=S:Sondere aus|ACTION:G407-E0031@1:S] [RUNNING:G407-E0031@2=O:in Arbeitsform|ACTION:G407-E0031@1:S] [RUNNING:G407-E0031@3=IIN:auf der bezeichneten Stufe|ACTION:G407-E0031@1:S] [RUNNING:G407-E0032@3=Y:Arbeitsmaterial|ACTION:G407-E0031@1:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
39	G407-S001	39	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	CONTROL:G407-E0032@1:OT	G407-E0032	G407-E0032	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	RUNNING:G407-E0032@1	[RUNNING:G407-E0032@1=OT:danach / neuer Arbeitsgang|CONTROL:G407-E0032@1:OT]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
40	G407-S001	40	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	CONTROL:G407-E0032:OT>G<END	G407-E0032	G407-E0032	1	FRAME	NONE	FRAME_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verwende für den vorangehenden Arbeitsschritt auf Grad II	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	RUNNING:G407-E0032@2	[RUNNING:G407-E0032@2=EE:auf Grad II|CONTROL:G407-E0032:OT>G<END]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
41	G407-S001	41	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	CONTROL:G407-E0033@1:OT	G407-E0033	G407-E0033	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	RUNNING:G407-E0033@1	[RUNNING:G407-E0033@1=OT:danach / neuer Arbeitsgang|CONTROL:G407-E0033@1:OT]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
42	G407-S001	42	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	CONTROL:G407-E0033:OT>G<END	G407-E0033	G407-E0033	1	FRAME	NONE	FRAME_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verwende für den vorangehenden Arbeitsschritt auf Grad I	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	RUNNING:G407-E0033@2	[RUNNING:G407-E0033@2=E:auf Grad I|CONTROL:G407-E0033:OT>G<END]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
43	G407-S001	43	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	CONTROL:G407-E0033:STATE_CARD	G407-E0033	G407-E0033	1	FRAME	NONE	FRAME_READER_REALIZATION	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verwende für den vorangehenden Arbeitsschritt in Arbeitsform und an der Endstelle	Verwende für den vorangehenden Arbeitsschritt in Arbeitsform und an der Endstelle	NO	RUNNING:G407-E0033@3|RUNNING:G407-E0033@4	[RUNNING:G407-E0033@3=O:in Arbeitsform|CONTROL:G407-E0033:STATE_CARD] [RUNNING:G407-E0033@4=S_ADDR:an der Endstelle|CONTROL:G407-E0033:STATE_CARD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
44	G407-S001	44	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0034@1:R	G407-E0034	G407-E0034	1	R	RUNNING:G407-E0034@1	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Kennzeichne oder prüfe das Arbeitsgut	Kennzeichne oder prüfe das Arbeitsgut	NO	RUNNING:G407-E0034@1|RUNNING:G407-E0034@4	[RUNNING:G407-E0034@1=R:Kennzeichne oder prüfe|ACTION:G407-E0034@1:R] [RUNNING:G407-E0034@4=Y:Arbeitsgut|ACTION:G407-E0034@1:R]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
45	G407-S001	45	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	CONTROL:G407-E0034@2:OL	G407-E0034	G407-E0034	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E0034@2	[RUNNING:G407-E0034@2=OL:weiter im selben Arbeitsgang|CONTROL:G407-E0034@2:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
46	G407-S001	46	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	CONTROL:G407-E0034@3:OT	G407-E0034	G407-E0034	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	RUNNING:G407-E0034@3	[RUNNING:G407-E0034@3=OT:danach / neuer Arbeitsgang|CONTROL:G407-E0034@3:OT]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
47	G407-S001	47	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0035@1:CH	G407-E0035	G407-E0035	1	CH	RUNNING:G407-E0035@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0035@1	[RUNNING:G407-E0035@1=CH:Entnimm|ACTION:G407-E0035@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
48	G407-S001	48	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0035@2:T	G407-E0035	G407-E0035|G407-E0036	2	T	RUNNING:G407-E0035@2	T_SOURCE_FIX	4	1	AIIN	RUNNING:G407-E0036@1	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lege das Flüssigkeitsmaß in der Innenform und von der Quelle oder aus dem Ausgangsgefäß fest	Lege die Flüssigkeitsmenge in der Innenform und von der Quelle oder aus dem Ausgangsgefäß fest	YES	RUNNING:G407-E0035@2|RUNNING:G407-E0035@3|RUNNING:G407-E0035@4|RUNNING:G407-E0036@1	[RUNNING:G407-E0035@2=T:Lege fest|ACTION:G407-E0035@2:T] [RUNNING:G407-E0035@3=LOCAL_CHAR_I:in der Innenform|ACTION:G407-E0035@2:T] [RUNNING:G407-E0035@4=AR:von der Quelle oder aus dem Ausgangsgefäß|ACTION:G407-E0035@2:T] [RUNNING:G407-E0036@1=AIIN:Flüssigkeitsmenge|ACTION:G407-E0035@2:T]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
49	G407-S001	49	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0037@1:OK	G407-E0037	G407-E0037|G407-E0038	2	OK	RUNNING:G407-E0037@1	GDT582_RETAINED_NON_TARGET	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Setze das Flüssigkeitsmaß und den Ansatz an	Setze das Flüssigkeitsmaß und den Ansatz an	NO	RUNNING:G407-E0037@1|RUNNING:G407-E0037@2|RUNNING:G407-E0038@1	[RUNNING:G407-E0037@1=OK:Setze an|ACTION:G407-E0037@1:OK] [RUNNING:G407-E0037@2=AIIN:Flüssigkeitsmaß|ACTION:G407-E0037@1:OK] [RUNNING:G407-E0038@1=OR:Ansatz|ACTION:G407-E0037@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
50	G407-S001	50	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0039@1:OK	G407-E0039	G407-E0039	1	OK	RUNNING:G407-E0039@1	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Setze in der bezeichneten Art an	Setze in der bezeichneten Art an	NO	RUNNING:G407-E0039@1|RUNNING:G407-E0039@2	[RUNNING:G407-E0039@1=OK:Setze an|ACTION:G407-E0039@1:OK] [RUNNING:G407-E0039@2=AN:in der bezeichneten Art|ACTION:G407-E0039@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
51	G407-S001	51	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0040@1:S	G407-E0040	G407-E0040|G407-E0041	2	S	RUNNING:G407-E0040@1	S_SOURCE_SORT_OUT	3	1	Y	RUNNING:G407-E0041@1	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Sondere das Arbeitsgut entlang des Arbeitswegs aus	Sondere das Arbeitsmaterial entlang des Arbeitswegs aus	YES	RUNNING:G407-E0040@1|RUNNING:G407-E0040@2|RUNNING:G407-E0041@1	[RUNNING:G407-E0040@1=S:Sondere aus|ACTION:G407-E0040@1:S] [RUNNING:G407-E0040@2=AIR:entlang des Arbeitswegs|ACTION:G407-E0040@1:S] [RUNNING:G407-E0041@1=Y:Arbeitsmaterial|ACTION:G407-E0040@1:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
52	G407-S001	52	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0042@1:CH	G407-E0042	G407-E0042	1	CH	RUNNING:G407-E0042@1	GDT582_RETAINED_NON_TARGET	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm auf Grad I und von der Quelle oder aus dem Ausgangsgefäß	Entnimm auf Grad I und von der Quelle oder aus dem Ausgangsgefäß	NO	RUNNING:G407-E0042@1|RUNNING:G407-E0042@2|RUNNING:G407-E0042@3	[RUNNING:G407-E0042@1=CH:Entnimm|ACTION:G407-E0042@1:CH] [RUNNING:G407-E0042@2=E:auf Grad I|ACTION:G407-E0042@1:CH] [RUNNING:G407-E0042@3=AR:von der Quelle oder aus dem Ausgangsgefäß|ACTION:G407-E0042@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
53	G407-S001	53	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0043@1:CH	G407-E0043	G407-E0043	1	CH	RUNNING:G407-E0043@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0043@1	[RUNNING:G407-E0043@1=CH:Entnimm|ACTION:G407-E0043@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
54	G407-S001	54	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0043@2:T	G407-E0043	G407-E0043	1	T	RUNNING:G407-E0043@2	T_SOURCE_FIX	2	1	AIIN	RUNNING:G407-E0043@3	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lege das Flüssigkeitsmaß fest	Lege die Flüssigkeitsmenge fest	YES	RUNNING:G407-E0043@2|RUNNING:G407-E0043@3	[RUNNING:G407-E0043@2=T:Lege fest|ACTION:G407-E0043@2:T] [RUNNING:G407-E0043@3=AIIN:Flüssigkeitsmenge|ACTION:G407-E0043@2:T]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
55	G407-S001	55	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0044@1:CH	G407-E0044	G407-E0044	1	CH	RUNNING:G407-E0044@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0044@1	[RUNNING:G407-E0044@1=CH:Entnimm|ACTION:G407-E0044@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
56	G407-S001	56	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0044@2:P	G407-E0044	G407-E0044	1	P	RUNNING:G407-E0044@2	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Bringe von der Quelle oder aus dem Ausgangsgefäß ein	Bringe von der Quelle oder aus dem Ausgangsgefäß ein	NO	RUNNING:G407-E0044@2|RUNNING:G407-E0044@3	[RUNNING:G407-E0044@2=P:Bringe ein|ACTION:G407-E0044@2:P] [RUNNING:G407-E0044@3=AR:von der Quelle oder aus dem Ausgangsgefäß|ACTION:G407-E0044@2:P]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
57	G407-S001	57	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0045@1:CH	G407-E0045	G407-E0045|G407-E0046	2	CH	RUNNING:G407-E0045@1	GDT582_RETAINED_NON_TARGET	4	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm das Flüssigkeitsmaß in Feinform und von der Quelle oder aus dem Ausgangsgefäß	Entnimm das Flüssigkeitsmaß in Feinform und von der Quelle oder aus dem Ausgangsgefäß	NO	RUNNING:G407-E0045@1|RUNNING:G407-E0045@2|RUNNING:G407-E0045@3|RUNNING:G407-E0046@3	[RUNNING:G407-E0045@1=CH:Entnimm|ACTION:G407-E0045@1:CH] [RUNNING:G407-E0045@2=LOCAL_CHAR_F:in Feinform|ACTION:G407-E0045@1:CH] [RUNNING:G407-E0045@3=AIIN:Flüssigkeitsmaß|ACTION:G407-E0045@1:CH] [RUNNING:G407-E0046@3=AR:von der Quelle oder aus dem Ausgangsgefäß|ACTION:G407-E0045@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
58	G407-S001	58	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0046@6:SH	G407-E0046	G407-E0046	1	SH	RUNNING:G407-E0046@6	SH_SOURCE_REST	6	2	Y	RUNNING:G407-E0046@1|RUNNING:G407-E0046@7	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lass das Arbeitsgut in der Innenform, an der Hauptstelle und an der Arbeitsstelle ruhen	Lass das Arbeitsmaterial in der Innenform, an der Hauptstelle und an der Arbeitsstelle ruhen	YES	RUNNING:G407-E0046@1|RUNNING:G407-E0046@2|RUNNING:G407-E0046@4|RUNNING:G407-E0046@5|RUNNING:G407-E0046@6|RUNNING:G407-E0046@7	[RUNNING:G407-E0046@1=Y:Arbeitsmaterial|ACTION:G407-E0046@6:SH] [RUNNING:G407-E0046@2=D_ADDR:an der Arbeitsstelle|ACTION:G407-E0046@6:SH] [RUNNING:G407-E0046@4=A_ADDR:an der Hauptstelle|ACTION:G407-E0046@6:SH] [RUNNING:G407-E0046@5=LOCAL_CHAR_I:in der Innenform|ACTION:G407-E0046@6:SH] [RUNNING:G407-E0046@6=SH:Lass ruhen|ACTION:G407-E0046@6:SH] [RUNNING:G407-E0046@7=Y:Arbeitsmaterial|ACTION:G407-E0046@6:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
59	G407-S002	1	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	OWNER:F1R_TEXT_BLOCK_B	G407-E0047	G407-E0047	1	FRAME	NONE	FRAME_READER_REALIZATION	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verwende für den vorangehenden Arbeitsschritt in Arbeitsform, an der Arbeitsstelle und von der Quelle oder aus dem Ausgangsgefäß	Verwende für den vorangehenden Arbeitsschritt in Arbeitsform, an der Arbeitsstelle und von der Quelle oder aus dem Ausgangsgefäß	NO	RUNNING:G407-E0047@1|RUNNING:G407-E0047@2|RUNNING:G407-E0047@3	[RUNNING:G407-E0047@1=O:in Arbeitsform|OWNER:F1R_TEXT_BLOCK_B] [RUNNING:G407-E0047@2=D_ADDR:an der Arbeitsstelle|OWNER:F1R_TEXT_BLOCK_B] [RUNNING:G407-E0047@3=AR:von der Quelle oder aus dem Ausgangsgefäß|OWNER:F1R_TEXT_BLOCK_B]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
60	G407-S002	2	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	ACTION:G407-E0048@1:SH	G407-E0048	G407-E0048	1	SH	RUNNING:G407-E0048@1	SH_SOURCE_REST	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lass das Arbeitsgut ruhen	Lass das Arbeitsgut ruhen	NO	RUNNING:G407-E0048@1	[RUNNING:G407-E0048@1=SH:Lass ruhen|ACTION:G407-E0048@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
61	G407-S002	3	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	CONTROL:G407-E0048@2:OL	G407-E0048	G407-E0048	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E0048@2	[RUNNING:G407-E0048@2=OL:weiter im selben Arbeitsgang|CONTROL:G407-E0048@2:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
62	G407-S002	4	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	ACTION:G407-E0049@1:CH	G407-E0049	G407-E0049	1	CH	RUNNING:G407-E0049@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0049@1	[RUNNING:G407-E0049@1=CH:Entnimm|ACTION:G407-E0049@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
63	G407-S002	5	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	ACTION:G407-E0049@2:P	G407-E0049	G407-E0049|G407-E0050	2	P	RUNNING:G407-E0049@2	GDT582_RETAINED_NON_TARGET	7	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Bringe das Arbeitsgut in Arbeitsform, an der Arbeitsstelle und von der Quelle oder aus dem Ausgangsgefäß ein	Bringe das Arbeitsgut in Arbeitsform, an der Arbeitsstelle und von der Quelle oder aus dem Ausgangsgefäß ein	NO	RUNNING:G407-E0049@2|RUNNING:G407-E0049@3|RUNNING:G407-E0049@4|RUNNING:G407-E0050@1|RUNNING:G407-E0050@2|RUNNING:G407-E0050@3|RUNNING:G407-E0050@4	[RUNNING:G407-E0049@2=P:Bringe ein|ACTION:G407-E0049@2:P] [RUNNING:G407-E0049@3=O:in Arbeitsform|ACTION:G407-E0049@2:P] [RUNNING:G407-E0049@4=Y:Arbeitsgut|ACTION:G407-E0049@2:P] [RUNNING:G407-E0050@1=O:in Arbeitsform|ACTION:G407-E0049@2:P] [RUNNING:G407-E0050@2=Y:Arbeitsgut|ACTION:G407-E0049@2:P] [RUNNING:G407-E0050@3=D_ADDR:an der Arbeitsstelle|ACTION:G407-E0049@2:P] [RUNNING:G407-E0050@4=AR:von der Quelle oder aus dem Ausgangsgefäß|ACTION:G407-E0049@2:P]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
64	G407-S002	6	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	ACTION:G407-E0051@1:SH	G407-E0051	G407-E0051	1	SH	RUNNING:G407-E0051@1	SH_SOURCE_REST	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lass das Arbeitsgut ruhen	Lass das Arbeitsgut ruhen	NO	RUNNING:G407-E0051@1	[RUNNING:G407-E0051@1=SH:Lass ruhen|ACTION:G407-E0051@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
65	G407-S002	7	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	ACTION:G407-E0052@1:S	G407-E0052	G407-E0052	1	S	RUNNING:G407-E0052@1	S_SOURCE_SORT_OUT	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Sondere das Material aus	Sondere das Material aus	NO	RUNNING:G407-E0052@1	[RUNNING:G407-E0052@1=S:Sondere aus|ACTION:G407-E0052@1:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
66	G407-S002	8	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	ACTION:G407-E0053@1:CH	G407-E0053	G407-E0053	1	CH	RUNNING:G407-E0053@1	GDT582_RETAINED_NON_TARGET	4	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm das Flüssigkeitsmaß in Arbeitsform und in Feinform	Entnimm das Flüssigkeitsmaß in Arbeitsform und in Feinform	NO	RUNNING:G407-E0053@1|RUNNING:G407-E0053@2|RUNNING:G407-E0053@3|RUNNING:G407-E0053@4	[RUNNING:G407-E0053@1=CH:Entnimm|ACTION:G407-E0053@1:CH] [RUNNING:G407-E0053@2=LOCAL_CHAR_F:in Feinform|ACTION:G407-E0053@1:CH] [RUNNING:G407-E0053@3=O:in Arbeitsform|ACTION:G407-E0053@1:CH] [RUNNING:G407-E0053@4=AIIN:Flüssigkeitsmaß|ACTION:G407-E0053@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
67	G407-S002	9	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	ACTION:G407-E0054@1:SH	G407-E0054	G407-E0054	1	SH	RUNNING:G407-E0054@1	SH_SOURCE_REST	5	1	Y	RUNNING:G407-E0054@5	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lass das Arbeitsgut in Arbeitsform, an der Arbeitsstelle und von der Quelle oder aus dem Ausgangsgefäß ruhen	Lass das Arbeitsmaterial in Arbeitsform, an der Arbeitsstelle und von der Quelle oder aus dem Ausgangsgefäß ruhen	YES	RUNNING:G407-E0054@1|RUNNING:G407-E0054@2|RUNNING:G407-E0054@3|RUNNING:G407-E0054@4|RUNNING:G407-E0054@5	[RUNNING:G407-E0054@1=SH:Lass ruhen|ACTION:G407-E0054@1:SH] [RUNNING:G407-E0054@2=O:in Arbeitsform|ACTION:G407-E0054@1:SH] [RUNNING:G407-E0054@3=D_ADDR:an der Arbeitsstelle|ACTION:G407-E0054@1:SH] [RUNNING:G407-E0054@4=AR:von der Quelle oder aus dem Ausgangsgefäß|ACTION:G407-E0054@1:SH] [RUNNING:G407-E0054@5=Y:Arbeitsmaterial|ACTION:G407-E0054@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
