context_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	owner_de	locus	surface	content_role	gdt516_context_recipe	final_context_recipe	recipe_source	recipe_changed_after_gdt516	controlled_order_reading_de	gdt538_neutral_phrase_de	explicit_action_roots	inherited_action_root	inherited_action_source_event_id	explicit_argument_roots	inherited_argument_root	inherited_argument_source_event_id	ellipsis_status	contextual_clause_de	exact_recipe_roundtrip	same_statement_inheritance_only	cross_statement_inheritance	guard
47	G515-E0047	G515-S004	12	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.8	cpholdy	ORDERED_INSTRUCTION_CARD	CH+P+OL+DY	CH+P+OL+DY	GDT538_FINAL_SURFACE	NO	nehmen → einsetzen → fortsetzen → [Schluss].	Nehmen und einsetzen; fortsetzen; abschließen.	CH|P	NONE	NONE	NONE	Y	G515-E0046	INHERITED_ARGUMENT_ONLY	Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; führe fort; schließe den Schritt.	CH+P+OL+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
48	G515-E0048	G515-S005	1	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.9	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	AIIN	GDT516_CONTEXT_REPLAY	NO	Wert.	NOT_IN_GDT538_159	NONE	NONE	NONE	AIIN	NONE	NONE	NO_INHERITANCE	Bezug: den Arbeitswert.	AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
49	G515-E0049	G515-S005	2	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.9	ckhochy	ORDERED_INSTRUCTION_CARD	CH+K+O+CH+Y	CH+K+O+CH+Y	GDT538_FINAL_SURFACE	NO	nehmen → geben → [Ausführung] → nehmen → Posten.	Den Posten nehmen, geben und erneut nehmen; zur Ausführung.	CH|K|CH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Nimm den Pflanzenposten, gib den Pflanzenposten zu und nimm den Pflanzenposten; zur Ausführung.	CH+K+O+CH+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
50	G515-E0050	G515-S005	3	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.9	tchy	ORDERED_INSTRUCTION_CARD	T+Y	T+Y	GDT516_CONTEXT_REPLAY	NO	einstellen → Posten.	NOT_IN_GDT538_159	T	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Stelle den Pflanzenposten ein.	T+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
51	G515-E0051	G515-S005	4	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.9	kor	ORDERED_INSTRUCTION_CARD	K+OR	K+OR	GDT516_CONTEXT_REPLAY	NO	geben → Einheit.	NOT_IN_GDT538_159	K	NONE	NONE	OR	NONE	NONE	NO_INHERITANCE	Gib die Arbeitseinheit zu.	K+OR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
52	G515-E0052	G515-S005	5	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.9	aiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	AIIN	GDT516_CONTEXT_REPLAY	NO	Wert.	NOT_IN_GDT538_159	NONE	K	G515-E0051	AIIN	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz gib den Arbeitswert zu.	AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
53	G515-E0053	G515-S005	6	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.10	odal	COORDINATE_OR_CATALOGUE_CARD	O+DA+L	O+DA+L	GDT516_CONTEXT_REPLAY	NO	[Ausführung] → [zweite Stufe] → Verbindung.	NOT_IN_GDT538_159	NONE	K	G515-E0051	NONE	AIIN	G515-E0052	INHERITED_ACTION_AND_ARGUMENT	Im laufenden Satz gib den Arbeitswert [wie zuvor] zu; über die Verbindung im Pflanzenartikel; zur Ausführung und auf der zweiten Stufe.	O+DA+L	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
54	G515-E0054	G515-S005	7	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.10	shor	ORDERED_INSTRUCTION_CARD	SH+OR	SH+OR	GDT516_CONTEXT_REPLAY	NO	halten → Einheit.	NOT_IN_GDT538_159	SH	NONE	NONE	OR	NONE	NONE	NO_INHERITANCE	Halte die Arbeitseinheit.	SH+OR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
55	G515-E0055	G515-S005	8	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.10	shyshol	ORDERED_INSTRUCTION_CARD	SH+Y+SH+OL	SH+Y+SH+OL	GDT538_FINAL_SURFACE	NO	halten → Posten → halten → fortsetzen.	Den Posten zweimal halten; fortsetzen.	SH|SH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den Pflanzenposten und halte den Pflanzenposten; führe fort.	SH+Y+SH+OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
56	G515-E0056	G515-S005	9	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.10	cphaiin	ORDERED_INSTRUCTION_CARD	CH+P+AIIN	CH+P+AIIN	GDT538_FINAL_SURFACE	NO	nehmen → einsetzen → Wert.	Den Wert nehmen und einsetzen.	CH|P	NONE	NONE	AIIN	NONE	NONE	NO_INHERITANCE	Nimm den Arbeitswert und setze den Arbeitswert ein.	CH+P+AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
57	G515-E0057	G515-S005	10	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.11	qotchoiin	ORDERED_INSTRUCTION_CARD	OT+CH+O+IIN	OT+CH+O+IIN	GDT538_FINAL_SURFACE	NO	danach → nehmen → [Ausführung] → [Stufe].	Danach; nehmen; zur Ausführung; auf der bezeichneten Stufe.	CH	NONE	NONE	NONE	AIIN	G515-E0056	INHERITED_ARGUMENT_ONLY	Danach: nimm den Arbeitswert [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	OT+CH+O+IIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
58	G515-E0058	G515-S005	11	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.11	sheor	ORDERED_INSTRUCTION_CARD	SH+E+OR	SH+E+OR	GDT516_CONTEXT_REPLAY	NO	halten → [Grad I] → Einheit.	NOT_IN_GDT538_159	SH	NONE	NONE	OR	NONE	NONE	NO_INHERITANCE	Halte die Arbeitseinheit; auf Grad I.	SH+E+OR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
59	G515-E0059	G515-S005	12	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.11	qoty	ITINERARY_OR_ADDRESS_CARD	OT+Y	OT+Y	GDT516_CONTEXT_REPLAY	NO	danach → Posten.	NOT_IN_GDT538_159	NONE	SH	G515-E0058	Y	NONE	NONE	INHERITED_ACTION_ONLY	Danach: im laufenden Satz halte den Pflanzenposten.	OT+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
60	G515-E0060	G515-S005	13	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.12	soiin	ORDERED_INSTRUCTION_CARD	S+O+IIN	S+O+IIN	GDT516_CONTEXT_REPLAY	NO	wählen → [Ausführung] → [Stufe].	NOT_IN_GDT538_159	S	NONE	NONE	NONE	Y	G515-E0059	INHERITED_ARGUMENT_ONLY	Wähle den Pflanzenposten [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	S+O+IIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
61	G515-E0061	G515-S005	14	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.12	chaiin	ORDERED_INSTRUCTION_CARD	CH+AIIN	CH+AIIN	GDT516_CONTEXT_REPLAY	NO	nehmen → Wert.	NOT_IN_GDT538_159	CH	NONE	NONE	AIIN	NONE	NONE	NO_INHERITANCE	Nimm den Arbeitswert.	CH+AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
62	G515-E0062	G515-S005	15	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.12	chaiin	ORDERED_INSTRUCTION_CARD	CH+AIIN	CH+AIIN	GDT516_CONTEXT_REPLAY	NO	nehmen → Wert.	NOT_IN_GDT538_159	CH	NONE	NONE	AIIN	NONE	NONE	NO_INHERITANCE	Nimm den Arbeitswert.	CH+AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
63	G515-E0063	G515-S005	16	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.13	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	AIIN	GDT516_CONTEXT_REPLAY	NO	Wert.	NOT_IN_GDT538_159	NONE	CH	G515-E0062	AIIN	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz nimm den Arbeitswert.	AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
64	G515-E0064	G515-S005	17	f4r	HERBAL	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	f4r.13	cthey	ORDERED_INSTRUCTION_CARD	CH+T+E+Y	CH+T+E+Y	GDT516_CONTEXT_REPLAY	NO	nehmen → einstellen → [Grad I] → Posten.	NOT_IN_GDT538_159	CH|T	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Nimm den Pflanzenposten und stelle den Pflanzenposten ein; auf Grad I.	CH+T+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
65	G515-E0065	G515-S006	1	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.1	faiis	ORDERED_INSTRUCTION_CARD	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S	GDT538_FINAL_SURFACE	NO	[hier: f-Kennmarke] → [Stufe] → wählen.	Hier; auf der bezeichneten Stufe; wählen.	S	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	LOCAL_CHAR_F+IIN+S	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
66	G515-E0066	G515-S006	2	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.1	ar	COORDINATE_OR_CATALOGUE_CARD	AR	AR	GDT516_CONTEXT_REPLAY	NO	Ausgang.	NOT_IN_GDT538_159	NONE	S	G515-E0065	NONE	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz wähle; vom Ausgangsmaterial.	AR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
67	G515-E0067	G515-S006	3	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.1	okoy	ORDERED_INSTRUCTION_CARD	OK+O+Y	OK+O+Y	GDT538_FINAL_SURFACE	NO	setzen → [Ausführung] → Posten.	Den Posten setzen; zur Ausführung.	OK	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Setze den Pflanzenposten im Arbeitsgang an; zur Ausführung.	OK+O+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
68	G515-E0068	G515-S006	4	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.1	shy	COORDINATE_OR_CATALOGUE_CARD	Y	Y	GDT516_CONTEXT_REPLAY	NO	Posten.	NOT_IN_GDT538_159	NONE	OK	G515-E0067	Y	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an.	Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
69	G515-E0069	G515-S006	5	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.1	pofochey	ORDERED_INSTRUCTION_CARD	P+O+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y	GDT538_FINAL_SURFACE	NO	einsetzen → [Ausführung] → [hier: f-Kennmarke] → [Ausführung] → nehmen → [Grad I] → Posten.	Den Posten einsetzen und nehmen; zur Ausführung; hier; erneut zur Ausführung; auf Grad I.	P|CH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Setze den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung [außen], zur Ausführung [innen] und auf Grad I; an der bezeichneten Stelle.	P+O+LOCAL_CHAR_F+O+CH+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
70	G515-E0070	G515-S006	6	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.1	opchy	ORDERED_INSTRUCTION_CARD	O+P+Y	O+P+Y	GDT516_CONTEXT_REPLAY	NO	[Ausführung] → einsetzen → Posten.	NOT_IN_GDT538_159	P	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Setze den Pflanzenposten ein; zur Ausführung.	O+P+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
71	G515-E0071	G515-S006	7	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.1	qopy	ORDERED_INSTRUCTION_CARD	CARRIER_Q+O+P+Y	CARRIER_Q+O+P+Y	GDT516_CONTEXT_REPLAY	NO	[Beginnmarker] → [Ausführung] → einsetzen → Posten.	NOT_IN_GDT538_159	P	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Setze den Pflanzenposten ein; mit Beginnmarker und zur Ausführung.	CARRIER_Q+O+P+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
72	G515-E0072	G515-S006	8	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.1	choldy	ITINERARY_OR_ADDRESS_CARD	OL+Y	OL+Y	GDT516_CONTEXT_REPLAY	NO	fortsetzen → Posten.	NOT_IN_GDT538_159	NONE	P	G515-E0071	Y	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz setze den Pflanzenposten ein; führe fort.	OL+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
73	G515-E0073	G515-S006	9	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.1	opydy	ORDERED_INSTRUCTION_CARD	O+P+Y+DY	O+P+Y+DY	GDT516_CONTEXT_REPLAY	NO	[Ausführung] → einsetzen → Posten → [Schluss].	NOT_IN_GDT538_159	P	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Setze den Pflanzenposten ein; zur Ausführung; schließe den Schritt.	O+P+Y+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
74	G515-E0074	G515-S007	1	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.1	cphy	ORDERED_INSTRUCTION_CARD	CH+P+Y	CH+P+Y	GDT516_CONTEXT_REPLAY	NO	nehmen → einsetzen → Posten.	NOT_IN_GDT538_159	CH|P	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Nimm den Pflanzenposten und setze den Pflanzenposten ein.	CH+P+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
75	G515-E0075	G515-S007	2	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.2	sos	ORDERED_INSTRUCTION_CARD	S+O+S	S+O+S	GDT516_CONTEXT_REPLAY	NO	wählen → [Ausführung] → wählen.	NOT_IN_GDT538_159	S|S	NONE	NONE	NONE	Y	G515-E0074	INHERITED_ARGUMENT_ONLY	Wähle den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; zur Ausführung.	S+O+S	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
76	G515-E0076	G515-S007	3	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.2	ykoiin	ORDERED_INSTRUCTION_CARD	Y+K+O+IIN	Y+K+O+IIN	GDT538_FINAL_SURFACE	NO	Posten → geben → [Ausführung] → [Stufe].	Den Posten geben; zur Ausführung; auf der bezeichneten Stufe.	K	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Gib den Pflanzenposten zu; zur Ausführung und auf der bezeichneten Stufe.	Y+K+O+IIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
77	G515-E0077	G515-S007	4	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.2	cheol	ORDERED_INSTRUCTION_CARD	CH+E+O+L	CH+E+O+L	GDT516_CONTEXT_REPLAY	NO	nehmen → [Grad I] → [Ausführung] → Verbindung.	NOT_IN_GDT538_159	CH	NONE	NONE	NONE	Y	G515-E0076	INHERITED_ARGUMENT_ONLY	Nimm den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; auf Grad I und zur Ausführung.	CH+E+O+L	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
78	G515-E0078	G515-S007	5	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.2	chol	ITINERARY_OR_ADDRESS_CARD	OL	OL	GDT516_CONTEXT_REPLAY	NO	fortsetzen.	NOT_IN_GDT538_159	NONE	CH	G515-E0077	NONE	Y	G515-E0076	INHERITED_ACTION_AND_ARGUMENT	Im laufenden Satz nimm den Pflanzenposten [wie zuvor]; führe fort.	OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
79	G515-E0079	G515-S007	6	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.2	choiin	ORDERED_INSTRUCTION_CARD	CH+O+IIN	CH+O+IIN	GDT538_FINAL_SURFACE	NO	nehmen → [Ausführung] → [Stufe].	Nehmen; zur Ausführung; auf der bezeichneten Stufe.	CH	NONE	NONE	NONE	Y	G515-E0076	INHERITED_ARGUMENT_ONLY	Nimm den Pflanzenposten [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	CH+O+IIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
80	G515-E0080	G515-S007	7	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.2	checthy	ORDERED_INSTRUCTION_CARD	CH+T+Y	CH+T+Y	GDT516_CONTEXT_REPLAY	NO	nehmen → einstellen → Posten.	NOT_IN_GDT538_159	CH|T	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Nimm den Pflanzenposten und stelle den Pflanzenposten ein.	CH+T+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
81	G515-E0081	G515-S007	8	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.2	otol	ITINERARY_OR_ADDRESS_CARD	OT+OL	OT+OL	GDT516_CONTEXT_REPLAY	NO	danach → fortsetzen.	NOT_IN_GDT538_159	NONE	T	G515-E0080	NONE	Y	G515-E0080	INHERITED_ACTION_AND_ARGUMENT	Danach: im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	OT+OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
82	G515-E0082	G515-S007	9	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.2	chol	ITINERARY_OR_ADDRESS_CARD	OL	OL	GDT516_CONTEXT_REPLAY	NO	fortsetzen.	NOT_IN_GDT538_159	NONE	T	G515-E0080	NONE	Y	G515-E0080	INHERITED_ACTION_AND_ARGUMENT	Im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
83	G515-E0083	G515-S007	10	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.2	chodaiin	ORDERED_INSTRUCTION_CARD	CH+O+D_ADDR+AIIN	CH+O+D_ADDR+AIIN	GDT516_CONTEXT_REPLAY	NO	nehmen → [Ausführung] → [hier: D-Adresse] → Wert.	NOT_IN_GDT538_159	CH	NONE	NONE	AIIN	NONE	NONE	NO_INHERITANCE	Nimm den Arbeitswert; zur Ausführung; an der bezeichneten Stelle.	CH+O+D_ADDR+AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
84	G515-E0084	G515-S007	11	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.2	oty	ITINERARY_OR_ADDRESS_CARD	OT+Y	OT+Y	GDT516_CONTEXT_REPLAY	NO	danach → Posten.	NOT_IN_GDT538_159	NONE	CH	G515-E0083	Y	NONE	NONE	INHERITED_ACTION_ONLY	Danach: im laufenden Satz nimm den Pflanzenposten.	OT+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
85	G515-E0085	G515-S007	12	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.3	okchy	ORDERED_INSTRUCTION_CARD	OK+Y	OK+Y	GDT516_CONTEXT_REPLAY	NO	setzen → Posten.	NOT_IN_GDT538_159	OK	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Setze den Pflanzenposten im Arbeitsgang an.	OK+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
86	G515-E0086	G515-S007	13	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.3	sho	ORDERED_INSTRUCTION_CARD	SH+O	SH+O	GDT516_CONTEXT_REPLAY	NO	halten → [Ausführung].	NOT_IN_GDT538_159	SH	NONE	NONE	NONE	Y	G515-E0085	INHERITED_ARGUMENT_ONLY	Halte den Pflanzenposten [wie zuvor]; zur Ausführung.	SH+O	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
87	G515-E0087	G515-S007	14	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.3	kchol	ORDERED_INSTRUCTION_CARD	K+OL	K+OL	GDT516_CONTEXT_REPLAY	NO	geben → fortsetzen.	NOT_IN_GDT538_159	K	NONE	NONE	NONE	Y	G515-E0085	INHERITED_ARGUMENT_ONLY	Gib den Pflanzenposten [wie zuvor] zu; führe fort.	K+OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
88	G515-E0088	G515-S007	15	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.3	shol	ORDERED_INSTRUCTION_CARD	SH+OL	SH+OL	GDT516_CONTEXT_REPLAY	NO	halten → fortsetzen.	NOT_IN_GDT538_159	SH	NONE	NONE	NONE	Y	G515-E0085	INHERITED_ARGUMENT_ONLY	Halte den Pflanzenposten [wie zuvor]; führe fort.	SH+OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
89	G515-E0089	G515-S007	16	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.3	chcthy	ORDERED_INSTRUCTION_CARD	CH+CH+T+Y	CH+CH+T+Y	GDT516_CONTEXT_REPLAY	NO	nehmen → nehmen → einstellen → Posten.	NOT_IN_GDT538_159	CH|CH|T	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein.	CH+CH+T+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
90	G515-E0090	G515-S007	17	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.3	qoty	ITINERARY_OR_ADDRESS_CARD	OT+Y	OT+Y	GDT516_CONTEXT_REPLAY	NO	danach → Posten.	NOT_IN_GDT538_159	NONE	T	G515-E0089	Y	NONE	NONE	INHERITED_ACTION_ONLY	Danach: im laufenden Satz stelle den Pflanzenposten ein.	OT+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
91	G515-E0091	G515-S007	18	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.3	chy	COORDINATE_OR_CATALOGUE_CARD	Y	Y	GDT516_CONTEXT_REPLAY	NO	Posten.	NOT_IN_GDT538_159	NONE	T	G515-E0089	Y	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz stelle den Pflanzenposten ein.	Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
92	G515-E0092	G515-S007	19	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.3	tolshy	ORDERED_INSTRUCTION_CARD	T+OL+SH+Y	T+OL+SH+Y	GDT538_FINAL_SURFACE	NO	einstellen → fortsetzen → halten → Posten.	Den Posten einstellen und halten; fortsetzen.	T|SH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Stelle den Pflanzenposten ein und halte den Pflanzenposten; führe fort.	T+OL+SH+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
93	G515-E0093	G515-S007	20	f20v	HERBAL	F20V_WHOLE_PLANT	abgebildete Ganzpflanze auf f20v	f20v.3	qotchy	ITINERARY_OR_ADDRESS_CARD	OT+Y	OT+Y	GDT516_CONTEXT_REPLAY	NO	danach → Posten.	NOT_IN_GDT538_159	NONE	SH	G515-E0092	Y	NONE	NONE	INHERITED_ACTION_ONLY	Danach: im laufenden Satz halte den Pflanzenposten.	OT+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
