definitive_bundle_id	bundle_id	record_id	physical_page	register	locus	owner_de	event_count	source_event_ids	surface_sequence	recipe_sequence	literal_working_reading_de	boundary_role	record_bundle_count	bundle_ordinal_in_record	local_best_models	gdt474_selected_model	active_model	active_model_source	gdt476_context_decided	model_changed_from_gdt474	coordinate_repair_count	instruction_repair_count	catalogue_repair_count	coordinate_bundle_reading_de	instruction_bundle_reading_de	catalogue_bundle_reading_de	active_bundle_reading_de	order_occurrence_count	order_root_sequence	state_operation_sequence	order_scope_trace_de	definitive_bundle_reading_de	all_three_alternative_readings_retained	root_meaning_change	learned_name_change	claim_status
G479-B109	G474-B109	G475-R102	f88v	PHARMA	f88v.14	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	1	P1003-E0461	okaiin	OK+AIIN	SETZEN · WERT	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	2	Adressspur: Setzpunkt → Mengenwert.	Setze den Mengenwert als Ansatz an.	Eintrag »okaiin« — Setzvermerk, Wertangabe.	Setze den Mengenwert als Ansatz an.	0	NONE	NONE	NONE	Setze den Mengenwert als Ansatz an.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B110	G474-B110	G475-R103	f88v	PHARMA	f88v.27	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	1	P1003-E0554	daramdal	AR+AL	[DROGENNAME:d] · AUSGANG · [DROGENNAME:am] · ZIELORT	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Droge »d« → Ausgangsgefäß → Droge »am« → Zielgefäß.	Beziehe den Drogeneintrag »d« und den Drogeneintrag »am« vom Ausgangsgefäß und zum Zielgefäß.	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	0	NONE	NONE	NONE	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B111	G474-B111	G475-R104	f88v	PHARMA	f88v.28	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	1	P1003-E0555	otydary	OT+D_ADDR+AR	DANACH · [DROGENNAME:y] · HIER · AUSGANG · [DROGENNAME:y]	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: danach → Droge »y« → hier → Ausgangsgefäß → Droge »y«.	Danach beziehe den Drogeneintrag »y« und den Drogeneintrag »y« vom Ausgangsgefäß an der bezeichneten Stelle.	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung.	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung.	1	OT	START_FRESH_SIBLING	OT:danach Droge »y«	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Droge »y«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B112	G474-B112	G475-R105	f88v	PHARMA	f88v.29	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	1	P1003-E0556	otdordy	OT	DANACH · [DROGENNAME:dordy]	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: danach → Droge »dordy«.	Danach beziehe den Drogeneintrag »dordy«.	Droge »dordy« — Folgevermerk.	Droge »dordy« — Folgevermerk.	1	OT	START_FRESH_SIBLING	OT:danach Droge »dordy«	Droge »dordy« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »dordy«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B113	G474-B113	G475-R106	f88v	PHARMA	f88v.30	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	1	P1003-E0557	dararda	AR+AR	[DROGENNAME:d] · AUSGANG · AUSGANG · [DROGENNAME:da]	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Droge »d« → Ausgangsgefäß → Ausgangsgefäß → Droge »da«.	Beziehe den Drogeneintrag »d« und den Drogeneintrag »da« vom Ausgangsgefäß [außen] und vom Ausgangsgefäß [innen].	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	0	NONE	NONE	NONE	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B114	G474-B114	G475-R107	f89r	PHARMA	f89r1.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	1	P1008-E1038	okchshy	OK+CH+Y	SETZEN · NEHMEN · POSTEN	PAGE_START	3	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	2	0	3	Adressspur: Setzpunkt → Entnahmepunkt → Drogenposten.	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	Eintrag »okchshy« — Setzvermerk, Entnahmevermerk, Postenangabe.	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	0	NONE	NONE	NONE	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B115	G474-B115	G475-R107	f89r	PHARMA	f89r1.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	1	P1008-E1039	qkol	OL	[DROGENNAME:qk] · FORTSETZEN	EXPLICIT_CONTINUATION_OL	3	2	COORDINATE|CATALOGUE	CATALOGUE	INSTRUCTION	GDT476_RECORD_CONTEXT	YES	YES	0	1	0	Adressspur: Droge »qk« → weiter.	Weiter beziehe den Drogeneintrag »qk«.	Droge »qk« — Fortsetzungsvermerk.	Weiter beziehe den Drogeneintrag »qk«.	1	OL	KEEP_ACTIVE_UNIT	OL:Droge »qk« weiterführen	Weiter beziehe den Drogeneintrag »qk«. Reihenfolge konkret: OL — Droge »qk« weiterführen.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B116	G474-B116	G475-R107	f89r	PHARMA	f89r1.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	1	P1008-E1040	oldam	OL+AM_ADDR	FORTSETZEN · [DROGENNAME:d] · HIER	EXPLICIT_CONTINUATION_OL	3	3	COORDINATE|CATALOGUE	CATALOGUE	INSTRUCTION	GDT476_RECORD_CONTEXT	YES	YES	0	1	0	Adressspur: weiter → Droge »d« → hier.	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle.	Droge »d« — Fortsetzungsvermerk, Hier-Vermerk.	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle.	1	OL	KEEP_ACTIVE_UNIT	OL:weiter mit Droge »d«	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Droge »d«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B117	G474-B117	G475-R108	f89r	PHARMA	f89r1.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	1	P1008-E1041	otoldy	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:dy]	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: danach → weiter → Droge »dy«.	Danach und weiter beziehe den Drogeneintrag »dy«.	Droge »dy« — Folgevermerk, Fortsetzungsvermerk.	Droge »dy« — Folgevermerk, Fortsetzungsvermerk.	2	OT|OL	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	OT:danach Fortsetzung | OL:Folgeschritt in Droge »dy« weiterführen	Droge »dy« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »dy« weiterführen.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B118	G474-B118	G475-R109	f89r	PHARMA	f89r1.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	1	P1008-E1042	ararchodaiin	AR+AR+AIIN	AUSGANG · AUSGANG · [DROGENNAME:cho] · WERT	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Ausgangsgefäß → Ausgangsgefäß → Droge »cho« → Mengenwert.	Beziehe den Drogeneintrag »cho« und den Mengenwert vom Ausgangsgefäß [außen] und vom Ausgangsgefäß [innen].	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	0	NONE	NONE	NONE	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B119	G474-B119	G475-R110	f89r	PHARMA	f89r1.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	1	P1008-E1090	ykyd	Y+K+Y+D_ADDR	POSTEN · GEBEN · POSTEN · HIER	UNMARKED_NEW_LOCUS	2	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	2	Adressspur: Drogenposten → Zuweisepunkt → Drogenposten → hier.	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	Eintrag »ykyd« — Postenangabe, Zuweisungsvermerk, Postenangabe, Hier-Vermerk.	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	0	NONE	NONE	NONE	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B120	G474-B120	G475-R110	f89r	PHARMA	f89r1.12	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	2	P1008-E1091|P1008-E1092	chol|ches	OL / CH+E+S	FORTSETZEN / NEHMEN · GRAD I · WÄHLEN	EXPLICIT_CONTINUATION_OL	2	2	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	2	1	4	1. Adressspur: weiter. 2. Adressspur: Entnahmepunkt → Grad I → Auswahlpunkt.	1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I.	1. Eintrag »chol« — Fortsetzungsvermerk. 2. Eintrag »ches« — Entnahmevermerk, Grad I, Auswahlvermerk.	1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I.	1	OL	KEEP_ACTIVE_UNIT	OL:im aktiven Eintrag weiter	1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B121	G474-B121	G475-R111	f89r	PHARMA	f89r1.13	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	1	P1008-E1093	otorain	OT+AIN	DANACH · [DROGENNAME:or] · ANTEIL	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: danach → Droge »or« → Drogenanteil.	Danach beziehe den Drogeneintrag »or« und den Drogenanteil.	Droge »or« — Folgevermerk, Anteilsangabe.	Droge »or« — Folgevermerk, Anteilsangabe.	1	OT	START_FRESH_SIBLING	OT:danach Droge »or«	Droge »or« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Droge »or«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B122	G474-B122	G475-R112	f89r	PHARMA	f89r1.14	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	2	P1008-E1094|P1008-E1095	okaiin|dan	OK+AIIN / AIN	SETZEN · WERT / ANTEIL	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	3	1. Adressspur: Setzpunkt → Mengenwert. 2. Adressspur: Drogenanteil.	1. Setze den Mengenwert als Ansatz an. 2. Im selben Gang setze den Drogenanteil als Ansatz an.	1. Eintrag »okaiin« — Setzvermerk, Wertangabe. 2. Eintrag »dan« — Anteilsangabe.	1. Setze den Mengenwert als Ansatz an. 2. Im selben Gang setze den Drogenanteil als Ansatz an.	0	NONE	NONE	NONE	1. Setze den Mengenwert als Ansatz an. 2. Im selben Gang setze den Drogenanteil als Ansatz an.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B123	G474-B123	G475-R113	f89r	PHARMA	f89r1.24	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	1	P1008-E1175	ykocfhy	CH+LOCAL_CHAR_F+Y	[DROGENNAME:yko] · NEHMEN · HIER · POSTEN	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	1	Adressspur: Droge »yko« → Entnahmepunkt → hier → Drogenposten.	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	Droge »yko« — Entnahmevermerk, Hier-Vermerk, Postenangabe.	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	0	NONE	NONE	NONE	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B124	G474-B124	G475-R114	f89r	PHARMA	f89r1.25	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	1	P1008-E1176	saldam	AL+AM_ADDR	[DROGENNAME:s] · ZIELORT · [DROGENNAME:d] · HIER	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Droge »s« → Zielgefäß → Droge »d« → hier.	Beziehe den Drogeneintrag »s« und den Drogeneintrag »d« zum Zielgefäß an der bezeichneten Stelle.	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	0	NONE	NONE	NONE	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B125	G474-B125	G475-R115	f89r	PHARMA	f89r1.26	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	1	P1008-E1177	sydarary	D_ADDR+AR+AR	[DROGENNAME:sy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Droge »sy« → hier → Ausgangsgefäß → Ausgangsgefäß → Droge »y«.	Beziehe den Drogeneintrag »sy« und den Drogeneintrag »y« vom Ausgangsgefäß [außen] und vom Ausgangsgefäß [innen] an der bezeichneten Stelle.	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	0	NONE	NONE	NONE	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B126	G474-B126	G475-R116	f89r	PHARMA	f89r1.27	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	1	P1008-E1178	yddy	Y+D_ADDR+Y	POSTEN · HIER · POSTEN	UNMARKED_NEW_LOCUS	1	1	COORDINATE	COORDINATE	COORDINATE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	0	1	1	Adressspur: Drogenposten → hier → Drogenposten.	Beziehe den Drogenposten [außen] und den Drogenposten [innen] an der bezeichneten Stelle.	Eintrag »yddy« — Postenangabe, Hier-Vermerk, Postenangabe.	Adressspur: Drogenposten → hier → Drogenposten.	0	NONE	NONE	NONE	Adressspur: Drogenposten → hier → Drogenposten.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B127	G474-B127	G475-R117	f89r	PHARMA	f89r2.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	1	P1008-E1179	odory	OR+Y	[DROGENNAME:od] · EINHEIT · POSTEN	UNMARKED_NEW_LOCUS	2	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_RECORD_CONTEXT	YES	NO	0	1	0	Adressspur: Droge »od« → Ansatzeinheit → Drogenposten.	Beziehe den Drogeneintrag »od«, die Ansatzeinheit und den Drogenposten.	Droge »od« — Einheitsangabe, Postenangabe.	Droge »od« — Einheitsangabe, Postenangabe.	0	NONE	NONE	NONE	Droge »od« — Einheitsangabe, Postenangabe.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B128	G474-B128	G475-R117	f89r	PHARMA	f89r2.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	1	P1008-E1180	doly	OL+Y	[DROGENNAME:d] · FORTSETZEN · POSTEN	EXPLICIT_CONTINUATION_OL	2	2	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_RECORD_CONTEXT	YES	NO	0	1	0	Adressspur: Droge »d« → weiter → Drogenposten.	Weiter beziehe den Drogeneintrag »d« und den Drogenposten.	Droge »d« — Fortsetzungsvermerk, Postenangabe.	Droge »d« — Fortsetzungsvermerk, Postenangabe.	1	OL	KEEP_ACTIVE_UNIT	OL:Droge »d« in Posten weiterführen	Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Droge »d« in Posten weiterführen.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B129	G474-B129	G475-R118	f89r	PHARMA	f89r2.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	1	P1008-E1181	opchosam	AM_ADDR	[DROGENNAME:opchos] · HIER	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Droge »opchos« → hier.	Beziehe den Drogeneintrag »opchos« an der bezeichneten Stelle.	Droge »opchos« — Hier-Vermerk.	Droge »opchos« — Hier-Vermerk.	0	NONE	NONE	NONE	Droge »opchos« — Hier-Vermerk.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B130	G474-B130	G475-R119	f89r	PHARMA	f89r2.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	1	P1008-E1182	saloiinsheol	AL+SH+OL	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	1	Adressspur: Droge »s« → Zielgefäß → Droge »oiin« → Haltepunkt → Droge »e« → weiter.	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß.	Droge »s« / Droge »oiin« / Droge »e« — Zielzuordnung, Haltevermerk, Fortsetzungsvermerk.	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß.	1	OL	KEEP_ACTIVE_UNIT	OL:Droge »e« weiterführen	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B131	G474-B131	G475-R120	f89r	PHARMA	f89r2.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	1	P1008-E1183	opcheor	O+P+CH+E+OR	AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD I · EINHEIT	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	3	0	3	Adressspur: Ausführungspunkt → Einsatzstelle → Entnahmepunkt → Grad I → Ansatzeinheit.	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	Eintrag »opcheor« — Ausführungsvermerk, Einsatzvermerk, Entnahmevermerk, Grad I, Einheitsangabe.	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	0	NONE	NONE	NONE	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B132	G474-B132	G475-R121	f89r	PHARMA	f89r2.9	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	2	P1008-E1228|P1008-E1229	otold|y	OT+OL / Y	DANACH · FORTSETZEN · [DROGENNAME:d] / POSTEN	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	2	0	1. Adressspur: danach → weiter → Droge »d«. 2. Adressspur: Drogenposten.	1. Danach und weiter beziehe den Drogeneintrag »d«. 2. Beziehe den Drogenposten.	1. Droge »d« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »y« — Postenangabe.	1. Droge »d« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »y« — Postenangabe.	2	OT|OL	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	OT:danach Fortsetzung | OL:Folgeschritt in Droge »d« weiterführen	1. Droge »d« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »y« — Postenangabe. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »d« weiterführen.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B133	G474-B133	G475-R122	f89r	PHARMA	f89r2.10	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	3	P1008-E1230|P1008-E1231|P1008-E1232	okol|shol|dy	OK+OL / SH+OL / Y	SETZEN · FORTSETZEN / HALTEN · FORTSETZEN / POSTEN	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	2	0	5	1. Adressspur: Setzpunkt → weiter. 2. Adressspur: Haltepunkt → weiter. 3. Adressspur: Drogenposten.	1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Drogenposten.	1. Eintrag »okol« — Setzvermerk, Fortsetzungsvermerk. 2. Eintrag »shol« — Haltevermerk, Fortsetzungsvermerk. 3. Eintrag »dy« — Postenangabe.	1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Drogenposten.	2	OL|OL	KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT	OL:Setzen weiterführen | OL:Halten weiterführen	1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Drogenposten. Reihenfolge konkret: OL — Setzen weiterführen; OL — Halten weiterführen.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B134	G474-B134	G475-R123	f89r	PHARMA	f89r2.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	1	P1008-E1233	opchoroiin	O+IIN	[DROGENNAME:opchor] · AUSFÜHRUNG · STUFE	UNMARKED_NEW_LOCUS	1	1	CATALOGUE	CATALOGUE	CATALOGUE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	1	0	Adressspur: Droge »opchor« → Ausführungspunkt → Stufe.	Beziehe den Drogeneintrag »opchor«, als Ausführung und auf der bezeichneten Stufe.	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	0	NONE	NONE	NONE	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B135	G474-B135	G475-R124	f89r	PHARMA	f89r2.16	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	1	P1008-E1296	korainy	K+OR+AIN+Y	GEBEN · EINHEIT · ANTEIL · POSTEN	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	2	Adressspur: Zuweisepunkt → Ansatzeinheit → Drogenanteil → Drogenposten.	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	Eintrag »korainy« — Zuweisungsvermerk, Einheitsangabe, Anteilsangabe, Postenangabe.	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	0	NONE	NONE	NONE	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
