global_running_ordinal	global_running_event_id	source_layer	source_event_id	source_replay_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	literal_core_reading_de	surface_status	admission_color
90	G407-E0090	GDT404_RANDOM4_RUNNING	G404-E0090	G404-E0090	f1r	f1r	SOURCE_SECTION_T	f1r.13	90	G404-S005	F1R_TEXT_BLOCK_C	kodaiin	K+O+D_ADDR+AIIN	GEBEN · AUSFÜHRUNG · HIER · WERT	NEW_VISIBLE_COMPOSITION	GREEN
91	G407-E0091	GDT404_RANDOM4_RUNNING	G404-E0091	G404-E0091	f1r	f1r	SOURCE_SECTION_T	f1r.13	91	G404-S005	F1R_TEXT_BLOCK_C	cphy	CH+P+Y	NEHMEN · EINSETZEN · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
92	G407-E0092	GDT404_RANDOM4_RUNNING	G404-E0092	G404-E0092	f1r	f1r	SOURCE_SECTION_T	f1r.13	92	G404-S005	F1R_TEXT_BLOCK_C	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	NEHMEN · EINSETZEN · AUSFÜHRUNG · HIER · WERT · VERBINDUNG · WÄHLEN	NEW_MICROFORM_OLD_FACTORS	AMBER
93	G407-E0093	GDT404_RANDOM4_RUNNING	G404-E0093	G404-E0093	f1r	f1r	SOURCE_SECTION_T	f1r.13	93	G404-S005	F1R_TEXT_BLOCK_C	cthey	CH+T+E+Y	NEHMEN · EINSTELLEN · GRAD I · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
94	G407-E0094	GDT404_RANDOM4_RUNNING	G404-E0094	G404-E0094	f1r	f1r	SOURCE_SECTION_T	f1r.13	94	G404-S005	F1R_TEXT_BLOCK_C	sho	SH+O	HALTEN · AUSFÜHRUNG	EXACT_SURFACE_ONE_RECIPE	GREEN
95	G407-E0095	GDT404_RANDOM4_RUNNING	G404-E0095	G404-E0095	f1r	f1r	SOURCE_SECTION_T	f1r.13	95	G404-S005	F1R_TEXT_BLOCK_C	oldain	OL+AIN	FORTSETZEN · ANTEIL	EXACT_SURFACE_ONE_RECIPE	GREEN
96	G407-E0096	GDT404_RANDOM4_RUNNING	G404-E0096	G404-E0096	f1r	f1r	SOURCE_SECTION_T	f1r.13	96	G404-S005	F1R_TEXT_BLOCK_C	d	D_ADDR	HIER	EXACT_SURFACE_ONE_RECIPE	GREEN
97	G407-E0097	GDT404_RANDOM4_RUNNING	G404-E0097	G404-E0097	f1r	f1r	SOURCE_SECTION_T	f1r.14	97	G404-S005	F1R_TEXT_BLOCK_C	dain	AIN	ANTEIL	EXACT_SURFACE_ONE_RECIPE	GREEN
98	G407-E0098	GDT404_RANDOM4_RUNNING	G404-E0098	G404-E0098	f1r	f1r	SOURCE_SECTION_T	f1r.14	98	G404-S005	F1R_TEXT_BLOCK_C	oiin	O+IIN	AUSFÜHRUNG · STUFE	EXACT_SURFACE_ONE_RECIPE	GREEN
99	G407-E0099	GDT404_RANDOM4_RUNNING	G404-E0099	G404-E0099	f1r	f1r	SOURCE_SECTION_T	f1r.14	99	G404-S005	F1R_TEXT_BLOCK_C	chol	OL	FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN
100	G407-E0100	GDT404_RANDOM4_RUNNING	G404-E0100	G404-E0100	f1r	f1r	SOURCE_SECTION_T	f1r.14	100	G404-S005	F1R_TEXT_BLOCK_C	odaiin	O+D_ADDR+AIIN	AUSFÜHRUNG · HIER · WERT	EXACT_SURFACE_ONE_RECIPE	GREEN
101	G407-E0101	GDT404_RANDOM4_RUNNING	G404-E0101	G404-E0101	f1r	f1r	SOURCE_SECTION_T	f1r.14	101	G404-S005	F1R_TEXT_BLOCK_C	chodain	CH+O+D_ADDR+AIN	NEHMEN · AUSFÜHRUNG · HIER · ANTEIL	NEW_VISIBLE_COMPOSITION	GREEN
102	G407-E0102	GDT404_RANDOM4_RUNNING	G404-E0102	G404-E0102	f1r	f1r	SOURCE_SECTION_T	f1r.14	102	G404-S005	F1R_TEXT_BLOCK_C	chdy	CHD+Y	UMSETZEN · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
103	G407-E0103	GDT404_RANDOM4_RUNNING	G404-E0103	G404-E0103	f1r	f1r	SOURCE_SECTION_T	f1r.14	103	G404-S005	F1R_TEXT_BLOCK_C	okain	OK+AIN	SETZEN · ANTEIL	EXACT_SURFACE_ONE_RECIPE	GREEN
104	G407-E0104	GDT404_RANDOM4_RUNNING	G404-E0104	G404-E0104	f1r	f1r	SOURCE_SECTION_T	f1r.14	104	G404-S005	F1R_TEXT_BLOCK_C	dn	D_ADDR+AN	HIER · KLASSE	NEW_MICROFORM_OLD_FACTORS	AMBER
105	G407-E0105	GDT404_RANDOM4_RUNNING	G404-E0105	G404-E0105	f1r	f1r	SOURCE_SECTION_T	f1r.14	105	G404-S005	F1R_TEXT_BLOCK_C	cthy	CH+T+Y	NEHMEN · EINSTELLEN · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
106	G407-E0106	GDT404_RANDOM4_RUNNING	G404-E0106	G404-E0106	f1r	f1r	SOURCE_SECTION_T	f1r.14	106	G404-S005	F1R_TEXT_BLOCK_C	kod	K+O+D_ADDR	GEBEN · AUSFÜHRUNG · HIER	NEW_VISIBLE_COMPOSITION	GREEN
107	G407-E0107	GDT404_RANDOM4_RUNNING	G404-E0107	G404-E0107	f1r	f1r	SOURCE_SECTION_T	f1r.15	107	G404-S005	F1R_TEXT_BLOCK_C	daiin	AIIN	WERT	EXACT_SURFACE_ONE_RECIPE	GREEN
108	G407-E0108	GDT404_RANDOM4_RUNNING	G404-E0108	G404-E0108	f1r	f1r	SOURCE_SECTION_T	f1r.15	108	G404-S005	F1R_TEXT_BLOCK_C	shckhey	SH+CH+K+E+Y	HALTEN · NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
109	G407-E0109	GDT404_RANDOM4_RUNNING	G404-E0109	G404-E0109	f1r	f1r	SOURCE_SECTION_T	f1r.15	109	G404-S005	F1R_TEXT_BLOCK_C	eo	E+O	GRAD I · AUSFÜHRUNG	NEW_VISIBLE_COMPOSITION	GREEN
110	G407-E0110	GDT404_RANDOM4_RUNNING	G404-E0110	G404-E0110	f1r	f1r	SOURCE_SECTION_T	f1r.15	110	G404-S005	F1R_TEXT_BLOCK_C	r	R	MARKIEREN	EXACT_SURFACE_ONE_RECIPE	GREEN
111	G407-E0111	GDT404_RANDOM4_RUNNING	G404-E0111	G404-E0111	f1r	f1r	SOURCE_SECTION_T	f1r.15	111	G404-S005	F1R_TEXT_BLOCK_C	char	AR	AUSGANG	EXACT_SURFACE_ONE_RECIPE	GREEN
112	G407-E0112	GDT404_RANDOM4_RUNNING	G404-E0112	G404-E0112	f1r	f1r	SOURCE_SECTION_T	f1r.15	112	G404-S005	F1R_TEXT_BLOCK_C	shey	SH+E+Y	HALTEN · GRAD I · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
113	G407-E0113	GDT404_RANDOM4_RUNNING	G404-E0113	G404-E0113	f1r	f1r	SOURCE_SECTION_T	f1r.15	113	G404-S005	F1R_TEXT_BLOCK_C	kol	K+OL	GEBEN · FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN
114	G407-E0114	GDT404_RANDOM4_RUNNING	G404-E0114	G404-E0114	f1r	f1r	SOURCE_SECTION_T	f1r.15	114	G404-S005	F1R_TEXT_BLOCK_C	chol	OL	FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN
115	G407-E0115	GDT404_RANDOM4_RUNNING	G404-E0115	G404-E0115	f1r	f1r	SOURCE_SECTION_T	f1r.15	115	G404-S005	F1R_TEXT_BLOCK_C	chol	OL	FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN
116	G407-E0116	GDT404_RANDOM4_RUNNING	G404-E0116	G404-E0116	f1r	f1r	SOURCE_SECTION_T	f1r.15	116	G404-S005	F1R_TEXT_BLOCK_C	kor	K+OR	GEBEN · EINHEIT	EXACT_SURFACE_ONE_RECIPE	GREEN
117	G407-E0117	GDT404_RANDOM4_RUNNING	G404-E0117	G404-E0117	f1r	f1r	SOURCE_SECTION_T	f1r.15	117	G404-S005	F1R_TEXT_BLOCK_C	chal	CH+AL	NEHMEN · ZIELORT	EXACT_SURFACE_ONE_RECIPE	GREEN
118	G407-E0118	GDT404_RANDOM4_RUNNING	G404-E0118	G404-E0118	f1r	f1r	SOURCE_SECTION_T	f1r.16	118	G404-S005	F1R_TEXT_BLOCK_C	sho	SH+O	HALTEN · AUSFÜHRUNG	EXACT_SURFACE_ONE_RECIPE	GREEN
119	G407-E0119	GDT404_RANDOM4_RUNNING	G404-E0119	G404-E0119	f1r	f1r	SOURCE_SECTION_T	f1r.16	119	G404-S005	F1R_TEXT_BLOCK_C	chol	OL	FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN
120	G407-E0120	GDT404_RANDOM4_RUNNING	G404-E0120	G404-E0120	f1r	f1r	SOURCE_SECTION_T	f1r.16	120	G404-S005	F1R_TEXT_BLOCK_C	shodan	SH+O+D_ADDR+AN	HALTEN · AUSFÜHRUNG · HIER · KLASSE	NEW_VISIBLE_COMPOSITION	GREEN
121	G407-E0121	GDT404_RANDOM4_RUNNING	G404-E0121	G404-E0121	f1r	f1r	SOURCE_SECTION_T	f1r.16	121	G404-S005	F1R_TEXT_BLOCK_C	kshy	K+SH+Y	GEBEN · HALTEN · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
122	G407-E0122	GDT404_RANDOM4_RUNNING	G404-E0122	G404-E0122	f1r	f1r	SOURCE_SECTION_T	f1r.16	122	G404-S005	F1R_TEXT_BLOCK_C	kchy	K+Y	GEBEN · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
123	G407-E0123	GDT404_RANDOM4_RUNNING	G404-E0123	G404-E0123	f1r	f1r	SOURCE_SECTION_T	f1r.16	123	G404-S005	F1R_TEXT_BLOCK_C	d	D_ADDR	HIER	EXACT_SURFACE_ONE_RECIPE	GREEN
124	G407-E0124	GDT404_RANDOM4_RUNNING	G404-E0124	G404-E0124	f1r	f1r	SOURCE_SECTION_T	f1r.16	124	G404-S005	F1R_TEXT_BLOCK_C	or	OR	EINHEIT	EXACT_SURFACE_ONE_RECIPE	GREEN
125	G407-E0125	GDT404_RANDOM4_RUNNING	G404-E0125	G404-E0125	f1r	f1r	SOURCE_SECTION_T	f1r.16	125	G404-S005	F1R_TEXT_BLOCK_C	chodaiin	CH+O+D_ADDR+AIIN	NEHMEN · AUSFÜHRUNG · HIER · WERT	EXACT_SURFACE_ONE_RECIPE	GREEN
126	G407-E0126	GDT404_RANDOM4_RUNNING	G404-E0126	G404-E0126	f1r	f1r	SOURCE_SECTION_T	f1r.16	126	G404-S005	F1R_TEXT_BLOCK_C	sho	SH+O	HALTEN · AUSFÜHRUNG	EXACT_SURFACE_ONE_RECIPE	GREEN
127	G407-E0127	GDT404_RANDOM4_RUNNING	G404-E0127	G404-E0127	f1r	f1r	SOURCE_SECTION_T	f1r.16	127	G404-S005	F1R_TEXT_BLOCK_C	koeam	K+O+E+AM_ADDR	GEBEN · AUSFÜHRUNG · GRAD I · HIER	NEW_VISIBLE_COMPOSITION	GREEN
128	G407-E0128	GDT404_RANDOM4_RUNNING	G404-E0128	G404-E0128	f1r	f1r	SOURCE_SECTION_T	f1r.17	128	G404-S005	F1R_TEXT_BLOCK_C	ycho	Y+CH+O	AKTIVER POSTEN · NEHMEN · AUSFÜHRUNG	NEW_VISIBLE_COMPOSITION	GREEN
129	G407-E0129	GDT404_RANDOM4_RUNNING	G404-E0129	G404-E0129	f1r	f1r	SOURCE_SECTION_T	f1r.17	129	G404-S005	F1R_TEXT_BLOCK_C	tchey	T+CH+E+Y	EINSTELLEN · NEHMEN · GRAD I · AKTIVER POSTEN	NEW_MICROFORM_OLD_FACTORS	AMBER
130	G407-E0130	GDT404_RANDOM4_RUNNING	G404-E0130	G404-E0130	f1r	f1r	SOURCE_SECTION_T	f1r.17	130	G404-S005	F1R_TEXT_BLOCK_C	chekain	CH+K+AIN	NEHMEN · GEBEN · ANTEIL	EXACT_SURFACE_ONE_RECIPE	GREEN
131	G407-E0131	GDT404_RANDOM4_RUNNING	G404-E0131	G404-E0131	f1r	f1r	SOURCE_SECTION_T	f1r.17	131	G404-S005	F1R_TEXT_BLOCK_C	sheo	SH+E+O	HALTEN · GRAD I · AUSFÜHRUNG	EXACT_SURFACE_ONE_RECIPE	GREEN
132	G407-E0132	GDT404_RANDOM4_RUNNING	G404-E0132	G404-E0132	f1r	f1r	SOURCE_SECTION_T	f1r.17	132	G404-S005	F1R_TEXT_BLOCK_C	pshol	P+SH+OL	EINSETZEN · HALTEN · FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN
133	G407-E0133	GDT404_RANDOM4_RUNNING	G404-E0133	G404-E0133	f1r	f1r	SOURCE_SECTION_T	f1r.17	133	G404-S005	F1R_TEXT_BLOCK_C	dydyd	Y+DY+D_LABEL	AKTIVER POSTEN · SCHLUSS · HIER	NEW_MICROFORM_OLD_FACTORS	AMBER
134	G407-E0134	GDT404_RANDOM4_RUNNING	G404-E0134	G404-E0134	f1r	f1r	SOURCE_SECTION_T	f1r.17	134	G404-S005	F1R_TEXT_BLOCK_C	cthy	CH+T+Y	NEHMEN · EINSTELLEN · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
135	G407-E0135	GDT404_RANDOM4_RUNNING	G404-E0135	G404-E0135	f1r	f1r	SOURCE_SECTION_T	f1r.17	135	G404-S005	F1R_TEXT_BLOCK_C	daiy	D_ADDR+A_ADDR+LOCAL_CHAR_I+Y	HIER · HIER · VARIANTE · AKTIVER POSTEN	NEW_MICROFORM_OLD_FACTORS	AMBER
136	G407-E0136	GDT404_RANDOM4_RUNNING	G404-E0136	G404-E0136	f1r	f1r	SOURCE_SECTION_T	f1r.18	136	G404-S005	F1R_TEXT_BLOCK_C	yto	Y+T+O	AKTIVER POSTEN · EINSTELLEN · AUSFÜHRUNG	EXACT_SURFACE_ONE_RECIPE	GREEN
137	G407-E0137	GDT404_RANDOM4_RUNNING	G404-E0137	G404-E0137	f1r	f1r	SOURCE_SECTION_T	f1r.18	137	G404-S005	F1R_TEXT_BLOCK_C	shol	SH+OL	HALTEN · FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN
138	G407-E0138	GDT404_RANDOM4_RUNNING	G404-E0138	G404-E0138	f1r	f1r	SOURCE_SECTION_T	f1r.18	138	G404-S005	F1R_TEXT_BLOCK_C	she	SH+E	HALTEN · GRAD I	EXACT_SURFACE_ONE_RECIPE	GREEN
139	G407-E0139	GDT404_RANDOM4_RUNNING	G404-E0139	G404-E0139	f1r	f1r	SOURCE_SECTION_T	f1r.18	139	G404-S005	F1R_TEXT_BLOCK_C	kodshey	K+O+D_ADDR+SH+E+Y	GEBEN · AUSFÜHRUNG · HIER · HALTEN · GRAD I · AKTIVER POSTEN	NEW_VISIBLE_COMPOSITION	GREEN
140	G407-E0140	GDT404_RANDOM4_RUNNING	G404-E0140	G404-E0140	f1r	f1r	SOURCE_SECTION_T	f1r.18	140	G404-S005	F1R_TEXT_BLOCK_C	cphealy	CH+P+E+AL+Y	NEHMEN · EINSETZEN · GRAD I · ZIELORT · AKTIVER POSTEN	NEW_VISIBLE_COMPOSITION	GREEN
141	G407-E0141	GDT404_RANDOM4_RUNNING	G404-E0141	G404-E0141	f1r	f1r	SOURCE_SECTION_T	f1r.18	141	G404-S005	F1R_TEXT_BLOCK_C	dar	D_ADDR+AR	HIER · AUSGANG	EXACT_SURFACE_ONE_RECIPE	GREEN
142	G407-E0142	GDT404_RANDOM4_RUNNING	G404-E0142	G404-E0142	f1r	f1r	SOURCE_SECTION_T	f1r.18	142	G404-S005	F1R_TEXT_BLOCK_C	ain	AIN	ANTEIL	EXACT_SURFACE_ONE_RECIPE	GREEN
143	G407-E0143	GDT404_RANDOM4_RUNNING	G404-E0143	G404-E0143	f1r	f1r	SOURCE_SECTION_T	f1r.18	143	G404-S005	F1R_TEXT_BLOCK_C	dain	AIN	ANTEIL	EXACT_SURFACE_ONE_RECIPE	GREEN
144	G407-E0144	GDT404_RANDOM4_RUNNING	G404-E0144	G404-E0144	f1r	f1r	SOURCE_SECTION_T	f1r.18	144	G404-S005	F1R_TEXT_BLOCK_C	ckhyds	CH+K+Y+D_ADDR+S	NEHMEN · GEBEN · AKTIVER POSTEN · HIER · WÄHLEN	NEW_MICROFORM_OLD_FACTORS	AMBER
145	G407-E0145	GDT404_RANDOM4_RUNNING	G404-E0145	G404-E0145	f1r	f1r	SOURCE_SECTION_T	f1r.19	145	G404-S005	F1R_TEXT_BLOCK_C	dchar	D_ADDR+CH+AR	HIER · NEHMEN · AUSGANG	NEW_VISIBLE_COMPOSITION	GREEN
146	G407-E0146	GDT404_RANDOM4_RUNNING	G404-E0146	G404-E0146	f1r	f1r	SOURCE_SECTION_T	f1r.19	146	G404-S005	F1R_TEXT_BLOCK_C	shcthaiin	SH+CH+T+AIIN	HALTEN · NEHMEN · EINSTELLEN · WERT	NEW_VISIBLE_COMPOSITION	GREEN
147	G407-E0147	GDT404_RANDOM4_RUNNING	G404-E0147	G404-E0147	f1r	f1r	SOURCE_SECTION_T	f1r.19	147	G404-S005	F1R_TEXT_BLOCK_C	okaiir	OK+IIN+R	SETZEN · STUFE · MARKIEREN	EXACT_SURFACE_ONE_RECIPE	GREEN
148	G407-E0148	GDT404_RANDOM4_RUNNING	G404-E0148	G404-E0148	f1r	f1r	SOURCE_SECTION_T	f1r.19	148	G404-S005	F1R_TEXT_BLOCK_C	chey	Y	AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
149	G407-E0149	GDT404_RANDOM4_RUNNING	G404-E0149	G404-E0149	f1r	f1r	SOURCE_SECTION_T	f1r.19	149	G404-S005	F1R_TEXT_BLOCK_C	chy	Y	AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
150	G407-E0150	GDT404_RANDOM4_RUNNING	G404-E0150	G404-E0150	f1r	f1r	SOURCE_SECTION_T	f1r.19	150	G404-S005	F1R_TEXT_BLOCK_C	tol	T+OL	EINSTELLEN · FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN
151	G407-E0151	GDT404_RANDOM4_RUNNING	G404-E0151	G404-E0151	f1r	f1r	SOURCE_SECTION_T	f1r.19	151	G404-S005	F1R_TEXT_BLOCK_C	cthols	CH+T+OL+S	NEHMEN · EINSTELLEN · FORTSETZEN · WÄHLEN	NEW_VISIBLE_COMPOSITION	GREEN
152	G407-E0152	GDT404_RANDOM4_RUNNING	G404-E0152	G404-E0152	f1r	f1r	SOURCE_SECTION_T	f1r.19	152	G404-S005	F1R_TEXT_BLOCK_C	dloo	D_ADDR+L+O+O	HIER · VERBINDUNG · AUSFÜHRUNG · AUSFÜHRUNG	NEW_MICROFORM_OLD_FACTORS	AMBER
153	G407-E0153	GDT404_RANDOM4_RUNNING	G404-E0153	G404-E0153	f1r	f1r	SOURCE_SECTION_T	f1r.20	153	G404-S005	F1R_TEXT_BLOCK_C	shok	SH+OK	HALTEN · SETZEN	NEW_VISIBLE_COMPOSITION	GREEN
154	G407-E0154	GDT404_RANDOM4_RUNNING	G404-E0154	G404-E0154	f1r	f1r	SOURCE_SECTION_T	f1r.20	154	G404-S005	F1R_TEXT_BLOCK_C	chor	CH+OR	NEHMEN · EINHEIT	EXACT_SURFACE_ONE_RECIPE	GREEN
155	G407-E0155	GDT404_RANDOM4_RUNNING	G404-E0155	G404-E0155	f1r	f1r	SOURCE_SECTION_T	f1r.20	155	G404-S005	F1R_TEXT_BLOCK_C	chey	Y	AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
156	G407-E0156	GDT404_RANDOM4_RUNNING	G404-E0156	G404-E0156	f1r	f1r	SOURCE_SECTION_T	f1r.20	156	G404-S005	F1R_TEXT_BLOCK_C	dain	AIN	ANTEIL	EXACT_SURFACE_ONE_RECIPE	GREEN
157	G407-E0157	GDT404_RANDOM4_RUNNING	G404-E0157	G404-E0157	f1r	f1r	SOURCE_SECTION_T	f1r.20	157	G404-S005	F1R_TEXT_BLOCK_C	ckhey	CH+K+E+Y	NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
158	G407-E0158	GDT404_RANDOM4_RUNNING	G404-E0158	G404-E0158	f1r	f1r	SOURCE_SECTION_T	f1r.21	158	G404-S005	F1R_TEXT_BLOCK_C	otol	OT+OL	DANACH · FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN
159	G407-E0159	GDT404_RANDOM4_RUNNING	G404-E0159	G404-E0159	f1r	f1r	SOURCE_SECTION_T	f1r.21	159	G404-S005	F1R_TEXT_BLOCK_C	daiiin	DA+IIN	ZWEITE STUFE · STUFE	EXACT_SURFACE_ONE_RECIPE	GREEN
160	G407-E0160	GDT404_RANDOM4_RUNNING	G404-E0160	G404-E0160	f1r	f1r	SOURCE_SECTION_T	f1r.22	160	G404-S006	F1R_TEXT_BLOCK_D	cpho	CH+P+O	NEHMEN · EINSETZEN · AUSFÜHRUNG	NEW_VISIBLE_COMPOSITION	GREEN
161	G407-E0161	GDT404_RANDOM4_RUNNING	G404-E0161	G404-E0161	f1r	f1r	SOURCE_SECTION_T	f1r.22	161	G404-S006	F1R_TEXT_BLOCK_D	shaiin	SH+AIIN	HALTEN · WERT	EXACT_SURFACE_ONE_RECIPE	GREEN
162	G407-E0162	GDT404_RANDOM4_RUNNING	G404-E0162	G404-E0162	f1r	f1r	SOURCE_SECTION_T	f1r.22	162	G404-S006	F1R_TEXT_BLOCK_D	shokcheey	SH+OK+CH+EE+Y	HALTEN · SETZEN · NEHMEN · GRAD II · AKTIVER POSTEN	NEW_VISIBLE_COMPOSITION	GREEN
163	G407-E0163	GDT404_RANDOM4_RUNNING	G404-E0163	G404-E0163	f1r	f1r	SOURCE_SECTION_T	f1r.22	163	G404-S006	F1R_TEXT_BLOCK_D	chol	OL	FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN
164	G407-E0164	GDT404_RANDOM4_RUNNING	G404-E0164	G404-E0164	f1r	f1r	SOURCE_SECTION_T	f1r.22	164	G404-S006	F1R_TEXT_BLOCK_D	tshodeesy	T+SH+O+D_ADDR+EE+S+Y	EINSTELLEN · HALTEN · AUSFÜHRUNG · HIER · GRAD II · WÄHLEN · AKTIVER POSTEN	NEW_MICROFORM_OLD_FACTORS	AMBER
165	G407-E0165	GDT404_RANDOM4_RUNNING	G404-E0165	G404-E0165	f1r	f1r	SOURCE_SECTION_T	f1r.22	165	G404-S006	F1R_TEXT_BLOCK_D	shey	SH+E+Y	HALTEN · GRAD I · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
166	G407-E0166	GDT404_RANDOM4_RUNNING	G404-E0166	G404-E0166	f1r	f1r	SOURCE_SECTION_T	f1r.22	166	G404-S006	F1R_TEXT_BLOCK_D	pydeey	P+Y+D_ADDR+EE+Y	EINSETZEN · AKTIVER POSTEN · HIER · GRAD II · AKTIVER POSTEN	NEW_MICROFORM_OLD_FACTORS	AMBER
167	G407-E0167	GDT404_RANDOM4_RUNNING	G404-E0167	G404-E0167	f1r	f1r	SOURCE_SECTION_T	f1r.22	167	G404-S006	F1R_TEXT_BLOCK_D	cha	CH+A_ADDR	NEHMEN · HIER	NEW_VISIBLE_COMPOSITION	GREEN
168	G407-E0168	GDT404_RANDOM4_RUNNING	G404-E0168	G404-E0168	f1r	f1r	SOURCE_SECTION_T	f1r.22	168	G404-S006	F1R_TEXT_BLOCK_D	ro	R+O	MARKIEREN · AUSFÜHRUNG	NEW_VISIBLE_COMPOSITION	GREEN
169	G407-E0169	GDT404_RANDOM4_RUNNING	G404-E0169	G404-E0169	f1r	f1r	SOURCE_SECTION_T	f1r.22	169	G404-S006	F1R_TEXT_BLOCK_D	dar	D_ADDR+AR	HIER · AUSGANG	EXACT_SURFACE_ONE_RECIPE	GREEN
170	G407-E0170	GDT404_RANDOM4_RUNNING	G404-E0170	G404-E0170	f1r	f1r	SOURCE_SECTION_T	f1r.23	170	G404-S006	F1R_TEXT_BLOCK_D	ydoin	Y+D_ADDR+O+IIN	AKTIVER POSTEN · HIER · AUSFÜHRUNG · STUFE	NEW_MICROFORM_OLD_FACTORS	AMBER
171	G407-E0171	GDT404_RANDOM4_RUNNING	G404-E0171	G404-E0171	f1r	f1r	SOURCE_SECTION_T	f1r.23	171	G404-S006	F1R_TEXT_BLOCK_D	chol	OL	FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN
172	G407-E0172	GDT404_RANDOM4_RUNNING	G404-E0172	G404-E0172	f1r	f1r	SOURCE_SECTION_T	f1r.23	172	G404-S006	F1R_TEXT_BLOCK_D	dain	AIN	ANTEIL	EXACT_SURFACE_ONE_RECIPE	GREEN
173	G407-E0173	GDT404_RANDOM4_RUNNING	G404-E0173	G404-E0173	f1r	f1r	SOURCE_SECTION_T	f1r.23	173	G404-S006	F1R_TEXT_BLOCK_D	cthal	CH+T+AL	NEHMEN · EINSTELLEN · ZIELORT	EXACT_SURFACE_ONE_RECIPE	GREEN
174	G407-E0174	GDT404_RANDOM4_RUNNING	G404-E0174	G404-E0174	f1r	f1r	SOURCE_SECTION_T	f1r.23	174	G404-S006	F1R_TEXT_BLOCK_D	dar	D_ADDR+AR	HIER · AUSGANG	EXACT_SURFACE_ONE_RECIPE	GREEN
175	G407-E0175	GDT404_RANDOM4_RUNNING	G404-E0175	G404-E0175	f1r	f1r	SOURCE_SECTION_T	f1r.23	175	G404-S006	F1R_TEXT_BLOCK_D	shear	SH+E+AR	HALTEN · GRAD I · AUSGANG	EXACT_SURFACE_ONE_RECIPE	GREEN
176	G407-E0176	GDT404_RANDOM4_RUNNING	G404-E0176	G404-E0176	f1r	f1r	SOURCE_SECTION_T	f1r.23	176	G404-S006	F1R_TEXT_BLOCK_D	kaiin	K+AIIN	GEBEN · WERT	EXACT_SURFACE_ONE_RECIPE	GREEN
177	G407-E0177	GDT404_RANDOM4_RUNNING	G404-E0177	G404-E0177	f1r	f1r	SOURCE_SECTION_T	f1r.23	177	G404-S006	F1R_TEXT_BLOCK_D	dar	D_ADDR+AR	HIER · AUSGANG	EXACT_SURFACE_ONE_RECIPE	GREEN
178	G407-E0178	GDT404_RANDOM4_RUNNING	G404-E0178	G404-E0178	f1r	f1r	SOURCE_SECTION_T	f1r.23	178	G404-S006	F1R_TEXT_BLOCK_D	shey	SH+E+Y	HALTEN · GRAD I · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN
179	G407-E0179	GDT404_RANDOM4_RUNNING	G404-E0179	G404-E0179	f1r	f1r	SOURCE_SECTION_T	f1r.23	179	G404-S006	F1R_TEXT_BLOCK_D	cthar	CH+T+AR	NEHMEN · EINSTELLEN · AUSGANG	EXACT_SURFACE_ONE_RECIPE	GREEN
180	G407-E0180	GDT404_RANDOM4_RUNNING	G404-E0180	G404-E0180	f1r	f1r	SOURCE_SECTION_T	f1r.24	180	G404-S006	F1R_TEXT_BLOCK_D	cho	HO	KLASSE	EXACT_SURFACE_ONE_RECIPE	GREEN
181	G407-E0181	GDT404_RANDOM4_RUNNING	G404-E0181	G404-E0181	f1r	f1r	SOURCE_SECTION_T	f1r.24	181	G404-S006	F1R_TEXT_BLOCK_D	o	O	AUSFÜHRUNG	EXACT_SURFACE_ONE_RECIPE	GREEN
