global_attachment_ordinal	global_attachment_id	source_layer	source_factorized_id	source_attachment_id	physical_page	register	source_statement_id	global_statement_id	source_event_id	global_running_event_id	surface	focus_core	focus_value_de	focus_family	focus_atom_ordinal	selector_rule	attachment_geometry	selected_action_source_event_id	resolved_action_source_event_id	selected_action_global_event_id	selected_action_atom_ordinal	action_core	action_value_de	head_kind	r_topology	duplicate_mode	duplicate_role	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	factorized_result
60	G407-A00060	GDT404_FACTORIZED	G404-A00060	G404-A00060	f1r	SOURCE_SECTION_T	G404-S002	G407-S002	G404-E0054	G407-E0054	shodary	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0054	G404-E0054	G407-E0054	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
61	G407-A00061	GDT404_FACTORIZED	G404-A00061	G404-A00061	f1r	SOURCE_SECTION_T	G404-S002	G407-S002	G404-E0055	G407-E0055	yshey	Y	AKTIVER POSTEN	ARGUMENT	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	G404-E0055	G404-E0055	G407-E0055	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
62	G407-A00062	GDT404_FACTORIZED	G404-A00062	G404-A00062	f1r	SOURCE_SECTION_T	G404-S002	G407-S002	G404-E0055	G407-E0055	yshey	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0055	G404-E0055	G407-E0055	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
63	G407-A00063	GDT404_FACTORIZED	G404-A00063	G404-A00063	f1r	SOURCE_SECTION_T	G404-S002	G407-S002	G404-E0055	G407-E0055	yshey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0055	G404-E0055	G407-E0055	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
64	G407-A00064	GDT404_FACTORIZED	G404-A00064	G404-A00064	f1r	SOURCE_SECTION_T	G404-S003	G407-S003	G404-E0057	G407-E0057	okchoy	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0057	G404-E0057	G407-E0057	2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
65	G407-A00065	GDT404_FACTORIZED	G404-A00065	G404-A00065	f1r	SOURCE_SECTION_T	G404-S003	G407-S003	G404-E0059	G407-E0059	chocthy	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0059	G404-E0059	G407-E0059	4	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
66	G407-A00066	GDT404_FACTORIZED	G404-A00066	G404-A00066	f1r	SOURCE_SECTION_T	G404-S003	G407-S003	G404-E0061	G407-E0061	chy	Y	AKTIVER POSTEN	ARGUMENT	1	INHERITED_ACTION_STACK	INHERITED_ACTION	G404-E0059	G404-E0059	G407-E0059	4	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
67	G407-A00067	GDT404_FACTORIZED	G404-A00067	G404-A00067	f1r	SOURCE_SECTION_T	G404-S003	G407-S003	G404-E0062	G407-E0062	dain	AIN	ANTEIL	ARGUMENT	1	INHERITED_ACTION_STACK	INHERITED_ACTION	G404-E0059	G404-E0059	G407-E0059	4	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
68	G407-A00068	GDT404_FACTORIZED	G404-A00068	G404-A00068	f1r	SOURCE_SECTION_T	G404-S003	G407-S003	G404-E0063	G407-E0063	chor	OR	EINHEIT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0063	G404-E0063	G407-E0063	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
69	G407-A00069	GDT404_FACTORIZED	G404-A00069	G404-A00069	f1r	SOURCE_SECTION_T	G404-S003	G407-S003	G404-E0065	G407-E0065	daiin	AIIN	WERT	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G404-E0064	G404-E0064	G407-E0064	3	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
70	G407-A00070	GDT404_FACTORIZED	G404-A00070	G404-A00070	f1r	SOURCE_SECTION_T	G404-S004	G407-S004	G404-E0069	G407-E0069	dain	AIN	ANTEIL	ARGUMENT	1	OWNER_CONTEXT	OWNER_ONLY	OWNER	OWNER	OWNER::G407-S004	0	OWNER	BESITZER	OWNER_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
71	G407-A00071	GDT404_FACTORIZED	G404-A00071	G404-A00071	f1r	SOURCE_SECTION_T	G404-S004	G407-S004	G404-E0071	G407-E0071	teody	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0071	G404-E0071	G407-E0071	1	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
72	G407-A00072	GDT404_FACTORIZED	G404-A00072	G404-A00072	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0072	G407-E0072	ydain	Y	AKTIVER POSTEN	ARGUMENT	1	ONE_CARD_FORWARD	BOUNDED_NEXT_CARD_ACTION	G404-E0073	G404-E0073	G407-E0073	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	1	NO	NO	PASS_FIXED_FACTORS
73	G407-A00073	GDT404_FACTORIZED	G404-A00073	G404-A00073	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0072	G407-E0072	ydain	AIN	ANTEIL	ARGUMENT	2	ONE_CARD_FORWARD	BOUNDED_NEXT_CARD_ACTION	G404-E0073	G404-E0073	G407-E0073	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	1	NO	NO	PASS_FIXED_FACTORS
74	G407-A00074	GDT404_FACTORIZED	G404-A00074	G404-A00074	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0073	G407-E0073	cphesaiin	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0073	G404-E0073	G407-E0073	2	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
75	G407-A00075	GDT404_FACTORIZED	G404-A00075	G404-A00075	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0073	G407-E0073	cphesaiin	AIIN	WERT	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0073	G404-E0073	G407-E0073	4	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
76	G407-A00076	GDT404_FACTORIZED	G404-A00076	G404-A00076	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0075	G407-E0075	cphey	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0075	G404-E0075	G407-E0075	2	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
77	G407-A00077	GDT404_FACTORIZED	G404-A00077	G404-A00077	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0075	G407-E0075	cphey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0075	G404-E0075	G407-E0075	2	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
78	G407-A00078	GDT404_FACTORIZED	G404-A00078	G404-A00078	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0076	G407-E0076	ytain	Y	AKTIVER POSTEN	ARGUMENT	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	G404-E0076	G404-E0076	G407-E0076	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
79	G407-A00079	GDT404_FACTORIZED	G404-A00079	G404-A00079	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0076	G407-E0076	ytain	AIN	ANTEIL	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0076	G404-E0076	G407-E0076	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
80	G407-A00080	GDT404_FACTORIZED	G404-A00080	G404-A00080	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0077	G407-E0077	shoshy	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0077	G404-E0077	G407-E0077	3	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
81	G407-A00081	GDT404_FACTORIZED	G404-A00081	G404-A00081	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0078	G407-E0078	cphodal	AL	ZIELORT	RELATION	5	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	G404-E0078	G404-E0078	G407-E0078	2	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
82	G407-A00082	GDT404_FACTORIZED	G404-A00082	G404-A00082	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0079	G407-E0079	es	E	GRAD I	GRADE	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	G404-E0079	G404-E0079	G407-E0079	2	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
83	G407-A00083	GDT404_FACTORIZED	G404-A00083	G404-A00083	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0081	G407-E0081	kshoy	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0081	G404-E0081	G407-E0081	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
84	G407-A00084	GDT404_FACTORIZED	G404-A00084	G404-A00084	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0082	G407-E0082	otairin	AIR	LAUF	RELATION	2	L_AIR_RIGHT_FALLBACK	PREVIOUS_CARD_ACTION	G404-E0081	G404-E0081	G407-E0081	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
85	G407-A00085	GDT404_FACTORIZED	G404-A00085	G404-A00085	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0083	G407-E0083	oteol	E	GRAD I	GRADE	2	INHERITED_ACTION_STACK	INHERITED_ACTION	G404-E0081	G404-E0081	G407-E0081	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
86	G407-A00086	GDT404_FACTORIZED	G404-A00086	G404-A00086	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0085	G407-E0085	shodain	AIN	ANTEIL	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0085	G404-E0085	G407-E0085	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
87	G407-A00087	GDT404_FACTORIZED	G404-A00087	G404-A00087	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0086	G407-E0086	sckhey	E	GRAD I	GRADE	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0086	G404-E0086	G407-E0086	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
88	G407-A00088	GDT404_FACTORIZED	G404-A00088	G404-A00088	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0086	G407-E0086	sckhey	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0086	G404-E0086	G407-E0086	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
89	G407-A00089	GDT404_FACTORIZED	G404-A00089	G404-A00089	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0087	G407-E0087	daiin	AIIN	WERT	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G404-E0086	G404-E0086	G407-E0086	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
90	G407-A00090	GDT404_FACTORIZED	G404-A00090	G404-A00090	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0088	G407-E0088	shoy	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0088	G404-E0088	G407-E0088	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
91	G407-A00091	GDT404_FACTORIZED	G404-A00091	G404-A00091	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0089	G407-E0089	ckhey	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0089	G404-E0089	G407-E0089	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
92	G407-A00092	GDT404_FACTORIZED	G404-A00092	G404-A00092	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0089	G407-E0089	ckhey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0089	G404-E0089	G407-E0089	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
93	G407-A00093	GDT404_FACTORIZED	G404-A00093	G404-A00093	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0090	G407-E0090	kodaiin	AIIN	WERT	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0090	G404-E0090	G407-E0090	1	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
94	G407-A00094	GDT404_FACTORIZED	G404-A00094	G404-A00094	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0091	G407-E0091	cphy	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0091	G404-E0091	G407-E0091	2	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
95	G407-A00095	GDT404_FACTORIZED	G404-A00095	G404-A00095	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0092	G407-E0092	cphodaiils	AIIN	WERT	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	G404-E0092	G404-E0092	G407-E0092	7	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
96	G407-A00096	GDT404_FACTORIZED	G404-A00096	G404-A00096	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0092	G407-E0092	cphodaiils	L	VERBINDUNG	RELATION	6	L_AIR_RIGHT_FALLBACK	SAME_CARD_RIGHT_ACTION	G404-E0092	G404-E0092	G407-E0092	7	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
97	G407-A00097	GDT404_FACTORIZED	G404-A00097	G404-A00097	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0093	G407-E0093	cthey	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0093	G404-E0093	G407-E0093	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
98	G407-A00098	GDT404_FACTORIZED	G404-A00098	G404-A00098	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0093	G407-E0093	cthey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0093	G404-E0093	G407-E0093	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
99	G407-A00099	GDT404_FACTORIZED	G404-A00099	G404-A00099	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0095	G407-E0095	oldain	AIN	ANTEIL	ARGUMENT	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G404-E0094	G404-E0094	G407-E0094	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
100	G407-A00100	GDT404_FACTORIZED	G404-A00100	G404-A00100	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0097	G407-E0097	dain	AIN	ANTEIL	ARGUMENT	1	INHERITED_ACTION_STACK	INHERITED_ACTION	G404-E0094	G404-E0094	G407-E0094	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
101	G407-A00101	GDT404_FACTORIZED	G404-A00101	G404-A00101	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0100	G407-E0100	odaiin	AIIN	WERT	ARGUMENT	3	INHERITED_ACTION_STACK	INHERITED_ACTION	G404-E0094	G404-E0094	G407-E0094	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
102	G407-A00102	GDT404_FACTORIZED	G404-A00102	G404-A00102	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0101	G407-E0101	chodain	AIN	ANTEIL	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0101	G404-E0101	G407-E0101	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
103	G407-A00103	GDT404_FACTORIZED	G404-A00103	G404-A00103	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0102	G407-E0102	chdy	Y	AKTIVER POSTEN	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0102	G404-E0102	G407-E0102	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
104	G407-A00104	GDT404_FACTORIZED	G404-A00104	G404-A00104	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0103	G407-E0103	okain	AIN	ANTEIL	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0103	G404-E0103	G407-E0103	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
105	G407-A00105	GDT404_FACTORIZED	G404-A00105	G404-A00105	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0105	G407-E0105	cthy	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0105	G404-E0105	G407-E0105	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
106	G407-A00106	GDT404_FACTORIZED	G404-A00106	G404-A00106	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0107	G407-E0107	daiin	AIIN	WERT	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G404-E0106	G404-E0106	G407-E0106	1	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
107	G407-A00107	GDT404_FACTORIZED	G404-A00107	G404-A00107	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0108	G407-E0108	shckhey	E	GRAD I	GRADE	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0108	G404-E0108	G407-E0108	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
108	G407-A00108	GDT404_FACTORIZED	G404-A00108	G404-A00108	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0108	G407-E0108	shckhey	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0108	G404-E0108	G407-E0108	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
109	G407-A00109	GDT404_FACTORIZED	G404-A00109	G404-A00109	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0109	G407-E0109	eo	E	GRAD I	GRADE	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G404-E0108	G404-E0108	G407-E0108	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
110	G407-A00110	GDT404_FACTORIZED	G404-A00110	G404-A00110	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0111	G407-E0111	char	AR	AUSGANG	RELATION	1	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	G404-E0110	G404-E0110	G407-E0110	1	R	MARKIEREN	R_ACTION_HEAD	R_POSITIONAL_HEAD	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
111	G407-A00111	GDT404_FACTORIZED	G404-A00111	G404-A00111	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0112	G407-E0112	shey	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0112	G404-E0112	G407-E0112	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
112	G407-A00112	GDT404_FACTORIZED	G404-A00112	G404-A00112	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0112	G407-E0112	shey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0112	G404-E0112	G407-E0112	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
113	G407-A00113	GDT404_FACTORIZED	G404-A00113	G404-A00113	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0116	G407-E0116	kor	OR	EINHEIT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0116	G404-E0116	G407-E0116	1	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
114	G407-A00114	GDT404_FACTORIZED	G404-A00114	G404-A00114	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0117	G407-E0117	chal	AL	ZIELORT	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	G404-E0117	G404-E0117	G407-E0117	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
115	G407-A00115	GDT404_FACTORIZED	G404-A00115	G404-A00115	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0121	G407-E0121	kshy	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0121	G404-E0121	G407-E0121	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
116	G407-A00116	GDT404_FACTORIZED	G404-A00116	G404-A00116	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0122	G407-E0122	kchy	Y	AKTIVER POSTEN	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0122	G404-E0122	G407-E0122	1	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
117	G407-A00117	GDT404_FACTORIZED	G404-A00117	G404-A00117	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0124	G407-E0124	or	OR	EINHEIT	ARGUMENT	1	INHERITED_ACTION_STACK	INHERITED_ACTION	G404-E0122	G404-E0122	G407-E0122	1	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
118	G407-A00118	GDT404_FACTORIZED	G404-A00118	G404-A00118	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0125	G407-E0125	chodaiin	AIIN	WERT	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0125	G404-E0125	G407-E0125	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
119	G407-A00119	GDT404_FACTORIZED	G404-A00119	G404-A00119	f1r	SOURCE_SECTION_T	G404-S005	G407-S005	G404-E0127	G407-E0127	koeam	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0127	G404-E0127	G407-E0127	1	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FIXED_FACTORS
