event_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	written_slot_count	target_slot_count	target_roots	gdt584_rule_ids	anchored_host_count	packet_membership_host_count	gdt584_polished_event_clause_de	gdt584_local_written_slot_ids	gdt584_guard
56	G407-E0131	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sheo	3	1	SH	SH_SOURCE_REST	1	1	Lass das Arbeitsgut in Arbeitsform und auf Grad I ruhen.	RUNNING:G407-E0131@1|RUNNING:G407-E0131@2|RUNNING:G407-E0131@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
57	G407-E0132	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	pshol	3	1	SH	SH_SOURCE_REST	3	3	Bringe ein. Lass das Arbeitsgut ruhen. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E0132@1|RUNNING:G407-E0132@2|RUNNING:G407-E0132@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
58	G407-E0134	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthy	3	1	T	T_SOURCE_FIX	2	2	Entnimm. Lege das Arbeitsgut in der Innenform, an der Hauptstelle und an der Arbeitsstelle fest.	RUNNING:G407-E0134@1|RUNNING:G407-E0134@2|RUNNING:G407-E0134@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
59	G407-E0136	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	yto	3	1	T	T_SOURCE_FIX	1	1	Lege das Arbeitsgut in Arbeitsform fest.	RUNNING:G407-E0136@1|RUNNING:G407-E0136@2|RUNNING:G407-E0136@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
60	G407-E0137	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shol	2	1	SH	SH_SOURCE_REST	2	2	Lass das Arbeitsgut ruhen. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E0137@1|RUNNING:G407-E0137@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
61	G407-E0138	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	she	2	1	SH	SH_SOURCE_REST	1	1	Lass das Arbeitsgut auf Grad I ruhen.	RUNNING:G407-E0138@1|RUNNING:G407-E0138@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
62	G407-E0139	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kodshey	6	1	SH	SH_SOURCE_REST	2	2	Gib in Arbeitsform zu. Lass das Arbeitsgut auf Grad I und an der Arbeitsstelle ruhen.	RUNNING:G407-E0139@1|RUNNING:G407-E0139@2|RUNNING:G407-E0139@3|RUNNING:G407-E0139@4|RUNNING:G407-E0139@5|RUNNING:G407-E0139@6	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
63	G407-E0144	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ckhyds	5	1	S	S_SOURCE_SORT_OUT	3	3	Entnimm. Gib das Arbeitsgut zu. Sondere das Material an der Arbeitsstelle aus.	RUNNING:G407-E0144@1|RUNNING:G407-E0144@2|RUNNING:G407-E0144@3|RUNNING:G407-E0144@4|RUNNING:G407-E0144@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
64	G407-E0146	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shcthaiin	4	2	SH|T	SH_SOURCE_REST|T_SOURCE_FIX	3	3	Lass das Arbeitsgut ruhen. Entnimm. Lege das Flüssigkeitsmaß fest.	RUNNING:G407-E0146@1|RUNNING:G407-E0146@2|RUNNING:G407-E0146@3|RUNNING:G407-E0146@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
65	G407-E0150	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	tol	2	1	T	T_SOURCE_FIX	2	2	Lege die Arbeitsbedingung fest. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E0150@1|RUNNING:G407-E0150@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
66	G407-E0151	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthols	4	2	S|T	S_SOURCE_SORT_OUT|T_SOURCE_FIX	4	4	Entnimm. Lege die Arbeitsbedingung fest. Fahre im selben Arbeitsgang fort. Sondere das Material in Arbeitsform, an der Arbeitsstelle und über den Arbeitskontakt aus.	RUNNING:G407-E0151@1|RUNNING:G407-E0151@2|RUNNING:G407-E0151@3|RUNNING:G407-E0151@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
67	G407-E0153	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shok	2	1	SH	SH_SOURCE_REST	2	2	Lass das Arbeitsgut ruhen. Setze an.	RUNNING:G407-E0153@1|RUNNING:G407-E0153@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
68	G407-E0161	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shaiin	2	1	SH	SH_SOURCE_REST	1	1	Lass das Flüssigkeitsmaß ruhen.	RUNNING:G407-E0161@1|RUNNING:G407-E0161@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
69	G407-E0162	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shokcheey	5	1	SH	SH_SOURCE_REST	3	3	Lass das Arbeitsgut ruhen. Setze an. Entnimm das Arbeitsgut auf Grad II.	RUNNING:G407-E0162@1|RUNNING:G407-E0162@2|RUNNING:G407-E0162@3|RUNNING:G407-E0162@4|RUNNING:G407-E0162@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
70	G407-E0164	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	tshodeesy	7	3	S|SH|T	SH_SOURCE_REST|S_SOURCE_SORT_OUT|T_SOURCE_FIX	3	3	Lege die Arbeitsbedingung fest. Lass das Arbeitsgut in Arbeitsform und an der Arbeitsstelle ruhen. Sondere das Arbeitsgut auf Grad II aus.	RUNNING:G407-E0164@1|RUNNING:G407-E0164@2|RUNNING:G407-E0164@3|RUNNING:G407-E0164@4|RUNNING:G407-E0164@5|RUNNING:G407-E0164@6|RUNNING:G407-E0164@7	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
71	G407-E0165	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shey	3	1	SH	SH_SOURCE_REST	1	1	Lass das Arbeitsgut auf Grad I ruhen.	RUNNING:G407-E0165@1|RUNNING:G407-E0165@2|RUNNING:G407-E0165@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
72	G407-E0173	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	cthal	3	1	T	T_SOURCE_FIX	2	2	Entnimm. Lege die Arbeitsbedingung an der Arbeitsstelle, zur Zielstelle oder ins Zielgefäß und von der Quelle oder aus dem Ausgangsgefäß fest.	RUNNING:G407-E0173@1|RUNNING:G407-E0173@2|RUNNING:G407-E0173@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
73	G407-E0175	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shear	3	1	SH	SH_SOURCE_REST	1	1	Lass das Arbeitsgut auf Grad I und von der Quelle oder aus dem Ausgangsgefäß ruhen.	RUNNING:G407-E0175@1|RUNNING:G407-E0175@2|RUNNING:G407-E0175@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
74	G407-E0178	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shey	3	1	SH	SH_SOURCE_REST	1	1	Lass das Arbeitsgut auf Grad I ruhen.	RUNNING:G407-E0178@1|RUNNING:G407-E0178@2|RUNNING:G407-E0178@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
75	G407-E0179	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	cthar	3	1	T	T_SOURCE_FIX	2	2	Entnimm. Lege die Arbeitsbedingung von der Quelle oder aus dem Ausgangsgefäß fest.	RUNNING:G407-E0179@1|RUNNING:G407-E0179@2|RUNNING:G407-E0179@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
76	G407-E0183	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shoaiin	3	1	SH	SH_SOURCE_REST	1	1	Lass das Flüssigkeitsmaß in Arbeitsform ruhen.	RUNNING:G407-E0183@1|RUNNING:G407-E0183@2|RUNNING:G407-E0183@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
77	G407-E0187	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	cthol	3	1	T	T_SOURCE_FIX	3	3	Entnimm. Lege das Flüssigkeitsmaß fest. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E0187@1|RUNNING:G407-E0187@2|RUNNING:G407-E0187@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
78	G407-E0189	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	ctholdar	5	1	T	T_SOURCE_FIX	3	3	Entnimm. Lege die Arbeitsbedingung an der Arbeitsstelle und von der Quelle oder aus dem Ausgangsgefäß fest. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E0189@1|RUNNING:G407-E0189@2|RUNNING:G407-E0189@3|RUNNING:G407-E0189@4|RUNNING:G407-E0189@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
79	G407-E0190	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	ycheey	4	1	SH	SH_SOURCE_REST	1	1	Lass das Arbeitsgut auf Grad II ruhen.	RUNNING:G407-E0190@1|RUNNING:G407-E0190@2|RUNNING:G407-E0190@3|RUNNING:G407-E0190@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
80	G407-E0200	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shody	3	1	SH	SH_CH_BRIDGE_HOLD	2	2	Halte den Zustand in Arbeitsform. Schließe den Arbeitsgang.	RUNNING:G407-E0200@1|RUNNING:G407-E0200@2|RUNNING:G407-E0200@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
81	G407-E0201	G407-S007	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	koshey	5	1	SH	SH_SOURCE_REST	2	2	Gib in Arbeitsform zu. Lass das Arbeitsgut auf Grad I ruhen.	RUNNING:G407-E0201@1|RUNNING:G407-E0201@2|RUNNING:G407-E0201@3|RUNNING:G407-E0201@4|RUNNING:G407-E0201@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
82	G407-E0202	G407-S007	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	cthy	3	1	T	T_SOURCE_FIX	2	2	Entnimm. Lege das Arbeitsgut fest.	RUNNING:G407-E0202@1|RUNNING:G407-E0202@2|RUNNING:G407-E0202@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
83	G407-E0208	G407-S007	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	chtor	3	1	T	T_SOURCE_FIX	2	2	Entnimm. Lege den Ansatz in Arbeitsform und auf Grad I fest.	RUNNING:G407-E0208@1|RUNNING:G407-E0208@2|RUNNING:G407-E0208@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
84	G407-E0215	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	pchocthy	6	1	T	T_PHYSICAL_BROAD	4	4	Bringe ein. Entnimm in Zubereitungsform. Entnimm. Reguliere oder temperiere die Pflanzencharge.	RUNNING:G407-E0215@1|RUNNING:G407-E0215@2|RUNNING:G407-E0215@3|RUNNING:G407-E0215@4|RUNNING:G407-E0215@5|RUNNING:G407-E0215@6	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
85	G407-E0216	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	shor	2	1	SH	SH_REST_HOLD	1	1	Halte die Pflanzen- oder Arbeitseinheit.	RUNNING:G407-E0216@1|RUNNING:G407-E0216@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
86	G407-E0217	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	octhody	6	1	T	T_HP_FORM_SET	2	2	Entnimm in Zubereitungsform. Bringe die Pflanzencharge in Zubereitungsform an der Pflanzen-Arbeitsstelle.	RUNNING:G407-E0217@1|RUNNING:G407-E0217@2|RUNNING:G407-E0217@3|RUNNING:G407-E0217@4|RUNNING:G407-E0217@5|RUNNING:G407-E0217@6	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
87	G407-E0224	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cthoor	4	1	T	T_HP_FORM_SET	2	2	Entnimm. Bringe die Pflanzen- oder Arbeitseinheit in Zubereitungsform vom Ausgangsmaterial oder -gefäß.	RUNNING:G407-E0224@1|RUNNING:G407-E0224@2|RUNNING:G407-E0224@3|RUNNING:G407-E0224@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
88	G407-E0226	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chty	3	1	T	T_PHYSICAL_BROAD	2	2	Entnimm. Reguliere oder temperiere die Pflanzencharge.	RUNNING:G407-E0226@1|RUNNING:G407-E0226@2|RUNNING:G407-E0226@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
89	G407-E0229	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	otytchol	5	1	T	T_PHYSICAL_BROAD	4	4	Beginne danach den nächsten Arbeitsgang. Reguliere oder temperiere die Pflanzencharge. Entnimm. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E0229@1|RUNNING:G407-E0229@2|RUNNING:G407-E0229@3|RUNNING:G407-E0229@4|RUNNING:G407-E0229@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
90	G407-E0232	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	etyd	3	1	T	T_PHYSICAL_GRADE_TEMPER	1	1	Temperiere die Pflanzencharge und die Pflanzen- oder Arbeitseinheit auf Grad I.	RUNNING:G407-E0232@1|RUNNING:G407-E0232@2|RUNNING:G407-E0232@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
91	G407-E0235	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	tchy	2	1	T	T_PHYSICAL_BROAD	1	1	Reguliere oder temperiere die Pflanzencharge und den Pflanzenauszug.	RUNNING:G407-E0235@1|RUNNING:G407-E0235@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
92	G407-E0237	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chocthy	5	1	T	T_PHYSICAL_BROAD	3	3	Entnimm in Zubereitungsform. Entnimm. Reguliere oder temperiere die Pflanzencharge und die Pflanzen- oder Arbeitseinheit.	RUNNING:G407-E0237@1|RUNNING:G407-E0237@2|RUNNING:G407-E0237@3|RUNNING:G407-E0237@4|RUNNING:G407-E0237@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
93	G407-E0241	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	yty	3	1	T	T_PHYSICAL_BROAD	1	1	Reguliere oder temperiere die Pflanzencharge.	RUNNING:G407-E0241@1|RUNNING:G407-E0241@2|RUNNING:G407-E0241@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
94	G407-E0244	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	sor	2	1	S	S_HP_SIEVE	1	1	Siebe die Pflanzen- oder Arbeitseinheit.	RUNNING:G407-E0244@1|RUNNING:G407-E0244@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
95	G407-E0246	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chcthy	4	1	T	T_PHYSICAL_BROAD	3	3	Entnimm. Entnimm. Reguliere oder temperiere die Pflanzencharge.	RUNNING:G407-E0246@1|RUNNING:G407-E0246@2|RUNNING:G407-E0246@3|RUNNING:G407-E0246@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
96	G407-E0247	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	ctho	3	1	T	T_HP_FORM_SET	2	2	Entnimm. Bringe das Material in Zubereitungsform.	RUNNING:G407-E0247@1|RUNNING:G407-E0247@2|RUNNING:G407-E0247@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
97	G407-E0251	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chtchor	4	1	T	T_PHYSICAL_BROAD	3	3	Entnimm. Reguliere oder temperiere die Arbeitsbedingung. Entnimm die Pflanzen- oder Arbeitseinheit.	RUNNING:G407-E0251@1|RUNNING:G407-E0251@2|RUNNING:G407-E0251@3|RUNNING:G407-E0251@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
98	G407-E0257	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cthy	3	1	T	T_PHYSICAL_BROAD	2	2	Entnimm. Reguliere oder temperiere die Pflanzencharge.	RUNNING:G407-E0257@1|RUNNING:G407-E0257@2|RUNNING:G407-E0257@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
99	G407-E0259	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cthy	3	1	T	T_PHYSICAL_BROAD	2	2	Entnimm. Reguliere oder temperiere die Pflanzencharge.	RUNNING:G407-E0259@1|RUNNING:G407-E0259@2|RUNNING:G407-E0259@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
100	G407-E0261	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cthaiin	3	1	T	T_HP_MEASURE_SET	2	2	Entnimm. Stelle den Pflanzenauszug ein.	RUNNING:G407-E0261@1|RUNNING:G407-E0261@2|RUNNING:G407-E0261@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
101	G407-E0262	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qoctholy	6	1	T	T_PHYSICAL_BROAD	3	3	Entnimm in Zubereitungsform und als neuer Pflanzenansatz. Reguliere oder temperiere die Pflanzencharge. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E0262@1|RUNNING:G407-E0262@2|RUNNING:G407-E0262@3|RUNNING:G407-E0262@4|RUNNING:G407-E0262@5|RUNNING:G407-E0262@6	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
102	G407-E0265	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	taiin	2	1	T	T_HP_MEASURE_SET	1	1	Stelle den Pflanzenauszug und die Pflanzencharge an der Pflanzen-Arbeitsstelle ein.	RUNNING:G407-E0265@1|RUNNING:G407-E0265@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
103	G407-E0271	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	yty	3	1	T	T_PHYSICAL_BROAD	1	1	Reguliere oder temperiere die Pflanzencharge und den Pflanzenauszug.	RUNNING:G407-E0271@1|RUNNING:G407-E0271@2|RUNNING:G407-E0271@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
104	G407-E0273	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cth	2	1	T	T_PHYSICAL_BROAD	2	2	Entnimm. Reguliere oder temperiere die Pflanzenportion an der Pflanzen-Arbeitsstelle und entlang des Verarbeitungswegs.	RUNNING:G407-E0273@1|RUNNING:G407-E0273@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
105	G407-E0286	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	shor	2	1	SH	SH_REST_HOLD	1	1	Halte die Pflanzen- oder Arbeitseinheit.	RUNNING:G407-E0286@1|RUNNING:G407-E0286@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
106	G407-E0295	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cthor	3	1	T	T_HP_MEASURE_SET	2	2	Entnimm. Stelle die Pflanzen- oder Arbeitseinheit ein.	RUNNING:G407-E0295@1|RUNNING:G407-E0295@2|RUNNING:G407-E0295@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
107	G407-E0296	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	osain	3	1	S	S_HP_SIEVE	1	1	Siebe die Pflanzenportion in Zubereitungsform.	RUNNING:G407-E0296@1|RUNNING:G407-E0296@2|RUNNING:G407-E0296@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
108	G407-E0297	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	ytoiin	4	1	T	T_HP_FORM_SET	1	1	Bringe die Pflanzencharge in Zubereitungsform; stelle anschließend die Verarbeitungsstufe ein.	RUNNING:G407-E0297@1|RUNNING:G407-E0297@2|RUNNING:G407-E0297@3|RUNNING:G407-E0297@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
109	G407-E0298	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	otchoshor	5	1	SH	SH_CH_BRIDGE_HOLD	3	3	Beginne danach den nächsten Arbeitsgang. Entnimm in Zubereitungsform. Halte die Pflanzen- oder Arbeitseinheit und die Pflanzencharge.	RUNNING:G407-E0298@1|RUNNING:G407-E0298@2|RUNNING:G407-E0298@3|RUNNING:G407-E0298@4|RUNNING:G407-E0298@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
110	G407-E0301	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cthyd	4	1	T	T_PHYSICAL_BROAD	2	2	Entnimm. Reguliere oder temperiere die Pflanzencharge, den Pflanzenauszug und die Pflanzen- oder Arbeitseinheit in Zubereitungsform, an der Pflanzen-Arbeitsstelle und vom Ausgangsmaterial oder -gefäß.	RUNNING:G407-E0301@1|RUNNING:G407-E0301@2|RUNNING:G407-E0301@3|RUNNING:G407-E0301@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
