event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	previous_contextual_event_reading_de	paradigm_revision	revision_strength	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_previous_context_de	component_completion_source	component_completion_strength	direction_previous_segmentation	direction_previous_nucleus_de	direction_previous_gloss_de	direction_previous_context_de	direction_revision_source	direction_revision_strength	quantity_previous_segmentation	quantity_previous_nucleus_de	quantity_previous_gloss_de	quantity_previous_context_de	quantity_revision_source	quantity_revision_strength	workshop_slots	state_endpoint_previous_segmentation	state_endpoint_previous_nucleus_de	state_endpoint_previous_gloss_de	state_endpoint_previous_context_de	state_endpoint_revision_family	state_endpoint_revision_strength	filtration_previous_segmentation	filtration_previous_nucleus_de	filtration_previous_gloss_de	filtration_previous_context_de	filtration_revision_family	filtration_revision_strength	application_previous_segmentation	application_previous_nucleus_de	application_previous_gloss_de	application_previous_context_de	application_revision_family	application_revision_strength	r3_previous_segmentation	r3_previous_nucleus_de	r3_previous_gloss_de	r3_previous_context_de	r3_revision_family	r3_revision_strength	r3_revision_note
35	E035	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	chy	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Rühre bei kleinem Feuer	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	Y_REFERENT	SELECTED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
36	E036	H2	f10r	f10r.9	F005	H2-S003	409de02322e7b2ca0c62	kaiiin	K_SOFT_HULL+IIN_TARGET_GRADE	K=weich; IIN=Sollstufe	weiche Sollstufe	Weiche Sollstufe	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	kaiiin=weiche Salbe	weiche Salbe	weiche Salbe	Bis eine weiche Salbe entsteht	GRADE_EXTENSION	SELECTED_SINGLETON_PREDICTION	QUANTITY+STATE_GRADE	K_SOFT_HULL+IIN_GRADE	IIN=Konsistenzgrad; K=weich	weiche Konsistenz	Weiche Konsistenz	IIN_GRADE	SELECTED_SINGLETON_EXTENSION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	K_SOFT_HULL+IIN_TARGET_GRADE	K=weich; IIN=Sollstufe	weiche Sollstufe	Weiche Sollstufe	UNCHANGED	UNCHANGED	NOT_APPLICABLE
37	E037	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	dy	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Bewahre sie bedeckt	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	Y_REFERENT	SELECTED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
38	E038	H2	f10r	f10r.9	F005	H2-S003	834825c61d048a6b5628	chodaiin	chodaiin=Geschwür	Geschwür	Geschwür	Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	chodaiin=Geschwür	Geschwür	Geschwür	Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung	UNCHANGED	UNCHANGED	NOT_APPLICABLE
39	E039	H3	f11r	f11r.1	F006	H3-S001	953ad19b79517fc8a211	tshol	tshol=Blütenkraut	Blütenkraut	Blütenkraut	Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	tshol=Blütenkraut	Blütenkraut	Blütenkraut	Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze	UNCHANGED	UNCHANGED	NOT_APPLICABLE
40	E040	H3	f11r	f11r.1	F006	H3-S001	428a5e3662aa57b4b256	schoal	schoal=in Wein kochen	in Wein kochen	in Wein kochen	Koche sie in reinem Wein	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	schoal=in Wein kochen	in Wein kochen	in Wein kochen	Koche sie in reinem Wein	UNCHANGED	UNCHANGED	NOT_APPLICABLE
41	E041	H3	f11r	f11r.1	F006	H3-S001	bdad9f9ea8b80f141496	cfhy	CFHY_WRING_WHOLE_CARD	CFHY=auswringen	auswringen	Auswringen	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED	cfhy=durch Tuch wringen	durch Tuch wringen	durch Tuch wringen	Wring den Ansatz durch ein feines Tuch	SEPARATION_NOMENCLATOR	SELECTED_SINGLETON_WHOLE_CARD					UNCHANGED	UNCHANGED	CFHY_WRING_WHOLE_CARD	CFHY=auswringen	auswringen	Auswringen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
42	E042	H3	f11r	f11r.1	F006	H3-S001	a8af08e69edab8e54f15	shfydaiin	SHFY_LEARNED+AIIN_MEASURE	SHFY=stehen lassen; AIIN=vorgeschriebenes Maß	für die vorgeschriebene Zeit stehen lassen	Für die vorgeschriebene Zeit stehen lassen	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	shfydaiin=stehen lassen	stehen lassen	stehen lassen	Lass den Auszug stehen	MEASURE_EXTENSION	SELECTED_CONTEXTUAL_COMPOSITION	QUANTITY+STATE_GRADE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	SHFY_LEARNED+AIIN_MEASURE	SHFY=stehen lassen; AIIN=vorgeschriebenes Maß	für die vorgeschriebene Zeit stehen lassen	Für die vorgeschriebene Zeit stehen lassen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
43	E043	H3	f11r	f11r.1	F006	H3-S001	deb377381ceaf55ea310	cphy	CPHY_RESTRAIN_WHOLE_CARD	CPHY=nachseihen	nachseihen	Nachseihen	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED	cphy=nochmals seihen	nochmals seihen	nochmals seihen	Seihe ihn nochmals durch ein Tuch	SEPARATION_NOMENCLATOR	SELECTED_SINGLETON_WHOLE_CARD					UNCHANGED	UNCHANGED	CPHY_RESTRAIN_WHOLE_CARD	CPHY=nachseihen	nachseihen	Nachseihen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
44	E044	H3	f11r	f11r.1	F006	H3-S001	b5df9126607030b95175	shey	SHEY_CLEAR_EXTRACT_WHOLE_CARD	CHEEY|SHEY=Klarauszug	Klarauszug	Klarauszug	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	PREPARATION					UNCHANGED	UNCHANGED	sh-/ch-=klar + ey=Wasser	klar + Wasser	klare Flüssigkeit	Warte, bis der örtlich verlangte klare Zustand erreicht ist	CLEAR_EXTRACT	SELECTED_RECURRENT_WHOLE_CARD					UNCHANGED	UNCHANGED	SHEY_CLEAR_EXTRACT_WHOLE_CARD	CHEEY|SHEY=Klarauszug	Klarauszug	Klarauszug	UNCHANGED	UNCHANGED	NOT_APPLICABLE
45	E045	H3	f11r	f11r.1	F006	H3-S001	2e2027b1951d79911e24	tchody	tcho=abkühlen + dy=Ende	abkühlen + Ende	abkühlen; Ende	Lass ihn abkühlen; damit endet der erste Posten	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	tcho=abkühlen + dy=Ende	abkühlen + Ende	abkühlen; Ende	Lass ihn abkühlen; damit endet der erste Posten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
46	E046	H3	f11r	f11r.1	F007	H3-S002	577c03a928d674d420d7	shoyty	shoyty=Blütenanteil zurückhalten	Blütenanteil zurückhalten	Blütenanteil zurückhalten	Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	shoyty=Blütenanteil zurückhalten	Blütenanteil zurückhalten	Blütenanteil zurückhalten	Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück	UNCHANGED	UNCHANGED	NOT_APPLICABLE
47	E047	H3	f11r	f11r.4	F008	H3-S003	d665560c8ff80799a82c	dchol	CH_RENDERER+OL	OL=mit dem vorigen Posten	vom vorigen Posten nehmen	Vom vorigen Posten nehmen	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	chol=vorigen Ansatz abnehmen	vorigen Ansatz abnehmen	vorigen Ansatz abnehmen	Nimm den ersten Auszug wieder auf	RECURRENT_COMPOSITION	SELECTED_RECURRENT_COMPOSITION					UNCHANGED	UNCHANGED	OWNER_ITEM+SOURCE+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CH_RENDERER+OL	OL=mit dem vorigen Posten	vom vorigen Posten nehmen	Vom vorigen Posten nehmen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
48	E048	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	chy	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Nimm davon einen Anteil	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	Y_REFERENT	SELECTED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
49	E049	H3	f11r	f11r.4	F008	H3-S003	b2812c8283c3a62438bd	kchy	kchy=als Trank geben	als Trank geben	als Trank geben	Gib ihn als Trank	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	kchy=als Trank geben	als Trank geben	als Trank geben	Gib ihn als Trank	UNCHANGED	UNCHANGED	NOT_APPLICABLE
50	E050	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	dy	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Gebrauche ihn bei bedrücktem Gemüt und beschwerter Brust	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	Y_REFERENT	SELECTED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
51	E051	H3	f11r	f11r.4	F008	H3-S003	2f1c5e56e8f0ff459065	daiin	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	aiin=Maß	Maß	Maß	Gib ein kleines örtliches Maß	MEASURE_CORE	SELECTED_STRONG	QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE
52	E052	H3	f11r	f11r.7	F009	H3-S004	a48efd6c4491a046ba78	qotchy	qotchy=zurückbehaltene Blüten	zurückbehaltene Blüten	zurückbehaltene Blüten	Nimm die zurückbehaltenen Blüten	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	qotchy=zurückbehaltene Blüten	zurückbehaltene Blüten	zurückbehaltene Blüten	Nimm die zurückbehaltenen Blüten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
53	E053	H3	f11r	f11r.7	F009	H3-S004	322281bd391aa621f568	okchol	OK+CHOL[OL]	OK=in den laufenden Arbeitsgang setzen; mit Vorigem fortsetzen	mit dem vorigen Arbeitsgut weiterarbeiten	Mit dem vorigen Arbeitsgut weiterarbeiten	LOCAL_SEQUENCE	okchol=Olivenöl	Olivenöl	Olivenöl	Erwärme sie in Olivenöl	OK_PARADIGM	TRANSPARENT_RENDERER_PAIR					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+CHOL[OL]	OK=in den laufenden Arbeitsgang setzen; mit Vorigem fortsetzen	mit dem vorigen Arbeitsgut weiterarbeiten	Mit dem vorigen Arbeitsgut weiterarbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
54	E054	H3	f11r	f11r.7	F009	H3-S004	e0b630cb1b5df5e7105b	cthy	CTHY_READY_CARD	CTHY=gebrauchsfertig	gebrauchsfertig	Gebrauchsfertig	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	STATE_GRADE	cthy=bereit	bereit	bereit	Warte, bis der örtliche Bereitschaftszustand erreicht ist	CTH_READY_GRID	SELECTED_RECURRENT					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CTHY_READY_CARD	CTHY=gebrauchsfertig	gebrauchsfertig	Gebrauchsfertig	UNCHANGED	UNCHANGED	NOT_APPLICABLE
55	E055	H3	f11r	f11r.7	F009	H3-S004	b921a237be883a820352	dy	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Streiche das Öl äußerlich um die Lider, ohne das Auge zu berühren	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	Y_REFERENT	SELECTED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
56	E056	H4	f55v	f55v.5	F010	H4-S001	b5fcea1eaed06b2f2291	qokaiin	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	LOCAL_SEQUENCE	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIIN	OK=in den laufenden Arbeitsgang setzen; vorgeschriebenes Maß	nach Maß einsetzen; den Einsatz bemessen	Nach Maß einsetzen; den Einsatz bemessen	MEASURE_COMPOSITION	SELECTED_PRODUCTIVE	QUANTITY+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
57	E057	H4	f55v	f55v.5	F010	H4-S001	2f1c5e56e8f0ff459065	chaiin	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	aiin=Maß	Maß	Maß	das örtlich vorgeschriebene Maß	MEASURE_CORE	SELECTED_STRONG	QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE
58	E058	H4	f55v	f55v.5	F010	H4-S001	403c1592f918c8f23b88	ykain	Y_REFERENT+K_HULL+AIN_PORTION	Y=laufender Posten; AIN=Portion	eine Portion des laufenden Postens	Eine Portion des laufenden Postens	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ykain=Blätter zerstoßen	Blätter zerstoßen	Blätter zerstoßen	Zerstoße breite Blätter der unbenannten Pflanze	QUANTITY_EXTENSION	SELECTED_SINGLETON_PREDICTION	OWNER_ITEM+QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Y_REFERENT+K_HULL+AIN_PORTION	Y=laufender Posten; AIN=Portion	eine Portion des laufenden Postens	Eine Portion des laufenden Postens	UNCHANGED	UNCHANGED	NOT_APPLICABLE
59	E059	H4	f55v	f55v.5	F010	H4-S001	d929a14ec45749b2e805	ykan	Y_REFERENT+K_HULL+AIN_PORTION	Y=dies; AIN=Portion	diese Portion	Diese Portion	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ykan=Weißwein zugeben	Weißwein zugeben	Weißwein zugeben	Gib Weißwein hinzu	QUANTITY_EXTENSION	SELECTED_SINGLETON_PREDICTION	OWNER_ITEM+QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Y_REFERENT+K_HULL+AIN_PORTION	Y=dies; AIN=Portion	diese Portion	Diese Portion	UNCHANGED	UNCHANGED	NOT_APPLICABLE
60	E060	H4	f55v	f55v.5	F010	H4-S001	97cc9ac109148723c472	ody	o=kühl lagern + dy=Ende	kühl lagern + Ende	kühl lagern; Ende	Verschließe das Gefäß und lass es kühl stehen; damit endet der Posten	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	STATE_GRADE+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	o=kühl lagern + dy=Ende	kühl lagern + Ende	kühl lagern; Ende	Verschließe das Gefäß und lass es kühl stehen; damit endet der Posten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
61	E061	H4	f55v	f55v.5	F011	H4-S002	2f1c5e56e8f0ff459065	daiin	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	aiin=Maß	Maß	Maß	Miss eine Portion des Ansatzes ab	MEASURE_CORE	SELECTED_STRONG	QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE
62	E062	H4	f55v	f55v.5	F011	H4-S002	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	LOCAL_SEQUENCE	ch(e)d=rühren	rühren	rühren	Wring sie durch Leinwand und lass sie klar absetzen	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
63	E063	H4	f55v	f55v.5	F011	H4-S002	e026af581c99322fbd46	talam	TALAM_STORE_WHOLE_CARD	TALAM=verwahren	verwahren	Verwahren	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	PREPARATION					UNCHANGED	UNCHANGED	talam=klaren Auszug verwahren	klaren Auszug verwahren	klaren Auszug verwahren	Verwahre den klaren Auszug; damit endet der Posten	COLLECT_STORE_NOMENCLATOR	SELECTED_SINGLETON_WHOLE_CARD					UNCHANGED	UNCHANGED	TALAM_STORE_WHOLE_CARD	TALAM=verwahren	verwahren	Verwahren	UNCHANGED	UNCHANGED	NOT_APPLICABLE
64	E064	H4	f55v	f55v.11	F012	H4-S003	f7dc90b2c31fd341f0a4	ykaiin	Y_REFERENT+K_HULL+AIIN_MEASURE	Y=laufender Posten; AIIN=Maß	Maß des laufenden Postens	Maß des laufenden Postens	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ykaiin=Wunde waschen	Wunde waschen	Wunde waschen	Wasche damit eine unreine äußere Wunde	MEASURE_EXTENSION	SELECTED_SINGLETON_PREDICTION	OWNER_ITEM+QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Y_REFERENT+K_HULL+AIIN_MEASURE	Y=laufender Posten; AIIN=Maß	Maß des laufenden Postens	Maß des laufenden Postens	UNCHANGED	UNCHANGED	NOT_APPLICABLE
65	E065	H4	f55v	f55v.11	F012	H4-S003	807591efc3d3f7ddbfab	cheoar	CHEO_EXTRACT+AR_SOURCE	CHEO=Auszug; AR=aus	Auszug daraus nehmen	Nimm den Auszug daraus	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ar=aus	aus	klarer Auszug	Verwende dazu den klaren Auszug	DIRECTION_WORKSHOP	SELECTED_COMPOSITIONAL					UNCHANGED	UNCHANGED	SOURCE+PREPARATION+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHEO_EXTRACT_LIQUID+AR_SOURCE	CHEO=Auszugsflüssigkeit; AR=aus	Auszug daraus entnehmen	Auszug daraus entnehmen	CHEO_EXTRACT	SELECTED_TWO_CARD_CORE	H4 takes the extract from the current batch before warming it.
66	E066	H4	f55v	f55v.11	F012	H4-S003	2c1a5fd92b9e3c762242	cheeky	CHK_WARM+GRADE_2+Y_CONTINUE	CHK=wärmen; EE=länger; Weiterführung	länger warm halten	Länger warm halten	LOCAL_SEQUENCE	cheeky=vorgeschriebene Zeit	vorgeschriebene Zeit	vorgeschriebene Zeit	Einmal oder nach örtlicher Vorschrift	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	CH+EE+KY	E-Grad=SUSTAINED_SPECIFIED_HOLD; Zustand=OPEN_STATE	längere oder festgelegte Zustands- beziehungsweise Haltestufe	Längere oder festgelegte Zustands- beziehungsweise Haltestufe	HOLD_CORES	SELECTED_PRODUCTIVE_PAIR					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	STATE_GRADE	CHK_WARMTH_PAIR+E_GRADE_2	gelernte Wärmefamilie; längerer Grad	länger warm halten	Länger warm halten	CHK_STATE_GRID	SELECTED_RECURRENT					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHK_WARM+GRADE_2+Y_CONTINUE	CHK=wärmen; EE=länger; Weiterführung	länger warm halten	Länger warm halten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
67	E067	H4	f55v	f55v.11	F012	H4-S003	1b1ffdd869fb1429ad03	oldy	ol=weiter + dy=Ende	weiter + Ende	weiterführen; Ende	Beende diesen Gebrauch	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ol=weiter + dy=Ende	weiter + Ende	weiterführen; Ende	Beende diesen Gebrauch	UNCHANGED	UNCHANGED	NOT_APPLICABLE
