statement_id	record_unit_id	page	loci	event_count	template_id	template_name_de	coverage_class	open_event_count	core16_open_events	productive_open_events	local_word_events	headword_sequence_de	slot_tagged_sequence_de	context_expansions_de	fluent_workshop_sentence_de	physical_line_note	previous_headword_sequence_de	resolved_headword_sequence_de	resolved_slot_sequence_de	shared_headword_cards	shared_headword_card_count	previous_fluent_sentence_de	resolved_fluent_sentence_de	sentence_revised	pre_recomposition_headwords_de	recomposed_headword_sequence_de	recomposed_slot_sequence_de	recomposed_singleton_cards	recomposed_singleton_count	pre_recomposition_fluent_de	recomposed_fluent_sentence_de	recomposition_changed_statement
B4-S005	B4	f83r	f83r.27	3	P02_ACTION	Handlungskette	RECURRENT_WORD_DECK_NEEDED	2	1	1	0	Tuch → umsetzen → länger ansetzen [SCHLUSS]	[OPERATION] Tuch | [OWNER_ITEM+OPERATION] umsetzen | [PROGRAM] länger ansetzen [SCHLUSS]	NONE	Lege das Tuch ein, setze um, setze länger an und schließe	CONTINUES_ACROSS_LINE	Tuch → umsetzen → länger ansetzen [SCHLUSS]	Tuch → umsetzen → länger ansetzen [SCHLUSS]	[OPERATION] Tuch | [OWNER_ITEM+OPERATION] umsetzen | [PROGRAM] länger ansetzen [SCHLUSS]	53cd0637c6820ba5e91f	1	Lege das Tuch ein, setze um, setze länger an und schließe	Lege das Tuch ein, setze um, setze länger an und schließe	NO	Tuch → umsetzen → länger ansetzen [SCHLUSS]	Tuch → umsetzen → länger ansetzen [SCHLUSS]	[OPERATION] Tuch | [OWNER_ITEM+OPERATION] umsetzen | [PROGRAM] länger ansetzen [SCHLUSS]	NONE	0	Lege das Tuch ein, setze um, setze länger an und schließe	Lege das Tuch ein, setze um, setze länger an und schließe	NO
B4-S006	B4	f83r	f83r.27	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	seihen [SCHLUSS]	[PROGRAM] seihen [SCHLUSS]	NONE	Seih und schließe	CONTINUES_ACROSS_LINE	seihen [SCHLUSS]	seihen [SCHLUSS]	[PROGRAM] seihen [SCHLUSS]	NONE	0	Seih und schließe	Seih und schließe	NO	seihen [SCHLUSS]	seihen [SCHLUSS]	[PROGRAM] seihen [SCHLUSS]	NONE	0	Seih und schließe	Seih und schließe	NO
B4-S007	B4	f83r	f83r.27	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	seihen [SCHLUSS]	[PROGRAM] seihen [SCHLUSS]	NONE	Seih und schließe	CONTINUES_ACROSS_LINE	seihen [SCHLUSS]	seihen [SCHLUSS]	[PROGRAM] seihen [SCHLUSS]	NONE	0	Seih und schließe	Seih und schließe	NO	seihen [SCHLUSS]	seihen [SCHLUSS]	[PROGRAM] seihen [SCHLUSS]	NONE	0	Seih und schließe	Seih und schließe	NO
B4-S008	B4	f83r	f83r.28	4	P04_MEASURE_ACTION	Bemessene Handlung	LOCAL_GLOSSARY_NEEDED	3	1	2	1	Sollmaß → länger wärmen → Ablauf → kurz ansetzen [SCHLUSS]	[QUANTITY] Sollmaß | [OPERATION+STATE_GRADE] länger wärmen | [OPERATION] Ablauf | [PROGRAM] kurz ansetzen [SCHLUSS]	NONE	Stelle das Sollmaß ein, wärme länger, öffne den Ablauf, setze kurz an und schließe	CONTINUES_ACROSS_LINE	Sollmaß → länger wärmen → Ablauf → kurz ansetzen [SCHLUSS]	Sollmaß → länger wärmen → Ablauf öffnen → kurz ansetzen [SCHLUSS]	[QUANTITY] Sollmaß | [OPERATION+STATE_GRADE] länger wärmen | [OPERATION] Ablauf öffnen | [PROGRAM] kurz ansetzen [SCHLUSS]	92e43836d82f98bf02d3	1	Stelle das Sollmaß ein, wärme länger, öffne den Ablauf, setze kurz an und schließe	Stelle das Sollmaß ein, wärme länger, öffne den Ablauf, setze kurz an und schließe	NO	Sollmaß → länger wärmen → Ablauf öffnen → kurz ansetzen [SCHLUSS]	Sollmaß → länger wärmen → laenger ruhen → kurz ansetzen [SCHLUSS]	[QUANTITY] Sollmaß | [OPERATION+STATE_GRADE] länger wärmen | [OPERATION] laenger ruhen | [PROGRAM] kurz ansetzen [SCHLUSS]	92e43836d82f98bf02d3	1	Stelle das Sollmaß ein, wärme länger, öffne den Ablauf, setze kurz an und schließe	Stelle das Sollmass ein, waerme laenger, lass laenger ruhen, setze kurz an und schliesse.	YES
B4-S009	B4	f83r	f83r.28	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	absetzen [SCHLUSS]	[PROGRAM] absetzen [SCHLUSS]	NONE	Lass absetzen und schließe	CONTINUES_ACROSS_LINE	absetzen [SCHLUSS]	absetzen [SCHLUSS]	[PROGRAM] absetzen [SCHLUSS]	NONE	0	Lass absetzen und schließe	Lass absetzen und schließe	NO	absetzen [SCHLUSS]	absetzen [SCHLUSS]	[PROGRAM] absetzen [SCHLUSS]	NONE	0	Lass absetzen und schließe	Lass absetzen und schließe	NO
B4-S010	B4	f83r	f83r.28	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	fortsetzen [SCHLUSS]	[PROGRAM] fortsetzen [SCHLUSS]	NONE	Führe weiter und schließe	CONTINUES_ACROSS_LINE	fortsetzen [SCHLUSS]	fortsetzen [SCHLUSS]	[PROGRAM] fortsetzen [SCHLUSS]	NONE	0	Führe weiter und schließe	Führe weiter und schließe	NO	fortsetzen [SCHLUSS]	fortsetzen [SCHLUSS]	[PROGRAM] fortsetzen [SCHLUSS]	NONE	0	Führe weiter und schließe	Führe weiter und schließe	NO
B4-S011	B4	f83r	f83r.35|f83r.37	7	P08_FULL_REGISTER	Vollständige Werkstattphrase	PRODUCTIVE_EXTENDED	6	4	6	0	Sollmaß → kurz wärmen → länger fortführen → eine Portion zugeben → umsetzen → fortsetzen → nachwaschen [SCHLUSS]	[QUANTITY] Sollmaß | [OPERATION+STATE_GRADE] kurz wärmen | [OPERATION+STATE_GRADE+ORDER] länger fortführen | [QUANTITY+OPERATION] eine Portion zugeben | [OWNER_ITEM+OPERATION] umsetzen | [ORDER+OPERATION] fortsetzen | [PROGRAM] nachwaschen [SCHLUSS]	NONE	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	CONTINUES_ACROSS_LINE	Sollmaß → kurz wärmen → länger fortführen → eine Portion zugeben → umsetzen → fortsetzen → nachwaschen [SCHLUSS]	Sollmaß → kurz wärmen → länger fortführen → eine Portion zugeben → umsetzen → fortsetzen → nachwaschen [SCHLUSS]	[QUANTITY] Sollmaß | [OPERATION+STATE_GRADE] kurz wärmen | [OPERATION+STATE_GRADE+ORDER] länger fortführen | [QUANTITY+OPERATION] eine Portion zugeben | [OWNER_ITEM+OPERATION] umsetzen | [ORDER+OPERATION] fortsetzen | [PROGRAM] nachwaschen [SCHLUSS]	NONE	0	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	NO	Sollmaß → kurz wärmen → länger fortführen → eine Portion zugeben → umsetzen → fortsetzen → nachwaschen [SCHLUSS]	Sollmaß → kurz wärmen → länger fortführen → eine Portion zugeben → umsetzen → fortsetzen → nachwaschen [SCHLUSS]	[QUANTITY] Sollmaß | [OPERATION+STATE_GRADE] kurz wärmen | [OPERATION+STATE_GRADE+ORDER] länger fortführen | [QUANTITY+OPERATION] eine Portion zugeben | [OWNER_ITEM+OPERATION] umsetzen | [ORDER+OPERATION] fortsetzen | [PROGRAM] nachwaschen [SCHLUSS]	NONE	0	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	NO
B4-S012	B4	f83r	f83r.37	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	abführen [SCHLUSS]	[PROGRAM] abführen [SCHLUSS]	NONE	Führe ab und schließe	CONTINUES_ACROSS_LINE	abführen [SCHLUSS]	abführen [SCHLUSS]	[PROGRAM] abführen [SCHLUSS]	NONE	0	Führe ab und schließe	Führe ab und schließe	NO	abführen [SCHLUSS]	abführen [SCHLUSS]	[PROGRAM] abführen [SCHLUSS]	NONE	0	Führe ab und schließe	Führe ab und schließe	NO
B4-S013	B4	f83r	f83r.37	2	P02_ACTION	Handlungskette	PRODUCTIVE_EXTENDED	1	0	1	0	Fortsetzung einsetzen → absetzen [SCHLUSS]	[ORDER+OPERATION] Fortsetzung einsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	Setze die Fortsetzung ein, lass absetzen und schließe	CONTINUES_ACROSS_LINE	Fortsetzung einsetzen → absetzen [SCHLUSS]	Fortsetzung einsetzen → absetzen [SCHLUSS]	[ORDER+OPERATION] Fortsetzung einsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	0	Setze die Fortsetzung ein, lass absetzen und schließe	Setze die Fortsetzung ein, lass absetzen und schließe	NO	Fortsetzung einsetzen → absetzen [SCHLUSS]	Fortsetzung einsetzen → absetzen [SCHLUSS]	[ORDER+OPERATION] Fortsetzung einsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	0	Setze die Fortsetzung ein, lass absetzen und schließe	Setze die Fortsetzung ein, lass absetzen und schließe	NO
B4-S014	B4	f83r	f83r.38	4	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	3	2	2	1	Ansatz → dieser Posten → Überlauf → Wasserlauf schließen [SCHLUSS]	[PREPARATION] Ansatz | [OWNER_ITEM] dieser Posten | [OPERATION] Überlauf | [PROGRAM] Wasserlauf schließen [SCHLUSS]	NONE	Führe den Ansatz am Überlauf, schließe den Wasserlauf und beende den Schritt	CONTINUES_ACROSS_LINE	Ansatz → dieser Posten → Überlauf → Wasserlauf schließen [SCHLUSS]	Ansatz → dieser Posten → Überlauf → Wasserlauf schließen [SCHLUSS]	[PREPARATION] Ansatz | [OWNER_ITEM] dieser Posten | [OPERATION] Überlauf | [PROGRAM] Wasserlauf schließen [SCHLUSS]	ecce30bc8dcc400bf2c8	1	Führe den Ansatz am Überlauf, schließe den Wasserlauf und beende den Schritt	Führe den Ansatz am Überlauf, schließe den Wasserlauf und beende den Schritt	NO	Ansatz → dieser Posten → Überlauf → Wasserlauf schließen [SCHLUSS]	Ansatz → dieser Posten → kurzen Durchlauf ansetzen → Wasserlauf schließen [SCHLUSS]	[PREPARATION] Ansatz | [OWNER_ITEM] dieser Posten | [OPERATION] kurzen Durchlauf ansetzen | [PROGRAM] Wasserlauf schließen [SCHLUSS]	ecce30bc8dcc400bf2c8	1	Führe den Ansatz am Überlauf, schließe den Wasserlauf und beende den Schritt	Setze den Ansatz in einen kurzen Durchlauf, schliesse den Wasserlauf und beende den Schritt.	YES
B4-S015	B4	f83r	f83r.39|f83r.41	6	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	5	2	3	1	eine Portion zugeben → Klarlauf → eine Portion → Zeit → kurz sammeln → abführen [SCHLUSS]	[QUANTITY+OPERATION] eine Portion zugeben | [PREPARATION+STATE_GRADE] Klarlauf | [QUANTITY] eine Portion | [OPERATION] Zeit | [TARGET+STATE_GRADE] kurz sammeln | [PROGRAM] abführen [SCHLUSS]	Klarlauf→Klarflüssigkeit | Zeit→Haltezeit	Gib eine Portion zu, nimm die Klarflüssigkeit, halte eine Portion für die Haltezeit, sammle kurz, führe ab und schließe	CONTINUES_ACROSS_LINE	eine Portion zugeben → Klarlauf → eine Portion → Zeit → kurz sammeln → abführen [SCHLUSS]	eine Portion zugeben → Klarlauf → eine Portion → Zeit → kurz sammeln → abführen [SCHLUSS]	[QUANTITY+OPERATION] eine Portion zugeben | [PREPARATION+STATE_GRADE] Klarlauf | [QUANTITY] eine Portion | [OPERATION] Zeit | [TARGET+STATE_GRADE] kurz sammeln | [PROGRAM] abführen [SCHLUSS]	NONE	0	Gib eine Portion zu, nimm die Klarflüssigkeit, halte eine Portion für die Haltezeit, sammle kurz, führe ab und schließe	Gib eine Portion zu, nimm die Klarflüssigkeit, halte eine Portion für die Haltezeit, sammle kurz, führe ab und schließe	NO	eine Portion zugeben → Klarlauf → eine Portion → Zeit → kurz sammeln → abführen [SCHLUSS]	eine Portion zugeben → Klarlauf → eine Portion → zur Zielstelle durchleiten → kurz sammeln → abführen [SCHLUSS]	[QUANTITY+OPERATION] eine Portion zugeben | [PREPARATION+STATE_GRADE] Klarlauf | [QUANTITY] eine Portion | [OPERATION] zur Zielstelle durchleiten | [TARGET+STATE_GRADE] kurz sammeln | [PROGRAM] abführen [SCHLUSS]	21ed2873b71e57269c08	1	Gib eine Portion zu, nimm die Klarflüssigkeit, halte eine Portion für die Haltezeit, sammle kurz, führe ab und schließe	Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, fuehre ab und schliesse.	YES
B4-S016	B4	f83r	f83r.41|f83r.44	4	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	3	1	2	1	weitere Portion → dorthin → ausgießen → absetzen [SCHLUSS]	[ORDER+QUANTITY] weitere Portion | [TARGET] dorthin | [MEDIUM+FLOW_TRANSFER] ausgießen | [PROGRAM] absetzen [SCHLUSS]	ausgießen→warm ausgießen	Gib eine weitere Portion dorthin, gieße sie warm aus, lass absetzen und schließe	CONTINUES_ACROSS_LINE	weitere Portion → dorthin → ausgießen → absetzen [SCHLUSS]	weitere Portion → dorthin → ausgießen → absetzen [SCHLUSS]	[ORDER+QUANTITY] weitere Portion | [TARGET] dorthin | [MEDIUM+FLOW_TRANSFER] ausgießen | [PROGRAM] absetzen [SCHLUSS]	NONE	0	Gib eine weitere Portion dorthin, gieße sie warm aus, lass absetzen und schließe	Gib eine weitere Portion dorthin, gieße sie warm aus, lass absetzen und schließe	NO	weitere Portion → dorthin → ausgießen → absetzen [SCHLUSS]	weitere Portion → dorthin → ausgießen → absetzen [SCHLUSS]	[ORDER+QUANTITY] weitere Portion | [TARGET] dorthin | [MEDIUM+FLOW_TRANSFER] ausgießen | [PROGRAM] absetzen [SCHLUSS]	NONE	0	Gib eine weitere Portion dorthin, gieße sie warm aus, lass absetzen und schließe	Gib eine weitere Portion dorthin, gieße sie warm aus, lass absetzen und schließe	NO
B5-S001	B5	f83r	f83r.47	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	Folgeumsetzung [SCHLUSS]	[PROGRAM] Folgeumsetzung [SCHLUSS]	NONE	Führe die Folgeumsetzung aus und schließe	CONTINUES_ACROSS_LINE	Folgeumsetzung [SCHLUSS]	Folgeumsetzung [SCHLUSS]	[PROGRAM] Folgeumsetzung [SCHLUSS]	NONE	0	Führe die Folgeumsetzung aus und schließe	Führe die Folgeumsetzung aus und schließe	NO	Folgeumsetzung [SCHLUSS]	Folgeumsetzung [SCHLUSS]	[PROGRAM] Folgeumsetzung [SCHLUSS]	NONE	0	Führe die Folgeumsetzung aus und schließe	Führe die Folgeumsetzung aus und schließe	NO
B5-S002	B5	f83r	f83r.47	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	Setze um und schließe	CONTINUES_ACROSS_LINE	umsetzen [SCHLUSS]	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	0	Setze um und schließe	Setze um und schließe	NO	umsetzen [SCHLUSS]	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	0	Setze um und schließe	Setze um und schließe	NO
B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	9	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	9	5	8	1	dort absetzen → dorthin → fortsetzen → warm → dort umsetzen → Sollmaß → fortsetzen → Öffnungsstufe → umsetzen	[TARGET+STATE_GRADE] dort absetzen | [TARGET] dorthin | [ORDER+OPERATION] fortsetzen | [STATE_GRADE] warm | [TARGET+OPERATION] dort umsetzen | [QUANTITY] Sollmaß | [ORDER+OPERATION] fortsetzen | [QUANTITY+STATE_GRADE] Öffnungsstufe | [OWNER_ITEM+OPERATION] umsetzen	NONE	Lass dort absetzen, führe dorthin weiter, halte warm, setze nach Sollmaß um, stelle die Öffnung auf Zielstufe und setze erneut um	CONTINUES_ACROSS_LINE	dort absetzen → dorthin → fortsetzen → warm → dort umsetzen → Sollmaß → fortsetzen → Öffnungsstufe → umsetzen	dort absetzen → dorthin → fortsetzen → warm → dort umsetzen → Sollmaß → fortsetzen → Öffnungsstufe → umsetzen	[TARGET+STATE_GRADE] dort absetzen | [TARGET] dorthin | [ORDER+OPERATION] fortsetzen | [STATE_GRADE] warm | [TARGET+OPERATION] dort umsetzen | [QUANTITY] Sollmaß | [ORDER+OPERATION] fortsetzen | [QUANTITY+STATE_GRADE] Öffnungsstufe | [OWNER_ITEM+OPERATION] umsetzen	8c97dfde96fbc78e3355	1	Lass dort absetzen, führe dorthin weiter, halte warm, setze nach Sollmaß um, stelle die Öffnung auf Zielstufe und setze erneut um	Lass dort absetzen, führe dorthin weiter, halte warm, setze nach Sollmaß um, stelle die Öffnung auf Zielstufe und setze erneut um	NO	dort absetzen → dorthin → fortsetzen → warm → dort umsetzen → Sollmaß → fortsetzen → Öffnungsstufe → umsetzen	dort absetzen → dorthin → fortsetzen → von dort weiterfuehren → dort umsetzen → Sollmaß → fortsetzen → Öffnungsstufe → umsetzen	[TARGET+STATE_GRADE] dort absetzen | [TARGET] dorthin | [ORDER+OPERATION] fortsetzen | [STATE_GRADE] von dort weiterfuehren | [TARGET+OPERATION] dort umsetzen | [QUANTITY] Sollmaß | [ORDER+OPERATION] fortsetzen | [QUANTITY+STATE_GRADE] Öffnungsstufe | [OWNER_ITEM+OPERATION] umsetzen	8c97dfde96fbc78e3355	1	Lass dort absetzen, führe dorthin weiter, halte warm, setze nach Sollmaß um, stelle die Öffnung auf Zielstufe und setze erneut um	Lass dort absetzen, fuehre dorthin und weiter, fuehre von dort weiter, setze dort um, stelle das Sollmass ein und setze weiter um.	YES
B6-S001	B6	f83r	f83r.52|f83r.54	9	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	9	4	6	2	länger sammeln → roh → Arm → fortsetzen → Sollmaß → fortsetzen → Tuch → dieser Posten → Endziel	[TARGET+STATE_GRADE] länger sammeln | [STATE_GRADE] roh | [OPERATION] Arm | [ORDER+OPERATION] fortsetzen | [QUANTITY] Sollmaß | [ORDER+OPERATION] fortsetzen | [OPERATION] Tuch | [OWNER_ITEM] dieser Posten | [TARGET] Endziel	Arm→Seitenarm	Sammle den rohen Posten länger, öffne den Seitenarm, führe nach Sollmaß weiter, lege das Tuch ein und führe den Posten zum Endziel	CONTINUES_ACROSS_LINE	länger sammeln → roh → Arm → fortsetzen → Sollmaß → fortsetzen → Tuch → dieser Posten → Endziel	länger sammeln → roh → Arm → fortsetzen → Sollmaß → fortsetzen → Tuch → dieser Posten → Endziel	[TARGET+STATE_GRADE] länger sammeln | [STATE_GRADE] roh | [OPERATION] Arm | [ORDER+OPERATION] fortsetzen | [QUANTITY] Sollmaß | [ORDER+OPERATION] fortsetzen | [OPERATION] Tuch | [OWNER_ITEM] dieser Posten | [TARGET] Endziel	53cd0637c6820ba5e91f	1	Sammle den rohen Posten länger, öffne den Seitenarm, führe nach Sollmaß weiter, lege das Tuch ein und führe den Posten zum Endziel	Sammle den rohen Posten länger, öffne den Seitenarm, führe nach Sollmaß weiter, lege das Tuch ein und führe den Posten zum Endziel	NO	länger sammeln → roh → Arm → fortsetzen → Sollmaß → fortsetzen → Tuch → dieser Posten → Endziel	länger sammeln → roh → diesen Posten dorthin → fortsetzen → Sollmaß → fortsetzen → Tuch → dieser Posten → Endziel	[TARGET+STATE_GRADE] länger sammeln | [STATE_GRADE] roh | [OPERATION] diesen Posten dorthin | [ORDER+OPERATION] fortsetzen | [QUANTITY] Sollmaß | [ORDER+OPERATION] fortsetzen | [OPERATION] Tuch | [OWNER_ITEM] dieser Posten | [TARGET] Endziel	3e9c7f217843b588489d	1	Sammle den rohen Posten länger, öffne den Seitenarm, führe nach Sollmaß weiter, lege das Tuch ein und führe den Posten zum Endziel	Sammle den rohen Posten laenger, fuehre diesen Posten dorthin, stelle das Sollmass ein, lege das Tuch ein und fuehre den Posten zum Endziel.	YES
