group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision	ambiguity_resolution_rule	label_frame_resolution_rule	address_core_resolution_rule	nomenclator_resolution
245	A2	f68r1	f68r1.31	1	A2:G055	ocphy	A2_STAR_STATION_23	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+CPH_CLASS+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Sternfigur + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
246	A2	f68r1	f68r1.32	1	A2:G056	okeeodal	A2_STAR_STATION_24	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+EE+O+AL	ansetzen + laenger + Arbeitsgang + Stelle	NONE	YES	NONE	ansetzen + laenger + Arbeitsgang + Stelle	ansetzen + laenger + Arbeitsgang + Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
247	A2	f68r1	f68r1.33	1	A2:G057	okshor	A2_STAR_STATION_25	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+OR	ansetzen + Ansatz	NONE	YES	NONE	ansetzen + Ansatz	ansetzen + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
248	A2	f68r1	f68r1.34	1	A2:G058	osdaiin	A2_STAR_STATION_26	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+S_ADDR+AIIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Sternbezug + Mass	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
249	A2	f68r1	f68r1.35	1	A2:G059	otochedy	A2_STAR_STATION_27	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+O+CHD+Y	danach + Arbeitsgang + umsetzen + dies	NONE	YES	NONE	danach + Arbeitsgang + umsetzen + dies	danach + Arbeitsgang + umsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
250	A2	f68r1	f68r1.36	1	A2:G060	dolchedy	A2_STAR_STATION_28	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+OL+CHD+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + fortsetzen + umsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	KNOWN_CHD_MACRO_PRIORITY	NOT_REQUIRED
251	A2	f68r1	f68r1.37	1	A2:G061	oky	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	EXACT_PROSE_SURFACE	276a7c2d74d1143446f4	OK+Y	verwende dies	NONE	YES	NONE	verwende dies	verwende dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
252	A2	f68r1	f68r1.37	2	A2:G062	okchdy	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+CHD+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+CH+DY || OK+CH+Y || OK+CHD+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + umsetzen + dies	NO	KNOWN_CHD_MACRO_BEATS_CH_PLUS_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
253	A2	f68r1	f68r1.37	3	A2:G063	okardy	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+AR+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+AR+DY || OK+AR+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + von dort + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
254	A2	f68r1	f68r1.37	4	A2:G064	qear	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	E+AR	kurz + von dort	NONE	YES	NONE	kurz + von dort	kurz + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
255	A2	f68r1	f68r1.37	5	A2:G065	oygy	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+Y+G_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + dies + Strahlmarke + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
256	A3	f69v	f69v.1	1	A3:G001	dair	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+AIR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + Lauf	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
257	A3	f69v	f69v.1	2	A3:G002	cheyky	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
258	A3	f69v	f69v.1	3	A3:G003	otaza	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Himmelsname OTAZA	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	MEMORIZED_WHOLE_NAME
259	A3	f69v	f69v.1	4	A3:G004	sar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	4d4559019a961b834aa1	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
260	A3	f69v	f69v.1	5	A3:G005	ar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
261	A3	f69v	f69v.1	6	A3:G006	chykar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+AR	dies + zufuehren + von dort	NONE	YES	NONE	dies + zufuehren + von dort	dies + zufuehren + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
262	A3	f69v	f69v.1	7	A3:G007	okoirsh	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	OK+O+I_COUNT+R+SH	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + Arbeitsgang + Zaehlstrich + abkuehlen + halten	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE
263	A3	f69v	f69v.1	8	A3:G008	ar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
264	A3	f69v	f69v.1	9	A3:G009	chetody	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	CH+E+T+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+E+T+O+DY || CH+E+T+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	abziehen + kurz + eintragen + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
265	A3	f69v	f69v.1	10	A3:G010	okeeos	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+EE+O+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + laenger + Arbeitsgang + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
266	A3	f69v	f69v.1	11	A3:G011	o	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O	Arbeitsgang	NONE	YES	NONE	Arbeitsgang	Arbeitsgang	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
267	A3	f69v	f69v.1	12	A3:G012	tey	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	T+E+Y	fuellen + kurz + dies	NONE	YES	NONE	fuellen + kurz + dies	eintragen + kurz + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
268	A3	f69v	f69v.1	13	A3:G013	otokeeey	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+OK+EEE+Y	danach + ansetzen + vollstaendig + dies	NONE	YES	NONE	danach + ansetzen + vollstaendig + dies	danach + ansetzen + vollstaendig + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
269	A3	f69v	f69v.1	14	A3:G014	okeeody	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+EE+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+EE+O+DY || OK+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + laenger + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
270	A3	f69v	f69v.1	15	A3:G015	okeey	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	0275fbf14e07935b0a45	OK+EE+Y	länger ansetzen	NONE	YES	NONE	länger ansetzen	länger ansetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
271	A3	f69v	f69v.1	16	A3:G016	doiir	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	D_ADDR+O+I_COUNT+I_COUNT+R	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + Arbeitsgang + Zaehlstrich + Zaehlstrich + abkuehlen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE
272	A3	f69v	f69v.1	17	A3:G017	teeo	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	T+EE+O	fuellen + laenger + Arbeitsgang	NONE	YES	NONE	fuellen + laenger + Arbeitsgang	eintragen + laenger + Arbeitsgang	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
273	A3	f69v	f69v.1	18	A3:G018	y	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
274	A3	f69v	f69v.1	19	A3:G019	chey	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
275	A3	f69v	f69v.1	20	A3:G020	ot	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT	danach	NONE	YES	NONE	danach	danach	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
276	A3	f69v	f69v.1	21	A3:G021	y	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
277	A3	f69v	f69v.1	22	A3:G022	okedy	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+E+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+E+DY || OK+E+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + kurz + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
278	A3	f69v	f69v.1	23	A3:G023	chsdy	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	CH+S_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	abziehen + Sternbezug + dies	NO	NOT_REQUIRED	NOT_APPLIED	LOCUS_INTERNAL_CURRENT_ITEM	NOT_REQUIRED
279	A3	f69v	f69v.1	24	A3:G024	okeod	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+E+O+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + kurz + Arbeitsgang + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
280	A3	f69v	f69v.1	25	A3:G025	y	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
281	A3	f69v	f69v.1	26	A3:G026	dy	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
282	A3	f69v	f69v.1	27	A3:G027	choaiin	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	HO+AIIN	Zutat + Mass	NONE	YES	NONE	Zutat + Mass	Gabe + Mass	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
283	A3	f69v	f69v.1	28	A3:G028	okar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+AR	ansetzen + von dort	NONE	YES	NONE	ansetzen + von dort	ansetzen + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
284	A3	f69v	f69v.1	29	A3:G029	okar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+AR	ansetzen + von dort	NONE	YES	NONE	ansetzen + von dort	ansetzen + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
285	A3	f69v	f69v.1	30	A3:G030	chol	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	dcda95c81a5460feb191	OL	fortsetzen	NONE	YES	NONE	fortsetzen	fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
286	A3	f69v	f69v.1	31	A3:G031	chees	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	CH+EE+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	abziehen + laenger + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
287	A3	f69v	f69v.1	32	A3:G032	yto	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+O	dies + fuellen + Arbeitsgang	NONE	YES	NONE	dies + fuellen + Arbeitsgang	dies + eintragen + Arbeitsgang	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
288	A3	f69v	f69v.1	33	A3:G033	odair	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+D_ADDR+AIR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Teiladresse + Lauf	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
289	A3	f69v	f69v.1	34	A3:G034	oty	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+Y	danach + dies	NONE	YES	NONE	danach + dies	danach + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
290	A3	f69v	f69v.1	35	A3:G035	oteeo	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+EE+O	danach + laenger + Arbeitsgang	NONE	YES	NONE	danach + laenger + Arbeitsgang	danach + laenger + Arbeitsgang	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
291	A3	f69v	f69v.1	36	A3:G036	dar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	4d4559019a961b834aa1	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
292	A3	f69v	f69v.1	37	A3:G037	o	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O	Arbeitsgang	NONE	YES	NONE	Arbeitsgang	Arbeitsgang	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
293	A3	f69v	f69v.1	38	A3:G038	eykeody	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	E+Y+K+E+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	E+Y+K+E+O+DY || E+Y+K+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	kurz + dies + zufuehren + kurz + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
294	A3	f69v	f69v.1	39	A3:G039	dchor	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+OR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
295	A3	f69v	f69v.1	40	A3:G040	char	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	4d4559019a961b834aa1	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
296	A3	f69v	f69v.2	1	A3:G041	yka	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	Y+K+A_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + zufuehren + Nebenadresse	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
297	A3	f69v	f69v.2	2	A3:G042	chol	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	dcda95c81a5460feb191	OL	fortsetzen	NONE	YES	NONE	fortsetzen	fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
298	A3	f69v	f69v.2	3	A3:G043	ykar	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+AR	dies + zufuehren + von dort	NONE	YES	NONE	dies + zufuehren + von dort	dies + zufuehren + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
299	A3	f69v	f69v.2	4	A3:G044	dal	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
300	A3	f69v	f69v.2	5	A3:G045	ykady	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	Y+K+A_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + zufuehren + Nebenadresse + dies	NO	NOT_REQUIRED	NOT_APPLIED	LOCUS_INTERNAL_CURRENT_ITEM	NOT_REQUIRED
301	A3	f69v	f69v.2	6	A3:G046	iokeeor	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	I_COUNT+OK+EE+OR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Zaehlstrich + ansetzen + laenger + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE
302	A3	f69v	f69v.2	7	A3:G047	cheey	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	b5df9126607030b95175	WHOLE[cheey|shey]	Klarauszug	NONE	YES	NONE	Klarauszug	Ergebnis	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
303	A3	f69v	f69v.2	8	A3:G048	choly	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OL+Y	fortsetzen + dies	NONE	YES	NONE	fortsetzen + dies	fortsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
304	A3	f69v	f69v.2	9	A3:G049	ykeeal	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+EE+AL	dies + zufuehren + laenger + Stelle	NONE	YES	NONE	dies + zufuehren + laenger + Stelle	dies + zufuehren + laenger + Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
305	A3	f69v	f69v.2	10	A3:G050	cheo	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHEO	Auszug	NONE	YES	NONE	Auszug	Auszug	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
306	A3	f69v	f69v.2	11	A3:G051	oaram	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+AR+AM_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + von dort + Gegenfeld	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
307	A3	f69v	f69v.2	12	A3:G052	ockhy	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CKH+Y	Arbeitsgang + Durchlass + dies	NONE	YES	NONE	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchlass + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
308	A3	f69v	f69v.2	13	A3:G053	sheey	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	92e43836d82f98bf02d3	SH+EE+Y	dies länger halten	NONE	YES	NONE	dies länger halten	dies länger halten	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
