surface	component_recipe	portable_core_de	events	physical_pages	registers	layers	cross_layer	cross_register	event_ids
ol	OL	FORTSETZEN	36	f55v|f69v|f75r|f81v|f82r|f83r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0248|P912-E0305|P912-E0315|P912-E0480|P912-E0543|P912-E0627|P912-E0652|P912-E0662|P912-E0665|P912-E0696|P912-E0753|P912-E0864|P912-E0874|P912-E0878|P912-E0894|P912-E0911|P912-E0921|P912-E0966|P912-E0993|P912-E1003|P912-E1012|P912-E1021|P912-E1023|P912-E1030|P912-E1089|P912-E1095|P912-E1235|P912-E1369|P912-E1387|P912-E1706|P912-E1736|P912-E1740|P912-E1742|P912-E2072|P912-E2451|P912-E2458
olaiin	OL+AIIN	FORTSETZEN · SOLLWERT	3	f70v|f75r|f82r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0825|P912-E1402|P912-E2203
olar	OL+AR	FORTSETZEN · QUELLE	2	f67r2|f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	NO	P912-E1925|P912-E2264
olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLIESSEN	5	f75r|f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0516|P912-E1203|P912-E1218|P912-E1454|P912-E1699
olchey	OL+Y	FORTSETZEN · DIES	3	f56r|f75r|f81v	BATH_STATION|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E0352|P912-E0699|P912-E0939
olchy	OL+CH+Y	FORTSETZEN · NEHMEN · DIES	2	f81v|f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0962|P912-E1211
olcthdy	OL+CTH+D_ADDR+Y	FORTSETZEN · BEREIT · TEIL · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1072
oldair	OL+D_ADDR+AIR	FORTSETZEN · TEIL · LAUF	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0684
oldal	OL+DA+L	FORTSETZEN · ZWEIT · LEITEN	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2479
oldar	OL+DA+R	FORTSETZEN · ZWEIT · MARKIEREN	1	f88r	HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2365
oldy	OL+DY	FORTSETZEN · SCHLIESSEN	12	f13r|f55v|f67r2|f75r|f81v|f83r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E0209|P912-E0219|P912-E0319|P912-E0763|P912-E0812|P912-E0816|P912-E0889|P912-E0937|P912-E1645|P912-E1650|P912-E1783|P912-E2426
olkain	OL+K+AIN	FORTSETZEN · GEBEN · EINHEIT	2	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0876|P912-E1067
olkal	OL+K+AL	FORTSETZEN · GEBEN · ZIEL	1	f81v	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1112
olkar	SOLK+AR	AUFFANGEN · QUELLE	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0462
olkedy	SOLK+E+DY	AUFFANGEN · KURZ · SCHLIESSEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0747
olkeechy	OL+K+EE+CH+Y	FORTSETZEN · GEBEN · LÄNGER · NEHMEN · DIES	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0329
olkeedy	SOLK+EE+DY	AUFFANGEN · LÄNGER · SCHLIESSEN	5	f75r|f81v|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0787|P912-E0883|P912-E1102|P912-E1106|P912-E1422
olkeey	SOLK+EE+Y	AUFFANGEN · LÄNGER · DIES	3	f75r|f83r|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0647|P912-E1485|P912-E2466
olkeol	OL+K+E+OL	FORTSETZEN · GEBEN · KURZ · FORTSETZEN	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1101
olkoky	OL+K+OK+Y	FORTSETZEN · GEBEN · SETZEN · DIES	1	f82r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1399
olky	SOLK+Y	AUFFANGEN · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0485
olol	OL+OL	FORTSETZEN · FORTSETZEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1823
olom	OL+O+AM_ADDR	FORTSETZEN · AUSFÜHREN · INNEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0716
olor	OL+OR	FORTSETZEN · SATZ	4	f68r1|f75r|f81v	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0847|P912-E0920|P912-E0943|P912-E1982
olqo	OL+CARRIER_Q+O	FORTSETZEN · BEGINNEN · AUSFÜHREN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1196
ols	OL+S	FORTSETZEN · AUSWÄHLEN	2	f67r2|f83r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E1488|P912-E1753
olsaiin	OL+S+AIIN	FORTSETZEN · AUSWÄHLEN · SOLLWERT	1	f83r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1719
olsaly	OL+AL+Y	FORTSETZEN · ZIEL · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1621
olshedy	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLIESSEN	3	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0547|P912-E0556|P912-E0562
olsheedy	OL+SH+EE+DY	FORTSETZEN · HALTEN · LÄNGER · SCHLIESSEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0481
olsheody	O+LSH+E+O+D_ADDR+Y	AUSFÜHREN · SPÜLEN · KURZ · AUSFÜHREN · TEIL · DIES	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2448
oltchy	OL+T+Y	FORTSETZEN · EINSTELLEN · DIES	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0322
oltedy	OL+T+E+DY	FORTSETZEN · EINSTELLEN · KURZ · SCHLIESSEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0755
oly	OL+Y	FORTSETZEN · DIES	6	f67r2|f70v|f75r|f82r	BATH_STATION|CELESTIAL_LOOKUP	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0530|P912-E0540|P912-E0604|P912-E1348|P912-E1913|P912-E2179
om	O+AM_ADDR	AUSFÜHREN · INNEN	2	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2390|P912-E2397
oparchy	O+P+AR+CH+Y	AUSFÜHREN · EINSETZEN · QUELLE · NEHMEN · DIES	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1805
opcheeol	O+P+CH+EE+OL	AUSFÜHREN · EINSETZEN · NEHMEN · LÄNGER · FORTSETZEN	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1944
opcheoldair	O+P+CH+E+OL+D_ADDR+AIR	AUSFÜHREN · EINSETZEN · NEHMEN · KURZ · FORTSETZEN · TEIL · LAUF	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2239
opchey	O+P+Y	AUSFÜHREN · EINSETZEN · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2186
opcholdy	O+P+OL+D_ADDR+Y	AUSFÜHREN · EINSETZEN · FORTSETZEN · TEIL · DIES	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1824
opchor	O+P+CH+OR	AUSFÜHREN · EINSETZEN · NEHMEN · SATZ	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0158
opchy	O+P+Y	AUSFÜHREN · EINSETZEN · DIES	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0153
opedy	O+P+E+DY	AUSFÜHREN · EINSETZEN · KURZ · SCHLIESSEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1406
opodchol	O+P+O+D_ADDR+OL	AUSFÜHREN · EINSETZEN · AUSFÜHREN · TEIL · FORTSETZEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1777
opotey	O+P+O+T+E+Y	AUSFÜHREN · EINSETZEN · AUSFÜHREN · EINSTELLEN · KURZ · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2214
opshedy	O+P+SHED+Y	AUSFÜHREN · EINSETZEN · ABSETZEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1564
opysam	O+P+Y+S_ADDR+AM_ADDR	AUSFÜHREN · EINSETZEN · DIES · STERNORT · INNEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2285
oqokain	O+OK+AIN	AUSFÜHREN · SETZEN · EINHEIT	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0622
oqotor	O+OT+OR	AUSFÜHREN · DANACH · SATZ	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0078
or	OR	SATZ	19	f10r|f55v|f67r2|f75r|f81v|f82r|f83r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0026|P912-E0035|P912-E0275|P912-E0298|P912-E0299|P912-E0323|P912-E0463|P912-E0574|P912-E0625|P912-E0634|P912-E0930|P912-E1234|P912-E1690|P912-E1839|P912-E2389|P912-E2396|P912-E2405|P912-E2477|P912-E2486
orain	OR+AIN	SATZ · EINHEIT	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0325
orald	OR+AL+D_ADDR	SATZ · ZIEL · TEIL	1	f88r	HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2364
oraly	OR+AL+Y	SATZ · ZIEL · DIES	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1865
oram	OR+A_ADDR+AM_ADDR	SATZ · ORT · INNEN	1	f88r	HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2416
oran	OR+AN	SATZ · ZUSATZ	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1902
orchey	OR+Y	SATZ · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0457
orchor	OR+CH+OR	SATZ · NEHMEN · SATZ	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2423
oroldair	OR+OL+D_ADDR+AIR	SATZ · FORTSETZEN · TEIL · LAUF	1	f82r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1185
ory	OR+Y	SATZ · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1260
os	OS	DAZU	4	f10r|f55v|f67r2	CELESTIAL_LOOKUP|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0013|P912-E0241|P912-E1856|P912-E1870
osain	O+S+AIN	AUSFÜHREN · AUSWÄHLEN · EINHEIT	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0082
osal	O+S+AL	AUSFÜHREN · AUSWÄHLEN · ZIEL	1	f88r	HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2363
osar	O+S+AR	AUSFÜHREN · AUSWÄHLEN · QUELLE	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1901
osdaiin	O+S+D_ADDR+AIIN	AUSFÜHREN · AUSWÄHLEN · TEIL · SOLLWERT	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1996
oshedy	O+SHED+Y	AUSFÜHREN · ABSETZEN · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1083
ot	OT	DANACH	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2023
otaiin	OT+AIIN	DANACH · SOLLWERT	5	f70v|f83r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E1605|P912-E1620|P912-E2175|P912-E2344|P912-E2352
otain	OT+AIN	DANACH · EINHEIT	4	f75r|f81v|f82r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	NO	P912-E0601|P912-E0902|P912-E1111|P912-E1250
otair	OT+AIR	DANACH · LAUF	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2299
otakaizan	OT+A_ADDR+K+AIN+Z_ADDR+AN	DANACH · ORT · GEBEN · EINHEIT · AUSSEN · ZUSATZ	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2188
otaky	OT+A_ADDR+K+Y	DANACH · ORT · GEBEN · DIES	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0303
otal	OT+AL	DANACH · ZIEL	6	f70v|f83r	BATH_STATION|CELESTIAL_LOOKUP	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E1510|P912-E1628|P912-E2195|P912-E2226|P912-E2288|P912-E2339
otalaiin	OT+AL+AIIN	DANACH · ZIEL · SOLLWERT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2221
otalal	OT+AL+AL	DANACH · ZIEL · ZIEL	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2270
otalalg	OT+AL+AL+G_LABEL	DANACH · ZIEL · ZIEL · PRÜFEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2272
otalam	OT+AL+AM_ADDR	DANACH · ZIEL · INNEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2332
otalar	OT+AL+AR	DANACH · ZIEL · QUELLE	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2331
otalchy	OT+AL+Y	DANACH · ZIEL · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2182
otald	OT+AL+D_LABEL	DANACH · ZIEL · RAND	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2282
otaldal	OT+AL+AL	DANACH · ZIEL · ZIEL	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2083
otaldar	OT+AL+D_ADDR+AR	DANACH · ZIEL · TEIL · QUELLE	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2283
otaldy	OT+AL+DY	DANACH · ZIEL · SCHLIESSEN	2	f70v|f88r	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	YES	P912-E2290|P912-E2415
otaly	OT+AL+Y	DANACH · ZIEL · DIES	3	f70v|f88r	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	YES	P912-E2190|P912-E2287|P912-E2367
otam	OT+AM_ADDR	DANACH · INNEN	3	f55v|f75r|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0334|P912-E0824|P912-E2391
otar	OT+AR	DANACH · QUELLE	15	f10r|f55v|f67r2|f70v|f75r|f81v	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0088|P912-E0288|P912-E0311|P912-E0566|P912-E0676|P912-E0752|P912-E0769|P912-E0815|P912-E0823|P912-E1055|P912-E1883|P912-E2274|P912-E2296|P912-E2327|P912-E2329
otaza	OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	DANACH · ORT · ZWISCHEN · ORT	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2006
otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLIESSEN	2	f68r1|f83r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E1720|P912-E1985
otchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLIESSEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1600
otcheody	OT+CHEO+D_ADDR+Y	DANACH · AUSZUG · TEIL · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1972
otchey	OT+Y	DANACH · DIES	3	f56r|f67r2|f83r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E0437|P912-E1629|P912-E1789
otchl	OT+CH+L	DANACH · NEHMEN · LEITEN	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1949
otchodals	OT+CH+O+AL+S_ADDR	DANACH · NEHMEN · AUSFÜHREN · ZIEL · STERNORT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2192
otchol	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	2	f13r|f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0192|P912-E2425
otchor	OT+CH+OR	DANACH · NEHMEN · SATZ	2	f13r|f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0185|P912-E0379
otchoshor	OT+CH+O+SH+OR	DANACH · NEHMEN · AUSFÜHREN · HALTEN · SATZ	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0084
otchy	OT+CH+Y	DANACH · NEHMEN · DIES	2	f56r|f69v	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0393|P912-E2133
otchykey	OT+Y+K+E+Y	DANACH · DIES · GEBEN · KURZ · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2207
otear	OT+E+AR	DANACH · KURZ · QUELLE	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2228
otecheo	OT+E+CHEO	DANACH · KURZ · AUSZUG	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2218
otedy	OT+E+DY	DANACH · KURZ · SCHLIESSEN	8	f75r|f81v|f82r|f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0821|P912-E0835|P912-E0837|P912-E0950|P912-E1194|P912-E1471|P912-E1591|P912-E1606
oteeal	OT+EE+AL	DANACH · LÄNGER · ZIEL	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2093
oteeam	OT+EE+AM_ADDR	DANACH · LÄNGER · INNEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2271
oteedar	OT+EE+AR	DANACH · LÄNGER · QUELLE	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2314
oteedy	OT+EE+DY	DANACH · LÄNGER · SCHLIESSEN	3	f70v|f75r	BATH_STATION|CELESTIAL_LOOKUP	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0799|P912-E2165|P912-E2319
oteeeor	OT+EEE+OR	DANACH · VOLL · SATZ	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2310
oteeo	OT+EE+O	DANACH · LÄNGER · AUSFÜHREN	2	f69v|f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2038|P912-E2355
oteeoal	OT+EE+O+AL	DANACH · LÄNGER · AUSFÜHREN · ZIEL	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2255
oteeody	OT+EE+O+DY	DANACH · LÄNGER · AUSFÜHREN · SCHLIESSEN	2	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2173|P912-E2266
oteeos	OT+EE+O+S_ADDR	DANACH · LÄNGER · AUSFÜHREN · STERNORT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2357
otees	OT+EE+S_ADDR	DANACH · LÄNGER · STERNORT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2261
oteey	OT+EE+Y	DANACH · LÄNGER · DIES	7	f69v|f70v|f82r	BATH_STATION|CELESTIAL_LOOKUP	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E1139|P912-E1329|P912-E2109|P912-E2110|P912-E2301|P912-E2315|P912-E2346
oteeys	OT+EE+Y+S	DANACH · LÄNGER · DIES · AUSWÄHLEN	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2124
oteo	OT+E+O	DANACH · KURZ · AUSFÜHREN	2	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2155|P912-E2222
oteoal	OT+E+O+AL	DANACH · KURZ · AUSFÜHREN · ZIEL	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2341
oteoarar	OT+E+O+AR+AR	DANACH · KURZ · AUSFÜHREN · QUELLE · QUELLE	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2103
oteodaiin	OT+E+O+AIIN	DANACH · KURZ · AUSFÜHREN · SOLLWERT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2160
oteody	OT+E+O+Y	DANACH · KURZ · AUSFÜHREN · DIES	4	f69v|f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2097|P912-E2162|P912-E2253|P912-E2306
oteoeey	OT+E+O+EE+Y	DANACH · KURZ · AUSFÜHREN · LÄNGER · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2225
oteol	OT+E+OL	DANACH · KURZ · FORTSETZEN	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2125
oteor	OT+E+OR	DANACH · KURZ · SATZ	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2443
oteos	OT+E+O+S_ADDR	DANACH · KURZ · AUSFÜHREN · STERNORT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2358
oteosaiin	OT+E+O+S_ADDR+AIIN	DANACH · KURZ · AUSFÜHREN · STERNORT · SOLLWERT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2209
oteosal	OT+E+O+S_ADDR+AL	DANACH · KURZ · AUSFÜHREN · STERNORT · ZIEL	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2335
oteoshey	OT+E+O+SH+E+Y	DANACH · KURZ · AUSFÜHREN · HALTEN · KURZ · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2145
oteoteotsho	OT+E+O+T+E+O+T+SH+O	DANACH · KURZ · AUSFÜHREN · EINSTELLEN · KURZ · AUSFÜHREN · EINSTELLEN · HALTEN · AUSFÜHREN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2245
