surface	component_recipe	atomic_pocket_gloss_de	workshop_composition_de	image_composition_de	events	physical_pages	registers	observed_channels	channel_class
daldy	AL+DY	ZIEL + ENDE	Ziel- oder Anschlussstelle; Arbeitsschritt schließen	Zielplatz; Bildeintrag schließen	4	f13r|f75r|f81v|f82r	BIOLOGICAL|HERBAL	WORKSHOP_PROSE	PROSE_ONLY
dol	D_ADDR+OL	UNTER + WEITER	bezeichneter Teil; im selben Arbeitsgang fortfahren	Unterplatz; dieselbe Reihe fortführen	4	f13r|f81v|f82r|f88r	BIOLOGICAL|HERBAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY
kain	K+AIN	ZUORDNUNG + EINHEIT	Material zugeben; Portion	Wert zuordnen; Einheit oder Index	4	f75r|f81v|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
kar	K+AR	ZUORDNUNG + QUELLE	Material zugeben; Entnahmestelle	Wert zuordnen; Quell- oder Bezugsstelle	4	f55v|f75r|f81v	BIOLOGICAL|HERBAL	WORKSHOP_PROSE	PROSE_ONLY
kchol	K+OL	ZUORDNUNG + WEITER	Material zugeben; im selben Arbeitsgang fortfahren	Wert zuordnen; dieselbe Reihe fortführen	4	f11r|f13r|f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
kchy	K+Y	ZUORDNUNG + DIES	Material zugeben; dieser Arbeitsgegenstand	Wert zuordnen; dieser Bildplatz	4	f11r|f13r|f67r2	HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
oiin	O+IIN	GANG + STUFE	Arbeitsgang ausführen; Arbeitsstufe	Reihe aufrufen; Wertstufe	4	f13r|f67r2|f81v	BIOLOGICAL|HERBAL|ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
okeod	OK+E+O+D_ADDR	START + KURZ + GANG + UNTER	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil	Bildplatz aktivieren; erster Grad; Reihe aufrufen; Unterplatz	4	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okol	OK+OL	START + WEITER	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; dieselbe Reihe fortführen	4	f67r2|f88r	PHARMA|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
olor	OL+OR	WEITER + EINTRAG	im selben Arbeitsgang fortfahren; Ansatz oder Zubereitung	dieselbe Reihe fortführen; Eintragsklasse	4	f68r1|f75r|f81v	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
os	OS	DAZU	dazu oder außerdem	zusätzlicher Bildposten	4	f10r|f55v|f67r2	HERBAL|ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
otain	OT+AIN	NAECHST + EINHEIT	danach oder nächster Posten; Portion	nächster Bildplatz; Einheit oder Index	4	f75r|f81v|f82r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
oteody	OT+E+O+Y	NAECHST + KURZ + GANG + DIES	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; dieser Arbeitsgegenstand	nächster Bildplatz; erster Grad; Reihe aufrufen; dieser Bildplatz	4	f69v|f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otol	OT+OL	NAECHST + WEITER	danach oder nächster Posten; im selben Arbeitsgang fortfahren	nächster Bildplatz; dieselbe Reihe fortführen	4	f10r|f11r|f68r1|f75r	BIOLOGICAL|HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
qokchy	OK+Y	START + DIES	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Bildplatz aktivieren; dieser Bildplatz	4	f10r|f13r|f55v|f83r	BIOLOGICAL|HERBAL	WORKSHOP_PROSE	PROSE_ONLY
qotar	OT+AR	NAECHST + QUELLE	danach oder nächster Posten; Entnahmestelle	nächster Bildplatz; Quell- oder Bezugsstelle	4	f75r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qoteey	OT+EE+Y	NAECHST + LANG + DIES	danach oder nächster Posten; länger oder gehalten; dieser Arbeitsgegenstand	nächster Bildplatz; zweiter Grad; dieser Bildplatz	4	f75r|f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
raiin	R+AIIN	MARKE + SOLLWERT	Zustand kennzeichnen; Sollmaß	Zustandsmarke; verzeichneter Sollwert	4	f70v|f82r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
shckhy	SH+CKH+Y	HALT + DURCHLASS + DIES	Arbeitsgegenstand halten; durch einen Durchlass führen; dieser Arbeitsgegenstand	Bezug festhalten; Verbindung oder Durchlass; dieser Bildplatz	4	f75r|f81v|f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sheol	SH+E+OL	HALT + KURZ + WEITER	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren	Bezug festhalten; erster Grad; dieselbe Reihe fortführen	4	f75r|f82r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
shor	SH+OR	HALT + EINTRAG	Arbeitsgegenstand halten; Ansatz oder Zubereitung	Bezug festhalten; Eintragsklasse	4	f10r|f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
sy	Y	DIES	dieser Arbeitsgegenstand	dieser Bildplatz	4	f67r2|f75r|f83r	BIOLOGICAL|ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
tchedy	T+CHD+Y	EINSTELLUNG + WECHSEL + DIES	Arbeitsgang einstellen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Platz oder Wert einstellen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	4	f75r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
ytedy	Y+T+E+DY	DIES + EINSTELLUNG + KURZ + ENDE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsschritt schließen	dieser Bildplatz; Platz oder Wert einstellen; erster Grad; Bildeintrag schließen	4	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
ch	CH	AUSWAHL	bezeichneten Anteil entnehmen	Klasse oder Figur kennzeichnen	3	f55v|f69v|f75r	BIOLOGICAL|HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
chal	CH+AL	AUSWAHL + ZIEL	bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	Klasse oder Figur kennzeichnen; Zielplatz	3	f56r|f75r|f81v	BIOLOGICAL|HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chear	CH+E+AR	AUSWAHL + KURZ + QUELLE	bezeichneten Anteil entnehmen; kurz oder direkt; Entnahmestelle	Klasse oder Figur kennzeichnen; erster Grad; Quell- oder Bezugsstelle	3	f69v|f88r	PHARMA|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
checkhy	CH+E+CKH+Y	AUSWAHL + KURZ + DURCHLASS + DIES	bezeichneten Anteil entnehmen; kurz oder direkt; durch einen Durchlass führen; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; erster Grad; Verbindung oder Durchlass; dieser Bildplatz	3	f75r|f81v|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
checthy	CTH+Y	BEREIT + DIES	bis bereit führen; dieser Arbeitsgegenstand	Bereitschaftsklasse; dieser Bildplatz	3	f75r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
chedaiin	CHD+AIIN	WECHSEL + SOLLWERT	Arbeitsgut umsetzen; Sollmaß	zu Gegen- oder Folgeplatz wechseln; verzeichneter Sollwert	3	f67r2|f70v|f83r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
cheom	CHEO+AM_ADDR	AUSZUG + INNEN	Auszug; Innenstelle	lokaler Eintrag; Innenplatz	3	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
chody	CH+O+D_ADDR+Y	AUSWAHL + GANG + UNTER + DIES	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz; dieser Bildplatz	3	f11r|f56r|f88r	HERBAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY
choky	OK+Y	START + DIES	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Bildplatz aktivieren; dieser Bildplatz	3	f56r|f69v	HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
chos	CH+O+S	AUSWAHL + GANG + WAHL	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildklasse auswählen	3	f56r|f67r2	HERBAL|ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
cthol	CTH+OL	BEREIT + WEITER	bis bereit führen; im selben Arbeitsgang fortfahren	Bereitschaftsklasse; dieselbe Reihe fortführen	3	f56r|f82r|f88r	BIOLOGICAL|HERBAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY
daly	AL+Y	ZIEL + DIES	Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Zielplatz; dieser Bildplatz	3	f70v|f75r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
dary	DA+R+Y	ZWEIT + MARKE + DIES	zweite Arbeitsstufe; Zustand kennzeichnen; dieser Arbeitsgegenstand	zweite Bildstufe; Zustandsmarke; dieser Bildplatz	3	f55v|f68r1|f88r	HERBAL|PHARMA|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
dchedy	D_ADDR+CHD+Y	UNTER + WECHSEL + DIES	bezeichneter Teil; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Unterplatz; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	3	f75r|f81v|f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
dchey	CH+E+Y	AUSWAHL + KURZ + DIES	bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	3	f10r|f56r|f88r	HERBAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY
dchor	D_ADDR+CH+OR	UNTER + AUSWAHL + EINTRAG	bezeichneter Teil; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Unterplatz; Klasse oder Figur kennzeichnen; Eintragsklasse	3	f13r|f68r1|f69v	HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
dchy	D_ADDR+Y	UNTER + DIES	bezeichneter Teil; dieser Arbeitsgegenstand	Unterplatz; dieser Bildplatz	3	f10r|f13r|f69v	HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
ey	E+Y	KURZ + DIES	kurz oder direkt; dieser Arbeitsgegenstand	erster Grad; dieser Bildplatz	3	f67r2|f75r|f82r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
lchey	L+Y	VERBINDUNG + DIES	entlang des Arbeitswegs führen; dieser Arbeitsgegenstand	Bildverbindung; dieser Bildplatz	3	f75r|f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
lkedy	L+K+E+DY	VERBINDUNG + ZUORDNUNG + KURZ + ENDE	entlang des Arbeitswegs führen; Material zugeben; kurz oder direkt; Arbeitsschritt schließen	Bildverbindung; Wert zuordnen; erster Grad; Bildeintrag schließen	3	f82r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
lol	L+OL	VERBINDUNG + WEITER	entlang des Arbeitswegs führen; im selben Arbeitsgang fortfahren	Bildverbindung; dieselbe Reihe fortführen	3	f75r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
lor	L+OR	VERBINDUNG + EINTRAG	entlang des Arbeitswegs führen; Ansatz oder Zubereitung	Bildverbindung; Eintragsklasse	3	f75r|f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
ockhy	O+CKH+Y	GANG + DURCHLASS + DIES	Arbeitsgang ausführen; durch einen Durchlass führen; dieser Arbeitsgegenstand	Reihe aufrufen; Verbindung oder Durchlass; dieser Bildplatz	3	f67r2|f68r1|f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
okchy	OK+Y	START + DIES	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Bildplatz aktivieren; dieser Bildplatz	3	f13r|f56r|f67r2	HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
okody	OK+O+Y	START + GANG + DIES	Arbeitsgang ansetzen; Arbeitsgang ausführen; dieser Arbeitsgegenstand	Bildplatz aktivieren; Reihe aufrufen; dieser Bildplatz	3	f69v|f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okoldy	OK+OL+DY	START + WEITER + ENDE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	Bildplatz aktivieren; dieselbe Reihe fortführen; Bildeintrag schließen	3	f68r1|f75r|f88r	BIOLOGICAL|PHARMA|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
olaiin	OL+AIIN	WEITER + SOLLWERT	im selben Arbeitsgang fortfahren; Sollmaß	dieselbe Reihe fortführen; verzeichneter Sollwert	3	f70v|f75r|f82r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
olchey	OL+Y	WEITER + DIES	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	dieselbe Reihe fortführen; dieser Bildplatz	3	f56r|f75r|f81v	BIOLOGICAL|HERBAL	WORKSHOP_PROSE	PROSE_ONLY
olkeey	SOLK+EE+Y	SAMMELN + LANG + DIES	auffangen; länger oder gehalten; dieser Arbeitsgegenstand	Sammelstelle; zweiter Grad; dieser Bildplatz	3	f75r|f83r|f88r	BIOLOGICAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY
olshedy	OL+SH+E+DY	WEITER + HALT + KURZ + ENDE	im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	dieselbe Reihe fortführen; Bezug festhalten; erster Grad; Bildeintrag schließen	3	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
otaly	OT+AL+Y	NAECHST + ZIEL + DIES	danach oder nächster Posten; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	nächster Bildplatz; Zielplatz; dieser Bildplatz	3	f70v|f88r	PHARMA|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otam	OT+AM_ADDR	NAECHST + INNEN	danach oder nächster Posten; Innenstelle	nächster Bildplatz; Innenplatz	3	f55v|f75r|f88r	BIOLOGICAL|HERBAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY
otchey	OT+Y	NAECHST + DIES	danach oder nächster Posten; dieser Arbeitsgegenstand	nächster Bildplatz; dieser Bildplatz	3	f56r|f67r2|f83r	BIOLOGICAL|HERBAL|ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
oteedy	OT+EE+DY	NAECHST + LANG + ENDE	danach oder nächster Posten; länger oder gehalten; Arbeitsschritt schließen	nächster Bildplatz; zweiter Grad; Bildeintrag schließen	3	f70v|f75r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
otey	OT+E+Y	NAECHST + KURZ + DIES	danach oder nächster Posten; kurz oder direkt; dieser Arbeitsgegenstand	nächster Bildplatz; erster Grad; dieser Bildplatz	3	f70v|f75r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
otody	OT+O+DY	NAECHST + GANG + ENDE	danach oder nächster Posten; Arbeitsgang ausführen; Arbeitsschritt schließen	nächster Bildplatz; Reihe aufrufen; Bildeintrag schließen	3	f69v|f70v|f75r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
qockhey	O+CKH+E+Y	GANG + DURCHLASS + KURZ + DIES	Arbeitsgang ausführen; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	Reihe aufrufen; Verbindung oder Durchlass; erster Grad; dieser Bildplatz	3	f82r|f83r|f88r	BIOLOGICAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY
qokchedy	OK+CHD+Y	START + WECHSEL + DIES	Arbeitsgang ansetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Bildplatz aktivieren; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	3	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qokeeey	OK+EEE+Y	START + VOLL + DIES	Arbeitsgang ansetzen; vollständig; dieser Arbeitsgegenstand	Bildplatz aktivieren; dritter oder voller Grad; dieser Bildplatz	3	f55v|f82r	BIOLOGICAL|HERBAL	WORKSHOP_PROSE	PROSE_ONLY
qokeol	OK+E+OL	START + KURZ + WEITER	Arbeitsgang ansetzen; kurz oder direkt; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; erster Grad; dieselbe Reihe fortführen	3	f82r|f88r	BIOLOGICAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY
qokshedy	OK+SH+E+DY	START + HALT + KURZ + ENDE	Arbeitsgang ansetzen; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	Bildplatz aktivieren; Bezug festhalten; erster Grad; Bildeintrag schließen	3	f75r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qopchy	O+P+Y	GANG + EINSATZ + DIES	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand	Reihe aufrufen; Platz besetzen; dieser Bildplatz	3	f13r|f67r2	HERBAL|ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
qotaiin	OT+AIIN	NAECHST + SOLLWERT	danach oder nächster Posten; Sollmaß	nächster Bildplatz; verzeichneter Sollwert	3	f82r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qotor	OT+OR	NAECHST + EINTRAG	danach oder nächster Posten; Ansatz oder Zubereitung	nächster Bildplatz; Eintragsklasse	3	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
rol	R+OL	MARKE + WEITER	Zustand kennzeichnen; im selben Arbeitsgang fortfahren	Zustandsmarke; dieselbe Reihe fortführen	3	f75r|f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sam	S+AM_ADDR	WAHL + INNEN	Arbeitsvariante auswählen; Innenstelle	Bildklasse auswählen; Innenplatz	3	f83r|f88r	BIOLOGICAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY
shckhedy	SH+CKH+E+DY	HALT + DURCHLASS + KURZ + ENDE	Arbeitsgegenstand halten; durch einen Durchlass führen; kurz oder direkt; Arbeitsschritt schließen	Bezug festhalten; Verbindung oder Durchlass; erster Grad; Bildeintrag schließen	3	f81v|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sheckhy	SH+E+CKH+Y	HALT + KURZ + DURCHLASS + DIES	Arbeitsgegenstand halten; kurz oder direkt; durch einen Durchlass führen; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Verbindung oder Durchlass; dieser Bildplatz	3	f82r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
shecthy	SH+E+CTH+Y	HALT + KURZ + BEREIT + DIES	Arbeitsgegenstand halten; kurz oder direkt; bis bereit führen; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Bereitschaftsklasse; dieser Bildplatz	3	f75r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
shedaiin	SHED+AIIN	ABSETZEN + SOLLWERT	absetzen lassen; Sollmaß	Absetzklasse; verzeichneter Sollwert	3	f82r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
tar	T+AR	EINSTELLUNG + QUELLE	Arbeitsgang einstellen; Entnahmestelle	Platz oder Wert einstellen; Quell- oder Bezugsstelle	3	f55v|f70v|f83r	BIOLOGICAL|HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
tchol	T+OL	EINSTELLUNG + WEITER	Arbeitsgang einstellen; im selben Arbeitsgang fortfahren	Platz oder Wert einstellen; dieselbe Reihe fortführen	3	f11r|f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
ychey	Y+Y	DIES + DIES	dieser Arbeitsgegenstand; dieser Arbeitsgegenstand	dieser Bildplatz; dieser Bildplatz	3	f69v|f75r|f88r	BIOLOGICAL|PHARMA|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
ykaiin	Y+K+AIIN	DIES + ZUORDNUNG + SOLLWERT	dieser Arbeitsgegenstand; Material zugeben; Sollmaß	dieser Bildplatz; Wert zuordnen; verzeichneter Sollwert	3	f55v|f81v	BIOLOGICAL|HERBAL	WORKSHOP_PROSE	PROSE_ONLY
ykain	Y+K+AIN	DIES + ZUORDNUNG + EINHEIT	dieser Arbeitsgegenstand; Material zugeben; Portion	dieser Bildplatz; Wert zuordnen; Einheit oder Index	3	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
ykchy	Y+K+Y	DIES + ZUORDNUNG + DIES	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; dieser Bildplatz	3	f13r|f67r2	HERBAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
ykeody	Y+K+E+O+DY	DIES + ZUORDNUNG + KURZ + GANG + ENDE	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Arbeitsgang ausführen; Arbeitsschritt schließen	dieser Bildplatz; Wert zuordnen; erster Grad; Reihe aufrufen; Bildeintrag schließen	3	f67r2|f69v|f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
ykor	Y+K+OR	DIES + ZUORDNUNG + EINTRAG	dieser Arbeitsgegenstand; Material zugeben; Ansatz oder Zubereitung	dieser Bildplatz; Wert zuordnen; Eintragsklasse	3	f13r|f67r2|f68r1	HERBAL|ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
aldy	AL+D_ADDR+Y	ZIEL + UNTER + DIES	Ziel- oder Anschlussstelle; bezeichneter Teil; dieser Arbeitsgegenstand	Zielplatz; Unterplatz; dieser Bildplatz	2	f55v|f67r2	HERBAL|ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
arar	AR+AR	QUELLE + QUELLE	Entnahmestelle; Entnahmestelle	Quell- oder Bezugsstelle; Quell- oder Bezugsstelle	2	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
ay	A_ADDR+Y	ADRESSE + DIES	lokale Arbeitsstelle; dieser Arbeitsgegenstand	lokale Bildadresse; dieser Bildplatz	2	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
cfhy	CFH+Y	TRENNEN + DIES	trennen; dieser Arbeitsgegenstand	Trennklasse; dieser Bildplatz	2	f10r|f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chckhdy	CH+CKH+D_ADDR+Y	AUSWAHL + DURCHLASS + UNTER + DIES	bezeichneten Anteil entnehmen; durch einen Durchlass führen; bezeichneter Teil; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Verbindung oder Durchlass; Unterplatz; dieser Bildplatz	2	f55v|f83r	BIOLOGICAL|HERBAL	WORKSHOP_PROSE	PROSE_ONLY
cheal	AL	ZIEL	Ziel- oder Anschlussstelle	Zielplatz	2	f69v|f82r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
chedar	CHD+AR	WECHSEL + QUELLE	Arbeitsgut umsetzen; Entnahmestelle	zu Gegen- oder Folgeplatz wechseln; Quell- oder Bezugsstelle	2	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
cheeb	CH+EE+LOCAL_CHAR_B	AUSWAHL + LANG + PAAR	bezeichneten Anteil entnehmen; länger oder gehalten; paarweise entnehmen	Klasse oder Figur kennzeichnen; zweiter Grad; Paarmarke	2	f83r|f88r	BIOLOGICAL|PHARMA	WORKSHOP_PROSE	PROSE_ONLY
cheedy	CH+EE+D_ADDR+Y	AUSWAHL + LANG + UNTER + DIES	bezeichneten Anteil entnehmen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; zweiter Grad; Unterplatz; dieser Bildplatz	2	f81v|f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
chees	SH+EE+S_ADDR	HALT + LANG + STERNORT	Arbeitsgegenstand halten; länger oder gehalten; bezeichnete s-Stelle	Bezug festhalten; zweiter Grad; Stern- oder s-Stelle	2	f69v|f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
cheos	CHEO+S	AUSZUG + WAHL	Auszug; Arbeitsvariante auswählen	lokaler Eintrag; Bildklasse auswählen	2	f67r2|f88r	PHARMA|ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
chkedy	CHK+E+D_ADDR+Y	BEHANDLUNG + KURZ + UNTER + DIES	Arbeitsgegenstand behandeln; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand	Behandlungsklasse; erster Grad; Unterplatz; dieser Bildplatz	2	f82r|f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
chky	CHK+Y	BEHANDLUNG + DIES	Arbeitsgegenstand behandeln; dieser Arbeitsgegenstand	Behandlungsklasse; dieser Bildplatz	2	f67r2|f83r	BIOLOGICAL|ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
chocfhy	CH+O+CFH+Y	AUSWAHL + GANG + TRENNEN + DIES	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; trennen; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Reihe aufrufen; Trennklasse; dieser Bildplatz	2	f67r2|f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL
chokeey	OK+EE+Y	START + LANG + DIES	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Bildplatz aktivieren; zweiter Grad; dieser Bildplatz	2	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chokor	OK+OR	START + EINTRAG	Arbeitsgang ansetzen; Ansatz oder Zubereitung	Bildplatz aktivieren; Eintragsklasse	2	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
