page	diagram_id	locus	namespace_id	local_image_owner	local_content_class	group_count	surface_sequence	bridge_class_sequence	component_sequence	exact_surface_groups	composed_component_groups	single_component_groups	local_nomenclator_groups	complete_workshop_reading_de	owner_default_de	orientation_status	nomenclator_family_sequence	compact_default_sequence_de	family_resolved_groups	closed_locus_reading_de
f68r1	A2	f68r1.30	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_22	LOCAL_STAR_OR_ASTERISM_STATION	1	oeeody	SINGLE_COMPONENT_BRIDGE	B13_GRADE	0	0	1	0	Sternplatz A2_STAR_STATION_22: notiere lange oder volle Diagrammstufe.	sichtbarer lokal beschrifteter Sternplatz 22 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	lange oder volle Diagrammstufe	0	A2_STAR_STATION_22: lange oder volle Diagrammstufe.
f68r1	A2	f68r1.31	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_23	LOCAL_STAR_OR_ASTERISM_STATION	1	ocphy	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	0	0	0	1	Sternplatz A2_STAR_STATION_23: kopiere die 1 lokalen Namen-/Wertsegmente als einen Eintrag.	sichtbarer lokal beschrifteter Sternplatz 23 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N08_P_RELATION_SELECTION	Grundauswahl	1	A2_STAR_STATION_23: Grundauswahl.
f68r1	A2	f68r1.32	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_24	LOCAL_STAR_OR_ASTERISM_STATION	1	okeeodal	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B13_GRADE|B09_AL_TARGET	0	1	0	0	Sternplatz A2_STAR_STATION_24: notiere Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld.	sichtbarer lokal beschrifteter Sternplatz 24 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld	0	A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld.
f68r1	A2	f68r1.33	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_25	LOCAL_STAR_OR_ASTERISM_STATION	1	okshor	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B15_HOLD|B08_OR_WORKSET	0	1	0	0	Sternplatz A2_STAR_STATION_25: notiere Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz.	sichtbarer lokal beschrifteter Sternplatz 25 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz	0	A2_STAR_STATION_25: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz.
f68r1	A2	f68r1.34	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_26	LOCAL_STAR_OR_ASTERISM_STATION	1	osdaiin	SINGLE_COMPONENT_BRIDGE	B01_AIIN_VALUE	0	0	1	0	Sternplatz A2_STAR_STATION_26: notiere Sollwert oder Grad eines Diagrammplatzes.	sichtbarer lokal beschrifteter Sternplatz 26 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Sollwert oder Grad eines Diagrammplatzes	0	A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes.
f68r1	A2	f68r1.35	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_27	LOCAL_STAR_OR_ASTERISM_STATION	1	otochedy	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B16_TRANSFER	0	1	0	0	Sternplatz A2_STAR_STATION_27: notiere naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen.	sichtbarer lokal beschrifteter Sternplatz 27 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen	0	A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen.
f68r1	A2	f68r1.36	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_28	LOCAL_STAR_OR_ASTERISM_STATION	1	dolchedy	COMPOSED_COMPONENT_BRIDGE	B07_OL_CONTINUE|B16_TRANSFER	0	1	0	0	Sternplatz A2_STAR_STATION_28: notiere im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen.	sichtbarer lokal beschrifteter Sternplatz 28 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen	0	A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen.
f68r1	A2	f68r1.37	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRAL_LEGEND_UNRESOLVED	CENTRAL_PANEL_LEGEND_UNRESOLVED	5	oky okchdy okardy qear oygy	EXACT_PROSE_SURFACE_BRIDGE COMPOSED_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR	EXACT:Posten ansetzen || B05_OK_SET|B16_TRANSFER || B05_OK_SET|B10_AR_SOURCE || B10_AR_SOURCE || LOCAL_NAME_OR_VALUE	1	2	1	1	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: notiere diesen Diagrammposten setzen | Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert; ergaenze 1 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	lokale Zentrallegende eines f68r1-Teilbildes laut Exemplar	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N09_FY_YG_LIGHT_GRADE	diesen Diagrammposten setzen | Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | aktueller Grundgrad	1	A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen | Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | aktueller Grundgrad.
f69v	A3	f69v.1	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	40	dair cheyky otaza sar ar chykar okoirsh ar chetody okeeos o tey otokeeey okeeody okeey doiir teeo y chey ot y okedy chsdy okeod y dy choaiin okar okar chol chees yto odair oty oteeo dar o eykeody dchor char	SINGLE_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR COMPOSED_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR LOCAL_ASTRO_NOMENCLATOR COMPOSED_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE COMPOSED_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE LOCAL_ASTRO_NOMENCLATOR LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	B02_AIR_COURSE || LOCAL_NAME_OR_VALUE || B06_OT_NEXT || EXACT:daraus || B10_AR_SOURCE || B10_AR_SOURCE || B05_OK_SET|B15_HOLD || B10_AR_SOURCE || LOCAL_NAME_OR_VALUE || B05_OK_SET|B13_GRADE || LOCAL_NAME_OR_VALUE || LOCAL_NAME_OR_VALUE || B06_OT_NEXT|B05_OK_SET|B13_GRADE || B05_OK_SET|B13_GRADE || EXACT:länger ansetzen || LOCAL_NAME_OR_VALUE || B13_GRADE || EXACT:dieser Posten || EXACT:dieser Posten || B06_OT_NEXT || EXACT:dieser Posten || B05_OK_SET || LOCAL_NAME_OR_VALUE || B05_OK_SET || EXACT:dieser Posten || EXACT:dieser Posten || B11_HO_INPUT|B01_AIIN_VALUE || B05_OK_SET|B10_AR_SOURCE || B05_OK_SET|B10_AR_SOURCE || EXACT:fortsetzen || B13_GRADE || LOCAL_NAME_OR_VALUE || B02_AIR_COURSE || B12_TY_PART_UNIT || B06_OT_NEXT|B13_GRADE || EXACT:daraus || LOCAL_NAME_OR_VALUE || LOCAL_NAME_OR_VALUE || B08_OR_WORKSET || EXACT:daraus	10	8	13	9	Radstelle A3_LEFT_WHEEL_RING_TEXT: notiere Himmels-, Ring- oder Zeigerlauf | naechster Platz oder folgende Bedingung | vom bezeichneten Ausgangsplatz | Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | Diagrammposten setzen oder aktivieren + Position oder Bedingung halten | Ausgangssektor, Ursprung oder Bezugswert | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | in langer Stufe setzen | lange oder volle Diagrammstufe | dieser lokale Diagrammposten | dieser lokale Diagrammposten | naechster Platz oder folgende Bedingung | dieser lokale Diagrammposten | Diagrammposten setzen oder aktivieren | Diagrammposten setzen oder aktivieren | dieser lokale Diagrammposten | dieser lokale Diagrammposten | Himmelsobjekt oder Eingangsbedingung + Sollwert oder Grad eines Diagrammplatzes | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert | im selben Ring oder Band fortsetzen | lange oder volle Diagrammstufe | Himmels-, Ring- oder Zeigerlauf | Teilsektor oder Untereintrag | naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe | vom bezeichneten Ausgangsplatz | Bedingungs-, Tabellen- oder Wahlansatz | vom bezeichneten Ausgangsplatz; ergaenze 9 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	Ringtext des linken 28-Platz-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || N04_K_HOUSE_CLASS || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N03_TO_TE_PLACE_PHASE || COMMON_22_COMPONENT_BRIDGE || N01_VALUE_SIGNS || N03_TO_TE_PLACE_PHASE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N07_IIR_INDEX || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N06_CH_CTH_CONDITION || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N03_TO_TE_PLACE_PHASE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N01_VALUE_SIGNS || N04_K_HOUSE_CLASS || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Himmels-, Ring- oder Zeigerlauf | Ablesung dieses Hauses | naechster Platz oder folgende Bedingung | vom bezeichneten Ausgangsplatz | Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | Diagrammposten setzen oder aktivieren + Position oder Bedingung halten | Ausgangssektor, Ursprung oder Bezugswert | abgeleiteter Platzwert | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | Grundwert | aktueller Phasenwert | naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | in langer Stufe setzen | fester Grundindex | lange oder volle Diagrammstufe | dieser lokale Diagrammposten | dieser lokale Diagrammposten | naechster Platz oder folgende Bedingung | dieser lokale Diagrammposten | Diagrammposten setzen oder aktivieren | sekundärer Zustand fest | Diagrammposten setzen oder aktivieren | dieser lokale Diagrammposten | dieser lokale Diagrammposten | Himmelsobjekt oder Eingangsbedingung + Sollwert oder Grad eines Diagrammplatzes | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert | im selben Ring oder Band fortsetzen | lange oder volle Diagrammstufe | aktueller Platz | Himmels-, Ring- oder Zeigerlauf | Teilsektor oder Untereintrag | naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe | vom bezeichneten Ausgangsplatz | Grundwert | ausgewählter Klassenplatz | Bedingungs-, Tabellen- oder Wahlansatz | vom bezeichneten Ausgangsplatz	9	A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf | Ablesung dieses Hauses | naechster Platz oder folgende Bedingung | vom bezeichneten Ausgangsplatz | Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | Diagrammposten setzen oder aktivieren + Position oder Bedingung halten | Ausgangssektor, Ursprung oder Bezugswert | abgeleiteter Platzwert | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | Grundwert | aktueller Phasenwert | naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | in langer Stufe setzen | fester Grundindex | lange oder volle Diagrammstufe | dieser lokale Diagrammposten | dieser lokale Diagrammposten | naechster Platz oder folgende Bedingung | dieser lokale Diagrammposten | Diagrammposten setzen oder aktivieren | sekundärer Zustand fest | Diagrammposten setzen oder aktivieren | dieser lokale Diagrammposten | dieser lokale Diagrammposten | Himmelsobjekt oder Eingangsbedingung + Sollwert oder Grad eines Diagrammplatzes | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert | im selben Ring oder Band fortsetzen | lange oder volle Diagrammstufe | aktueller Platz | Himmels-, Ring- oder Zeigerlauf | Teilsektor oder Untereintrag | naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe | vom bezeichneten Ausgangsplatz | Grundwert | ausgewählter Klassenplatz | Bedingungs-, Tabellen- oder Wahlansatz | vom bezeichneten Ausgangsplatz.
f69v	A3	f69v.2	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	38	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	LOCAL_ASTRO_NOMENCLATOR EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE LOCAL_ASTRO_NOMENCLATOR COMPOSED_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR EXACT_PROSE_SURFACE_BRIDGE LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE LOCAL_ASTRO_NOMENCLATOR LOCAL_ASTRO_NOMENCLATOR EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE LOCAL_ASTRO_NOMENCLATOR EXACT_PROSE_SURFACE_BRIDGE	LOCAL_NAME_OR_VALUE || EXACT:fortsetzen || B10_AR_SOURCE || EXACT:dorthin || LOCAL_NAME_OR_VALUE || B05_OK_SET|B13_GRADE|B08_OR_WORKSET || EXACT:Klarlauf || B07_OL_CONTINUE || B13_GRADE|B09_AL_TARGET || LOCAL_NAME_OR_VALUE || B10_AR_SOURCE || B17_PASS || EXACT:laenger ruhen || EXACT:Sollmaß || EXACT:dieser Posten || B09_AL_TARGET || LOCAL_NAME_OR_VALUE || EXACT:dorthin || LOCAL_NAME_OR_VALUE || B10_AR_SOURCE || EXACT:dieser Posten || EXACT:dieser Posten || LOCAL_NAME_OR_VALUE || LOCAL_NAME_OR_VALUE || EXACT:dieser Posten || EXACT:dieser Posten || EXACT:fortsetzen || B10_AR_SOURCE || EXACT:fortsetzen || EXACT:dieser Posten || B13_GRADE || EXACT:dieser Posten || EXACT:dorthin || EXACT:kühlen || B02_AIR_COURSE || EXACT:Posten ansetzen || LOCAL_NAME_OR_VALUE || EXACT:dieser Posten	19	2	9	8	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: notiere im selben Ring oder Band fortsetzen | Ausgangssektor, Ursprung oder Bezugswert | zum bezeichneten Zielplatz | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Bedingungs-, Tabellen- oder Wahlansatz | abgelesener oder freigegebener Diagrammwert | im selben Ring, Band oder Satz fortsetzen | lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld | Ausgangssektor, Ursprung oder Bezugswert | durch Sektor, Ring oder Pruefweg fuehren | diese Position laenger halten | Sollwert oder Grad des bezeichneten Himmelsplatzes | dieser lokale Diagrammposten | Zielsektor, Zielstern oder Zielfeld | zum bezeichneten Zielplatz | Ausgangssektor, Ursprung oder Bezugswert | dieser lokale Diagrammposten | dieser lokale Diagrammposten | dieser lokale Diagrammposten | dieser lokale Diagrammposten | im selben Ring oder Band fortsetzen | Ausgangssektor, Ursprung oder Bezugswert | im selben Ring oder Band fortsetzen | dieser lokale Diagrammposten | lange oder volle Diagrammstufe | dieser lokale Diagrammposten | zum bezeichneten Zielplatz | diesen Diagrammposten zuruecknehmen | Himmels-, Ring- oder Zeigerlauf | diesen Diagrammposten setzen | dieser lokale Diagrammposten; ergaenze 8 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	Ringtext des mittleren Wolken-/Wellenrades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N04_K_HOUSE_CLASS || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N04_K_HOUSE_CLASS || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N05_CHE_READOUT || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N05_CHE_READOUT || COMMON_22_COMPONENT_BRIDGE || N03_TO_TE_PLACE_PHASE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N04_K_HOUSE_CLASS || N06_CH_CTH_CONDITION || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N05_CHE_READOUT || COMMON_22_COMPONENT_BRIDGE	aktuelle Qualität | im selben Ring oder Band fortsetzen | Ausgangssektor, Ursprung oder Bezugswert | zum bezeichneten Zielplatz | aktuelle Qualität fest | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Bedingungs-, Tabellen- oder Wahlansatz | abgelesener oder freigegebener Diagrammwert | im selben Ring, Band oder Satz fortsetzen | lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld | Ablesewert | Ausgangssektor, Ursprung oder Bezugswert | durch Sektor, Ring oder Pruefweg fuehren | diese Position laenger halten | Sollwert oder Grad des bezeichneten Himmelsplatzes | dieser lokale Diagrammposten | Zielsektor, Zielstern oder Zielfeld | Ablesewert fest | zum bezeichneten Zielplatz | ausgewählter Phasenwert | Ausgangssektor, Ursprung oder Bezugswert | dieser lokale Diagrammposten | dieser lokale Diagrammposten | aktuelle Klasse | Zustand | dieser lokale Diagrammposten | dieser lokale Diagrammposten | im selben Ring oder Band fortsetzen | Ausgangssektor, Ursprung oder Bezugswert | im selben Ring oder Band fortsetzen | dieser lokale Diagrammposten | lange oder volle Diagrammstufe | dieser lokale Diagrammposten | zum bezeichneten Zielplatz | diesen Diagrammposten zuruecknehmen | Himmels-, Ring- oder Zeigerlauf | diesen Diagrammposten setzen | aktueller Ablesewert | dieser lokale Diagrammposten	8	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Qualität | im selben Ring oder Band fortsetzen | Ausgangssektor, Ursprung oder Bezugswert | zum bezeichneten Zielplatz | aktuelle Qualität fest | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Bedingungs-, Tabellen- oder Wahlansatz | abgelesener oder freigegebener Diagrammwert | im selben Ring, Band oder Satz fortsetzen | lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld | Ablesewert | Ausgangssektor, Ursprung oder Bezugswert | durch Sektor, Ring oder Pruefweg fuehren | diese Position laenger halten | Sollwert oder Grad des bezeichneten Himmelsplatzes | dieser lokale Diagrammposten | Zielsektor, Zielstern oder Zielfeld | Ablesewert fest | zum bezeichneten Zielplatz | ausgewählter Phasenwert | Ausgangssektor, Ursprung oder Bezugswert | dieser lokale Diagrammposten | dieser lokale Diagrammposten | aktuelle Klasse | Zustand | dieser lokale Diagrammposten | dieser lokale Diagrammposten | im selben Ring oder Band fortsetzen | Ausgangssektor, Ursprung oder Bezugswert | im selben Ring oder Band fortsetzen | dieser lokale Diagrammposten | lange oder volle Diagrammstufe | dieser lokale Diagrammposten | zum bezeichneten Zielplatz | diesen Diagrammposten zuruecknehmen | Himmels-, Ring- oder Zeigerlauf | diesen Diagrammposten setzen | aktueller Ablesewert | dieser lokale Diagrammposten.
