group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display	namespace_id	local_image_owner	local_content_class	bridge_class	matched_component_ids	matched_component_values_de	matched_character_fraction	residual_local_segments	astro_working_reading_de	orientation_rule	crosspage_rule
186	A1	f67r2	f67r2.74	9	A1:G186	qokoaiin	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B01_AIIN_VALUE	Diagrammposten setzen oder aktivieren + Sollwert oder Grad eines Diagrammplatzes	6/8	q/o	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest q/o.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
187	A1	f67r2	f67r2.74	10	A1:G187	odain	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	SINGLE_COMPONENT_BRIDGE	B03_AIN_PART	gezaehlter Teil oder Unterabschnitt	3/5	od	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest od.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
188	A1	f67r2	f67r2.74	11	A1:G188	ar	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/2	NONE	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
189	A1	f67r2	f67r2.74	12	A1:G189	air	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	SINGLE_COMPONENT_BRIDGE	B02_AIR_COURSE	Himmels-, Ring- oder Zeigerlauf	3/3	NONE	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Himmels-, Ring- oder Zeigerlauf.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
190	A1	f67r2	f67r2.74	13	A1:G190	ay	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/2	ay	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest ay.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
191	A2	f68r1	f68r1.1	1	A2:G001	shokchy	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B11_HO_INPUT|B19_PROCESS	Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten	5/7	s/y	Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest s/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
192	A2	f68r1	f68r1.1	2	A2:G002	chteey	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B13_GRADE	lange oder volle Diagrammstufe	2/6	cht/y	Sternplatz A2_LEFT_PANEL_HEADER: lange oder volle Diagrammstufe; lokaler Namensrest cht/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
193	A2	f68r1	f68r1.1	3	A2:G003	choteey	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B13_GRADE	naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe	4/7	ch/y	Sternplatz A2_LEFT_PANEL_HEADER: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest ch/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
194	A2	f68r1	f68r1.1	4	A2:G004	cphol	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B07_OL_CONTINUE	im selben Ring, Band oder Satz fortsetzen	2/5	cph	Sternplatz A2_LEFT_PANEL_HEADER: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest cph.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
195	A2	f68r1	f68r1.1	5	A2:G005	cheor	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET	Bedingungs-, Tabellen- oder Wahlansatz	2/5	che	Sternplatz A2_LEFT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
196	A2	f68r1	f68r1.1	6	A2:G006	opcheeol	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B13_GRADE|B07_OL_CONTINUE	lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen	4/8	opch	Sternplatz A2_LEFT_PANEL_HEADER: lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
197	A2	f68r1	f68r1.1	7	A2:G007	otor	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B08_OR_WORKSET	naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz	4/4	NONE	Sternplatz A2_LEFT_PANEL_HEADER: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
198	A2	f68r1	f68r1.1	8	A2:G008	choctheeey	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B11_HO_INPUT|B13_GRADE	Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe	5/10	c/cth/y	Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/cth/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
199	A2	f68r1	f68r1.1	9	A2:G009	okchoal	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B11_HO_INPUT|B09_AL_TARGET	Diagrammposten setzen oder aktivieren + Himmelsobjekt oder Eingangsbedingung + Zielsektor, Zielstern oder Zielfeld	6/7	c	Sternplatz A2_LEFT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Himmelsobjekt oder Eingangsbedingung + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest c.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
200	A2	f68r1	f68r1.2	1	A2:G010	tochso	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/6	tochso	Sternplatz A2_MIDDLE_PANEL_HEADER: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest tochso.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
201	A2	f68r1	f68r1.2	2	A2:G011	otchl	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B06_OT_NEXT	naechster Platz oder folgende Bedingung	2/5	chl	Sternplatz A2_MIDDLE_PANEL_HEADER: naechster Platz oder folgende Bedingung; lokaler Namensrest chl.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
202	A2	f68r1	f68r1.2	3	A2:G012	qokeeedy	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:vollständig ansetzen; Schluss	vollstaendig setzen und den Eintrag schliessen	8/8	NONE	Sternplatz A2_MIDDLE_PANEL_HEADER: vollstaendig setzen und den Eintrag schliessen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
203	A2	f68r1	f68r1.2	4	A2:G013	cheey	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:Klarlauf	abgelesener oder freigegebener Diagrammwert	5/5	NONE	Sternplatz A2_MIDDLE_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
204	A2	f68r1	f68r1.2	5	A2:G014	cheeteey	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B13_GRADE|B13_GRADE	lange oder volle Diagrammstufe + lange oder volle Diagrammstufe	4/8	ch/t/y	Sternplatz A2_MIDDLE_PANEL_HEADER: lange oder volle Diagrammstufe + lange oder volle Diagrammstufe; lokaler Namensrest ch/t/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
205	A2	f68r1	f68r1.2	6	A2:G015	yteody	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/6	yteody	Sternplatz A2_MIDDLE_PANEL_HEADER: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest yteody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
206	A2	f68r1	f68r1.2	7	A2:G016	chpor	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET	Bedingungs-, Tabellen- oder Wahlansatz	2/5	chp	Sternplatz A2_MIDDLE_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest chp.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
207	A2	f68r1	f68r1.2	8	A2:G017	cheokorchey	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B08_OR_WORKSET	Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz	4/11	che/chey	Sternplatz A2_MIDDLE_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che/chey.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
208	A2	f68r1	f68r1.2	9	A2:G018	chod	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT	Himmelsobjekt oder Eingangsbedingung	2/4	c/d	Sternplatz A2_MIDDLE_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
209	A2	f68r1	f68r1.3	1	A2:G019	ykor	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET	Bedingungs-, Tabellen- oder Wahlansatz	2/4	yk	Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
210	A2	f68r1	f68r1.3	2	A2:G020	shey	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:Klarlauf	abgelesener oder freigegebener Diagrammwert	4/4	NONE	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
211	A2	f68r1	f68r1.3	3	A2:G021	qocheey	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B14_READOUT	abgelesener oder freigegebener Wert	5/7	qo	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Wert; lokaler Namensrest qo.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
212	A2	f68r1	f68r1.3	4	A2:G022	chokal	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B09_AL_TARGET	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld	4/6	ch	Sektorplatz A2_RIGHT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ch.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
213	A2	f68r1	f68r1.3	5	A2:G023	okeey	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:länger ansetzen	in langer Stufe setzen	5/5	NONE	Sektorplatz A2_RIGHT_PANEL_HEADER: in langer Stufe setzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
214	A2	f68r1	f68r1.3	6	A2:G024	ror	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET	Bedingungs-, Tabellen- oder Wahlansatz	2/3	r	Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest r.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
215	A2	f68r1	f68r1.3	7	A2:G025	eckhear	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B17_PASS|B10_AR_SOURCE	durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert	6/7	e	Sektorplatz A2_RIGHT_PANEL_HEADER: durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
216	A2	f68r1	f68r1.3	8	A2:G026	daram	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/5	d/am	Sektorplatz A2_RIGHT_PANEL_HEADER: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/am.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
217	A2	f68r1	f68r1.4	1	A2:G027	dchor	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_04	MULTIPANEL_HEADER_OWNER_UNRESOLVED	SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET	Bedingungs-, Tabellen- oder Wahlansatz	2/5	dch	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
218	A2	f68r1	f68r1.4	2	A2:G028	okaiiin	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_04	MULTIPANEL_HEADER_OWNER_UNRESOLVED	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B04_IIN_STAGE	Diagrammposten setzen oder aktivieren + Grad- oder Bedingungsstufe	5/7	ai	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Diagrammposten setzen oder aktivieren + Grad- oder Bedingungsstufe; lokaler Namensrest ai.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
219	A2	f68r1	f68r1.5	1	A2:G029	yky	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_05	MULTIPANEL_HEADER_OWNER_UNRESOLVED	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/3	yky	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_05: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest yky.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
220	A2	f68r1	f68r1.6	1	A2:G030	dary	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_06	MULTIPANEL_HEADER_OWNER_UNRESOLVED	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/4	d/y	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_06: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
221	A2	f68r1	f68r1.7	1	A2:G031	chkchykoly	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_07	MULTIPANEL_HEADER_OWNER_UNRESOLVED	COMPOSED_COMPONENT_BRIDGE	B19_PROCESS|B07_OL_CONTINUE	Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen	5/10	ch/yk/y	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_07: Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/yk/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
222	A2	f68r1	f68r1.8	1	A2:G032	okodaly	F68_CENTRE_KEY_QUARANTINE_NS	A2_CENTRE_KEY_UNRESOLVED	FACE_CENTRE_IDENTITY_UNRESOLVED	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B09_AL_TARGET	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld	4/7	od/y	Zentrumsmarke A2_CENTRE_KEY_UNRESOLVED: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
223	A2	f68r1	f68r1.9	1	A2:G033	odchecthy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_01	LOCAL_STAR_OR_ASTERISM_STATION	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/9	odchecthy	Sternplatz A2_STAR_STATION_01: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest odchecthy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
224	A2	f68r1	f68r1.10	1	A2:G034	otcheody	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_02	LOCAL_STAR_OR_ASTERISM_STATION	SINGLE_COMPONENT_BRIDGE	B06_OT_NEXT	naechster Platz oder folgende Bedingung	2/8	cheody	Sternplatz A2_STAR_STATION_02: naechster Platz oder folgende Bedingung; lokaler Namensrest cheody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
225	A2	f68r1	f68r1.11	1	A2:G035	okoaly	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_03	LOCAL_STAR_OR_ASTERISM_STATION	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B09_AL_TARGET	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld	4/6	o/y	Sternplatz A2_STAR_STATION_03: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest o/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
226	A2	f68r1	f68r1.12	1	A2:G036	chocfhy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_04	LOCAL_STAR_OR_ASTERISM_STATION	SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT	Himmelsobjekt oder Eingangsbedingung	2/7	c/cfhy	Sternplatz A2_STAR_STATION_04: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
227	A2	f68r1	f68r1.13	1	A2:G037	octhey	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_05	LOCAL_STAR_OR_ASTERISM_STATION	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/6	octhey	Sternplatz A2_STAR_STATION_05: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest octhey.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
228	A2	f68r1	f68r1.14	1	A2:G038	otshey	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_06	LOCAL_STAR_OR_ASTERISM_STATION	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B14_READOUT	naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert	6/6	NONE	Sternplatz A2_STAR_STATION_06: naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
229	A2	f68r1	f68r1.15	1	A2:G039	otydy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_07	LOCAL_STAR_OR_ASTERISM_STATION	SINGLE_COMPONENT_BRIDGE	B12_TY_PART_UNIT	Teilsektor oder Untereintrag	2/5	o/dy	Sternplatz A2_STAR_STATION_07: Teilsektor oder Untereintrag; lokaler Namensrest o/dy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
230	A2	f68r1	f68r1.16	1	A2:G040	okear	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_08	LOCAL_STAR_OR_ASTERISM_STATION	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B10_AR_SOURCE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	4/5	e	Sternplatz A2_STAR_STATION_08: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
