global_running_ordinal	global_running_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	working_core_reading_de	portable_core_inventory	reading_layer	surface_status	admission_color	owner_class	owner_local_reading_de	back_projected_core_reading_de	roundtrip_exact	local_expansion_rule
50	G407-E0050	f1r	f1r	SOURCE_SECTION_T	f1r.7	50	G404-S002	F1R_TEXT_BLOCK_B	oydar	O+Y+D_ADDR+AR	AUSFÜHRUNG · POSTEN · HIER · AUSGANG	Y|AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	AUSFÜHRUNG · LAUFENDER EINTRAG · HIER · AUSGANGSZEILE	AUSFÜHRUNG · POSTEN · HIER · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
51	G407-E0051	f1r	f1r	SOURCE_SECTION_T	f1r.7	51	G404-S002	F1R_TEXT_BLOCK_B	sh	SH	HALTEN	SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	FESTHALTEN	HALTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
52	G407-E0052	f1r	f1r	SOURCE_SECTION_T	f1r.7	52	G404-S002	F1R_TEXT_BLOCK_B	s	S	WÄHLEN	S	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	AUSWÄHLEN	WÄHLEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
53	G407-E0053	f1r	f1r	SOURCE_SECTION_T	f1r.7	53	G404-S002	F1R_TEXT_BLOCK_B	cfhoaiin	CH+LOCAL_CHAR_F+O+AIIN	NEHMEN · HIER · AUSFÜHRUNG · WERT	CH|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	ENTNEHMEN · HIER · AUSFÜHRUNG · KENNWERT	NEHMEN · HIER · AUSFÜHRUNG · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
54	G407-E0054	f1r	f1r	SOURCE_SECTION_T	f1r.7	54	G404-S002	F1R_TEXT_BLOCK_B	shodary	SH+O+D_ADDR+AR+Y	HALTEN · AUSFÜHRUNG · HIER · AUSGANG · POSTEN	SH|AR|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_MICROFORM_OLD_FACTORS	AMBER	TEXTBLOCK	FESTHALTEN · AUSFÜHRUNG · HIER · AUSGANGSZEILE · LAUFENDER EINTRAG	HALTEN · AUSFÜHRUNG · HIER · AUSGANG · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
55	G407-E0055	f1r	f1r	SOURCE_SECTION_T	f1r.8	55	G404-S002	F1R_TEXT_BLOCK_B	yshey	Y+SH+E+Y	POSTEN · HALTEN · GRAD I · POSTEN	Y|SH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	LAUFENDER EINTRAG · FESTHALTEN · GRAD I · LAUFENDER EINTRAG	POSTEN · HALTEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
56	G407-E0056	f1r	f1r	SOURCE_SECTION_T	f1r.8	56	G404-S002	F1R_TEXT_BLOCK_B	shody	SH+O+DY	HALTEN · AUSFÜHRUNG · SCHLUSS	SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	FESTHALTEN · AUSFÜHRUNG · SCHLUSS	HALTEN · AUSFÜHRUNG · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
57	G407-E0057	f1r	f1r	SOURCE_SECTION_T	f1r.8	57	G404-S003	F1R_TEXT_BLOCK_B	okchoy	OK+CH+O+Y	SETZEN · NEHMEN · AUSFÜHRUNG · POSTEN	OK|CH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	EINTRAGEN · ENTNEHMEN · AUSFÜHRUNG · LAUFENDER EINTRAG	SETZEN · NEHMEN · AUSFÜHRUNG · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
58	G407-E0058	f1r	f1r	SOURCE_SECTION_T	f1r.8	58	G404-S003	F1R_TEXT_BLOCK_B	otchol	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	OT|CH|OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	NÄCHSTER EINTRAG · ENTNEHMEN · WEITERFÜHREN	DANACH · NEHMEN · FORTSETZEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
59	G407-E0059	f1r	f1r	SOURCE_SECTION_T	f1r.8	59	G404-S003	F1R_TEXT_BLOCK_B	chocthy	CH+O+CH+T+Y	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	CH|CH|T|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	ENTNEHMEN · AUSFÜHRUNG · ENTNEHMEN · FESTLEGEN · LAUFENDER EINTRAG	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
60	G407-E0060	f1r	f1r	SOURCE_SECTION_T	f1r.8	60	G404-S003	F1R_TEXT_BLOCK_B	os	OS	VORBEZUG	NONE	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	VORBEZUG	VORBEZUG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
61	G407-E0061	f1r	f1r	SOURCE_SECTION_T	f1r.8	61	G404-S003	F1R_TEXT_BLOCK_B	chy	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	LAUFENDER EINTRAG	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
62	G407-E0062	f1r	f1r	SOURCE_SECTION_T	f1r.8	62	G404-S003	F1R_TEXT_BLOCK_B	dain	AIN	ANTEIL	AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	TEILWERT	ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
63	G407-E0063	f1r	f1r	SOURCE_SECTION_T	f1r.8	63	G404-S003	F1R_TEXT_BLOCK_B	chor	CH+OR	NEHMEN · EINHEIT	CH|OR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	ENTNEHMEN · EINTRAGSEINHEIT	NEHMEN · EINHEIT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
64	G407-E0064	f1r	f1r	SOURCE_SECTION_T	f1r.8	64	G404-S003	F1R_TEXT_BLOCK_B	kos	K+O+S	GEBEN · AUSFÜHRUNG · WÄHLEN	K|S	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	ZUORDNEN · AUSFÜHRUNG · AUSWÄHLEN	GEBEN · AUSFÜHRUNG · WÄHLEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
65	G407-E0065	f1r	f1r	SOURCE_SECTION_T	f1r.9	65	G404-S003	F1R_TEXT_BLOCK_B	daiin	AIIN	WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	KENNWERT	WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
66	G407-E0066	f1r	f1r	SOURCE_SECTION_T	f1r.9	66	G404-S003	F1R_TEXT_BLOCK_B	shos	SH+O+S	HALTEN · AUSFÜHRUNG · WÄHLEN	SH|S	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	FESTHALTEN · AUSFÜHRUNG · AUSWÄHLEN	HALTEN · AUSFÜHRUNG · WÄHLEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
67	G407-E0067	f1r	f1r	SOURCE_SECTION_T	f1r.9	67	G404-S003	F1R_TEXT_BLOCK_B	cfhol	CH+LOCAL_CHAR_F+OL	NEHMEN · HIER · FORTSETZEN	CH|OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	ENTNEHMEN · HIER · WEITERFÜHREN	NEHMEN · HIER · FORTSETZEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
68	G407-E0068	f1r	f1r	SOURCE_SECTION_T	f1r.9	68	G404-S003	F1R_TEXT_BLOCK_B	shody	SH+O+DY	HALTEN · AUSFÜHRUNG · SCHLUSS	SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	FESTHALTEN · AUSFÜHRUNG · SCHLUSS	HALTEN · AUSFÜHRUNG · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
69	G407-E0069	f1r	f1r	SOURCE_SECTION_T	f1r.10	69	G404-S004	F1R_TEXT_BLOCK_B	dain	AIN	ANTEIL	AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	TEILWERT	ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
70	G407-E0070	f1r	f1r	SOURCE_SECTION_T	f1r.10	70	G404-S004	F1R_TEXT_BLOCK_B	os	OS	VORBEZUG	NONE	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	VORBEZUG	VORBEZUG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
71	G407-E0071	f1r	f1r	SOURCE_SECTION_T	f1r.10	71	G404-S004	F1R_TEXT_BLOCK_B	teody	T+E+O+DY	EINSTELLEN · GRAD I · AUSFÜHRUNG · SCHLUSS	T	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	FESTLEGEN · GRAD I · AUSFÜHRUNG · SCHLUSS	EINSTELLEN · GRAD I · AUSFÜHRUNG · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
72	G407-E0072	f1r	f1r	SOURCE_SECTION_T	f1r.11	72	G404-S005	F1R_TEXT_BLOCK_C	ydain	Y+AIN	POSTEN · ANTEIL	Y|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	LAUFENDER EINTRAG · TEILWERT	POSTEN · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
73	G407-E0073	f1r	f1r	SOURCE_SECTION_T	f1r.11	73	G404-S005	F1R_TEXT_BLOCK_C	cphesaiin	CH+P+E+S+AIIN	NEHMEN · EINSETZEN · GRAD I · WÄHLEN · WERT	CH|P|S|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	ENTNEHMEN · IN EINTRAG EINSETZEN · GRAD I · AUSWÄHLEN · KENNWERT	NEHMEN · EINSETZEN · GRAD I · WÄHLEN · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
74	G407-E0074	f1r	f1r	SOURCE_SECTION_T	f1r.11	74	G404-S005	F1R_TEXT_BLOCK_C	ols	OL+S	FORTSETZEN · WÄHLEN	OL|S	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	WEITERFÜHREN · AUSWÄHLEN	FORTSETZEN · WÄHLEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
75	G407-E0075	f1r	f1r	SOURCE_SECTION_T	f1r.11	75	G404-S005	F1R_TEXT_BLOCK_C	cphey	CH+P+E+Y	NEHMEN · EINSETZEN · GRAD I · POSTEN	CH|P|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	ENTNEHMEN · IN EINTRAG EINSETZEN · GRAD I · LAUFENDER EINTRAG	NEHMEN · EINSETZEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
76	G407-E0076	f1r	f1r	SOURCE_SECTION_T	f1r.11	76	G404-S005	F1R_TEXT_BLOCK_C	ytain	Y+T+AIN	POSTEN · EINSTELLEN · ANTEIL	Y|T|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	LAUFENDER EINTRAG · FESTLEGEN · TEILWERT	POSTEN · EINSTELLEN · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
77	G407-E0077	f1r	f1r	SOURCE_SECTION_T	f1r.11	77	G404-S005	F1R_TEXT_BLOCK_C	shoshy	SH+O+SH+Y	HALTEN · AUSFÜHRUNG · HALTEN · POSTEN	SH|SH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	FESTHALTEN · AUSFÜHRUNG · FESTHALTEN · LAUFENDER EINTRAG	HALTEN · AUSFÜHRUNG · HALTEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
78	G407-E0078	f1r	f1r	SOURCE_SECTION_T	f1r.11	78	G404-S005	F1R_TEXT_BLOCK_C	cphodal	CH+P+O+D_ADDR+AL	NEHMEN · EINSETZEN · AUSFÜHRUNG · HIER · ZIELORT	CH|P|AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	ENTNEHMEN · IN EINTRAG EINSETZEN · AUSFÜHRUNG · HIER · ZIELSPALTE	NEHMEN · EINSETZEN · AUSFÜHRUNG · HIER · ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
79	G407-E0079	f1r	f1r	SOURCE_SECTION_T	f1r.11	79	G404-S005	F1R_TEXT_BLOCK_C	es	E+S	GRAD I · WÄHLEN	S	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	GRAD I · AUSWÄHLEN	GRAD I · WÄHLEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
80	G407-E0080	f1r	f1r	SOURCE_SECTION_T	f1r.12	80	G404-S005	F1R_TEXT_BLOCK_C	oksho	OK+SH+O	SETZEN · HALTEN · AUSFÜHRUNG	OK|SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	EINTRAGEN · FESTHALTEN · AUSFÜHRUNG	SETZEN · HALTEN · AUSFÜHRUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
81	G407-E0081	f1r	f1r	SOURCE_SECTION_T	f1r.12	81	G404-S005	F1R_TEXT_BLOCK_C	kshoy	K+SH+O+Y	GEBEN · HALTEN · AUSFÜHRUNG · POSTEN	K|SH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	ZUORDNEN · FESTHALTEN · AUSFÜHRUNG · LAUFENDER EINTRAG	GEBEN · HALTEN · AUSFÜHRUNG · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
82	G407-E0082	f1r	f1r	SOURCE_SECTION_T	f1r.12	82	G404-S005	F1R_TEXT_BLOCK_C	otairin	OT+AIR+IIN	DANACH · BAHN · STUFE	OT|AIR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_MICROFORM_OLD_FACTORS	AMBER	TEXTBLOCK	NÄCHSTER EINTRAG · LESEBAHN · STUFE	DANACH · BAHN · STUFE	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
83	G407-E0083	f1r	f1r	SOURCE_SECTION_T	f1r.12	83	G404-S005	F1R_TEXT_BLOCK_C	oteol	OT+E+OL	DANACH · GRAD I · FORTSETZEN	OT|OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	NÄCHSTER EINTRAG · GRAD I · WEITERFÜHREN	DANACH · GRAD I · FORTSETZEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
84	G407-E0084	f1r	f1r	SOURCE_SECTION_T	f1r.12	84	G404-S005	F1R_TEXT_BLOCK_C	okan	OK+AN	SETZEN · KLASSE	OK	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	EINTRAGEN · KLASSE	SETZEN · KLASSE	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
85	G407-E0085	f1r	f1r	SOURCE_SECTION_T	f1r.12	85	G404-S005	F1R_TEXT_BLOCK_C	shodain	SH+O+D_ADDR+AIN	HALTEN · AUSFÜHRUNG · HIER · ANTEIL	SH|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	FESTHALTEN · AUSFÜHRUNG · HIER · TEILWERT	HALTEN · AUSFÜHRUNG · HIER · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
86	G407-E0086	f1r	f1r	SOURCE_SECTION_T	f1r.12	86	G404-S005	F1R_TEXT_BLOCK_C	sckhey	S+CH+K+E+Y	WÄHLEN · NEHMEN · GEBEN · GRAD I · POSTEN	S|CH|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	AUSWÄHLEN · ENTNEHMEN · ZUORDNEN · GRAD I · LAUFENDER EINTRAG	WÄHLEN · NEHMEN · GEBEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
87	G407-E0087	f1r	f1r	SOURCE_SECTION_T	f1r.12	87	G404-S005	F1R_TEXT_BLOCK_C	daiin	AIIN	WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	KENNWERT	WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
88	G407-E0088	f1r	f1r	SOURCE_SECTION_T	f1r.13	88	G404-S005	F1R_TEXT_BLOCK_C	shoy	SH+O+Y	HALTEN · AUSFÜHRUNG · POSTEN	SH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	FESTHALTEN · AUSFÜHRUNG · LAUFENDER EINTRAG	HALTEN · AUSFÜHRUNG · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
89	G407-E0089	f1r	f1r	SOURCE_SECTION_T	f1r.13	89	G404-S005	F1R_TEXT_BLOCK_C	ckhey	CH+K+E+Y	NEHMEN · GEBEN · GRAD I · POSTEN	CH|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	ENTNEHMEN · ZUORDNEN · GRAD I · LAUFENDER EINTRAG	NEHMEN · GEBEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
90	G407-E0090	f1r	f1r	SOURCE_SECTION_T	f1r.13	90	G404-S005	F1R_TEXT_BLOCK_C	kodaiin	K+O+D_ADDR+AIIN	GEBEN · AUSFÜHRUNG · HIER · WERT	K|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_VISIBLE_COMPOSITION	GREEN	TEXTBLOCK	ZUORDNEN · AUSFÜHRUNG · HIER · KENNWERT	GEBEN · AUSFÜHRUNG · HIER · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
91	G407-E0091	f1r	f1r	SOURCE_SECTION_T	f1r.13	91	G404-S005	F1R_TEXT_BLOCK_C	cphy	CH+P+Y	NEHMEN · EINSETZEN · POSTEN	CH|P|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	ENTNEHMEN · IN EINTRAG EINSETZEN · LAUFENDER EINTRAG	NEHMEN · EINSETZEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
92	G407-E0092	f1r	f1r	SOURCE_SECTION_T	f1r.13	92	G404-S005	F1R_TEXT_BLOCK_C	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	NEHMEN · EINSETZEN · AUSFÜHRUNG · HIER · WERT · VERBINDUNG · WÄHLEN	CH|P|AIIN|L|S	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	NEW_MICROFORM_OLD_FACTORS	AMBER	TEXTBLOCK	ENTNEHMEN · IN EINTRAG EINSETZEN · AUSFÜHRUNG · HIER · KENNWERT · EINTRAGSVERBINDUNG · AUSWÄHLEN	NEHMEN · EINSETZEN · AUSFÜHRUNG · HIER · WERT · VERBINDUNG · WÄHLEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
93	G407-E0093	f1r	f1r	SOURCE_SECTION_T	f1r.13	93	G404-S005	F1R_TEXT_BLOCK_C	cthey	CH+T+E+Y	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH|T|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	ENTNEHMEN · FESTLEGEN · GRAD I · LAUFENDER EINTRAG	NEHMEN · EINSTELLEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
94	G407-E0094	f1r	f1r	SOURCE_SECTION_T	f1r.13	94	G404-S005	F1R_TEXT_BLOCK_C	sho	SH+O	HALTEN · AUSFÜHRUNG	SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	FESTHALTEN · AUSFÜHRUNG	HALTEN · AUSFÜHRUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
95	G407-E0095	f1r	f1r	SOURCE_SECTION_T	f1r.13	95	G404-S005	F1R_TEXT_BLOCK_C	oldain	OL+AIN	FORTSETZEN · ANTEIL	OL|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	WEITERFÜHREN · TEILWERT	FORTSETZEN · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
96	G407-E0096	f1r	f1r	SOURCE_SECTION_T	f1r.13	96	G404-S005	F1R_TEXT_BLOCK_C	d	D_ADDR	HIER	NONE	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	HIER	HIER	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
97	G407-E0097	f1r	f1r	SOURCE_SECTION_T	f1r.14	97	G404-S005	F1R_TEXT_BLOCK_C	dain	AIN	ANTEIL	AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	TEILWERT	ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
98	G407-E0098	f1r	f1r	SOURCE_SECTION_T	f1r.14	98	G404-S005	F1R_TEXT_BLOCK_C	oiin	O+IIN	AUSFÜHRUNG · STUFE	NONE	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	EXACT_SURFACE_ONE_RECIPE	GREEN	TEXTBLOCK	AUSFÜHRUNG · STUFE	AUSFÜHRUNG · STUFE	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
