event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	surface	final_recipe	gdt553_target_member	gdt553_resolution_generation	gdt553_former_queue_card	gdt553_recipe_match	gdt553_context_reading_match	slot_transition_template	explicit_action_roots	inherited_action_root	resolved_action_roots	explicit_argument_roots	inherited_argument_root	resolved_argument_roots	ordered_control_chain	portable_semantic_macro	abstract_event_template	contextual_clause_de	portable_consistency_key	guard
51	G515-E0051	G515-S005	4	f4r	HERBAL	kor	K+OR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	K	NONE	K	OR	NONE	OR	NONE	A:K;X:OR;C:-	SET_A1__SET_X1|A>X	Gib die Arbeitseinheit zu.	K+OR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
52	G515-E0052	G515-S005	5	f4r	HERBAL	aiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	K	K	AIIN	NONE	AIIN	NONE	A:^K;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz gib den Arbeitswert zu.	AIIN|IA:K|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
53	G515-E0053	G515-S005	6	f4r	HERBAL	odal	O+DA+L	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	K	K	NONE	AIIN	AIIN	EXEC>STAGE:II>REL:L	A:^K;X:^AIIN;C:EXEC>STAGE:II>REL:L	KEEP_A1__KEEP_X1|EXEC>STAGE2>REL	Im laufenden Satz gib den Arbeitswert [wie zuvor] zu; über die Verbindung im Pflanzenartikel; zur Ausführung und auf der zweiten Stufe.	O+DA+L|IA:K|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
54	G515-E0054	G515-S005	7	f4r	HERBAL	shor	SH+OR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	SH	NONE	SH	OR	NONE	OR	NONE	A:SH;X:OR;C:-	SET_A1__SET_X1|A>X	Halte die Arbeitseinheit.	SH+OR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
55	G515-E0055	G515-S005	8	f4r	HERBAL	shyshol	SH+Y+SH+OL	YES	GDT550_RECURRENT_FRAME	YES	YES	YES	SET_A2__SET_X1	SH|SH	NONE	SH|SH	Y	NONE	Y	CONTINUE	A:SH+SH;X:Y;C:CONTINUE	SET_A2__SET_X1|A>X>A>CONT	Halte den Pflanzenposten und halte den Pflanzenposten; führe fort.	SH+Y+SH+OL|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
56	G515-E0056	G515-S005	9	f4r	HERBAL	cphaiin	CH+P+AIIN	YES	BASE_GDT548	NO	YES	YES	SET_A2__SET_X1	CH|P	NONE	CH|P	AIIN	NONE	AIIN	NONE	A:CH+P;X:AIIN;C:-	SET_A2__SET_X1|A>A>X	Nimm den Arbeitswert und setze den Arbeitswert ein.	CH+P+AIIN|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
57	G515-E0057	G515-S005	10	f4r	HERBAL	qotchoiin	OT+CH+O+IIN	YES	BASE_GDT548	NO	YES	YES	SET_A1__KEEP_X1	CH	NONE	CH	NONE	AIIN	AIIN	THEN>EXEC>STAGE	A:CH;X:^AIIN;C:THEN>EXEC>STAGE	SET_A1__KEEP_X1|THEN>A>EXEC>STAGE	Danach: nimm den Arbeitswert [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	OT+CH+O+IIN|IA:NONE|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
58	G515-E0058	G515-S005	11	f4r	HERBAL	sheor	SH+E+OR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	SH	NONE	SH	OR	NONE	OR	GRADE:I	A:SH;X:OR;C:GRADE:I	SET_A1__SET_X1|A>G1>X	Halte die Arbeitseinheit; auf Grad I.	SH+E+OR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
59	G515-E0059	G515-S005	12	f4r	HERBAL	qoty	OT+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	SH	SH	Y	NONE	Y	THEN	A:^SH;X:Y;C:THEN	KEEP_A1__SET_X1|THEN>X	Danach: im laufenden Satz halte den Pflanzenposten.	OT+Y|IA:SH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
60	G515-E0060	G515-S005	13	f4r	HERBAL	soiin	S+O+IIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	S	NONE	S	NONE	Y	Y	EXEC>STAGE	A:S;X:^Y;C:EXEC>STAGE	SET_A1__KEEP_X1|A>EXEC>STAGE	Wähle den Pflanzenposten [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	S+O+IIN|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
61	G515-E0061	G515-S005	14	f4r	HERBAL	chaiin	CH+AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CH	NONE	CH	AIIN	NONE	AIIN	NONE	A:CH;X:AIIN;C:-	SET_A1__SET_X1|A>X	Nimm den Arbeitswert.	CH+AIIN|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
62	G515-E0062	G515-S005	15	f4r	HERBAL	chaiin	CH+AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CH	NONE	CH	AIIN	NONE	AIIN	NONE	A:CH;X:AIIN;C:-	SET_A1__SET_X1|A>X	Nimm den Arbeitswert.	CH+AIIN|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
63	G515-E0063	G515-S005	16	f4r	HERBAL	daiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	CH	CH	AIIN	NONE	AIIN	NONE	A:^CH;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz nimm den Arbeitswert.	AIIN|IA:CH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
64	G515-E0064	G515-S005	17	f4r	HERBAL	cthey	CH+T+E+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|T	NONE	CH|T	Y	NONE	Y	GRADE:I	A:CH+T;X:Y;C:GRADE:I	SET_A2__SET_X1|A>A>G1>X	Nimm den Pflanzenposten und stelle den Pflanzenposten ein; auf Grad I.	CH+T+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
65	G515-E0065	G515-S006	1	f20v	HERBAL	faiis	LOCAL_CHAR_F+IIN+S	YES	BASE_GDT548	NO	YES	YES	SET_A1__EMPTY_X	S	NONE	S	NONE	NONE	NONE	LOCAL:F>STAGE	A:S;X:-;C:LOCAL:F>STAGE	SET_A1__EMPTY_X|LOCAL>STAGE>A	Wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	LOCAL_CHAR_F+IIN+S|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
66	G515-E0066	G515-S006	2	f20v	HERBAL	ar	AR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__EMPTY_X	NONE	S	S	NONE	NONE	NONE	REL:AR	A:^S;X:-;C:REL:AR	KEEP_A1__EMPTY_X|REL	Im laufenden Satz wähle; vom Ausgangsmaterial.	AR|IA:S|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
67	G515-E0067	G515-S006	3	f20v	HERBAL	okoy	OK+O+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	EXEC	A:OK;X:Y;C:EXEC	SET_A1__SET_X1|A>EXEC>X	Setze den Pflanzenposten im Arbeitsgang an; zur Ausführung.	OK+O+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
68	G515-E0068	G515-S006	4	f20v	HERBAL	shy	Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	OK	OK	Y	NONE	Y	NONE	A:^OK;X:Y;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an.	Y|IA:OK|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
69	G515-E0069	G515-S006	5	f20v	HERBAL	pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	YES	BASE_GDT548	NO	YES	YES	SET_A2__SET_X1	P|CH	NONE	P|CH	Y	NONE	Y	EXEC>LOCAL:F>EXEC>GRADE:I	A:P+CH;X:Y;C:EXEC>LOCAL:F>EXEC>GRADE:I	SET_A2__SET_X1|A>EXEC>LOCAL>EXEC>A>G1>X	Setze den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung [außen], zur Ausführung [innen] und auf Grad I; an der bezeichneten Stelle.	P+O+LOCAL_CHAR_F+O+CH+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
70	G515-E0070	G515-S006	6	f20v	HERBAL	opchy	O+P+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	P	NONE	P	Y	NONE	Y	EXEC	A:P;X:Y;C:EXEC	SET_A1__SET_X1|EXEC>A>X	Setze den Pflanzenposten ein; zur Ausführung.	O+P+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
71	G515-E0071	G515-S006	7	f20v	HERBAL	qopy	CARRIER_Q+O+P+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	P	NONE	P	Y	NONE	Y	BEGIN>EXEC	A:P;X:Y;C:BEGIN>EXEC	SET_A1__SET_X1|BEGIN>EXEC>A>X	Setze den Pflanzenposten ein; mit Beginnmarker und zur Ausführung.	CARRIER_Q+O+P+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
72	G515-E0072	G515-S006	8	f20v	HERBAL	choldy	OL+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	P	P	Y	NONE	Y	CONTINUE	A:^P;X:Y;C:CONTINUE	KEEP_A1__SET_X1|CONT>X	Im laufenden Satz setze den Pflanzenposten ein; führe fort.	OL+Y|IA:P|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
73	G515-E0073	G515-S006	9	f20v	HERBAL	opydy	O+P+Y+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	P	NONE	P	Y	NONE	Y	EXEC>CLOSE	A:P;X:Y;C:EXEC>CLOSE	SET_A1__SET_X1|EXEC>A>X>CLOSE	Setze den Pflanzenposten ein; zur Ausführung; schließe den Schritt.	O+P+Y+DY|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
74	G515-E0074	G515-S007	1	f20v	HERBAL	cphy	CH+P+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|P	NONE	CH|P	Y	NONE	Y	NONE	A:CH+P;X:Y;C:-	SET_A2__SET_X1|A>A>X	Nimm den Pflanzenposten und setze den Pflanzenposten ein.	CH+P+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
75	G515-E0075	G515-S007	2	f20v	HERBAL	sos	S+O+S	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__KEEP_X1	S|S	NONE	S|S	NONE	Y	Y	EXEC	A:S+S;X:^Y;C:EXEC	SET_A2__KEEP_X1|A>EXEC>A	Wähle den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; zur Ausführung.	S+O+S|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
76	G515-E0076	G515-S007	3	f20v	HERBAL	ykoiin	Y+K+O+IIN	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	EXEC>STAGE	A:K;X:Y;C:EXEC>STAGE	SET_A1__SET_X1|X>A>EXEC>STAGE	Gib den Pflanzenposten zu; zur Ausführung und auf der bezeichneten Stufe.	Y+K+O+IIN|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
77	G515-E0077	G515-S007	4	f20v	HERBAL	cheol	CH+E+O+L	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	CH	NONE	CH	NONE	Y	Y	GRADE:I>EXEC>REL:L	A:CH;X:^Y;C:GRADE:I>EXEC>REL:L	SET_A1__KEEP_X1|A>G1>EXEC>REL	Nimm den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; auf Grad I und zur Ausführung.	CH+E+O+L|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
78	G515-E0078	G515-S007	5	f20v	HERBAL	chol	OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	CH	CH	NONE	Y	Y	CONTINUE	A:^CH;X:^Y;C:CONTINUE	KEEP_A1__KEEP_X1|CONT	Im laufenden Satz nimm den Pflanzenposten [wie zuvor]; führe fort.	OL|IA:CH|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
79	G515-E0079	G515-S007	6	f20v	HERBAL	choiin	CH+O+IIN	YES	BASE_GDT548	NO	YES	YES	SET_A1__KEEP_X1	CH	NONE	CH	NONE	Y	Y	EXEC>STAGE	A:CH;X:^Y;C:EXEC>STAGE	SET_A1__KEEP_X1|A>EXEC>STAGE	Nimm den Pflanzenposten [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	CH+O+IIN|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
80	G515-E0080	G515-S007	7	f20v	HERBAL	checthy	CH+T+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|T	NONE	CH|T	Y	NONE	Y	NONE	A:CH+T;X:Y;C:-	SET_A2__SET_X1|A>A>X	Nimm den Pflanzenposten und stelle den Pflanzenposten ein.	CH+T+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
81	G515-E0081	G515-S007	8	f20v	HERBAL	otol	OT+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	T	T	NONE	Y	Y	THEN>CONTINUE	A:^T;X:^Y;C:THEN>CONTINUE	KEEP_A1__KEEP_X1|THEN>CONT	Danach: im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	OT+OL|IA:T|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
82	G515-E0082	G515-S007	9	f20v	HERBAL	chol	OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	T	T	NONE	Y	Y	CONTINUE	A:^T;X:^Y;C:CONTINUE	KEEP_A1__KEEP_X1|CONT	Im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	OL|IA:T|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
83	G515-E0083	G515-S007	10	f20v	HERBAL	chodaiin	CH+O+D_ADDR+AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CH	NONE	CH	AIIN	NONE	AIIN	EXEC>ADDR:D	A:CH;X:AIIN;C:EXEC>ADDR:D	SET_A1__SET_X1|A>EXEC>ADDR>X	Nimm den Arbeitswert; zur Ausführung; an der bezeichneten Stelle.	CH+O+D_ADDR+AIIN|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
84	G515-E0084	G515-S007	11	f20v	HERBAL	oty	OT+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	CH	CH	Y	NONE	Y	THEN	A:^CH;X:Y;C:THEN	KEEP_A1__SET_X1|THEN>X	Danach: im laufenden Satz nimm den Pflanzenposten.	OT+Y|IA:CH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
85	G515-E0085	G515-S007	12	f20v	HERBAL	okchy	OK+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	NONE	A:OK;X:Y;C:-	SET_A1__SET_X1|A>X	Setze den Pflanzenposten im Arbeitsgang an.	OK+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
86	G515-E0086	G515-S007	13	f20v	HERBAL	sho	SH+O	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	Y	Y	EXEC	A:SH;X:^Y;C:EXEC	SET_A1__KEEP_X1|A>EXEC	Halte den Pflanzenposten [wie zuvor]; zur Ausführung.	SH+O|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
87	G515-E0087	G515-S007	14	f20v	HERBAL	kchol	K+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	K	NONE	K	NONE	Y	Y	CONTINUE	A:K;X:^Y;C:CONTINUE	SET_A1__KEEP_X1|A>CONT	Gib den Pflanzenposten [wie zuvor] zu; führe fort.	K+OL|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
88	G515-E0088	G515-S007	15	f20v	HERBAL	shol	SH+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	Y	Y	CONTINUE	A:SH;X:^Y;C:CONTINUE	SET_A1__KEEP_X1|A>CONT	Halte den Pflanzenposten [wie zuvor]; führe fort.	SH+OL|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
89	G515-E0089	G515-S007	16	f20v	HERBAL	chcthy	CH+CH+T+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A3__SET_X1	CH|CH|T	NONE	CH|CH|T	Y	NONE	Y	NONE	A:CH+CH+T;X:Y;C:-	SET_A3__SET_X1|A>A>A>X	Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein.	CH+CH+T+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
90	G515-E0090	G515-S007	17	f20v	HERBAL	qoty	OT+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	T	T	Y	NONE	Y	THEN	A:^T;X:Y;C:THEN	KEEP_A1__SET_X1|THEN>X	Danach: im laufenden Satz stelle den Pflanzenposten ein.	OT+Y|IA:T|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
91	G515-E0091	G515-S007	18	f20v	HERBAL	chy	Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	T	T	Y	NONE	Y	NONE	A:^T;X:Y;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz stelle den Pflanzenposten ein.	Y|IA:T|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
92	G515-E0092	G515-S007	19	f20v	HERBAL	tolshy	T+OL+SH+Y	YES	GDT550_RECURRENT_FRAME	YES	YES	YES	SET_A2__SET_X1	T|SH	NONE	T|SH	Y	NONE	Y	CONTINUE	A:T+SH;X:Y;C:CONTINUE	SET_A2__SET_X1|A>CONT>A>X	Stelle den Pflanzenposten ein und halte den Pflanzenposten; führe fort.	T+OL+SH+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
93	G515-E0093	G515-S007	20	f20v	HERBAL	qotchy	OT+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	SH	SH	Y	NONE	Y	THEN	A:^SH;X:Y;C:THEN	KEEP_A1__SET_X1|THEN>X	Danach: im laufenden Satz halte den Pflanzenposten.	OT+Y|IA:SH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
94	G515-E0094	G515-S007	21	f20v	HERBAL	sho	SH+O	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	Y	Y	EXEC	A:SH;X:^Y;C:EXEC	SET_A1__KEEP_X1|A>EXEC	Halte den Pflanzenposten [wie zuvor]; zur Ausführung.	SH+O|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
95	G515-E0095	G515-S007	22	f20v	HERBAL	or	OR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	SH	SH	OR	NONE	OR	NONE	A:^SH;X:OR;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz halte die Arbeitseinheit.	OR|IA:SH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
96	G515-E0096	G515-S007	23	f20v	HERBAL	aiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	SH	SH	AIIN	NONE	AIIN	NONE	A:^SH;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz halte den Arbeitswert.	AIIN|IA:SH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
97	G515-E0097	G515-S007	24	f20v	HERBAL	shol	SH+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	AIIN	AIIN	CONTINUE	A:SH;X:^AIIN;C:CONTINUE	SET_A1__KEEP_X1|A>CONT	Halte den Arbeitswert [wie zuvor]; führe fort.	SH+OL|IA:NONE|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
98	G515-E0098	G515-S007	25	f20v	HERBAL	daiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	SH	SH	AIIN	NONE	AIIN	NONE	A:^SH;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz halte den Arbeitswert.	AIIN|IA:SH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
99	G515-E0099	G515-S008	1	f20v	HERBAL	tshol	T+SH+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__EMPTY_X	T|SH	NONE	T|SH	NONE	NONE	NONE	CONTINUE	A:T+SH;X:-;C:CONTINUE	SET_A2__EMPTY_X|A>A>CONT	Stelle ein und halte; führe fort.	T+SH+OL|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
100	G515-E0100	G515-S008	2	f20v	HERBAL	folchol	LOCAL_CHAR_F+OL+OL	YES	GDT551_SLOT_CONTRACT	YES	YES	YES	KEEP_A1__EMPTY_X	NONE	SH	SH	NONE	NONE	NONE	LOCAL:F>CONTINUE>CONTINUE	A:^SH;X:-;C:LOCAL:F>CONTINUE>CONTINUE	KEEP_A1__EMPTY_X|LOCAL>CONT>CONT	Im laufenden Satz halte; an der bezeichneten Stelle; führe 2-mal fort.	LOCAL_CHAR_F+OL+OL|IA:SH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
101	G515-E0101	G515-S008	3	f20v	HERBAL	otor	OT+OR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	SH	SH	OR	NONE	OR	THEN	A:^SH;X:OR;C:THEN	KEEP_A1__SET_X1|THEN>X	Danach: im laufenden Satz halte die Arbeitseinheit.	OT+OR|IA:SH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
