edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard
969	G407-E0969	G407-S048	12	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	chos	CH+O+S	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Positionsposten auf und wähle ihn; als Ausführung.	Nimm denselben Positionsposten auf und wähle ihn; als Ausführung.	Nimm denselben Positionsposten auf und wähle ihn; als Ausführung.	Nimm denselben Positionsposten auf und wähle ihn; als Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Nimm denselben Positionsposten auf und wähle ihn; als Ausführung.	Nimm denselben Positionsposten auf und wähle ihn; als Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Lies ab|RUNNING:G407-E0969@1|ACTION:G407-E0969@1:CH] [2:O=in Eintragsform|RUNNING:G407-E0969@2|ACTION:G407-E0969@1:CH] [3:S=Wähle aus|RUNNING:G407-E0969@3|ACTION:G407-E0969@3:S]	Lies ab: in Eintragsform; Wähle aus.	Nimm denselben Positionsposten auf und wähle ihn; als Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
970	G407-E0970	G407-S048	13	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ockhy	O+CH+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:O=in Eintragsform|RUNNING:G407-E0970@1|ACTION:G407-E0970@2:CH] [2:CH=Lies ab|RUNNING:G407-E0970@2|ACTION:G407-E0970@2:CH] [3:K=Ordne zu|RUNNING:G407-E0970@3|ACTION:G407-E0970@3:K] [4:Y=Ringposition|RUNNING:G407-E0970@4|ACTION:G407-E0970@3:K]	Lies ab: in Eintragsform; Ordne zu: Ringposition.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
971	G407-E0971	G407-S048	14	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang ordne den Positionswert zu.	Im laufenden Gang ordne den Positionswert zu.	Im laufenden Gang ordne den Positionswert zu.	Im laufenden Gang ordne den Positionswert zu.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang ordne den Positionswert zu.	Im laufenden Gang ordne den Positionswert zu.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:AIIN=Positionswert|RUNNING:G407-E0971@1|ACTION:G407-E0970@3:K]	beim Zuordnen [ACTION:G407-E0970@3:K]: Positionswert.	Im laufenden Gang ordne den Positionswert zu.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
972	G407-E0972	G407-S048	15	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang ordne den Positionswert zu.	Im laufenden Gang ordne den Positionswert zu.	Im laufenden Gang ordne den Positionswert zu.	Im laufenden Gang ordne den Positionswert zu.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang ordne den Positionswert zu.	Im laufenden Gang ordne den Positionswert zu.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:AIIN=Positionswert|RUNNING:G407-E0972@1|ACTION:G407-E0970@3:K]	beim Zuordnen [ACTION:G407-E0970@3:K]: Positionswert.	Im laufenden Gang ordne den Positionswert zu.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
973	G407-E0973	G407-S048	16	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	os	OS	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang ordne denselben Positionswert zu; wie zuvor.	Im laufenden Gang ordne denselben Positionswert zu; wie zuvor.	Im laufenden Gang ordne denselben Positionswert zu; wie zuvor.	Im laufenden Gang ordne denselben Positionswert zu; wie zuvor.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang ordne denselben Positionswert zu; wie zuvor.	Im laufenden Gang ordne denselben Positionswert zu; wie zuvor.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:OS=am Außenring|RUNNING:G407-E0973@1|G407-E0970@3:K]	im Rahmen [G407-E0970@3:K]: am Außenring.	Im laufenden Gang ordne denselben Positionswert zu; wie zuvor.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
974	G407-E0974	G407-S048	17	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	qsg	CARRIER_Q+S+G_LABEL	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Positionswert; als neuen Einsatz; beim G-Vermerk.	Wähle denselben Positionswert; als neuen Einsatz; beim G-Vermerk.	Wähle denselben Positionswert; als neuen Einsatz; beim G-Vermerk.	Wähle denselben Positionswert; als neuen Einsatz; beim G-Vermerk.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle denselben Positionswert; als neuen Einsatz; beim G-Vermerk.	Wähle denselben Positionswert; als neuen Einsatz; beim G-Vermerk.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CARRIER_Q=im Tabellenfeld|RUNNING:G407-E0974@1|ACTION:G407-E0974@2:S] [2:S=Wähle aus|RUNNING:G407-E0974@2|ACTION:G407-E0974@2:S] [3:G_LABEL=in der g-Klasse|RUNNING:G407-E0974@3|ACTION:G407-E0974@2:S]	Wähle aus: im Tabellenfeld, in der g-Klasse.	Wähle denselben Positionswert; als neuen Einsatz; beim G-Vermerk.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
975	G407-E0975	G407-S048	18	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ofydy	O+LOCAL_CHAR_F+Y+DY	STATE_CARD	DY	Im laufenden Gang: Wähle den Positionsposten; als Ausführung; bei der f-Kennmarke; schließe den Schritt.	Im laufenden Gang: Wähle den Positionsposten; als Ausführung; bei der f-Kennmarke; schließe den Schritt.	Im laufenden Gang: Wähle den Positionsposten; als Ausführung; bei der f-Kennmarke; schließe den Schritt.	Im laufenden Gang: Wähle den Positionsposten; als Ausführung; bei der f-Kennmarke; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang: Wähle den Positionsposten; als Ausführung; bei der f-Kennmarke; schließe den Schritt.	Im laufenden Gang: Wähle den Positionsposten; als Ausführung; bei der f-Kennmarke; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	3	1	[1:O=in Eintragsform|RUNNING:G407-E0975@1|CONTROL:G407-E0975:STATE_CARD] [2:LOCAL_CHAR_F=bei der f-Marke|RUNNING:G407-E0975@2|CONTROL:G407-E0975:STATE_CARD] [3:Y=Ringposition|RUNNING:G407-E0975@3|ACTION:G407-E0974@2:S] [4:DY=Arbeitsgang abschließen|RUNNING:G407-E0975@4|CONTROL:G407-E0975@4:DY]	im Steuerrahmen [CONTROL:G407-E0975:STATE_CARD]: in Eintragsform, bei der f-Marke; beim Auswählen [ACTION:G407-E0974@2:S]: Ringposition; im Steuerrahmen [CONTROL:G407-E0975@4:DY]: Arbeitsgang abschließen.	Im laufenden Gang: Wähle den Positionsposten; als Ausführung; bei der f-Kennmarke; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
976	G407-E0976	G407-S049	1	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	sheody	SH+E+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Positionsposten; auf Grad I und als Ausführung; an der D-Stelle.	Halte den Positionsposten; auf Grad I und als Ausführung; an der D-Stelle.	Halte den Positionsposten; auf Grad I und als Ausführung; an der D-Stelle.	Halte den Positionsposten; auf Grad I und als Ausführung; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Positionsposten; auf Grad I und als Ausführung; an der D-Stelle.	Halte den Positionsposten; auf Grad I und als Ausführung; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:SH=Halte fest|RUNNING:G407-E0976@1|ACTION:G407-E0976@1:SH] [2:E=auf Ringstufe I|RUNNING:G407-E0976@2|ACTION:G407-E0976@1:SH] [3:O=in Eintragsform|RUNNING:G407-E0976@3|ACTION:G407-E0976@1:SH] [4:D_ADDR=an der unteren Ringstelle|RUNNING:G407-E0976@4|ACTION:G407-E0976@1:SH] [5:Y=Ringposition|RUNNING:G407-E0976@5|ACTION:G407-E0976@1:SH]	Halte fest: auf Ringstufe I, in Eintragsform, an der unteren Ringstelle, Ringposition.	Halte den Positionsposten; auf Grad I und als Ausführung; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
977	G407-E0977	G407-S049	2	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Positionswert.	Im laufenden Gang halte den Positionswert.	Im laufenden Gang halte den Positionswert.	Im laufenden Gang halte den Positionswert.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang halte den Positionswert.	Im laufenden Gang halte den Positionswert.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:AIIN=Positionswert|RUNNING:G407-E0977@1|ACTION:G407-E0976@1:SH]	beim Festhalten [ACTION:G407-E0976@1:SH]: Positionswert.	Im laufenden Gang halte den Positionswert.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
978	G407-E0978	G407-S049	3	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ycheody	Y+CH+E+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der D-Stelle.	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der D-Stelle.	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der D-Stelle.	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der D-Stelle.	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	6	6	0	[1:Y=Ringposition|RUNNING:G407-E0978@1|ACTION:G407-E0978@2:CH] [2:CH=Lies ab|RUNNING:G407-E0978@2|ACTION:G407-E0978@2:CH] [3:E=auf Ringstufe I|RUNNING:G407-E0978@3|ACTION:G407-E0978@2:CH] [4:O=in Eintragsform|RUNNING:G407-E0978@4|ACTION:G407-E0978@2:CH] [5:D_ADDR=an der unteren Ringstelle|RUNNING:G407-E0978@5|ACTION:G407-E0978@2:CH] [6:Y=Ringposition|RUNNING:G407-E0978@6|ACTION:G407-E0978@2:CH]	Lies ab: Ringposition, auf Ringstufe I, in Eintragsform, an der unteren Ringstelle, Ringposition.	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
979	G407-E0979	G407-S049	4	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	es	E+S	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Positionsposten; auf Grad I.	Wähle denselben Positionsposten; auf Grad I.	Wähle denselben Positionsposten; auf Grad I.	Wähle denselben Positionsposten; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle denselben Positionsposten; auf Grad I.	Wähle denselben Positionsposten; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:E=auf Ringstufe I|RUNNING:G407-E0979@1|ACTION:G407-E0979@2:S] [2:S=Wähle aus|RUNNING:G407-E0979@2|ACTION:G407-E0979@2:S]	Wähle aus: auf Ringstufe I.	Wähle denselben Positionsposten; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
980	G407-E0980	G407-S049	5	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	odaiiin	O+DA+LOCAL_CHAR_I+IIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der i-Variante.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der i-Variante.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der i-Variante.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der i-Variante.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der i-Variante.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der i-Variante.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:O=in Eintragsform|RUNNING:G407-E0980@1|G407-E0979@2:S] [2:DA=im zweiten Durchgang|RUNNING:G407-E0980@2|G407-E0979@2:S] [3:LOCAL_CHAR_I=bei der i-Marke|RUNNING:G407-E0980@3|G407-E0979@2:S] [4:IIN=auf der Feinstufe|RUNNING:G407-E0980@4|G407-E0979@2:S]	im Rahmen [G407-E0979@2:S]: in Eintragsform, im zweiten Durchgang, bei der i-Marke, auf der Feinstufe.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der i-Variante.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
981	G407-E0981	G407-S049	6	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	yekees	Y+E+K+EE+S	NONSTATE_CARD	NOT_APPLICABLE	Ordne den Positionsposten zu und wähle ihn; auf Grad I und auf Grad II.	Ordne den Positionsposten zu und wähle ihn; auf Grad I und auf Grad II.	Ordne den Positionsposten zu und wähle ihn; auf Grad I und auf Grad II.	Ordne den Positionsposten zu und wähle ihn; auf Grad I und auf Grad II.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Ordne den Positionsposten zu und wähle ihn; auf Grad I und auf Grad II.	Ordne den Positionsposten zu und wähle ihn; auf Grad I und auf Grad II.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:Y=Ringposition|RUNNING:G407-E0981@1|ACTION:G407-E0981@3:K] [2:E=auf Ringstufe I|RUNNING:G407-E0981@2|ACTION:G407-E0981@3:K] [3:K=Ordne zu|RUNNING:G407-E0981@3|ACTION:G407-E0981@3:K] [4:EE=auf Ringstufe II|RUNNING:G407-E0981@4|ACTION:G407-E0981@3:K] [5:S=Wähle aus|RUNNING:G407-E0981@5|ACTION:G407-E0981@5:S]	Ordne zu: Ringposition, auf Ringstufe I, auf Ringstufe II; Wähle aus.	Ordne den Positionsposten zu und wähle ihn; auf Grad I und auf Grad II.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
982	G407-E0982	G407-S049	7	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	oraly	OR+AL+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle die Positionseinheit und den Positionsposten; zur Zielposition.	Im laufenden Gang wähle die Positionseinheit und den Positionsposten; zur Zielposition.	Im laufenden Gang wähle die Positionseinheit und den Positionsposten; zur Zielposition.	Im laufenden Gang wähle die Positionseinheit und den Positionsposten; zur Zielposition.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang wähle die Positionseinheit und den Positionsposten; zur Zielposition.	Im laufenden Gang wähle die Positionseinheit und den Positionsposten; zur Zielposition.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:OR=Sektoreinheit|RUNNING:G407-E0982@1|ACTION:G407-E0981@5:S] [2:AL=zur Zielposition|RUNNING:G407-E0982@2|ACTION:G407-E0981@5:S] [3:Y=Ringposition|RUNNING:G407-E0982@3|ACTION:G407-E0981@5:S]	beim Auswählen [ACTION:G407-E0981@5:S]: Sektoreinheit, zur Zielposition, Ringposition.	Im laufenden Gang wähle die Positionseinheit und den Positionsposten; zur Zielposition.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
983	G407-E0983	G407-S050	1	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	todaiin	T+O+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Positionswert ein; als Ausführung.	Stelle den Positionswert ein; als Ausführung.	Stelle den Positionswert ein; als Ausführung.	Stelle den Positionswert ein; als Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle den Positionswert ein; als Ausführung.	Stelle den Positionswert ein; als Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:T=Stelle ein|RUNNING:G407-E0983@1|ACTION:G407-E0983@1:T] [2:O=in Eintragsform|RUNNING:G407-E0983@2|ACTION:G407-E0983@1:T] [3:AIIN=Positionswert|RUNNING:G407-E0983@3|ACTION:G407-E0983@1:T]	Stelle ein: in Eintragsform, Positionswert.	Stelle den Positionswert ein; als Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
984	G407-E0984	G407-S050	2	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	dain	AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang stelle den Sektoranteil ein.	Im laufenden Gang stelle den Sektoranteil ein.	Im laufenden Gang stelle den Sektoranteil ein.	Im laufenden Gang stelle den Sektoranteil ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang stelle den Sektoranteil ein.	Im laufenden Gang stelle den Sektoranteil ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:AIN=Sektoranteil|RUNNING:G407-E0984@1|ACTION:G407-E0983@1:T]	beim Einstellen [ACTION:G407-E0983@1:T]: Sektoranteil.	Im laufenden Gang stelle den Sektoranteil ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
985	G407-E0985	G407-S050	3	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	dy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang stelle den Positionsposten ein.	Im laufenden Gang stelle den Positionsposten ein.	Im laufenden Gang stelle den Positionsposten ein.	Im laufenden Gang stelle den Positionsposten ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang stelle den Positionsposten ein.	Im laufenden Gang stelle den Positionsposten ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:Y=Ringposition|RUNNING:G407-E0985@1|ACTION:G407-E0983@1:T]	beim Einstellen [ACTION:G407-E0983@1:T]: Ringposition.	Im laufenden Gang stelle den Positionsposten ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
986	G407-E0986	G407-S050	4	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	os	OS	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang stelle denselben Positionsposten ein; wie zuvor.	Im laufenden Gang stelle denselben Positionsposten ein; wie zuvor.	Im laufenden Gang stelle denselben Positionsposten ein; wie zuvor.	Im laufenden Gang stelle denselben Positionsposten ein; wie zuvor.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang stelle denselben Positionsposten ein; wie zuvor.	Im laufenden Gang stelle denselben Positionsposten ein; wie zuvor.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:OS=am Außenring|RUNNING:G407-E0986@1|G407-E0983@1:T]	im Rahmen [G407-E0983@1:T]: am Außenring.	Im laufenden Gang stelle denselben Positionsposten ein; wie zuvor.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
