complete_slot_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	locus	surface	slot_value	slot_position	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	source_detail	guard	gdt582_default_key	gdt582_default_kind	gdt582_core_concept	gdt582_concrete_default_de	gdt582_default_basis	gdt582_default_status	gdt582_guard
37	RUNNING:G407-E0014@1	RUNNING_ATOM	G407-E0014	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	y	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0012@2:K	PRIMARY_GOVERNOR	G407-A00016	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Arbeitsgut	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
38	RUNNING:G407-E0015@1	RUNNING_ATOM	G407-E0015	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	kair	K	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0015@1:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:K:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	TRANSFER_OR_ADD	Gib zu	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
39	RUNNING:G407-E0015@2	RUNNING_ATOM	G407-E0015	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	kair	AIR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0015@1:K	PRIMARY_GOVERNOR	G407-A00017	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AIR:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	WORKING_PATH	entlang des Arbeitswegs	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
40	RUNNING:G407-E0016@1	RUNNING_ATOM	G407-E0016	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	chtaiin	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0016@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
41	RUNNING:G407-E0016@2	RUNNING_ATOM	G407-E0016	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	chtaiin	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0016@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:T:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	ADJUST_OR_TEMPER	Stelle ein oder temperiere	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
42	RUNNING:G407-E0016@3	RUNNING_ATOM	G407-E0016	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	chtaiin	AIIN	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0016@2:T	PRIMARY_GOVERNOR	G407-A00018	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AIIN:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	MEASURE_OR_VALUE	Flüssigkeitsmaß	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
43	RUNNING:G407-E0017@1	RUNNING_ATOM	G407-E0017	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shar	SH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0017@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:SH:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	HOLD_OR_REST	Lass ruhen	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
44	RUNNING:G407-E0017@2	RUNNING_ATOM	G407-E0017	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shar	AR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0017@1:SH	PRIMARY_GOVERNOR	G407-A00019	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AR:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	SOURCE	von der Quelle oder aus dem Ausgangsgefäß	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
45	RUNNING:G407-E0018@1	RUNNING_ATOM	G407-E0018	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ase	A_ADDR	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0018@2:S	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:A_ADDR:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	MAIN_SITE	an der Hauptstelle	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
46	RUNNING:G407-E0018@2	RUNNING_ATOM	G407-E0018	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ase	S	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0018@2:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:S:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	SELECT_OR_SEPARATE	Sondere aus	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
47	RUNNING:G407-E0018@3	RUNNING_ATOM	G407-E0018	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ase	E	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0018@2:S	PRIMARY_GOVERNOR	G407-A00020	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:E:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	LOW_DEGREE	auf Grad I	PORTABLE_CORE_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
48	RUNNING:G407-E0019@1	RUNNING_ATOM	G407-E0019	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthar	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0019@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
49	RUNNING:G407-E0019@2	RUNNING_ATOM	G407-E0019	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthar	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0019@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:T:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	ADJUST_OR_TEMPER	Stelle ein oder temperiere	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
50	RUNNING:G407-E0019@3	RUNNING_ATOM	G407-E0019	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthar	AR	3	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0019@2:T	PRIMARY_GOVERNOR	G407-A00021	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AR:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	SOURCE	von der Quelle oder aus dem Ausgangsgefäß	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
51	RUNNING:G407-E0020@1	RUNNING_ATOM	G407-E0020	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthar	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0020@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
52	RUNNING:G407-E0020@2	RUNNING_ATOM	G407-E0020	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthar	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0020@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:T:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	ADJUST_OR_TEMPER	Stelle ein oder temperiere	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
53	RUNNING:G407-E0020@3	RUNNING_ATOM	G407-E0020	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthar	AR	3	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0020@2:T	PRIMARY_GOVERNOR	G407-A00022	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AR:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	SOURCE	von der Quelle oder aus dem Ausgangsgefäß	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
54	RUNNING:G407-E0021@1	RUNNING_ATOM	G407-E0021	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	dan	AIN	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0020@2:T	PRIMARY_GOVERNOR	G407-A00023	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AIN:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	PORTION_OR_FRACTION	Portion	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
55	RUNNING:G407-E0022@1	RUNNING_ATOM	G407-E0022	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	syaiir	S	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0022@1:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:S:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	SELECT_OR_SEPARATE	Sondere aus	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
56	RUNNING:G407-E0022@2	RUNNING_ATOM	G407-E0022	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	syaiir	Y	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0022@1:S	PRIMARY_GOVERNOR	G407-A00024	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Arbeitsgut	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
57	RUNNING:G407-E0022@3	RUNNING_ATOM	G407-E0022	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	syaiir	IIN	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0022@4:R	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:IIN:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	WORKING_STAGE	auf der bezeichneten Stufe	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
58	RUNNING:G407-E0022@4	RUNNING_ATOM	G407-E0022	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	syaiir	R	4	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0022@4:R	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:R:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	CHECK_OR_MARK	Kennzeichne oder prüfe	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
59	RUNNING:G407-E0023@1	RUNNING_ATOM	G407-E0023	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sheky	SH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0023@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:SH:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	HOLD_OR_REST	Lass ruhen	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
60	RUNNING:G407-E0023@2	RUNNING_ATOM	G407-E0023	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sheky	E	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0023@1:SH	PRIMARY_GOVERNOR	G407-A00025	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:E:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	LOW_DEGREE	auf Grad I	PORTABLE_CORE_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
61	RUNNING:G407-E0023@3	RUNNING_ATOM	G407-E0023	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sheky	K	3	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0023@3:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:K:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	TRANSFER_OR_ADD	Gib zu	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
62	RUNNING:G407-E0023@4	RUNNING_ATOM	G407-E0023	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sheky	Y	4	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0023@3:K	PRIMARY_GOVERNOR	G407-A00026	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Arbeitsgut	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
63	RUNNING:G407-E0024@1	RUNNING_ATOM	G407-E0024	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	or	OR	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0023@3:K	PRIMARY_GOVERNOR	G407-A00027	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OR:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	UNIT_OR_BATCH	Ansatz	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
64	RUNNING:G407-E0025@1	RUNNING_ATOM	G407-E0025	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ykaiin	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0025@2:K	PRIMARY_GOVERNOR	G407-A00028	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Arbeitsgut	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
65	RUNNING:G407-E0025@2	RUNNING_ATOM	G407-E0025	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ykaiin	K	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0025@2:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:K:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	TRANSFER_OR_ADD	Gib zu	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
66	RUNNING:G407-E0025@3	RUNNING_ATOM	G407-E0025	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ykaiin	AIIN	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0025@2:K	PRIMARY_GOVERNOR	G407-A00029	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AIIN:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	MEASURE_OR_VALUE	Flüssigkeitsmaß	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
67	RUNNING:G407-E0026@1	RUNNING_ATOM	G407-E0026	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shod	SH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0026@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:SH:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	HOLD_OR_REST	Lass ruhen	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
68	RUNNING:G407-E0026@2	RUNNING_ATOM	G407-E0026	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shod	O	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0026@1:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:O:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	FORM_OR_MODE	in Arbeitsform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
69	RUNNING:G407-E0026@3	RUNNING_ATOM	G407-E0026	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shod	D_ADDR	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0026@1:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:D_ADDR:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	WORK_SITE	an der Arbeitsstelle	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
70	RUNNING:G407-E0027@1	RUNNING_ATOM	G407-E0027	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthoary	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0027@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
71	RUNNING:G407-E0027@2	RUNNING_ATOM	G407-E0027	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthoary	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0027@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:T:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	ADJUST_OR_TEMPER	Stelle ein oder temperiere	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
72	RUNNING:G407-E0027@3	RUNNING_ATOM	G407-E0027	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthoary	O	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0027@2:T	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:O:SOURCE_SECTION_T	PRODUCTIVE_REGISTER_FUNCTION	FORM_OR_MODE	in Arbeitsform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
