local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt582_guard
24	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1770	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1770	f67r2	CELESTIAL	f67r2.10	zwei lokale Himmelsraeder	kchy	K+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:K=Ordne zu|LOCAL_COMPONENT:P912-E1770@1|LOCAL_ACTION:P912-E1770@1:K] [2:Y=Ringposition|LOCAL_COMPONENT:P912-E1770@2|LOCAL_ACTION:P912-E1770@1:K]	Ordne zu: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
25	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1771	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1771	f67r2	CELESTIAL	f67r2.10	zwei lokale Himmelsraeder	okar	OK+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E1771@1|LOCAL_ACTION:P912-E1771@1:OK] [2:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E1771@2|LOCAL_ACTION:P912-E1771@1:OK]	Trage ein: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
26	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1772	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1772	f67r2	CELESTIAL	f67r2.11	zwei lokale Himmelsraeder	chky	CHK+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:CHK=lokale CHK-Karte|LOCAL_COMPONENT:P912-E1772@1|LOCAL_CONTROL:P912-E1772@1:CHK] [2:Y=Ringposition|LOCAL_COMPONENT:P912-E1772@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1772]	im Rahmen [LOCAL_CONTROL:P912-E1772@1:CHK]: lokale CHK-Karte; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1772]: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
27	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1773	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1773	f67r2	CELESTIAL	f67r2.11	zwei lokale Himmelsraeder	chykchs	CH+Y+K+CH+S	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E1773@1|LOCAL_ACTION:P912-E1773@1:CH] [2:Y=Ringposition|LOCAL_COMPONENT:P912-E1773@2|LOCAL_ACTION:P912-E1773@1:CH] [3:K=Ordne zu|LOCAL_COMPONENT:P912-E1773@3|LOCAL_ACTION:P912-E1773@3:K] [4:CH=Lies ab|LOCAL_COMPONENT:P912-E1773@4|LOCAL_ACTION:P912-E1773@4:CH] [5:S=Wähle aus|LOCAL_COMPONENT:P912-E1773@5|LOCAL_ACTION:P912-E1773@5:S]	Lies ab: Ringposition; Ordne zu; Lies ab; Wähle aus.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
28	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1774	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1774	f67r2	CELESTIAL	f67r2.11	zwei lokale Himmelsraeder	chy	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E1774@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1774]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1774]: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
29	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1775	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1775	f67r2	CELESTIAL	f67r2.12	zwei lokale Himmelsraeder	ykees	Y+K+EE+S	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E1775@1|LOCAL_ACTION:P912-E1775@2:K] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E1775@2|LOCAL_ACTION:P912-E1775@2:K] [3:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E1775@3|LOCAL_ACTION:P912-E1775@2:K] [4:S=Wähle aus|LOCAL_COMPONENT:P912-E1775@4|LOCAL_ACTION:P912-E1775@4:S]	Ordne zu: Ringposition, auf Ringstufe II; Wähle aus.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
30	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1776	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1776	f67r2	CELESTIAL	f67r2.12	zwei lokale Himmelsraeder	ykchos	Y+K+CH+O+S	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E1776@1|LOCAL_ACTION:P912-E1776@2:K] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E1776@2|LOCAL_ACTION:P912-E1776@2:K] [3:CH=Lies ab|LOCAL_COMPONENT:P912-E1776@3|LOCAL_ACTION:P912-E1776@3:CH] [4:O=in Eintragsform|LOCAL_COMPONENT:P912-E1776@4|LOCAL_ACTION:P912-E1776@3:CH] [5:S=Wähle aus|LOCAL_COMPONENT:P912-E1776@5|LOCAL_ACTION:P912-E1776@5:S]	Ordne zu: Ringposition; Lies ab: in Eintragsform; Wähle aus.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
31	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1784	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1784	f67r2	CELESTIAL	f67r2.15	zwei lokale Himmelsraeder	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	6	4	2	[1:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E1784@1|LOCAL_ACTION:P912-E1784@3:CH] [2:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1784@2|LOCAL_CONTROL:P912-E1784@2:OL] [3:CH=Lies ab|LOCAL_COMPONENT:P912-E1784@3|LOCAL_ACTION:P912-E1784@3:CH] [4:S_ADDR=an der seitlichen Ringstelle|LOCAL_COMPONENT:P912-E1784@4|LOCAL_ACTION:P912-E1784@3:CH] [5:O=in Eintragsform|LOCAL_COMPONENT:P912-E1784@5|LOCAL_ACTION:P912-E1784@3:CH] [6:DY=Arbeitsgang abschließen|LOCAL_COMPONENT:P912-E1784@6|LOCAL_CONTROL:P912-E1784@6:DY]	Lies ab: an der unteren Ringstelle, an der seitlichen Ringstelle, in Eintragsform; im Rahmen [LOCAL_CONTROL:P912-E1784@2:OL]: weiter im selben Arbeitsgang; im Rahmen [LOCAL_CONTROL:P912-E1784@6:DY]: Arbeitsgang abschließen.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
32	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1804	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1804	f67r2	CELESTIAL	f67r2.22	zwei lokale Himmelsraeder	okal	OK+AL	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E1804@1|LOCAL_ACTION:P912-E1804@1:OK] [2:AL=zur Zielposition|LOCAL_COMPONENT:P912-E1804@2|LOCAL_ACTION:P912-E1804@1:OK]	Trage ein: zur Zielposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
33	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1818	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1818	f67r2	CELESTIAL	f67r2.28	zwei lokale Himmelsraeder	okain	OK+AIN	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E1818@1|LOCAL_ACTION:P912-E1818@1:OK] [2:AIN=Sektoranteil|LOCAL_COMPONENT:P912-E1818@2|LOCAL_ACTION:P912-E1818@1:OK]	Trage ein: Sektoranteil.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
34	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1819	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1819	f67r2	CELESTIAL	f67r2.28	zwei lokale Himmelsraeder	am	AM_ADDR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:AM_ADDR=an der mittleren Ringstelle|LOCAL_COMPONENT:P912-E1819@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1819]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1819]: an der mittleren Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
35	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1824	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1824	f67r2	CELESTIAL	f67r2.31	zwei lokale Himmelsraeder	opcholdy	O+P+OL+D_ADDR+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	4	1	[1:O=in Eintragsform|LOCAL_COMPONENT:P912-E1824@1|LOCAL_ACTION:P912-E1824@2:P] [2:P=Setze ein|LOCAL_COMPONENT:P912-E1824@2|LOCAL_ACTION:P912-E1824@2:P] [3:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1824@3|LOCAL_CONTROL:P912-E1824@3:OL] [4:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E1824@4|LOCAL_ACTION:P912-E1824@2:P] [5:Y=Ringposition|LOCAL_COMPONENT:P912-E1824@5|LOCAL_ACTION:P912-E1824@2:P]	Setze ein: in Eintragsform, an der unteren Ringstelle, Ringposition; im Rahmen [LOCAL_CONTROL:P912-E1824@3:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
36	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1832	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1832	f67r2	CELESTIAL	f67r2.34	zwei lokale Himmelsraeder	ofar	O+LOCAL_CHAR_F+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:O=in Eintragsform|LOCAL_COMPONENT:P912-E1832@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1832] [2:LOCAL_CHAR_F=bei der f-Marke|LOCAL_COMPONENT:P912-E1832@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1832] [3:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E1832@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1832]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1832]: in Eintragsform, bei der f-Marke, von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
37	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1833	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1833	f67r2	CELESTIAL	f67r2.34	zwei lokale Himmelsraeder	oeoldan	O+E+OL+D_ADDR+AN	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	4	1	[1:O=in Eintragsform|LOCAL_COMPONENT:P912-E1833@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1833] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E1833@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1833] [3:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1833@3|LOCAL_CONTROL:P912-E1833@3:OL] [4:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E1833@4|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1833] [5:AN=an der Nachbarmarke|LOCAL_COMPONENT:P912-E1833@5|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1833]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1833]: in Eintragsform, auf Ringstufe I, an der unteren Ringstelle, an der Nachbarmarke; im Rahmen [LOCAL_CONTROL:P912-E1833@3:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
38	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1840	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1840	f67r2	CELESTIAL	f67r2.37	zwei lokale Himmelsraeder	ytoaiin	Y+T+O+AIIN	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E1840@1|LOCAL_ACTION:P912-E1840@2:T] [2:T=Stelle ein|LOCAL_COMPONENT:P912-E1840@2|LOCAL_ACTION:P912-E1840@2:T] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E1840@3|LOCAL_ACTION:P912-E1840@2:T] [4:AIIN=Positionswert|LOCAL_COMPONENT:P912-E1840@4|LOCAL_ACTION:P912-E1840@2:T]	Stelle ein: Ringposition, in Eintragsform, Positionswert.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
39	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1866	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1866	f67r2	CELESTIAL	f67r2.47	zwei lokale Himmelsraeder	yfain	Y+LOCAL_CHAR_F+AIN	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E1866@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1866] [2:LOCAL_CHAR_F=bei der f-Marke|LOCAL_COMPONENT:P912-E1866@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1866] [3:AIN=Sektoranteil|LOCAL_COMPONENT:P912-E1866@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1866]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1866]: Ringposition, bei der f-Marke, Sektoranteil.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
40	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1876	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1876	f67r2	CELESTIAL	f67r2.52	zwei lokale Himmelsraeder	qotoear	OT+O+E+AR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	3	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E1876@1|LOCAL_CONTROL:P912-E1876@1:OT] [2:O=in Eintragsform|LOCAL_COMPONENT:P912-E1876@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1876] [3:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E1876@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1876] [4:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E1876@4|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1876]	im Rahmen [LOCAL_CONTROL:P912-E1876@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1876]: in Eintragsform, auf Ringstufe I, von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
41	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1877	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1877	f67r2	CELESTIAL	f67r2.53	zwei lokale Himmelsraeder	dchdar	D_ADDR+CHD+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E1877@1|LOCAL_ACTION:P912-E1877@2:CHD] [2:CHD=Berechne|LOCAL_COMPONENT:P912-E1877@2|LOCAL_ACTION:P912-E1877@2:CHD] [3:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E1877@3|LOCAL_ACTION:P912-E1877@2:CHD]	Berechne: an der unteren Ringstelle, von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
42	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1878	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1878	f67r2	CELESTIAL	f67r2.54	zwei lokale Himmelsraeder	y	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E1878@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1878]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1878]: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
43	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1879	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1879	f67r2	CELESTIAL	f67r2.54	zwei lokale Himmelsraeder	saldal	S+AL+DA+L	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:S=Wähle aus|LOCAL_COMPONENT:P912-E1879@1|LOCAL_ACTION:P912-E1879@1:S] [2:AL=zur Zielposition|LOCAL_COMPONENT:P912-E1879@2|LOCAL_ACTION:P912-E1879@1:S] [3:DA=im zweiten Durchgang|LOCAL_COMPONENT:P912-E1879@3|LOCAL_ACTION:P912-E1879@1:S] [4:L=über den Ringkontakt|LOCAL_COMPONENT:P912-E1879@4|LOCAL_ACTION:P912-E1879@1:S]	Wähle aus: zur Zielposition, im zweiten Durchgang, über den Ringkontakt.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
44	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1880	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1880	f67r2	CELESTIAL	f67r2.55	zwei lokale Himmelsraeder	ytodal	Y+T+O+DA+L	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E1880@1|LOCAL_ACTION:P912-E1880@2:T] [2:T=Stelle ein|LOCAL_COMPONENT:P912-E1880@2|LOCAL_ACTION:P912-E1880@2:T] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E1880@3|LOCAL_ACTION:P912-E1880@2:T] [4:DA=im zweiten Durchgang|LOCAL_COMPONENT:P912-E1880@4|LOCAL_ACTION:P912-E1880@2:T] [5:L=über den Ringkontakt|LOCAL_COMPONENT:P912-E1880@5|LOCAL_ACTION:P912-E1880@2:T]	Stelle ein: Ringposition, in Eintragsform, im zweiten Durchgang, über den Ringkontakt.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
45	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1881	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1881	f67r2	CELESTIAL	f67r2.56	zwei lokale Himmelsraeder	tol	T+OL	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:T=Stelle ein|LOCAL_COMPONENT:P912-E1881@1|LOCAL_ACTION:P912-E1881@1:T] [2:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1881@2|LOCAL_CONTROL:P912-E1881@2:OL]	Stelle ein; im Rahmen [LOCAL_CONTROL:P912-E1881@2:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
