unified_serial	compiler_mode	page	unit_id	local_address	visible_identity	registered_identity	short_default_de	continuous_reading_de	owner_or_namespace
80	COMBINATORIAL_PROSE	f56r	H5	H5-S001:E80	otchor	MC013	danach+Ansatz	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm frisches Kraut, setze es mit Wasser kurz an und bereite daraus eine Waschung.	HERBAL_OR_OTHER_BIO_CURRENT_READING
81	COMBINATORIAL_PROSE	f56r	H5	H5-S001:E81	choky	MC026	ansetzen+Posten	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm frisches Kraut, setze es mit Wasser kurz an und bereite daraus eine Waschung.	HERBAL_OR_OTHER_BIO_CURRENT_READING
82	COMBINATORIAL_PROSE	f56r	H5	H5-S001:E82	dal	MC154	Ziel	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm frisches Kraut, setze es mit Wasser kurz an und bereite daraus eine Waschung.	HERBAL_OR_OTHER_BIO_CURRENT_READING
83	COMBINATORIAL_PROSE	f56r	H5	H5-S002:E83	schol	MC142	vorher	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm vom selben nassen Pflanzenstoff einen zweiten Teil und verwende ihn als gebundene Anwendung.	HERBAL_OR_OTHER_BIO_CURRENT_READING
84	COMBINATORIAL_PROSE	f56r	H5	H5-S002:E84	choy	MC131	Zutat+Posten	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm vom selben nassen Pflanzenstoff einen zweiten Teil und verwende ihn als gebundene Anwendung.	HERBAL_OR_OTHER_BIO_CURRENT_READING
85	COMBINATORIAL_PROSE	f56r	H5	H5-S002:E85	choky	MC026	ansetzen+Posten	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm vom selben nassen Pflanzenstoff einen zweiten Teil und verwende ihn als gebundene Anwendung.	HERBAL_OR_OTHER_BIO_CURRENT_READING
86	COMBINATORIAL_PROSE	f56r	H5	H5-S002:E86	cheeckhody	MC099	länger+Durchlass+Zutat+Schluss	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm vom selben nassen Pflanzenstoff einen zweiten Teil und verwende ihn als gebundene Anwendung.	HERBAL_OR_OTHER_BIO_CURRENT_READING
87	COMBINATORIAL_PROSE	f56r	H5	H5-S003:E87	sh	MC114	halten	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Halte den übrigen Pflanzenstoff zurück und beginne damit eine zweite Zubereitung.	HERBAL_OR_OTHER_BIO_CURRENT_READING
88	COMBINATORIAL_PROSE	f56r	H5	H5-S003:E88	cho	MC034	Zutat	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Halte den übrigen Pflanzenstoff zurück und beginne damit eine zweite Zubereitung.	HERBAL_OR_OTHER_BIO_CURRENT_READING
89	COMBINATORIAL_PROSE	f56r	H5	H5-S003:E89	kchey	MC122	bearbeiten+kurz+Posten	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Halte den übrigen Pflanzenstoff zurück und beginne damit eine zweite Zubereitung.	HERBAL_OR_OTHER_BIO_CURRENT_READING
90	COMBINATORIAL_PROSE	f56r	H5	H5-S003:E90	qokokchy	MC015	ansetzen+ansetzen+Posten	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Halte den übrigen Pflanzenstoff zurück und beginne damit eine zweite Zubereitung.	HERBAL_OR_OTHER_BIO_CURRENT_READING
91	COMBINATORIAL_PROSE	f56r	H5	H5-S004:E91	okchy	MC103	ansetzen+Posten	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Auszugsflüssigkeit zu, führe den Ansatz durch Tuch und trenne den Auszug ab.	HERBAL_OR_OTHER_BIO_CURRENT_READING
92	COMBINATORIAL_PROSE	f56r	H5	H5-S004:E92	chokcheo	MC006	ansetzen+Auszug	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Auszugsflüssigkeit zu, führe den Ansatz durch Tuch und trenne den Auszug ab.	HERBAL_OR_OTHER_BIO_CURRENT_READING
93	COMBINATORIAL_PROSE	f56r	H5	H5-S004:E93	kchal	MC077	bearbeiten+Ziel	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Auszugsflüssigkeit zu, führe den Ansatz durch Tuch und trenne den Auszug ab.	HERBAL_OR_OTHER_BIO_CURRENT_READING
94	COMBINATORIAL_PROSE	f56r	H5	H5-S005:E94	sho	MC034	Zutat	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.	HERBAL_OR_OTHER_BIO_CURRENT_READING
95	COMBINATORIAL_PROSE	f56r	H5	H5-S005:E95	chokchy	MC103	ansetzen+Posten	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.	HERBAL_OR_OTHER_BIO_CURRENT_READING
96	COMBINATORIAL_PROSE	f56r	H5	H5-S005:E96	kchoar	MC136	Auszug+Quelle	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.	HERBAL_OR_OTHER_BIO_CURRENT_READING
97	COMBINATORIAL_PROSE	f56r	H5	H5-S005:E97	sotodan	MC068	danach+anwenden	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.	HERBAL_OR_OTHER_BIO_CURRENT_READING
98	COMBINATORIAL_PROSE	f56r	H5	H5-S006:E98	otchey	MC171	danach+Posten	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Bemiss eine örtliche Portion des zweiten Auszugs und gebrauche sie als dosiertes Mittel.	HERBAL_OR_OTHER_BIO_CURRENT_READING
99	COMBINATORIAL_PROSE	f56r	H5	H5-S006:E99	keol	MC104	kurz+weiter	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Bemiss eine örtliche Portion des zweiten Auszugs und gebrauche sie als dosiertes Mittel.	HERBAL_OR_OTHER_BIO_CURRENT_READING
100	COMBINATORIAL_PROSE	f56r	H5	H5-S006:E100	daiin	MC039	Sollmaß	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Bemiss eine örtliche Portion des zweiten Auszugs und gebrauche sie als dosiertes Mittel.	HERBAL_OR_OTHER_BIO_CURRENT_READING
101	COMBINATORIAL_PROSE	f81v	B1	B1-S001:E101	qokedy	MC083	ansetzen+kurz+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
102	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E102	okaiin	MC120	ansetzen+Sollmaß	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
103	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E103	kair	MC023	Lauf	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
104	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E104	okal	MC040	ansetzen+Ziel	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
105	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E105	sar	MC055	Quelle	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
106	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E106	ol	MC153	weiter	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
107	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E107	kain	MC105	Anteil	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
108	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E108	olkain	MC097	weiter+Anteil	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
109	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E109	al	MC154	Ziel	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
110	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E110	ol	MC153	weiter	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
111	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E111	rol	MC016	weiter	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
112	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E112	dl	MC012	Zusatz	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
113	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E113	olor	MC157	weiter+Ansatz	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
114	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E114	ol	MC153	weiter	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
115	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E115	sheckhal	MC058	Durchlass+kurz+Ziel	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
116	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E116	daiin	MC039	Sollmaß	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
117	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E117	qokeedal	MC096	ansetzen+länger+Ziel	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
118	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E118	daiin	MC039	Sollmaß	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
119	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E119	chckhy	MC035	Durchlass+Posten	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
120	COMBINATORIAL_PROSE	f81v	B1	B1-S002:E120	schedy	MC025	umsetzen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
121	COMBINATORIAL_PROSE	f81v	B1	B1-S003:E121	qol	MC153	weiter	Im gemeinsamen zweireihigen Figurenbecken: Führe weiter, schwenke den Posten und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
122	COMBINATORIAL_PROSE	f81v	B1	B1-S003:E122	sshkchdy	MC061	halten+bearbeiten+umsetzen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Führe weiter, schwenke den Posten und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
123	COMBINATORIAL_PROSE	f81v	B1	B1-S004:E123	chedy	MC074	umsetzen+Posten	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
124	COMBINATORIAL_PROSE	f81v	B1	B1-S004:E124	ol	MC153	weiter	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
125	COMBINATORIAL_PROSE	f81v	B1	B1-S004:E125	shedy	MC128	absetzen+kurz+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
126	COMBINATORIAL_PROSE	f81v	B1	B1-S005:E126	qolchedy	MC028	weiter+umsetzen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Führe den Posten weiter und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
127	COMBINATORIAL_PROSE	f81v	B1	B1-S006:E127	qokain	MC017	ansetzen+Anteil	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.	HERBAL_OR_OTHER_BIO_CURRENT_READING
128	COMBINATORIAL_PROSE	f81v	B1	B1-S006:E128	shckhy	MC035	Durchlass+Posten	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.	HERBAL_OR_OTHER_BIO_CURRENT_READING
129	COMBINATORIAL_PROSE	f81v	B1	B1-S006:E129	dl	MC012	Zusatz	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.	HERBAL_OR_OTHER_BIO_CURRENT_READING
130	COMBINATORIAL_PROSE	f81v	B1	B1-S006:E130	ral	MC056	Ziel	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.	HERBAL_OR_OTHER_BIO_CURRENT_READING
131	COMBINATORIAL_PROSE	f81v	B1	B1-S007:E131	qokchdy	MC088	ansetzen+umsetzen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze die abgekühlte Badmischung um und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
132	COMBINATORIAL_PROSE	f81v	B1	B1-S008:E132	chey	MC123	Posten	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
133	COMBINATORIAL_PROSE	f81v	B1	B1-S008:E133	ol	MC153	weiter	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
134	COMBINATORIAL_PROSE	f81v	B1	B1-S008:E134	cheky	MC147	wärmen+kurz+Posten	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
135	COMBINATORIAL_PROSE	f81v	B1	B1-S008:E135	ol	MC153	weiter	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
136	COMBINATORIAL_PROSE	f81v	B1	B1-S008:E136	shedy	MC128	absetzen+kurz+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
137	COMBINATORIAL_PROSE	f81v	B1	B1-S009:E137	qokedy	MC083	ansetzen+kurz+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
138	COMBINATORIAL_PROSE	f81v	B1	B1-S010:E138	qokedy	MC083	ansetzen+kurz+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
139	COMBINATORIAL_PROSE	f81v	B1	B1-S011:E139	chckhy	MC035	Durchlass+Posten	Im gemeinsamen zweireihigen Figurenbecken: Leite durch und setze den Posten an	HERBAL_OR_OTHER_BIO_CURRENT_READING
140	COMBINATORIAL_PROSE	f81v	B1	B1-S011:E140	qoky	MC026	ansetzen+Posten	Im gemeinsamen zweireihigen Figurenbecken: Leite durch und setze den Posten an	HERBAL_OR_OTHER_BIO_CURRENT_READING
141	COMBINATORIAL_PROSE	f81v	B1	B1-S012:E141	lsho	MC130	waschen	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
142	COMBINATORIAL_PROSE	f81v	B1	B1-S012:E142	qokey	MC007	ansetzen+kurz+Posten	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
143	COMBINATORIAL_PROSE	f81v	B1	B1-S012:E143	lshedy	MC038	waschen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
144	COMBINATORIAL_PROSE	f81v	B1	B1-S013:E144	lshedy	MC038	waschen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Wasche und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
145	COMBINATORIAL_PROSE	f81v	B1	B1-S014:E145	chedy	MC074	umsetzen+Posten	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	HERBAL_OR_OTHER_BIO_CURRENT_READING
146	COMBINATORIAL_PROSE	f81v	B1	B1-S014:E146	qolky	MC134	weiter	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	HERBAL_OR_OTHER_BIO_CURRENT_READING
147	COMBINATORIAL_PROSE	f81v	B1	B1-S014:E147	lchedal	MC051	abführen+umsetzen+Ziel	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	HERBAL_OR_OTHER_BIO_CURRENT_READING
148	COMBINATORIAL_PROSE	f81v	B1	B1-S014:E148	qol	MC153	weiter	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	HERBAL_OR_OTHER_BIO_CURRENT_READING
149	COMBINATORIAL_PROSE	f81v	B1	B1-S014:E149	otar	MC121	danach+Quelle	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	HERBAL_OR_OTHER_BIO_CURRENT_READING
150	COMBINATORIAL_PROSE	f81v	B1	B1-S015:E150	ytey	MC109	Posten+kurz+Teil	Im gemeinsamen zweireihigen Figurenbecken: Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
151	COMBINATORIAL_PROSE	f81v	B1	B1-S015:E151	okchedy	MC005	ansetzen+umsetzen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
152	COMBINATORIAL_PROSE	f81v	B1	B1-S016:E152	qokal	MC040	ansetzen+Ziel	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
153	COMBINATORIAL_PROSE	f81v	B1	B1-S016:E153	okeey	MC002	ansetzen+länger+Posten	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
154	COMBINATORIAL_PROSE	f81v	B1	B1-S016:E154	qol	MC153	weiter	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
155	COMBINATORIAL_PROSE	f81v	B1	B1-S016:E155	cheedy	MC128	absetzen+kurz+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
