event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	semantic_atoms	short_default_de	final_teaching_tier	section_deck_status	assigned_renderer	revised_renderer_status	formula_tags_for_statement	order_tags_for_statement	selected_content_layer	current_statement_reading_de
248	B3-S010	B3	f83r	pchedal	MC126	P+CHD+AL	zuführen+umsetzen+Ziel	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe.
249	B3-S010	B3	f83r	otedy	MC135	OT+E+CLOSE	danach+kurz+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe.
250	B3-S011	B3	f83r	shecthedchy	MC043	CTH+CHD+Y	bereit+umsetzen+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.
251	B3-S011	B3	f83r	qoky	MC026	OK+Y	ansetzen+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.
252	B3-S011	B3	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.
253	B3-S011	B3	f83r	chary	MC009	AR+Y	Quelle+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.
254	B3-S012	B3	f83r	sor	MC080	OR	Ansatz	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe.
255	B3-S012	B3	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe.
256	B3-S013	B3	f83r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.
257	B3-S013	B3	f83r	chkain	MC105	AIN	Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.
258	B3-S013	B3	f83r	shcthey	MC073	CTH+E+Y	bereit+kurz+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.
259	B3-S013	B3	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.
260	B3-S014	B3	f83r	okair	MC081	OK+AIR	ansetzen+Lauf	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Lass Wasser ein, lass länger absetzen und schließe.
261	B3-S014	B3	f83r	sheedy	MC003	SHED+EE+CLOSE	absetzen+länger+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Lass Wasser ein, lass länger absetzen und schließe.
262	B3-S015	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Führe ab und schließe.
263	B3-S016	B3	f83r	lo	MC030	L	abführen	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Führe die Charge des unteren Korbgefäßes ab. Beginne jenseits der Bildlücke einen eigenen Übergangsansatz, setze ihn um und schließe; die Lücke ist keine Leitung.
264	B3-S016	B3	f83r	qokchedy	MC005	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Führe die Charge des unteren Korbgefäßes ab. Beginne jenseits der Bildlücke einen eigenen Übergangsansatz, setze ihn um und schließe; die Lücke ist keine Leitung.
265	B3-S017	B3	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Den örtlichen Übergangsansatz länger ansetzen und schließen.
266	B3-S018	B3	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	ZUBEREITUNG_SERVICE	Den örtlichen Übergangsansatz kurz absetzen lassen und schließen.
267	B3-S019	B3	f83r	qokshedy	MC151	OK+SHED+CLOSE	ansetzen+absetzen+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Den örtlichen Übergangsansatz ansetzen, absetzen lassen und schließen.
268	B3-S020	B3	f83r	dal	MC154	AL	Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	SECONDARY_REPERTOIRE_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Den örtlichen Übergangsansatz zur im Exemplar bezeichneten Stelle führen, dort abführen und schließen.
269	B3-S020	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Den örtlichen Übergangsansatz zur im Exemplar bezeichneten Stelle führen, dort abführen und schließen.
270	B3-S021	B3	f83r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	WF02	OC01_FORWARD	ZUBEREITUNG_SERVICE	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.
271	B3-S021	B3	f83r	shcthy	MC161	CTH+Y	bereit+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	WF02	OC01_FORWARD	ZUBEREITUNG_SERVICE	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.
272	B3-S021	B3	f83r	dal	MC154	AL	Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	SECONDARY_REPERTOIRE_MATCH	WF02	OC01_FORWARD	ZUBEREITUNG_SERVICE	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.
273	B3-S021	B3	f83r	sy	MC123	Y	Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	WF02	OC01_FORWARD	ZUBEREITUNG_SERVICE	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.
274	B3-S021	B3	f83r	saiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	WF02	OC01_FORWARD	ZUBEREITUNG_SERVICE	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.
275	B3-S021	B3	f83r	shedal	MC113	SHED+AL	absetzen+Ziel	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	WF02	OC01_FORWARD	ZUBEREITUNG_SERVICE	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.
276	B3-S021	B3	f83r	shecthy	MC137	CTH+E+Y	bereit+kurz+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	WF02	OC01_FORWARD	ZUBEREITUNG_SERVICE	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.
277	B3-S021	B3	f83r	chey	MC123	Y	Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	WF02	OC01_FORWARD	ZUBEREITUNG_SERVICE	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.
278	B3-S021	B3	f83r	tal	MC154	AL	Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	WF02	OC01_FORWARD	ZUBEREITUNG_SERVICE	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.
279	B3-S021	B3	f83r	shcthy	MC161	CTH+Y	bereit+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	WF02	OC01_FORWARD	ZUBEREITUNG_SERVICE	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.
280	B3-S021	B3	f83r	dalchdy	MC031	AL+CHD+CLOSE	Ziel+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	WF02	OC01_FORWARD	ZUBEREITUNG_SERVICE	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.
281	B3-S022	B3	f83r	qotchedy	MC057	OT+CHD+CLOSE	danach+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Danach den nächsten Übergangsansatz umsetzen und schließen.
282	B3-S023	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Den Übergangsansatz abführen und schließen.
283	B3-S024	B3	f83r	tchedy	MC025	CHD+CLOSE	umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	ZUBEREITUNG_SERVICE	Den Übergangsansatz umsetzen und schließen.
284	B3-S025	B3	f83r	qokchdy	MC088	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Den nächsten Übergangsansatz ansetzen, umsetzen und schließen.
285	B3-S026	B3	f83r	cheedar	MC042	CHD+AR	umsetzen+Quelle	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.
286	B3-S026	B3	f83r	chldaiin	MC144	SHED+AIIN	absetzen+Sollmaß	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.
287	B3-S026	B3	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	KOERPER_BAD_ANWENDUNG	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.
288	B3-S026	B3	f83r	qokain	MC017	OK+AIN	ansetzen+Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.
289	B3-S026	B3	f83r	checthy	MC161	CTH+Y	bereit+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.
290	B3-S026	B3	f83r	chealror	MC146	AL+OR	Ziel+Ansatz	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.
291	B3-S026	B3	f83r	solkeedy	MC045	SOLK+EE+CLOSE	sammeln+länger+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	KOERPER_BAD_ANWENDUNG	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.
292	B3-S027	B3	f83r	qoteedy	MC173	OT+EE+CLOSE	danach+länger+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Nimm die lange Folge und schließe.
293	B3-S028	B3	f83r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	WF07	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger, dann kurz an und schließe.
294	B3-S028	B3	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	WF07	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger, dann kurz an und schließe.
295	B3-S029	B3	f83r	sol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.
296	B3-S029	B3	f83r	cheeety	MC094	EEE+TY	vollständig+Teil	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.
297	B3-S029	B3	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.
298	B3-S030	B3	f83r	qoky	MC026	OK+Y	ansetzen+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.
299	B3-S030	B3	f83r	saiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.
300	B3-S030	B3	f83r	schedair	MC116	AIR	Lauf	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.
301	B3-S030	B3	f83r	otchedy	MC057	OT+CHD+CLOSE	danach+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.
302	B3-S031	B3	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger an und schließe.
303	B3-S032	B3	f83r	chedain	MC145	CHD+AIN	umsetzen+Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
304	B3-S032	B3	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
305	B3-S032	B3	f83r	qotedaiin	MC018	OT+E+AIIN	danach+kurz+Sollmaß	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
306	B3-S032	B3	f83r	otaiin	MC060	OT+AIIN	danach+Sollmaß	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
307	B3-S032	B3	f83r	otedy	MC135	OT+E+CLOSE	danach+kurz+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
308	B3-S033	B3	f83r	ldy	MC004	L+CLOSE	abführen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Ziehe ab und schließe.
309	B3-S034	B3	f83r	soiiin	MC033	IIN	Stufe	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
310	B3-S034	B3	f83r	checthy	MC161	CTH+Y	bereit+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
311	B3-S034	B3	f83r	chety	MC086	PARTITION+TY	teilen+Teil	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
312	B3-S034	B3	f83r	otaiin	MC060	OT+AIIN	danach+Sollmaß	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
